wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,12827,83,1367,12,t00
dolnośląskie,bolesławiecki,18246,51,5061,0,t0201
dolnośląskie,dzierżoniowski,16693,100,4461,0,t0202
dolnośląskie,głogowski,15365,42,3543,0,t0203
dolnośląskie,górowski,5865,372,1582,89,t0204
dolnośląskie,jaworski,9782,101,2634,0,t0205
dolnośląskie,jeleniogórski,14954,124,3998,0,t0206
dolnośląskie,kamiennogórski,6976,55,1962,0,t0207
dolnośląskie,kłodzki,39781,61,11711,0,t0208
dolnośląskie,legnicki,7858,285,1745,6,t0209
dolnośląskie,lubański,7024,49,2049,31,t0210
dolnośląskie,lubiński,33605,720,8405,0,t0211
dolnośląskie,lwówecki,9548,299,2292,0,t0212
dolnośląskie,milicki,9048,144,2476,0,t0213
dolnośląskie,oleśnicki,15085,698,3556,55,t0214
dolnośląskie,oławski,16361,0,4578,0,t0215
dolnośląskie,polkowicki,4950,160,1204,0,t0216
dolnośląskie,strzeliński,9592,0,2688,0,t0217
dolnośląskie,średzki,6548,0,1847,0,t0218
dolnośląskie,świdnicki,24751,207,6935,0,t0219
dolnośląskie,trzebnicki,18409,150,5138,0,t0220
dolnośląskie,wałbrzyski,10354,50,2910,0,t0221
dolnośląskie,wołowski,9664,0,2666,0,t0222
dolnośląskie,wrocławski,23038,649,5564,35,t0223
dolnośląskie,ząbkowicki,15474,274,4196,25,t0224
dolnośląskie,zgorzelecki,15799,84,5063,0,t0225
dolnośląskie,złotoryjski,8243,143,1791,0,t0226
dolnośląskie,Jelenia Góra,23354,322,5745,1,t0261
dolnośląskie,Legnica,18149,230,4900,0,t0262
dolnośląskie,Wrocław,255871,4442,66438,244,t0264
dolnośląskie,Wałbrzych,75171,930,16842,10,t0265
kujawsko-pomorskie,aleksandrowski,43806,990,11412,427,t0401
kujawsko-pomorskie,brodnicki,15292,181,3718,0,t0402
kujawsko-pomorskie,bydgoski,14641,261,3466,0,t0403
kujawsko-pomorskie,chełmiński,9223,238,2173,30,t0404
kujawsko-pomorskie,golubsko-dobrzyński,7024,72,1802,0,t0405
kujawsko-pomorskie,grudziądzki,3894,48,1073,0,t0406
kujawsko-pomorskie,inowrocławski,28770,530,7155,32,t0407
kujawsko-pomorskie,lipnowski,11587,78,2985,0,t0408
kujawsko-pomorskie,mogileński,6122,30,1612,0,t0409
kujawsko-pomorskie,nakielski,8997,233,1997,0,t0410
kujawsko-pomorskie,radziejowski,8927,168,2065,0,t0411
kujawsko-pomorskie,rypiński,7791,201,1938,0,t0412
kujawsko-pomorskie,sępoleński,10984,300,3224,0,t0413
kujawsko-pomorskie,świecki,16272,379,4368,0,t0414
kujawsko-pomorskie,toruński,11258,211,3214,1,t0415
kujawsko-pomorskie,tucholski,7789,223,1957,0,t0416
kujawsko-pomorskie,wąbrzeski,6323,157,1852,0,t0417
kujawsko-pomorskie,włocławski,12451,212,3385,0,t0418
kujawsko-pomorskie,żniński,10609,59,2683,0,t0419
kujawsko-pomorskie,Bydgoszcz,110138,1922,26702,31,t0461
kujawsko-pomorskie,Grudziądz,27921,302,4661,0,t0462
kujawsko-pomorskie,Toruń,42337,774,11460,184,t0463
kujawsko-pomorskie,Włocławek,18544,150,4724,1,t0464
lubelskie,bialski,17596,201,5034,57,t0601
lubelskie,biłgorajski,15057,0,4212,0,t0602
lubelskie,chełmski,9871,0,2775,0,t0603
lubelskie,hrubieszowski,11999,0,3501,0,t0604
lubelskie,janowski,9800,89,2915,0,t0605
lubelskie,krasnostawski,10872,139,3335,0,t0606
lubelskie,kraśnicki,16157,72,4664,1,t0607
lubelskie,lubartowski,15450,436,4526,112,t0608
lubelskie,lubelski,22829,185,6333,30,t0609
lubelskie,łęczyński,11789,0,3122,0,t0610
lubelskie,łukowski,15892,349,4541,109,t0611
lubelskie,opolski,11879,157,3238,37,t0612
lubelskie,parczewski,8998,282,2591,1,t0613
lubelskie,puławski,29252,130,7561,20,t0614
lubelskie,radzyński,10004,0,3218,0,t0615
lubelskie,rycki,15363,31,3958,0,t0616
lubelskie,świdnicki,11491,49,3338,0,t0617
lubelskie,tomaszowski,15224,300,4281,0,t0618
lubelskie,włodawski,10616,86,2834,0,t0619
lubelskie,zamojski,14777,31,4333,0,t0620
lubelskie,Biała Podlaska,19478,34,4533,0,t0661
lubelskie,Chełm,15976,37,3538,8,t0662
lubelskie,Lublin,145595,1003,41412,340,t0663
lubelskie,Zamość,25740,339,5625,49,t0664
lubuskie,gorzowski,9230,67,2507,15,t0801
lubuskie,krośnieński,13116,50,2955,0,t0802
lubuskie,międzyrzecki,18607,581,4279,110,t0803
lubuskie,nowosolski,20679,402,4901,65,t0804
lubuskie,słubicki,8518,0,2091,0,t0805
lubuskie,strzelecko-drezdenecki,10804,180,2883,122,t0806
lubuskie,sulęciński,6408,41,1815,0,t0807
lubuskie,świebodziński,12317,96,3671,14,t0808
lubuskie,zielonogórski,23173,155,4013,4,t0809
lubuskie,żagański,11021,0,2925,0,t0810
lubuskie,żarski,26867,233,5637,87,t0811
lubuskie,wschowski,4374,134,1235,0,t0812
lubuskie,Gorzów Wielkopolski,31525,157,7861,0,t0861
lubuskie,Zielona Góra,36037,344,10528,214,t0862
łódzkie,bełchatowski,16721,161,4748,86,t1001
łódzkie,kutnowski,19973,166,4745,5,t1002
łódzkie,łaski,6893,61,1884,0,t1003
łódzkie,łęczycki,12409,31,3461,0,t1004
łódzkie,łowicki,24134,182,7519,14,t1005
łódzkie,łódzki wschodni,8424,355,2165,0,t1006
łódzkie,opoczyński,12862,260,3333,15,t1007
łódzkie,pabianicki,24057,510,5775,1,t1008
łódzkie,pajęczański,6888,0,1637,0,t1009
łódzkie,piotrkowski,10579,448,2800,106,t1010
łódzkie,poddębicki,7023,2,1766,0,t1011
łódzkie,radomszczański,21969,506,5723,56,t1012
łódzkie,rawski,7287,61,2128,0,t1013
łódzkie,sieradzki,21740,533,4656,0,t1014
łódzkie,skierniewicki,6020,0,1559,0,t1015
łódzkie,tomaszowski,22563,153,5557,0,t1016
łódzkie,wieluński,16999,218,3995,28,t1017
łódzkie,wieruszowski,7731,192,2077,6,t1018
łódzkie,zduńskowolski,11156,192,3206,21,t1019
łódzkie,zgierski,27402,248,7280,0,t1020
łódzkie,brzeziński,9486,50,2931,0,t1021
łódzkie,Łódź,244350,3721,66676,131,t1061
łódzkie,Piotrków Trybunalski,18259,245,4870,0,t1062
łódzkie,Skierniewice,17129,372,4041,2,t1063
małopolskie,bocheński,14449,629,3281,28,t1201
małopolskie,brzeski,16524,280,4485,29,t1202
małopolskie,chrzanowski,25514,596,6513,189,t1203
małopolskie,dąbrowski,9849,34,2755,27,t1204
małopolskie,gorlicki,21743,210,6371,0,t1205
