wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4680,54,971,42,t00
dolnośląskie,bolesławiecki,10743,252,4134,96,t0201
dolnośląskie,dzierżoniowski,9628,259,3478,45,t0202
dolnośląskie,głogowski,9045,308,2892,171,t0203
dolnośląskie,górowski,2712,112,964,43,t0204
dolnośląskie,jaworski,5559,198,1889,43,t0205
dolnośląskie,jeleniogórski,7584,344,2739,141,t0206
dolnośląskie,kamiennogórski,4264,113,1652,88,t0207
dolnośląskie,kłodzki,24478,931,9434,352,t0208
dolnośląskie,legnicki,3197,244,1067,48,t0209
dolnośląskie,lubański,4293,140,1369,41,t0210
dolnośląskie,lubiński,18543,587,6238,253,t0211
dolnośląskie,lwówecki,4638,123,1671,53,t0212
dolnośląskie,milicki,5032,191,1760,31,t0213
dolnośląskie,oleśnicki,8012,239,2865,125,t0214
dolnośląskie,oławski,9218,403,2877,97,t0215
dolnośląskie,polkowicki,2245,166,827,82,t0216
dolnośląskie,strzeliński,5290,203,1970,71,t0217
dolnośląskie,średzki,3263,165,1094,101,t0218
dolnośląskie,świdnicki,15075,468,5387,192,t0219
dolnośląskie,trzebnicki,10092,220,3562,86,t0220
dolnośląskie,wałbrzyski,5610,83,2263,47,t0221
dolnośląskie,wołowski,5833,234,2050,143,t0222
dolnośląskie,wrocławski,10272,421,3526,230,t0223
dolnośląskie,ząbkowicki,8324,202,3145,131,t0224
dolnośląskie,zgorzelecki,10511,262,4118,99,t0225
dolnośląskie,złotoryjski,4167,146,1393,56,t0226
dolnośląskie,Jelenia Góra,12368,425,4469,180,t0261
dolnośląskie,Legnica,11614,307,4115,141,t0262
dolnośląskie,Wrocław,147043,3620,51869,1512,t0264
dolnośląskie,Wałbrzych,39030,843,12473,210,t0265
kujawsko-pomorskie,aleksandrowski,25025,664,8717,220,t0401
kujawsko-pomorskie,brodnicki,8146,226,2894,132,t0402
kujawsko-pomorskie,bydgoski,6536,316,2448,193,t0403
kujawsko-pomorskie,chełmiński,4932,125,1786,59,t0404
kujawsko-pomorskie,golubsko-dobrzyński,3893,182,1318,75,t0405
kujawsko-pomorskie,grudziądzki,2108,42,788,14,t0406
kujawsko-pomorskie,inowrocławski,16136,440,5746,252,t0407
kujawsko-pomorskie,lipnowski,6582,269,2341,116,t0408
kujawsko-pomorskie,mogileński,3571,161,1134,11,t0409
kujawsko-pomorskie,nakielski,5119,238,1603,120,t0410
kujawsko-pomorskie,radziejowski,4478,123,1550,14,t0411
kujawsko-pomorskie,rypiński,4258,288,1354,153,t0412
kujawsko-pomorskie,sępoleński,6636,335,2505,169,t0413
kujawsko-pomorskie,świecki,8994,269,3443,127,t0414
kujawsko-pomorskie,toruński,6503,132,2228,53,t0415
kujawsko-pomorskie,tucholski,4281,209,1457,92,t0416
kujawsko-pomorskie,wąbrzeski,3912,118,1381,38,t0417
kujawsko-pomorskie,włocławski,6469,328,2568,163,t0418
kujawsko-pomorskie,żniński,6044,204,2161,96,t0419
kujawsko-pomorskie,Bydgoszcz,61131,1340,22571,557,t0461
kujawsko-pomorskie,Grudziądz,11464,253,3940,116,t0462
kujawsko-pomorskie,Toruń,26199,402,9320,200,t0463
kujawsko-pomorskie,Włocławek,11138,375,4027,174,t0464
lubelskie,bialski,9519,491,3351,226,t0601
lubelskie,biłgorajski,8959,315,3131,86,t0602
lubelskie,chełmski,4801,268,1654,99,t0603
lubelskie,hrubieszowski,7208,299,2439,141,t0604
lubelskie,janowski,6224,190,2322,81,t0605
lubelskie,krasnostawski,6905,247,2692,96,t0606
lubelskie,kraśnicki,8996,270,3355,94,t0607
lubelskie,lubartowski,9159,322,3268,185,t0608
lubelskie,lubelski,12495,628,4580,354,t0609
lubelskie,łęczyński,6787,284,2472,67,t0610
lubelskie,łukowski,9216,221,3189,101,t0611
lubelskie,opolski,6333,198,2251,85,t0612
lubelskie,parczewski,5067,155,1906,53,t0613
lubelskie,puławski,15887,457,6001,140,t0614
lubelskie,radzyński,6344,155,2290,57,t0615
lubelskie,rycki,7874,397,2679,202,t0616
lubelskie,świdnicki,6764,210,2513,101,t0617
lubelskie,tomaszowski,8420,197,3095,102,t0618
lubelskie,włodawski,5711,330,2099,187,t0619
lubelskie,zamojski,8286,450,3138,198,t0620
lubelskie,Biała Podlaska,10315,182,3791,50,t0661
lubelskie,Chełm,8740,247,2904,83,t0662
lubelskie,Lublin,88635,2441,31505,874,t0663
lubelskie,Zamość,12039,349,4099,186,t0664
lubuskie,gorzowski,5207,331,1859,116,t0801
lubuskie,krośnieński,6338,370,2208,140,t0802
lubuskie,międzyrzecki,8491,206,2946,79,t0803
lubuskie,nowosolski,10269,336,3640,119,t0804
lubuskie,słubicki,4356,234,1642,134,t0805
lubuskie,strzelecko-drezdenecki,5451,193,1847,62,t0806
lubuskie,sulęciński,3707,51,1291,18,t0807
lubuskie,świebodziński,7018,162,2753,79,t0808
lubuskie,zielonogórski,8172,263,3011,76,t0809
lubuskie,żagański,6028,344,2268,209,t0810
lubuskie,żarski,12514,332,4349,105,t0811
lubuskie,wschowski,2836,68,920,16,t0812
lubuskie,Gorzów Wielkopolski,16382,206,5893,104,t0861
lubuskie,Zielona Góra,22777,592,8219,158,t0862
łódzkie,bełchatowski,9962,351,3735,142,t1001
łódzkie,kutnowski,10620,267,3950,109,t1002
łódzkie,łaski,4048,170,1398,128,t1003
łódzkie,łęczycki,7320,338,2780,207,t1004
łódzkie,łowicki,14587,539,5721,301,t1005
łódzkie,łódzki wschodni,4158,165,1577,61,t1006
łódzkie,opoczyński,7004,256,2430,118,t1007
łódzkie,pabianicki,12598,508,4302,179,t1008
łódzkie,pajęczański,3697,179,1267,50,t1009
łódzkie,piotrkowski,4949,335,1892,179,t1010
łódzkie,poddębicki,3811,63,1374,37,t1011
łódzkie,radomszczański,11969,358,4433,89,t1012
łódzkie,rawski,4083,176,1498,70,t1013
łódzkie,sieradzki,10726,275,3853,72,t1014
łódzkie,skierniewicki,2691,279,1051,154,t1015
łódzkie,tomaszowski,12078,360,4009,171,t1016
łódzkie,wieluński,8706,361,3005,128,t1017
łódzkie,wieruszowski,4354,171,1610,93,t1018
łódzkie,zduńskowolski,6311,163,2153,76,t1019
łódzkie,zgierski,15997,537,5899,252,t1020
łódzkie,brzeziński,5795,234,1991,53,t1021
łódzkie,Łódź,141971,4051,54497,1674,t1061
łódzkie,Piotrków Trybunalski,11481,388,3927,152,t1062
łódzkie,Skierniewice,9343,380,3212,186,t1063
małopolskie,bocheński,7793,291,2530,91,t1201
małopolskie,brzeski,9530,330,3319,132,t1202
małopolskie,chrzanowski,13737,419,4862,153,t1203
małopolskie,dąbrowski,5850,221,2073,86,t1204
małopolskie,gorlicki,13472,506,5142,190,t1205
małopolskie,krakowski,15614,868,5888,370,t1206
małopolskie,limanowski,11412,627,4208,297,t1207
małopolskie,miechowski,9621,432,3347,181,t1208
małopolskie,myślenicki,10410,486,3416,239,t1209
