wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,16,0,4,0,t00,7,0,0,0,5,0
dolnośląskie,bolesławiecki,108119,65,38394,10,t0201,47071,7,143,0,22511,48
dolnośląskie,dzierżoniowski,105997,48,37412,13,t0202,42334,7,152,1,26099,27
dolnośląskie,głogowski,105091,19,35036,4,t0203,42005,0,184,0,27866,15
dolnośląskie,górowski,38284,3,13941,0,t0204,16463,0,79,0,7801,3
dolnośląskie,jaworski,59765,31,20727,4,t0205,25167,2,43,0,13828,25
dolnośląskie,jeleniogórski,72187,22,26251,6,t0206,31427,1,395,0,14114,15
dolnośląskie,kamiennogórski,49147,18,17180,7,t0207,19505,0,107,0,12355,11
dolnośląskie,kłodzki,189764,42,68020,9,t0208,77920,9,1415,1,42409,23
dolnośląskie,legnicki,63572,10,21992,3,t0209,27376,1,269,0,13935,6
dolnośląskie,lubański,48331,5,14764,0,t0210,20365,0,110,0,13092,5
dolnośląskie,lubiński,176793,35,66794,10,t0211,73606,1,999,0,35394,24
dolnośląskie,lwówecki,63460,0,22804,0,t0212,26484,0,318,0,13854,0
dolnośląskie,milicki,49897,25,18730,9,t0213,20804,4,118,0,10245,12
dolnośląskie,oleśnicki,167288,40,56085,18,t0214,67210,4,534,0,43459,18
dolnośląskie,oławski,58173,1,22864,1,t0215,25883,0,99,0,9327,0
dolnośląskie,polkowicki,61674,0,21199,0,t0216,26976,0,51,0,13448,0
dolnośląskie,strzeliński,54925,5,20048,1,t0217,22633,0,518,0,11726,4
dolnośląskie,średzki,38101,11,12627,0,t0218,14452,1,485,0,10537,10
dolnośląskie,świdnicki,163668,24,55408,6,t0219,64963,0,1241,0,42056,18
dolnośląskie,trzebnicki,90282,24,33323,3,t0220,35413,2,447,3,21099,16
dolnośląskie,wałbrzyski,45710,3,17048,0,t0221,18473,0,259,0,9930,3
dolnośląskie,wołowski,63361,67,22098,10,t0222,27929,11,319,2,13015,44
dolnośląskie,wrocławski,159800,73,57689,13,t0223,63695,9,1227,0,37189,51
dolnośląskie,ząbkowicki,81263,30,29337,7,t0224,34412,3,334,0,17180,20
dolnośląskie,zgorzelecki,95237,36,31715,11,t0225,39081,1,230,0,24211,24
dolnośląskie,złotoryjski,53293,16,18330,2,t0226,22254,0,223,3,12486,11
dolnośląskie,Jelenia Góra,134464,14,49243,3,t0261,53752,1,459,0,31010,10
dolnośląskie,Legnica,135777,57,48592,8,t0262,55948,6,472,0,30765,43
dolnośląskie,Wrocław,1511284,457,551365,51,t0264,631641,49,4791,0,323487,357
dolnośląskie,Wałbrzych,275820,31,106447,17,t0265,122540,0,828,0,46005,14
kujawsko-pomorskie,aleksandrowski,159930,14,66993,2,t0401,73161,2,531,0,19245,10
kujawsko-pomorskie,brodnicki,105976,18,39658,3,t0402,44643,1,1505,0,20170,14
kujawsko-pomorskie,bydgoski,114819,31,42382,13,t0403,46558,2,400,5,25479,11
kujawsko-pomorskie,chełmiński,63125,13,22979,1,t0404,25517,2,52,0,14577,10
kujawsko-pomorskie,golubsko-dobrzyński,49015,3,18732,2,t0405,21281,0,341,0,8661,1
kujawsko-pomorskie,grudziądzki,37607,22,13882,6,t0406,16541,3,24,0,7160,13
kujawsko-pomorskie,inowrocławski,153187,42,56730,3,t0407,62311,2,516,0,33630,37
kujawsko-pomorskie,lipnowski,77381,1,28751,0,t0408,33228,0,346,0,15056,1
kujawsko-pomorskie,mogileński,54797,6,19046,0,t0409,21819,0,196,0,13736,6
kujawsko-pomorskie,nakielski,127644,33,44247,6,t0410,55944,6,494,0,26959,21
