wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,13,0,4,0,t00,9,0,0,0,0,0
dolnośląskie,bolesławiecki,89953,330,35431,25,t0201,44418,66,153,0,9951,239
dolnośląskie,dzierżoniowski,86914,210,34701,4,t0202,39987,37,214,0,12012,169
dolnośląskie,głogowski,86726,531,32210,43,t0203,39578,123,158,3,14780,362
dolnośląskie,górowski,32452,53,12940,4,t0204,15724,13,383,0,3405,36
dolnośląskie,jaworski,49472,111,18844,11,t0205,23672,43,32,0,6924,57
dolnośląskie,jeleniogórski,63632,209,25001,15,t0206,30284,47,387,1,7960,146
dolnośląskie,kamiennogórski,40778,268,16125,51,t0207,18520,21,100,0,6033,196
dolnośląskie,kłodzki,161599,421,64134,19,t0208,74488,43,757,0,22220,359
dolnośląskie,legnicki,54150,78,20652,2,t0209,26395,13,240,0,6863,63
dolnośląskie,lubański,38658,215,13715,11,t0210,19292,21,95,0,5556,183
dolnośląskie,lubiński,154718,476,62895,44,t0211,70293,80,949,0,20581,352
dolnośląskie,lwówecki,52958,233,20849,21,t0212,24962,45,324,0,6823,167
dolnośląskie,milicki,42091,166,17297,11,t0213,19735,61,93,0,4966,94
dolnośląskie,oleśnicki,131175,690,50052,77,t0214,61615,143,814,1,18694,469
dolnośląskie,oławski,52173,145,22102,7,t0215,25147,30,97,0,4827,108
dolnośląskie,polkowicki,52041,239,19487,19,t0216,25682,40,42,0,6830,180
dolnośląskie,strzeliński,45669,219,18550,12,t0217,21359,61,604,1,5156,145
dolnośląskie,średzki,29923,120,11342,9,t0218,13343,27,676,0,4562,84
dolnośląskie,świdnicki,132526,558,50857,19,t0219,60941,102,880,1,19848,436
dolnośląskie,trzebnicki,73668,190,30656,7,t0220,33123,24,408,0,9481,159
dolnośląskie,wałbrzyski,38920,90,16058,3,t0221,17549,8,253,2,5060,77
dolnośląskie,wołowski,52628,40,20159,1,t0222,25907,10,427,0,6135,29
dolnośląskie,wrocławski,129643,726,51963,22,t0223,58968,229,1072,2,17640,473
dolnośląskie,ząbkowicki,70118,169,27610,22,t0224,32745,72,387,0,9376,75
dolnośląskie,zgorzelecki,75581,344,29027,4,t0225,36557,100,275,0,9722,240
dolnośląskie,złotoryjski,44513,179,16797,23,t0226,20943,54,215,0,6558,102
dolnośląskie,Jelenia Góra,115426,452,46179,54,t0261,51421,111,448,0,17378,287
dolnośląskie,Legnica,113593,551,45328,25,t0262,52754,81,438,1,15073,444
dolnośląskie,Wrocław,1292289,5045,519336,227,t0264,601682,1076,4722,9,166549,3733
dolnośląskie,Wałbrzych,248127,849,102587,63,t0265,118981,97,807,2,25752,687
kujawsko-pomorskie,aleksandrowski,147714,99,64852,16,t0401,71609,31,501,0,10752,52
kujawsko-pomorskie,brodnicki,90016,393,36603,54,t0402,42287,102,694,0,10432,237
kujawsko-pomorskie,bydgoski,95014,315,38877,12,t0403,43851,106,395,0,11891,197
kujawsko-pomorskie,chełmiński,53171,202,21114,11,t0404,24101,55,41,0,7915,136
kujawsko-pomorskie,golubsko-dobrzyński,41881,141,17772,17,t0405,20515,48,345,0,3249,76
kujawsko-pomorskie,grudziądzki,31867,101,12873,9,t0406,15735,16,130,0,3129,76
kujawsko-pomorskie,inowrocławski,128152,547,52485,65,t0407,58786,94,482,0,16399,388
kujawsko-pomorskie,lipnowski,65354,53,26522,4,t0408,31472,8,335,0,7025,41
kujawsko-pomorskie,mogileński,43661,188,17166,21,t0409,20201,26,314,0,5980,141
kujawsko-pomorskie,nakielski,106683,283,40729,38,t0410,52715,64,571,0,12668,181
kujawsko-pomorskie,radziejowski,51763,85,22016,3,t0411,24878,17,666,0,4203,65
kujawsko-pomorskie,rypiński,45008,187,18181,31,t0412,20889,65,87,0,5851,91
kujawsko-pomorskie,sępoleński,58337,220,23474,14,t0413,28536,57,54,0,6273,149
kujawsko-pomorskie,świecki,99250,502,38938,33,t0414,47044,122,460,0,12808,347
kujawsko-pomorskie,toruński,84471,332,33528,26,t0415,42658,62,417,0,7868,244
kujawsko-pomorskie,tucholski,47241,140,19223,22,t0416,22900,24,197,0,4921,94
kujawsko-pomorskie,wąbrzeski,34247,64,13826,1,t0417,16711,12,188,0,3522,51
kujawsko-pomorskie,włocławski,78524,150,33195,11,t0418,36789,55,239,1,8301,83
kujawsko-pomorskie,żniński,62283,396,26572,36,t0419,29419,72,358,46,5934,242
kujawsko-pomorskie,Bydgoszcz,558525,2240,214885,130,t0461,254250,525,1465,0,87925,1585
kujawsko-pomorskie,Grudziądz,152802,555,60931,61,t0462,72557,131,570,1,18744,362
kujawsko-pomorskie,Toruń,264006,1212,97023,79,t0463,117545,193,1004,3,48434,937
kujawsko-pomorskie,Włocławek,127579,836,46321,106,t0464,60110,179,1171,3,19977,548
lubelskie,bialski,77721,322,30798,36,t0601,37230,50,626,2,9067,234
lubelskie,biłgorajski,69843,158,28252,38,t0602,32243,27,253,0,9095,93
lubelskie,chełmski,45556,84,18788,13,t0603,21198,18,373,0,5197,53
lubelskie,hrubieszowski,57551,251,22680,33,t0604,27231,51,1078,0,6562,167
lubelskie,janowski,38459,106,16061,17,t0605,18461,38,527,0,3410,51
lubelskie,krasnostawski,53112,136,20881,17,t0606,24710,29,539,1,6982,89
lubelskie,kraśnicki,85465,252,34915,36,t0607,39817,24,413,1,10320,191
lubelskie,lubartowski,71496,161,29160,31,t0608,33511,46,1412,0,7413,84
lubelskie,lubelski,108188,423,42829,53,t0609,51627,74,845,1,12887,295
lubelskie,łęczyński,49422,139,20830,15,t0610,23001,22,713,0,4878,102
lubelskie,łukowski,73091,240,29642,56,t0611,34993,51,209,0,8247,133
lubelskie,opolski,58442,75,23400,6,t0612,27793,17,201,0,7048,52
lubelskie,parczewski,35772,37,14233,4,t0613,17002,9,576,0,3961,24
lubelskie,puławski,123074,436,50701,56,t0614,56441,75,457,0,15475,305
lubelskie,radzyński,39737,151,16219,21,t0615,18694,40,213,1,4611,89
lubelskie,rycki,65335,195,27694,18,t0616,30434,25,503,0,6704,152
lubelskie,świdnicki,62197,301,24636,25,t0617,27469,27,174,0,9918,249
lubelskie,tomaszowski,69800,257,28136,28,t0618,33572,60,273,0,7819,169
lubelskie,włodawski,43072,167,17430,36,t0619,20306,23,177,1,5159,107
lubelskie,zamojski,61320,153,25756,19,t0620,27629,31,261,2,7674,101
lubelskie,Biała Podlaska,90737,300,36827,64,t0661,43010,72,149,0,10751,164
lubelskie,Chełm,82804,379,31933,20,t0662,39604,89,157,1,11110,269
lubelskie,Lublin,570322,1927,221047,182,t0663,268672,475,2801,2,77802,1268
lubelskie,Zamość,112887,378,45981,58,t0664,53005,95,221,1,13680,224
lubuskie,gorzowski,38036,96,14990,2,t0801,17401,2,209,0,5436,92
lubuskie,krośnieński,63943,212,25607,37,t0802,30422,49,53,0,7861,126
lubuskie,międzyrzecki,82448,159,33243,23,t0803,38947,17,794,0,9464,119
lubuskie,nowosolski,117429,305,44194,46,t0804,57121,70,425,0,15689,189
lubuskie,słubicki,50680,228,20151,40,t0805,24315,37,86,0,6128,151
lubuskie,strzelecko-drezdenecki,64536,215,24399,18,t0806,32122,87,164,0,7851,110
lubuskie,sulęciński,40818,54,15367,15,t0807,20286,0,401,1,4764,38
lubuskie,świebodziński,68278,145,27067,3,t0808,32549,91,78,0,8584,51
lubuskie,zielonogórski,107852,246,43583,24,t0809,51976,51,691,0,11602,171
lubuskie,żagański,89118,347,33490,39,t0810,42471,108,625,0,12532,200
lubuskie,żarski,123225,472,49757,21,t0811,58570,90,199,0,14699,361
lubuskie,wschowski,34769,78,14255,25,t0812,16337,17,209,0,3968,36
lubuskie,Gorzów Wielkopolski,203631,787,76203,70,t0861,99641,131,599,1,27188,585
lubuskie,Zielona Góra,194941,948,76987,58,t0862,87871,295,434,0,29649,595
łódzkie,bełchatowski,94089,557,36410,21,t1001,44469,82,314,1,12896,453
łódzkie,kutnowski,112658,395,46471,66,t1002,50700,84,463,12,15024,233
łódzkie,łaski,43450,67,18394,11,t1003,20343,12,93,0,4620,44
łódzkie,łęczycki,63558,117,25640,14,t1004,30774,26,225,0,6919,77
łódzkie,łowicki,107820,234,45617,68,t1005,50400,42,508,0,11295,124
