wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,7,0,1,0,t00,1,0,0,0,5,0
dolnośląskie,bolesławiecki,114352,0,38594,0,t0201,47215,0,119,0,28424,0
dolnośląskie,dzierżoniowski,115090,3,37592,0,t0202,42463,0,130,0,34905,3
dolnośląskie,głogowski,115156,10,35244,0,t0203,42257,0,173,0,37482,10
dolnośląskie,górowski,40244,0,13959,0,t0204,16470,0,69,0,9746,0
dolnośląskie,jaworski,63743,10,20805,0,t0205,25235,0,46,0,17657,10
dolnośląskie,jeleniogórski,76673,0,26368,0,t0206,31552,0,364,0,18389,0
dolnośląskie,kamiennogórski,52511,0,17242,0,t0207,19559,0,106,0,15604,0
dolnośląskie,kłodzki,202704,12,68221,0,t0208,78073,0,629,0,55781,12
dolnośląskie,legnicki,67271,0,22038,0,t0209,27403,0,178,0,17652,0
dolnośląskie,lubański,52552,0,14862,0,t0210,20570,0,102,0,17018,0
dolnośląskie,lubiński,187672,16,67080,0,t0211,73858,0,697,0,46037,16
dolnośląskie,lwówecki,67599,0,22914,0,t0212,26546,0,227,0,17912,0
dolnośląskie,milicki,52777,1,18790,0,t0213,20846,0,105,0,13036,1
dolnośląskie,oleśnicki,180947,8,56519,0,t0214,67578,0,434,0,56416,8
dolnośląskie,oławski,59978,11,22892,0,t0215,25909,0,96,0,11081,11
dolnośląskie,polkowicki,65635,0,21286,0,t0216,27049,0,52,0,17248,0
dolnośląskie,strzeliński,58623,0,20141,0,t0217,22693,0,384,0,15405,0
dolnośląskie,średzki,41644,0,12725,0,t0218,14547,0,469,0,13903,0
dolnośląskie,świdnicki,178856,17,55764,0,t0219,65236,0,1075,0,56781,17
dolnośląskie,trzebnicki,97162,6,33476,0,t0220,35536,0,408,0,27742,6
dolnośląskie,wałbrzyski,49279,1,17098,0,t0221,18512,0,262,0,13407,1
dolnośląskie,wołowski,66758,0,22208,0,t0222,27986,0,234,0,16330,0
dolnośląskie,wrocławski,174720,9,58263,0,t0223,64172,0,935,0,51350,9
dolnośląskie,ząbkowicki,86457,4,29480,0,t0224,34549,0,260,0,22168,4
dolnośląskie,zgorzelecki,102716,8,31906,0,t0225,39213,0,215,0,31382,8
dolnośląskie,złotoryjski,56957,0,18416,0,t0226,22316,0,131,0,16094,0
dolnośląskie,Jelenia Góra,146385,5,49480,0,t0261,54003,0,417,0,42485,5
dolnośląskie,Legnica,148390,20,48880,0,t0262,56211,0,349,0,42950,20
dolnośląskie,Wrocław,1638495,131,555581,3,t0264,636092,4,3944,0,442878,124
dolnośląskie,Wałbrzych,291189,14,106867,0,t0265,122910,0,611,0,60801,14
kujawsko-pomorskie,aleksandrowski,165843,0,67133,0,t0401,73223,0,405,0,25082,0
kujawsko-pomorskie,brodnicki,111782,0,39829,0,t0402,44762,0,1345,0,25846,0
kujawsko-pomorskie,bydgoski,123443,20,42514,0,t0403,46699,0,269,0,33961,20
kujawsko-pomorskie,chełmiński,67802,0,23055,0,t0404,25570,0,53,0,19124,0
kujawsko-pomorskie,golubsko-dobrzyński,51733,0,18750,0,t0405,21296,0,340,0,11347,0
kujawsko-pomorskie,grudziądzki,39123,0,13913,0,t0406,16574,0,30,0,8606,0
kujawsko-pomorskie,inowrocławski,167863,17,57043,0,t0407,62662,0,427,0,47731,17
kujawsko-pomorskie,lipnowski,81253,0,28856,0,t0408,33306,0,343,0,18748,0
kujawsko-pomorskie,mogileński,58101,0,19145,0,t0409,21899,0,155,0,16902,0
kujawsko-pomorskie,nakielski,134787,0,44470,0,t0410,56190,0,446,0,33681,0
kujawsko-pomorskie,radziejowski,62701,0,23240,0,t0411,25857,0,528,0,13076,0
kujawsko-pomorskie,rypiński,56255,0,19664,0,t0412,22167,0,75,0,14349,0
kujawsko-pomorskie,sępoleński,69977,2,24961,0,t0413,29842,0,134,0,15040,2
kujawsko-pomorskie,świecki,128065,2,42646,0,t0414,50147,0,391,0,34881,2
kujawsko-pomorskie,toruński,102716,0,35703,0,t0415,44391,0,411,0,22211,0
kujawsko-pomorskie,tucholski,61472,0,21147,0,t0416,24262,0,155,0,15908,0
kujawsko-pomorskie,wąbrzeski,44165,3,15029,0,t0417,17801,0,244,0,11091,3
