wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4893,0,1068,0,t00
dolnośląskie,bolesławiecki,10821,0,4169,0,t0201
dolnośląskie,dzierżoniowski,9755,0,3505,0,t0202
dolnośląskie,głogowski,9173,19,2940,0,t0203
dolnośląskie,górowski,2975,228,1128,146,t0204
dolnośląskie,jaworski,5631,0,1955,0,t0205
dolnośląskie,jeleniogórski,7719,0,2801,0,t0206
dolnośląskie,kamiennogórski,4351,0,1672,0,t0207
dolnośląskie,kłodzki,24835,12,9611,1,t0208
dolnośląskie,legnicki,3366,111,1216,106,t0209
dolnośląskie,lubański,4443,33,1432,33,t0210
dolnośląskie,lubiński,19053,85,6476,84,t0211
dolnośląskie,lwówecki,4731,0,1752,0,t0212
dolnośląskie,milicki,5207,80,1837,0,t0213
dolnośląskie,oleśnicki,8201,60,2891,1,t0214
dolnośląskie,oławski,9468,0,2883,0,t0215
dolnośląskie,polkowicki,2287,0,857,0,t0216
dolnośląskie,strzeliński,5380,0,2007,0,t0217
dolnośląskie,średzki,3441,0,1196,0,t0218
dolnośląskie,świdnicki,15275,0,5470,0,t0219
dolnośląskie,trzebnicki,10203,0,3579,0,t0220
dolnośląskie,wałbrzyski,5764,60,2314,28,t0221
dolnośląskie,wołowski,5961,48,2124,30,t0222
dolnośląskie,wrocławski,10537,0,3674,0,t0223
dolnośląskie,ząbkowicki,8539,60,3252,32,t0224
dolnośląskie,zgorzelecki,10625,0,4164,0,t0225
dolnośląskie,złotoryjski,4244,0,1429,0,t0226
dolnośląskie,Jelenia Góra,12635,0,4572,0,t0261
dolnośląskie,Legnica,11936,237,4172,11,t0262
dolnośląskie,Wrocław,150360,1259,52934,293,t0264
dolnośląskie,Wałbrzych,40796,844,12718,35,t0265
kujawsko-pomorskie,aleksandrowski,26186,437,8869,0,t0401
kujawsko-pomorskie,brodnicki,8261,0,2949,0,t0402
kujawsko-pomorskie,bydgoski,6630,0,2472,0,t0403
kujawsko-pomorskie,chełmiński,4986,0,1804,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,3947,0,1337,0,t0405
kujawsko-pomorskie,grudziądzki,2126,0,793,0,t0406
kujawsko-pomorskie,inowrocławski,16731,343,5919,26,t0407
kujawsko-pomorskie,lipnowski,6695,0,2391,0,t0408
kujawsko-pomorskie,mogileński,3732,0,1209,0,t0409
kujawsko-pomorskie,nakielski,5119,0,1603,0,t0410
kujawsko-pomorskie,radziejowski,4552,0,1618,0,t0411
kujawsko-pomorskie,rypiński,4364,0,1400,0,t0412
kujawsko-pomorskie,sępoleński,6673,0,2515,0,t0413
kujawsko-pomorskie,świecki,9245,30,3557,30,t0414
kujawsko-pomorskie,toruński,6648,30,2323,30,t0415
kujawsko-pomorskie,tucholski,4311,0,1486,0,t0416
kujawsko-pomorskie,wąbrzeski,4034,0,1468,0,t0417
kujawsko-pomorskie,włocławski,6545,0,2615,0,t0418
kujawsko-pomorskie,żniński,6070,0,2174,0,t0419
kujawsko-pomorskie,Bydgoszcz,62299,168,22969,6,t0461
kujawsko-pomorskie,Grudziądz,11628,0,3984,0,t0462
kujawsko-pomorskie,Toruń,26604,30,9510,2,t0463
kujawsko-pomorskie,Włocławek,11244,0,4067,0,t0464
lubelskie,bialski,9794,0,3521,0,t0601
lubelskie,biłgorajski,9151,0,3227,0,t0602
lubelskie,chełmski,4973,0,1790,0,t0603
lubelskie,hrubieszowski,7452,30,2577,30,t0604
lubelskie,janowski,6352,0,2380,0,t0605
lubelskie,krasnostawski,7100,29,2758,0,t0606
lubelskie,kraśnicki,9145,0,3408,0,t0607
lubelskie,lubartowski,9411,36,3403,0,t0608
lubelskie,lubelski,12796,62,4737,29,t0609
lubelskie,łęczyński,6817,0,2472,0,t0610
lubelskie,łukowski,9377,0,3257,0,t0611
lubelskie,opolski,6507,60,2364,30,t0612
lubelskie,parczewski,5184,0,1967,0,t0613
lubelskie,puławski,16273,65,6217,34,t0614
lubelskie,radzyński,6493,0,2350,0,t0615
lubelskie,rycki,8155,33,2870,30,t0616
lubelskie,świdnicki,6929,0,2581,0,t0617
lubelskie,tomaszowski,8697,13,3238,1,t0618
lubelskie,włodawski,5806,0,2145,0,t0619
lubelskie,zamojski,8530,18,3229,18,t0620
lubelskie,Biała Podlaska,10635,22,3856,13,t0661
lubelskie,Chełm,9000,47,3005,5,t0662
lubelskie,Lublin,90803,494,32047,72,t0663
lubelskie,Zamość,12337,136,4237,87,t0664
lubuskie,gorzowski,5285,25,1874,1,t0801
lubuskie,krośnieński,6481,0,2233,0,t0802
lubuskie,międzyrzecki,8583,0,3005,0,t0803
lubuskie,nowosolski,10447,0,3674,0,t0804
lubuskie,słubicki,4416,0,1651,0,t0805
lubuskie,strzelecko-drezdenecki,5639,90,1954,59,t0806
lubuskie,sulęciński,3764,17,1339,17,t0807
lubuskie,świebodziński,7159,0,2801,0,t0808
lubuskie,zielonogórski,8302,0,3092,0,t0809
lubuskie,żagański,6088,0,2311,0,t0810
lubuskie,żarski,12781,96,4445,30,t0811
lubuskie,wschowski,2960,0,1010,0,t0812
lubuskie,Gorzów Wielkopolski,16853,173,6056,75,t0861
lubuskie,Zielona Góra,23370,228,8273,3,t0862
