wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,7,0,1,0,t00,2,0,0,0,4,0
dolnośląskie,bolesławiecki,113983,33,38591,0,t0201,47213,0,119,0,28060,33
dolnośląskie,dzierżoniowski,114358,74,37582,0,t0202,42458,0,129,0,34189,74
dolnośląskie,głogowski,114392,35,35244,0,t0203,42245,0,173,0,36730,35
dolnośląskie,górowski,40118,0,13959,0,t0204,16470,0,70,0,9619,0
dolnośląskie,jaworski,63491,15,20804,0,t0205,25234,0,46,0,17407,15
dolnośląskie,jeleniogórski,76234,15,26365,1,t0206,31545,0,365,0,17959,14
dolnośląskie,kamiennogórski,52306,10,17241,0,t0207,19556,0,107,0,15402,10
dolnośląskie,kłodzki,201489,80,68212,0,t0208,78060,0,634,0,54583,80
dolnośląskie,legnicki,67022,15,22037,0,t0209,27403,0,180,0,17402,15
dolnośląskie,lubański,52273,25,14858,5,t0210,20551,2,102,0,16762,18
dolnośląskie,lubiński,187030,60,67072,2,t0211,73843,0,703,0,45412,58
dolnośląskie,lwówecki,67379,24,22911,0,t0212,26538,0,235,0,17695,24
dolnośląskie,milicki,52624,3,18790,0,t0213,20846,0,106,0,12882,3
dolnośląskie,oleśnicki,180307,50,56510,0,t0214,67555,1,435,0,55807,49
dolnośląskie,oławski,59654,15,22889,0,t0215,25906,0,96,0,10763,15
dolnośląskie,polkowicki,65407,12,21285,0,t0216,27045,0,52,0,17025,12
dolnośląskie,strzeliński,58437,18,20135,0,t0217,22691,0,391,0,15220,18
dolnośląskie,średzki,41345,2,12715,0,t0218,14540,0,470,0,13620,2
dolnośląskie,świdnicki,177902,50,55750,0,t0219,65218,0,1082,0,55852,50
dolnośląskie,trzebnicki,96549,46,33470,1,t0220,35530,0,410,0,27139,45
dolnośląskie,wałbrzyski,49074,7,17094,0,t0221,18507,0,263,0,13210,7
dolnośląskie,wołowski,66416,4,22208,0,t0222,27985,0,242,0,15981,4
dolnośląskie,wrocławski,173300,52,58194,1,t0223,64071,0,975,0,50060,51
dolnośląskie,ząbkowicki,86092,44,29474,2,t0224,34539,0,264,0,21815,42
dolnośląskie,zgorzelecki,101986,17,31897,0,t0225,39203,0,219,0,30667,17
dolnośląskie,złotoryjski,56713,30,18415,0,t0226,22316,0,132,0,15850,30
dolnośląskie,Jelenia Góra,145577,60,49471,0,t0261,53981,1,415,0,41710,59
dolnośląskie,Legnica,147447,66,48863,6,t0262,56194,1,349,0,42041,59
dolnośląskie,Wrocław,1625273,818,555292,14,t0264,635742,16,4050,0,430189,788
dolnośląskie,Wałbrzych,290184,66,106852,2,t0265,122901,1,616,0,59815,63
kujawsko-pomorskie,aleksandrowski,165473,40,67133,0,t0401,73223,0,417,0,24700,40
kujawsko-pomorskie,brodnicki,111376,47,39821,0,t0402,44760,0,1350,0,25445,47
kujawsko-pomorskie,bydgoski,122832,67,42506,1,t0403,46687,0,271,0,33368,66
kujawsko-pomorskie,chełmiński,67433,18,23050,0,t0404,25568,0,54,0,18761,18
kujawsko-pomorskie,golubsko-dobrzyński,51574,6,18750,0,t0405,21296,0,340,0,11188,6
kujawsko-pomorskie,grudziądzki,38975,0,13913,0,t0406,16574,0,31,0,8457,0
kujawsko-pomorskie,inowrocławski,166642,81,57027,1,t0407,62634,1,430,0,46551,79
kujawsko-pomorskie,lipnowski,81080,10,28855,0,t0408,33306,0,343,0,18576,10
kujawsko-pomorskie,mogileński,57898,1,19142,0,t0409,21899,0,157,0,16700,1
kujawsko-pomorskie,nakielski,134231,7,44449,0,t0410,56166,0,446,0,33170,7
kujawsko-pomorskie,radziejowski,62515,29,23240,0,t0411,25857,0,529,0,12889,29
kujawsko-pomorskie,rypiński,56085,13,19664,0,t0412,22167,0,75,0,14179,13
kujawsko-pomorskie,sępoleński,69738,16,24957,0,t0413,29837,0,133,0,14811,16
kujawsko-pomorskie,świecki,127584,63,42646,0,t0414,50142,0,395,0,34401,63
kujawsko-pomorskie,toruński,102122,38,35700,0,t0415,44390,0,414,0,21618,38
kujawsko-pomorskie,tucholski,61213,14,21147,0,t0416,24262,0,155,0,15649,14
kujawsko-pomorskie,wąbrzeski,44030,4,15026,0,t0417,17801,0,245,0,10958,4
kujawsko-pomorskie,włocławski,95785,6,35609,0,t0418,38746,0,276,0,21154,6
kujawsko-pomorskie,żniński,76763,11,28520,0,t0419,31024,0,403,0,16816,11
kujawsko-pomorskie,Bydgoszcz,714798,349,231175,5,t0461,268559,3,1446,0,213618,341
kujawsko-pomorskie,Grudziądz,188827,41,65465,0,t0462,76856,1,550,0,45956,40
kujawsko-pomorskie,Toruń,354210,197,107574,0,t0463,126986,3,908,0,118742,194
kujawsko-pomorskie,Włocławek,166674,60,50711,0,t0464,64345,0,1093,0,50525,60
lubelskie,bialski,94197,18,32987,0,t0601,38919,0,593,0,21698,18
lubelskie,biłgorajski,85223,40,30125,0,t0602,33892,0,72,0,21134,40
lubelskie,chełmski,55654,0,20062,0,t0603,22032,0,321,0,13239,0
lubelskie,hrubieszowski,70562,28,24289,0,t0604,28563,0,1437,0,16273,28
lubelskie,janowski,44916,22,16895,2,t0605,19155,1,526,0,8340,19
lubelskie,krasnostawski,65045,6,22146,0,t0606,25747,0,465,0,16687,6
lubelskie,kraśnicki,103021,32,37261,0,t0607,41573,3,350,0,23837,29
lubelskie,lubartowski,85469,20,31178,0,t0608,34937,0,1129,0,18225,20
lubelskie,lubelski,131110,31,46281,0,t0609,54351,0,593,0,29885,31
lubelskie,łęczyński,59069,12,22149,0,t0610,23995,0,509,0,12416,12
lubelskie,łukowski,88340,13,32015,0,t0611,36824,0,234,0,19267,13
lubelskie,opolski,70893,4,25149,1,t0612,29161,1,234,0,16349,2
lubelskie,parczewski,42292,7,15076,0,t0613,17735,0,484,0,8997,7
lubelskie,puławski,151473,31,53784,2,t0614,59022,0,388,0,38279,29
lubelskie,radzyński,47972,27,17234,0,t0615,19567,0,163,0,11008,27
lubelskie,rycki,80403,20,29427,1,t0616,31813,0,324,0,18839,19
lubelskie,świdnicki,78563,14,26536,0,t0617,28963,0,147,0,22917,14
lubelskie,tomaszowski,84846,13,30059,0,t0618,35286,0,234,0,19267,13
lubelskie,włodawski,51895,76,18416,0,t0619,21116,0,168,0,12195,76
lubelskie,zamojski,74281,18,27550,0,t0620,28868,0,367,0,17496,18
lubelskie,Biała Podlaska,109451,37,39625,3,t0661,45505,2,140,0,24181,32
lubelskie,Chełm,103131,7,34683,0,t0662,41956,0,187,0,26305,7
lubelskie,Lublin,690830,260,236253,5,t0663,282623,1,2533,0,169421,254
lubelskie,Zamość,137141,49,49320,0,t0664,55955,4,231,0,31635,45
lubuskie,gorzowski,48083,3,16303,0,t0801,18375,0,364,0,13041,3
lubuskie,krośnieński,78736,28,27503,0,t0802,32027,0,57,0,19149,28
lubuskie,międzyrzecki,100546,8,35433,0,t0803,40869,0,668,0,23576,8
lubuskie,nowosolski,145351,25,47529,0,t0804,60041,0,384,0,37397,25
lubuskie,słubicki,64774,6,22248,0,t0805,25986,0,105,0,16435,6
lubuskie,strzelecko-drezdenecki,77646,4,26310,0,t0806,33652,0,177,0,17507,4
lubuskie,sulęciński,51931,21,16699,7,t0807,21604,3,292,0,13336,11
lubuskie,świebodziński,82923,11,28937,0,t0808,34164,0,99,0,19723,11
lubuskie,zielonogórski,129328,35,46455,0,t0809,54617,2,831,0,27425,33
lubuskie,żagański,114126,19,36699,0,t0810,45138,0,564,0,31725,19
lubuskie,żarski,153781,49,53364,2,t0811,61834,1,224,0,38359,46
lubuskie,wschowski,43698,6,15383,0,t0812,17309,0,163,0,10843,6
lubuskie,Gorzów Wielkopolski,259908,72,84243,0,t0861,107833,4,581,0,67251,68
lubuskie,Zielona Góra,249724,124,84163,3,t0862,93808,3,527,0,71226,118
łódzkie,bełchatowski,118234,12,39435,0,t1001,47133,0,428,0,31238,12
łódzkie,kutnowski,139658,28,49930,0,t1002,53515,0,179,0,36034,28
