wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,1660,22,456,0,t00
dolnośląskie,bolesławiecki,8083,0,3058,0,t0201
dolnośląskie,dzierżoniowski,6618,0,2415,0,t0202
dolnośląskie,głogowski,5790,0,2047,0,t0203
dolnośląskie,górowski,1647,0,511,0,t0204
dolnośląskie,jaworski,3548,0,1302,0,t0205
dolnośląskie,jeleniogórski,4615,1,1513,1,t0206
dolnośląskie,kamiennogórski,3151,0,1181,0,t0207
dolnośląskie,kłodzki,17430,0,6372,0,t0208
dolnośląskie,legnicki,1652,0,528,0,t0209
dolnośląskie,lubański,2988,0,1039,0,t0210
dolnośląskie,lubiński,13012,161,4498,0,t0211
dolnośląskie,lwówecki,3235,0,1079,0,t0212
dolnośląskie,milicki,3504,0,1252,0,t0213
dolnośląskie,oleśnicki,5700,0,2141,0,t0214
dolnośląskie,oławski,6115,0,2042,0,t0215
dolnośląskie,polkowicki,1243,0,357,0,t0216
dolnośląskie,strzeliński,3078,0,787,0,t0217
dolnośląskie,średzki,1925,0,603,0,t0218
dolnośląskie,świdnicki,10794,0,3720,0,t0219
dolnośląskie,trzebnicki,6874,0,2421,0,t0220
dolnośląskie,wałbrzyski,3655,0,1397,0,t0221
dolnośląskie,wołowski,3843,0,1317,0,t0222
dolnośląskie,wrocławski,6241,19,1826,0,t0223
dolnośląskie,ząbkowicki,5770,0,2056,0,t0224
dolnośląskie,zgorzelecki,7774,0,2914,0,t0225
dolnośląskie,złotoryjski,2638,0,832,0,t0226
dolnośląskie,Jelenia Góra,8699,352,3169,0,t0261
dolnośląskie,Legnica,8754,0,3154,0,t0262
dolnośląskie,Wrocław,105743,1293,39772,255,t0264
dolnośląskie,Wałbrzych,23086,412,8064,312,t0265
kujawsko-pomorskie,aleksandrowski,11521,238,5149,224,t0401
kujawsko-pomorskie,brodnicki,5227,0,1671,0,t0402
kujawsko-pomorskie,bydgoski,3857,0,1168,0,t0403
kujawsko-pomorskie,chełmiński,3296,0,1141,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,2418,0,826,0,t0405
kujawsko-pomorskie,grudziądzki,1327,0,436,0,t0406
kujawsko-pomorskie,inowrocławski,10542,0,3870,0,t0407
kujawsko-pomorskie,lipnowski,4512,0,1510,0,t0408
kujawsko-pomorskie,mogileński,2416,0,778,0,t0409
kujawsko-pomorskie,nakielski,3245,0,1019,0,t0410
kujawsko-pomorskie,radziejowski,3211,0,1115,0,t0411
kujawsko-pomorskie,rypiński,2793,0,717,0,t0412
