wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,216,22,1,0,t00
dolnośląskie,bolesławiecki,3897,456,898,240,t0201
dolnośląskie,dzierżoniowski,2521,262,270,67,t0202
dolnośląskie,głogowski,2334,313,377,79,t0203
dolnośląskie,górowski,395,69,0,0,t0204
dolnośląskie,jaworski,1450,140,320,23,t0205
dolnośląskie,jeleniogórski,1571,201,224,37,t0206
dolnośląskie,kamiennogórski,1308,114,170,30,t0207
dolnośląskie,kłodzki,7550,812,1479,406,t0208
dolnośląskie,legnicki,318,53,0,0,t0209
dolnośląskie,lubański,1215,108,235,59,t0210
dolnośląskie,lubiński,5333,351,1281,229,t0211
dolnośląskie,lwówecki,1490,162,453,103,t0212
dolnośląskie,milicki,1457,130,228,53,t0213
dolnośląskie,oleśnicki,2244,230,382,171,t0214
dolnośląskie,oławski,2281,247,411,69,t0215
dolnośląskie,polkowicki,282,64,0,0,t0216
dolnośląskie,strzeliński,1056,66,110,0,t0217
dolnośląskie,średzki,403,54,0,0,t0218
dolnośląskie,świdnicki,4927,545,1554,295,t0219
dolnośląskie,trzebnicki,2654,210,363,138,t0220
dolnośląskie,wałbrzyski,1588,157,390,95,t0221
dolnośląskie,wołowski,1381,113,242,48,t0222
dolnośląskie,wrocławski,1701,182,0,0,t0223
dolnośląskie,ząbkowicki,2486,161,558,36,t0224
dolnośląskie,zgorzelecki,4182,213,1498,79,t0225
dolnośląskie,złotoryjski,1122,99,425,53,t0226
dolnośląskie,Jelenia Góra,3918,389,895,183,t0261
dolnośląskie,Legnica,4117,172,1036,103,t0262
dolnośląskie,Wrocław,55366,3349,17644,1928,t0264
dolnośląskie,Wałbrzych,8604,943,2097,312,t0265
kujawsko-pomorskie,aleksandrowski,2501,225,517,83,t0401
kujawsko-pomorskie,brodnicki,1985,244,417,90,t0402
kujawsko-pomorskie,bydgoski,1120,208,0,0,t0403
kujawsko-pomorskie,chełmiński,1423,137,323,37,t0404
kujawsko-pomorskie,golubsko-dobrzyński,1132,77,407,0,t0405
kujawsko-pomorskie,grudziądzki,515,83,85,0,t0406
kujawsko-pomorskie,inowrocławski,4872,409,1199,185,t0407
kujawsko-pomorskie,lipnowski,1849,124,440,46,t0408
kujawsko-pomorskie,mogileński,892,56,125,0,t0409
kujawsko-pomorskie,nakielski,1248,162,245,63,t0410
kujawsko-pomorskie,radziejowski,1479,54,391,0,t0411
kujawsko-pomorskie,rypiński,1070,37,307,2,t0412
kujawsko-pomorskie,sępoleński,1813,162,372,53,t0413
kujawsko-pomorskie,świecki,2510,276,357,83,t0414
kujawsko-pomorskie,toruński,1478,170,295,38,t0415
