wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,2429,167,516,60,t00
dolnośląskie,bolesławiecki,8712,281,3299,127,t0201
dolnośląskie,dzierżoniowski,7341,416,2704,240,t0202
dolnośląskie,głogowski,6666,393,2207,136,t0203
dolnośląskie,górowski,1792,133,602,79,t0204
dolnośląskie,jaworski,4150,332,1439,131,t0205
dolnośląskie,jeleniogórski,5225,344,1779,212,t0206
dolnośląskie,kamiennogórski,3363,140,1228,35,t0207
dolnośląskie,kłodzki,18647,801,6936,434,t0208
dolnośląskie,legnicki,1756,92,585,51,t0209
dolnośląskie,lubański,3346,139,1165,66,t0210
dolnośląskie,lubiński,13819,453,4872,226,t0211
dolnośląskie,lwówecki,3494,199,1210,131,t0212
dolnośląskie,milicki,3733,80,1297,26,t0213
dolnośląskie,oleśnicki,5891,107,2202,36,t0214
dolnośląskie,oławski,6895,301,2277,217,t0215
dolnośląskie,polkowicki,1344,59,416,59,t0216
dolnośląskie,strzeliński,3346,135,886,72,t0217
dolnośląskie,średzki,2156,70,669,11,t0218
dolnośląskie,świdnicki,11780,465,4172,244,t0219
dolnośląskie,trzebnicki,7466,202,2605,81,t0220
dolnośląskie,wałbrzyski,3960,134,1523,88,t0221
dolnośląskie,wołowski,4052,123,1386,56,t0222
dolnośląskie,wrocławski,7165,587,2120,249,t0223
dolnośląskie,ząbkowicki,6253,250,2161,89,t0224
dolnośląskie,zgorzelecki,8421,469,3171,215,t0225
dolnośląskie,złotoryjski,2903,167,907,44,t0226
dolnośląskie,Jelenia Góra,9161,392,3439,269,t0261
dolnośląskie,Legnica,9393,268,3272,104,t0262
dolnośląskie,Wrocław,114052,3688,42138,1408,t0264
dolnośląskie,Wałbrzych,25538,1223,9285,628,t0265
kujawsko-pomorskie,aleksandrowski,13509,839,6171,433,t0401
kujawsko-pomorskie,brodnicki,5964,447,1869,156,t0402
kujawsko-pomorskie,bydgoski,4442,472,1460,265,t0403
kujawsko-pomorskie,chełmiński,3702,161,1367,108,t0404
kujawsko-pomorskie,golubsko-dobrzyński,2709,143,879,41,t0405
kujawsko-pomorskie,grudziądzki,1454,72,493,34,t0406
kujawsko-pomorskie,inowrocławski,11768,718,4319,366,t0407
kujawsko-pomorskie,lipnowski,4851,194,1652,96,t0408
kujawsko-pomorskie,mogileński,2687,119,867,47,t0409
kujawsko-pomorskie,nakielski,3646,216,1120,95,t0410
kujawsko-pomorskie,radziejowski,3403,140,1213,86,t0411
kujawsko-pomorskie,rypiński,3004,126,816,62,t0412
kujawsko-pomorskie,sępoleński,4940,293,1732,138,t0413
kujawsko-pomorskie,świecki,6645,369,2522,189,t0414
kujawsko-pomorskie,toruński,4212,282,1537,171,t0415
kujawsko-pomorskie,tucholski,3144,240,991,143,t0416
kujawsko-pomorskie,wąbrzeski,2821,150,844,59,t0417
kujawsko-pomorskie,włocławski,4425,308,1524,117,t0418
kujawsko-pomorskie,żniński,4560,164,1541,55,t0419
kujawsko-pomorskie,Bydgoszcz,48933,1479,18531,561,t0461
kujawsko-pomorskie,Grudziądz,8725,382,3144,96,t0462
kujawsko-pomorskie,Toruń,20323,552,7701,321,t0463
kujawsko-pomorskie,Włocławek,8392,341,3180,116,t0464
lubelskie,bialski,6498,331,1992,153,t0601
lubelskie,biłgorajski,6419,370,2236,153,t0602
lubelskie,chełmski,3005,219,1054,147,t0603
lubelskie,hrubieszowski,5083,289,1606,149,t0604
lubelskie,janowski,4785,260,1838,125,t0605
lubelskie,krasnostawski,5402,224,1991,139,t0606
lubelskie,kraśnicki,6526,285,2498,124,t0607
lubelskie,lubartowski,6085,340,2203,174,t0608
lubelskie,lubelski,8646,456,2802,152,t0609
lubelskie,łęczyński,5169,244,1753,182,t0610
lubelskie,łukowski,6949,320,2250,106,t0611
lubelskie,opolski,4490,304,1510,158,t0612
lubelskie,parczewski,3653,164,1301,99,t0613
lubelskie,puławski,12292,505,4655,292,t0614
lubelskie,radzyński,4845,229,1663,148,t0615
lubelskie,rycki,5154,368,1595,172,t0616
lubelskie,świdnicki,5064,266,1915,91,t0617
lubelskie,tomaszowski,6430,257,2252,166,t0618
lubelskie,włodawski,4104,163,1387,92,t0619
lubelskie,zamojski,5808,390,2111,215,t0620
lubelskie,Biała Podlaska,8699,193,3436,77,t0661
lubelskie,Chełm,6743,235,2277,32,t0662
lubelskie,Lublin,67143,2447,24663,1035,t0663
lubelskie,Zamość,9235,299,3127,116,t0664
lubuskie,gorzowski,3758,331,1238,163,t0801
lubuskie,krośnieński,4475,166,1517,74,t0802
lubuskie,międzyrzecki,6886,225,2497,156,t0803
lubuskie,nowosolski,7563,297,2636,189,t0804
lubuskie,słubicki,3225,209,1052,116,t0805
lubuskie,strzelecko-drezdenecki,3943,184,1363,131,t0806
lubuskie,sulęciński,2830,137,1058,68,t0807
lubuskie,świebodziński,5426,192,2139,142,t0808
lubuskie,zielonogórski,6120,440,2145,186,t0809
lubuskie,żagański,4255,246,1521,183,t0810
lubuskie,żarski,9673,440,3508,228,t0811
lubuskie,wschowski,2264,66,708,30,t0812
lubuskie,Gorzów Wielkopolski,12993,396,4879,154,t0861
lubuskie,Zielona Góra,15821,610,6085,391,t0862
łódzkie,bełchatowski,7281,290,2701,155,t1001
łódzkie,kutnowski,7794,353,3068,206,t1002
łódzkie,łaski,2823,198,870,89,t1003
łódzkie,łęczycki,5543,270,1906,108,t1004
łódzkie,łowicki,10956,403,4077,266,t1005
łódzkie,łódzki wschodni,2918,207,1100,109,t1006
łódzkie,opoczyński,4997,253,1680,95,t1007
łódzkie,pabianicki,9081,315,2993,136,t1008
łódzkie,pajęczański,2676,138,898,63,t1009
łódzkie,piotrkowski,3251,104,1094,39,t1010
łódzkie,poddębicki,2991,78,1115,66,t1011
łódzkie,radomszczański,8896,281,3576,181,t1012
łódzkie,rawski,2995,197,1154,79,t1013
łódzkie,sieradzki,8204,326,3111,245,t1014
łódzkie,skierniewicki,1447,30,412,0,t1015
łódzkie,tomaszowski,8647,316,2709,81,t1016
łódzkie,wieluński,6411,350,2035,114,t1017
łódzkie,wieruszowski,3251,207,1138,82,t1018
łódzkie,zduńskowolski,4943,282,1666,100,t1019
łódzkie,zgierski,12412,385,4395,90,t1020
łódzkie,brzeziński,4191,153,1154,63,t1021
łódzkie,Łódź,108638,3323,42914,1629,t1061
łódzkie,Piotrków Trybunalski,8415,300,2831,94,t1062
łódzkie,Skierniewice,6487,255,2389,119,t1063
małopolskie,bocheński,5098,234,1748,102,t1201
małopolskie,brzeski,6902,371,2340,152,t1202
małopolskie,chrzanowski,10074,383,3446,162,t1203
małopolskie,dąbrowski,4502,202,1564,93,t1204
małopolskie,gorlicki,10029,429,3797,257,t1205
małopolskie,krakowski,10654,685,3705,357,t1206
małopolskie,limanowski,8101,448,2908,185,t1207
małopolskie,miechowski,7061,368,2401,199,t1208
małopolskie,myślenicki,7187,468,2258,163,t1209
małopolskie,nowosądecki,10001,646,3390,338,t1210
małopolskie,nowotarski,12476,611,4534,286,t1211
małopolskie,olkuski,6834,300,2422,92,t1212
małopolskie,oświęcimski,9110,281,2937,101,t1213
małopolskie,proszowicki,3363,141,1236,36,t1214
małopolskie,suski,7245,260,2722,191,t1215
małopolskie,tarnowski,7311,377,2553,171,t1216
małopolskie,tatrzański,4830,123,1844,64,t1217
małopolskie,wadowicki,6987,307,2486,131,t1218
małopolskie,wielicki,3663,236,1174,131,t1219
małopolskie,Kraków,138912,4127,49379,1692,t1261
małopolskie,Nowy Sącz,6774,307,2081,0,t1262
małopolskie,Tarnów,12708,474,4703,121,t1263
mazowieckie,białobrzeski,2354,191,811,120,t1401
mazowieckie,ciechanowski,10425,370,3702,153,t1402
mazowieckie,garwoliński,6249,359,2003,124,t1403
mazowieckie,gostyniński,3346,200,1230,117,t1404
mazowieckie,grodziski,10944,411,3776,144,t1405
mazowieckie,grójecki,8040,301,2849,122,t1406
mazowieckie,kozienicki,4158,197,1550,140,t1407
mazowieckie,legionowski,4006,303,1261,117,t1408
mazowieckie,lipski,3658,205,1186,93,t1409
mazowieckie,łosicki,2126,96,667,78,t1410
mazowieckie,makowski,4008,114,1334,93,t1411
mazowieckie,miński,8245,543,2622,197,t1412
mazowieckie,mławski,5721,346,2017,184,t1413
mazowieckie,nowodworski,10126,355,4047,182,t1414
mazowieckie,ostrołęcki,4604,317,1437,158,t1415
mazowieckie,ostrowski,5411,212,1713,68,t1416
mazowieckie,otwocki,12870,328,5351,160,t1417
mazowieckie,piaseczyński,15790,458,5774,180,t1418
mazowieckie,płocki,6810,486,2541,268,t1419
mazowieckie,płoński,6442,362,2285,151,t1420
mazowieckie,pruszkowski,11623,370,4180,128,t1421
mazowieckie,przasnyski,4813,107,1677,67,t1422
mazowieckie,przysuski,3181,193,1016,102,t1423
mazowieckie,pułtuski,5533,157,1894,96,t1424
mazowieckie,radomski,6724,317,2491,190,t1425
mazowieckie,siedlecki,3074,192,992,104,t1426
mazowieckie,sierpecki,3807,181,1302,116,t1427
mazowieckie,sochaczewski,5111,144,1591,49,t1428
mazowieckie,sokołowski,4937,216,1623,79,t1429
mazowieckie,szydłowiecki,1935,125,787,71,t1430
mazowieckie,warszawski zachodni,7719,319,2683,150,t1432
mazowieckie,węgrowski,5049,235,1682,146,t1433
mazowieckie,wołomiński,14951,499,5447,203,t1434
mazowieckie,wyszkowski,6770,419,2613,164,t1435
mazowieckie,zwoleński,2544,112,864,66,t1436
mazowieckie,żuromiński,3262,212,1036,109,t1437
