wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
dolnośląskie,bolesławiecki,48107,2,16005,1,t0201
dolnośląskie,dzierżoniowski,44964,0,15924,0,t0202
dolnośląskie,głogowski,41004,0,13807,0,t0203
dolnośląskie,górowski,17783,0,5408,0,t0204
dolnośląskie,jaworski,28211,53,9769,4,t0205
dolnośląskie,jeleniogórski,36869,0,14245,0,t0206
dolnośląskie,kamiennogórski,20282,0,7512,0,t0207
dolnośląskie,kłodzki,84989,0,31849,0,t0208
dolnośląskie,legnicki,26740,0,7574,0,t0209
dolnośląskie,lubański,17710,0,6186,0,t0210
dolnośląskie,lubiński,93474,449,37157,407,t0211
dolnośląskie,lwówecki,25818,0,8945,0,t0212
dolnośląskie,milicki,22949,0,8709,0,t0213
dolnośląskie,oleśnicki,51632,748,14449,98,t0214
dolnośląskie,oławski,34149,0,14073,0,t0215
dolnośląskie,polkowicki,24988,0,5550,0,t0216
dolnośląskie,strzeliński,24668,0,8880,0,t0217
dolnośląskie,średzki,15513,0,6080,0,t0218
dolnośląskie,świdnicki,63504,0,20288,0,t0219
dolnośląskie,trzebnicki,40751,245,15692,74,t0220
dolnośląskie,wałbrzyski,24087,1,9952,1,t0221
dolnośląskie,wołowski,28517,0,10173,0,t0222
dolnośląskie,wrocławski,69874,0,24838,0,t0223
dolnośląskie,ząbkowicki,38156,0,14230,0,t0224
dolnośląskie,zgorzelecki,37933,7,14203,0,t0225
dolnośląskie,złotoryjski,23537,0,8129,0,t0226
dolnośląskie,Jelenia Góra,60239,0,21835,0,t0261
dolnośląskie,Legnica,61343,0,22161,0,t0262
dolnośląskie,Wrocław,728243,5276,263258,3784,t0264
dolnośląskie,Wałbrzych,157865,846,60699,455,t0265
kujawsko-pomorskie,aleksandrowski,105560,672,45393,607,t0401
kujawsko-pomorskie,brodnicki,44792,183,15686,0,t0402
kujawsko-pomorskie,bydgoski,49173,94,16823,3,t0403
kujawsko-pomorskie,chełmiński,25379,287,8884,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,21210,269,6621,0,t0405
kujawsko-pomorskie,grudziądzki,15732,0,4728,0,t0406
kujawsko-pomorskie,inowrocławski,74469,39,28601,15,t0407
kujawsko-pomorskie,lipnowski,33321,0,11408,0,t0408
kujawsko-pomorskie,mogileński,15989,0,4680,0,t0409
kujawsko-pomorskie,nakielski,48379,654,14487,432,t0410
kujawsko-pomorskie,radziejowski,28650,12,8954,12,t0411
kujawsko-pomorskie,rypiński,21576,0,7479,0,t0412
kujawsko-pomorskie,sępoleński,31119,0,10276,0,t0413
kujawsko-pomorskie,świecki,48887,119,17211,119,t0414
kujawsko-pomorskie,toruński,45302,576,13168,292,t0415
kujawsko-pomorskie,tucholski,23688,30,7095,30,t0416
kujawsko-pomorskie,wąbrzeski,16833,0,5470,0,t0417
kujawsko-pomorskie,włocławski,40104,0,13721,0,t0418
kujawsko-pomorskie,żniński,32022,0,10425,0,t0419
kujawsko-pomorskie,Bydgoszcz,292396,749,104878,250,t0461
kujawsko-pomorskie,Grudziądz,82995,0,30618,0,t0462
kujawsko-pomorskie,Toruń,117449,506,39893,135,t0463
kujawsko-pomorskie,Włocławek,56886,409,18585,355,t0464
lubelskie,bialski,43042,122,15915,4,t0601
lubelskie,biłgorajski,37272,0,14528,0,t0602
lubelskie,chełmski,24470,0,8840,0,t0603
lubelskie,hrubieszowski,29291,0,10721,0,t0604
lubelskie,janowski,20851,0,7844,0,t0605
lubelskie,krasnostawski,28488,90,10414,86,t0606
lubelskie,kraśnicki,47531,0,17775,0,t0607
lubelskie,lubartowski,38168,0,14217,0,t0608
lubelskie,lubelski,59030,0,22051,0,t0609
lubelskie,łęczyński,28818,0,11056,0,t0610
lubelskie,łukowski,37504,155,14959,8,t0611
lubelskie,opolski,29956,81,11354,55,t0612
lubelskie,parczewski,20840,0,8066,0,t0613
lubelskie,puławski,69085,0,27478,0,t0614
lubelskie,radzyński,20689,0,7690,0,t0615
lubelskie,rycki,37098,70,13821,70,t0616
lubelskie,świdnicki,30238,184,11209,177,t0617
lubelskie,tomaszowski,38065,190,14497,174,t0618
lubelskie,włodawski,25815,0,9951,0,t0619
lubelskie,zamojski,33362,0,13132,0,t0620
lubelskie,Biała Podlaska,49337,35,19013,0,t0661
lubelskie,Chełm,42562,155,15587,9,t0662
lubelskie,Lublin,324473,984,128584,706,t0663
lubelskie,Zamość,63504,50,24773,0,t0664
lubuskie,gorzowski,20783,1,7743,1,t0801
lubuskie,krośnieński,34919,0,12874,0,t0802
lubuskie,międzyrzecki,47523,89,17532,0,t0803
lubuskie,nowosolski,60360,402,22141,251,t0804
lubuskie,słubicki,24124,0,7860,0,t0805
lubuskie,strzelecko-drezdenecki,33239,199,12297,95,t0806
lubuskie,sulęciński,17808,141,6218,35,t0807
lubuskie,świebodziński,39103,726,13816,646,t0808
lubuskie,zielonogórski,64098,0,24417,0,t0809
lubuskie,żagański,44901,0,15641,0,t0810
lubuskie,żarski,71028,585,26929,566,t0811
lubuskie,wschowski,15896,0,5330,0,t0812
lubuskie,Gorzów Wielkopolski,94927,190,35097,9,t0861
lubuskie,Zielona Góra,105799,66,40708,5,t0862
łódzkie,bełchatowski,45183,180,15750,7,t1001
łódzkie,kutnowski,57339,0,20608,0,t1002
łódzkie,łaski,20790,18,7143,10,t1003
łódzkie,łęczycki,31801,174,11428,4,t1004
łódzkie,łowicki,65058,187,24690,136,t1005
łódzkie,łódzki wschodni,24506,0,8316,0,t1006
łódzkie,opoczyński,38345,530,13914,304,t1007
łódzkie,pabianicki,69311,133,23847,104,t1008
łódzkie,pajęczański,20152,0,6725,0,t1009
łódzkie,piotrkowski,31043,154,10483,85,t1010
łódzkie,poddębicki,22879,0,7981,0,t1011
łódzkie,radomszczański,55585,92,20843,61,t1012
łódzkie,rawski,18575,92,7011,75,t1013
łódzkie,sieradzki,63511,195,22535,83,t1014
łódzkie,skierniewicki,16383,0,6143,0,t1015
łódzkie,tomaszowski,70187,2,25330,2,t1016
łódzkie,wieluński,60174,86,21369,1,t1017
łódzkie,wieruszowski,21610,308,7451,308,t1018
