wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,77864,163,34262,23,t0201
dolnośląskie,dzierżoniowski,74033,163,33724,39,t0202
dolnośląskie,głogowski,70074,149,31019,32,t0203
dolnośląskie,górowski,27876,35,12448,5,t0204
dolnośląskie,jaworski,41406,51,18261,11,t0205
dolnośląskie,jeleniogórski,54428,83,24454,6,t0206
dolnośląskie,kamiennogórski,34212,66,15638,11,t0207
dolnośląskie,kłodzki,138095,458,62439,66,t0208
dolnośląskie,legnicki,46230,178,20181,22,t0209
dolnośląskie,lubański,32304,110,13228,27,t0210
dolnośląskie,lubiński,131961,280,61449,33,t0211
dolnośląskie,lwówecki,44738,92,20242,15,t0212
dolnośląskie,milicki,36661,18,16893,6,t0213
dolnośląskie,oleśnicki,106564,148,47629,67,t0214
dolnośląskie,oławski,47491,12,21796,0,t0215
dolnośląskie,polkowicki,43866,124,18949,44,t0216
dolnośląskie,strzeliński,39689,78,18047,20,t0217
dolnośląskie,średzki,23782,83,10911,15,t0218
dolnośląskie,świdnicki,110471,172,49192,27,t0219
dolnośląskie,trzebnicki,63580,132,29905,38,t0220
dolnośląskie,wałbrzyski,33826,129,15625,4,t0221
dolnośląskie,wołowski,45034,59,19617,12,t0222
dolnośląskie,wrocławski,109330,243,50801,33,t0223
dolnośląskie,ząbkowicki,59990,97,26962,11,t0224
dolnośląskie,zgorzelecki,64296,107,28226,16,t0225
dolnośląskie,złotoryjski,36980,47,16318,10,t0226
dolnośląskie,Jelenia Góra,96608,242,44922,30,t0261
dolnośląskie,Legnica,96692,312,44037,56,t0262
dolnośląskie,Wrocław,1118278,2019,507805,296,t0264
dolnośląskie,Wałbrzych,222490,191,100797,20,t0265
kujawsko-pomorskie,aleksandrowski,137556,107,64227,21,t0401
kujawsko-pomorskie,brodnicki,77317,145,35547,42,t0402
kujawsko-pomorskie,bydgoski,81508,124,37925,23,t0403
kujawsko-pomorskie,chełmiński,44794,57,20436,8,t0404
kujawsko-pomorskie,golubsko-dobrzyński,38148,23,17407,7,t0405
kujawsko-pomorskie,grudziądzki,28006,13,12590,5,t0406
kujawsko-pomorskie,inowrocławski,111133,265,51453,46,t0407
kujawsko-pomorskie,lipnowski,56944,82,25803,43,t0408
kujawsko-pomorskie,mogileński,35561,26,16286,6,t0409
kujawsko-pomorskie,nakielski,90201,32,39563,6,t0410
kujawsko-pomorskie,radziejowski,46692,48,21549,7,t0411
kujawsko-pomorskie,rypiński,38401,56,17717,16,t0412
kujawsko-pomorskie,sępoleński,51890,143,23102,12,t0413
kujawsko-pomorskie,świecki,83886,123,37767,15,t0414
kujawsko-pomorskie,toruński,75790,117,32791,13,t0415
kujawsko-pomorskie,tucholski,41661,87,18830,21,t0416
kujawsko-pomorskie,wąbrzeski,30315,15,13465,13,t0417
kujawsko-pomorskie,włocławski,69013,106,32353,29,t0418
kujawsko-pomorskie,żniński,55524,60,25996,19,t0419
kujawsko-pomorskie,Bydgoszcz,464655,983,209738,174,t0461
kujawsko-pomorskie,Grudziądz,130947,168,59387,26,t0462
kujawsko-pomorskie,Toruń,210637,577,93741,61,t0463
kujawsko-pomorskie,Włocławek,101783,197,44626,44,t0464
lubelskie,bialski,66236,243,29389,39,t0601
lubelskie,biłgorajski,58536,255,26958,43,t0602
lubelskie,chełmski,38733,68,17791,10,t0603
lubelskie,hrubieszowski,48635,166,21720,49,t0604
lubelskie,janowski,33778,79,15370,34,t0605
lubelskie,krasnostawski,44389,149,19891,14,t0606
lubelskie,kraśnicki,72029,122,32953,18,t0607
lubelskie,lubartowski,59941,146,27361,18,t0608
lubelskie,lubelski,91410,228,40510,55,t0609
lubelskie,łęczyński,42969,167,19953,47,t0610
lubelskie,łukowski,61159,195,27983,47,t0611
lubelskie,opolski,49083,219,22019,57,t0612
lubelskie,parczewski,30604,77,13584,12,t0613
lubelskie,puławski,105762,187,48848,34,t0614
lubelskie,radzyński,33307,154,15246,11,t0615
lubelskie,rycki,56882,120,26709,21,t0616
lubelskie,świdnicki,50874,177,23296,27,t0617
lubelskie,tomaszowski,59892,189,27150,17,t0618
lubelskie,włodawski,37344,101,16857,45,t0619
lubelskie,zamojski,52065,71,24684,16,t0620
lubelskie,Biała Podlaska,76339,245,34656,52,t0661
lubelskie,Chełm,68235,94,30253,23,t0662
lubelskie,Lublin,485750,1471,212293,246,t0663
lubelskie,Zamość,96427,244,44066,36,t0664
lubuskie,gorzowski,31958,110,14434,14,t0801
lubuskie,krośnieński,54089,118,24909,23,t0802
lubuskie,międzyrzecki,71116,112,32357,19,t0803
lubuskie,nowosolski,98855,246,42893,38,t0804
lubuskie,słubicki,41395,46,19237,19,t0805
lubuskie,strzelecko-drezdenecki,54689,98,23627,16,t0806
lubuskie,sulęciński,33931,89,14830,13,t0807
lubuskie,świebodziński,58123,15,26303,0,t0808
lubuskie,zielonogórski,93937,99,42733,20,t0809
lubuskie,żagański,73638,151,32492,26,t0810
lubuskie,żarski,106202,213,48697,34,t0811
lubuskie,wschowski,29270,58,13778,31,t0812
lubuskie,Gorzów Wielkopolski,166294,456,73143,68,t0861
lubuskie,Zielona Góra,162825,316,74710,42,t0862
łódzkie,bełchatowski,78897,188,35367,52,t1001
łódzkie,kutnowski,94403,150,44843,32,t1002
łódzkie,łaski,38439,17,17946,7,t1003
łódzkie,łęczycki,55093,133,24844,35,t1004
łódzkie,łowicki,95134,194,44581,46,t1005
łódzkie,łódzki wschodni,40049,37,17710,12,t1006
łódzkie,opoczyński,63364,99,28276,17,t1007
łódzkie,pabianicki,115894,398,53474,62,t1008
łódzkie,pajęczański,31088,38,14031,6,t1009
łódzkie,piotrkowski,52942,130,24352,34,t1010
łódzkie,poddębicki,39470,123,18347,15,t1011
łódzkie,radomszczański,94607,271,43587,35,t1012
łódzkie,rawski,31038,23,13991,8,t1013
łódzkie,sieradzki,106383,105,47737,33,t1014
łódzkie,skierniewicki,25153,19,11732,9,t1015
łódzkie,tomaszowski,112183,207,51953,42,t1016
łódzkie,wieluński,92046,155,42990,48,t1017
łódzkie,wieruszowski,35120,62,15606,18,t1018
łódzkie,zduńskowolski,53376,190,24300,61,t1019
łódzkie,zgierski,139109,360,63751,72,t1020
łódzkie,brzeziński,36739,58,17146,10,t1021
łódzkie,Łódź,966396,2102,440919,281,t1061
łódzkie,Piotrków Trybunalski,88692,159,40017,33,t1062
łódzkie,Skierniewice,77218,181,35473,34,t1063
małopolskie,bocheński,82705,176,36600,39,t1201
małopolskie,brzeski,70730,110,32314,33,t1202
małopolskie,chrzanowski,117230,152,52696,37,t1203
małopolskie,dąbrowski,44761,125,20686,43,t1204
małopolskie,gorlicki,90868,169,41937,25,t1205
małopolskie,krakowski,169488,411,77747,88,t1206
małopolskie,limanowski,93624,295,42326,49,t1207
małopolskie,miechowski,63659,149,29974,26,t1208
małopolskie,myślenicki,109412,107,50602,27,t1209
małopolskie,nowosądecki,136960,274,60578,65,t1210
małopolskie,nowotarski,137809,251,61619,67,t1211
małopolskie,olkuski,114289,158,52437,30,t1212
małopolskie,oświęcimski,127778,168,59274,37,t1213
małopolskie,proszowicki,46242,39,21726,11,t1214
małopolskie,suski,72968,211,33947,65,t1215
małopolskie,tarnowski,100129,152,45881,35,t1216
małopolskie,tatrzański,37867,152,17345,38,t1217
małopolskie,wadowicki,126608,202,56172,50,t1218
małopolskie,wielicki,116930,148,52266,36,t1219
małopolskie,Kraków,1252044,2133,577055,322,t1261
małopolskie,Nowy Sącz,67984,226,31413,51,t1262
małopolskie,Tarnów,122155,295,54276,59,t1263
mazowieckie,białobrzeski,37701,16,17651,9,t1401
mazowieckie,ciechanowski,84774,176,39265,32,t1402
mazowieckie,garwoliński,87335,202,41189,58,t1403
mazowieckie,gostyniński,30053,65,14233,14,t1404
mazowieckie,grodziski,101068,106,45670,20,t1405
mazowieckie,grójecki,111103,114,51342,24,t1406
mazowieckie,kozienicki,46851,85,21896,18,t1407
mazowieckie,legionowski,82522,87,35239,24,t1408
mazowieckie,lipski,27992,35,13042,12,t1409
mazowieckie,łosicki,19872,71,9351,17,t1410
mazowieckie,makowski,44536,72,20002,12,t1411
mazowieckie,miński,136749,379,60500,85,t1412
mazowieckie,mławski,64931,222,30289,45,t1413
mazowieckie,nowodworski,120125,202,54398,26,t1414
mazowieckie,ostrołęcki,52503,207,24240,57,t1415
mazowieckie,ostrowski,53504,115,25806,25,t1416
mazowieckie,otwocki,98938,192,46175,60,t1417
mazowieckie,piaseczyński,259693,423,118008,106,t1418
mazowieckie,płocki,90896,185,42418,35,t1419
mazowieckie,płoński,84174,162,38513,26,t1420
mazowieckie,pruszkowski,144976,339,66634,73,t1421
mazowieckie,przasnyski,53166,55,24920,10,t1422
mazowieckie,przysuski,30630,41,14228,10,t1423
mazowieckie,pułtuski,49262,65,23057,11,t1424
mazowieckie,radomski,67877,182,31457,67,t1425
mazowieckie,siedlecki,32879,47,15516,7,t1426
mazowieckie,sierpecki,47366,66,22260,9,t1427
mazowieckie,sochaczewski,87742,86,40804,15,t1428
mazowieckie,sokołowski,44880,35,20615,7,t1429
mazowieckie,szydłowiecki,22482,70,9694,11,t1430
mazowieckie,warszawski zachodni,121829,176,56522,21,t1432
mazowieckie,węgrowski,49300,66,23051,15,t1433
mazowieckie,wołomiński,226023,467,99817,92,t1434
mazowieckie,wyszkowski,66664,106,31158,15,t1435
mazowieckie,zwoleński,29962,50,14124,24,t1436
mazowieckie,żuromiński,31138,62,15142,17,t1437
mazowieckie,żyrardowski,61330,120,28095,30,t1438
mazowieckie,Ostrołęka,75399,357,34805,60,t1461
mazowieckie,Płock,138687,235,61965,45,t1462
mazowieckie,Radom,247206,408,111364,88,t1463
mazowieckie,Siedlce,123360,211,57076,36,t1464
mazowieckie,Warszawa,2736893,4579,1239479,749,t1465
opolskie,brzeski,74921,114,34502,14,t1601
opolskie,głubczycki,43839,104,20068,10,t1602
opolskie,kędzierzyńsko-kozielski,84856,130,39154,17,t1603
opolskie,kluczborski,57656,50,26775,6,t1604
opolskie,krapkowicki,101048,206,45832,32,t1605
opolskie,namysłowski,30071,95,13812,8,t1606
opolskie,nyski,99289,146,46313,51,t1607
opolskie,oleski,51189,46,23973,11,t1608
opolskie,opolski,69668,105,31752,16,t1609
opolskie,prudnicki,42087,180,19262,30,t1610
opolskie,strzelecki,60247,141,27326,21,t1611
opolskie,Opole,199621,341,90641,56,t1661
podkarpackie,bieszczadzki,10976,12,5124,5,t1801
podkarpackie,brzozowski,48620,90,22443,7,t1802
podkarpackie,dębicki,69500,134,29598,35,t1803
podkarpackie,jarosławski,62821,171,27856,30,t1804
podkarpackie,jasielski,64625,138,28192,31,t1805
podkarpackie,kolbuszowski,24006,35,11005,9,t1806
podkarpackie,krośnieński,52521,106,24804,18,t1807
podkarpackie,leżajski,44080,36,19594,1,t1808
podkarpackie,lubaczowski,35422,60,16113,10,t1809
podkarpackie,łańcucki,44242,109,20625,53,t1810
podkarpackie,mielecki,91733,193,42973,54,t1811
podkarpackie,niżański,35090,98,16527,22,t1812
podkarpackie,przemyski,20842,41,9985,2,t1813
podkarpackie,przeworski,32243,25,15120,11,t1814
podkarpackie,ropczycko-sędziszowski,41370,86,18461,20,t1815
podkarpackie,rzeszowski,58505,117,26610,21,t1816
podkarpackie,sanocki,41397,41,18484,3,t1817
podkarpackie,stalowowolski,79095,199,36164,38,t1818
podkarpackie,strzyżowski,29363,25,14018,7,t1819
podkarpackie,tarnobrzeski,17466,55,7685,13,t1820
podkarpackie,leski,15055,80,7047,13,t1821
podkarpackie,Krosno,47367,121,21808,20,t1861
