wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,38494,1577,6764,556,t00
dolnośląskie,bolesławiecki,31734,817,8851,113,t0201
dolnośląskie,dzierżoniowski,29785,528,8573,121,t0202
dolnośląskie,głogowski,28018,890,8112,111,t0203
dolnośląskie,górowski,10906,136,2749,65,t0204
dolnośląskie,jaworski,18849,469,4865,134,t0205
dolnośląskie,jeleniogórski,25926,673,7916,305,t0206
dolnośląskie,kamiennogórski,13128,231,3666,54,t0207
dolnośląskie,kłodzki,61915,1183,19861,422,t0208
dolnośląskie,legnicki,15304,287,3253,17,t0209
dolnośląskie,lubański,11957,440,3774,57,t0210
dolnośląskie,lubiński,65184,2071,17416,867,t0211
dolnośląskie,lwówecki,16892,309,5020,63,t0212
dolnośląskie,milicki,15608,219,4639,50,t0213
dolnośląskie,oleśnicki,29142,853,7679,285,t0214
dolnośląskie,oławski,25978,463,8794,131,t0215
dolnośląskie,polkowicki,12717,594,2228,37,t0216
dolnośląskie,strzeliński,16536,316,4754,171,t0217
dolnośląskie,średzki,11229,245,3564,134,t0218
dolnośląskie,świdnicki,40104,931,12795,352,t0219
dolnośląskie,trzebnicki,29057,583,9512,190,t0220
dolnośląskie,wałbrzyski,17378,206,5598,129,t0221
dolnośląskie,wołowski,18336,505,5387,34,t0222
dolnośląskie,wrocławski,44543,909,11727,441,t0223
dolnośląskie,ząbkowicki,26446,352,8359,208,t0224
dolnośląskie,zgorzelecki,26540,590,8151,277,t0225
dolnośląskie,złotoryjski,15865,225,4193,89,t0226
dolnośląskie,Jelenia Góra,40292,509,11496,196,t0261
dolnośląskie,Legnica,39807,856,9253,214,t0262
dolnośląskie,Wrocław,480566,9040,119402,3462,t0264
dolnośląskie,Wałbrzych,120950,1593,37183,855,t0265
kujawsko-pomorskie,aleksandrowski,76717,814,24091,310,t0401
kujawsko-pomorskie,brodnicki,29020,648,8057,134,t0402
kujawsko-pomorskie,bydgoski,31100,884,7027,257,t0403
kujawsko-pomorskie,chełmiński,16998,353,4387,72,t0404
kujawsko-pomorskie,golubsko-dobrzyński,12533,334,3547,62,t0405
kujawsko-pomorskie,grudziądzki,9083,521,2110,88,t0406
kujawsko-pomorskie,inowrocławski,50262,1017,13143,471,t0407
kujawsko-pomorskie,lipnowski,22331,573,5900,141,t0408
kujawsko-pomorskie,mogileński,11223,232,2825,36,t0409
kujawsko-pomorskie,nakielski,21022,714,4608,87,t0410
kujawsko-pomorskie,radziejowski,17507,541,4597,119,t0411
kujawsko-pomorskie,rypiński,14765,495,4337,92,t0412
kujawsko-pomorskie,sępoleński,20887,478,5360,75,t0413
kujawsko-pomorskie,świecki,31339,522,8039,159,t0414
