wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,25,0,0,0,t00
dolnośląskie,bolesławiecki,65090,367,28921,95,t0201
dolnośląskie,dzierżoniowski,61034,399,27729,254,t0202
dolnośląskie,głogowski,56551,406,24962,306,t0203
dolnośląskie,górowski,24118,145,10652,72,t0204
dolnośląskie,jaworski,35673,431,15836,339,t0205
dolnośląskie,jeleniogórski,46851,621,21634,496,t0206
dolnośląskie,kamiennogórski,27721,206,12758,119,t0207
dolnośląskie,kłodzki,114008,941,52283,588,t0208
dolnośląskie,legnicki,39488,229,17136,166,t0209
dolnośląskie,lubański,25588,327,10425,301,t0210
dolnośląskie,lubiński,115355,545,55052,237,t0211
dolnośląskie,lwówecki,36171,549,16191,384,t0212
dolnośląskie,milicki,30178,129,13945,73,t0213
dolnośląskie,oleśnicki,79508,805,34050,598,t0214
dolnośląskie,oławski,42001,174,19782,170,t0215
dolnośląskie,polkowicki,37797,140,16109,82,t0216
dolnośląskie,strzeliński,33524,110,15239,67,t0217
dolnośląskie,średzki,19695,118,9153,88,t0218
dolnośląskie,świdnicki,88836,506,39698,430,t0219
dolnośląskie,trzebnicki,53031,300,24186,144,t0220
dolnośląskie,wałbrzyski,29293,89,13687,47,t0221
dolnośląskie,wołowski,38459,202,17039,164,t0222
dolnośląskie,wrocławski,93596,276,43280,180,t0223
dolnośląskie,ząbkowicki,49797,316,23055,151,t0224
dolnośląskie,zgorzelecki,51347,489,23322,318,t0225
dolnośląskie,złotoryjski,30789,80,13401,50,t0226
dolnośląskie,Jelenia Góra,80797,370,37961,280,t0261
dolnośląskie,Legnica,80919,573,37599,408,t0262
dolnośląskie,Wrocław,967933,4094,447100,2938,t0264
dolnośląskie,Wałbrzych,196390,511,90665,263,t0265
kujawsko-pomorskie,aleksandrowski,125601,189,59523,108,t0401
kujawsko-pomorskie,brodnicki,61781,400,27453,279,t0402
kujawsko-pomorskie,bydgoski,68866,252,31003,173,t0403
kujawsko-pomorskie,chełmiński,36533,159,16593,114,t0404
kujawsko-pomorskie,golubsko-dobrzyński,31154,64,13396,51,t0405
kujawsko-pomorskie,grudziądzki,22746,136,9999,69,t0406
kujawsko-pomorskie,inowrocławski,95937,581,44381,508,t0407
kujawsko-pomorskie,lipnowski,45835,142,20018,67,t0408
kujawsko-pomorskie,mogileński,25973,291,11667,253,t0409
kujawsko-pomorskie,nakielski,72198,137,31950,120,t0410
kujawsko-pomorskie,radziejowski,40403,155,17855,118,t0411
kujawsko-pomorskie,rypiński,30639,125,13628,66,t0412
kujawsko-pomorskie,sępoleński,44624,157,20452,129,t0413
kujawsko-pomorskie,świecki,67791,775,30399,522,t0414
kujawsko-pomorskie,toruński,63977,554,26658,434,t0415
kujawsko-pomorskie,tucholski,34739,81,15588,32,t0416
kujawsko-pomorskie,wąbrzeski,24193,140,10582,94,t0417
