wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,76038,101,33930,16,t0201
dolnośląskie,dzierżoniowski,72075,83,33375,26,t0202
dolnośląskie,głogowski,68293,73,30640,23,t0203
dolnośląskie,górowski,27433,30,12403,4,t0204
dolnośląskie,jaworski,40620,33,18124,0,t0205
dolnośląskie,jeleniogórski,53313,114,24322,22,t0206
dolnośląskie,kamiennogórski,33422,36,15440,21,t0207
dolnośląskie,kłodzki,134175,259,61930,30,t0208
dolnośląskie,legnicki,45374,51,20052,12,t0209
dolnośląskie,lubański,31318,52,13057,6,t0210
dolnośląskie,lubiński,129633,109,61066,19,t0211
dolnośląskie,lwówecki,43878,117,20092,18,t0212
dolnośląskie,milicki,35851,71,16704,12,t0213
dolnośląskie,oleśnicki,103654,95,46965,23,t0214
dolnośląskie,oławski,46712,43,21755,7,t0215
dolnośląskie,polkowicki,43120,24,18760,4,t0216
dolnośląskie,strzeliński,38830,69,17885,3,t0217
dolnośląskie,średzki,23090,61,10775,8,t0218
dolnośląskie,świdnicki,107681,336,48709,81,t0219
dolnośląskie,trzebnicki,62343,217,29598,68,t0220
dolnośląskie,wałbrzyski,32801,60,15420,4,t0221
dolnośląskie,wołowski,44106,123,19445,8,t0222
dolnośląskie,wrocławski,106905,165,50431,60,t0223
dolnośląskie,ząbkowicki,58328,141,26725,10,t0224
dolnośląskie,zgorzelecki,62863,155,28021,13,t0225
dolnośląskie,złotoryjski,36280,6,16217,2,t0226
dolnośląskie,Jelenia Góra,94228,223,44537,19,t0261
dolnośląskie,Legnica,94547,382,43635,45,t0262
dolnośląskie,Wrocław,1095268,1639,504560,222,t0264
dolnośląskie,Wałbrzych,218739,468,100297,120,t0265
kujawsko-pomorskie,aleksandrowski,136058,82,63983,32,t0401
kujawsko-pomorskie,brodnicki,75836,99,35200,13,t0402
kujawsko-pomorskie,bydgoski,80125,78,37588,22,t0403
kujawsko-pomorskie,chełmiński,43902,141,20274,11,t0404
kujawsko-pomorskie,golubsko-dobrzyński,37485,103,17281,54,t0405
kujawsko-pomorskie,grudziądzki,27565,31,12435,17,t0406
kujawsko-pomorskie,inowrocławski,108883,129,50979,27,t0407
kujawsko-pomorskie,lipnowski,55850,17,25446,9,t0408
kujawsko-pomorskie,mogileński,34747,38,16082,21,t0409
kujawsko-pomorskie,nakielski,88461,115,39136,51,t0410
kujawsko-pomorskie,radziejowski,46034,7,21419,0,t0411
kujawsko-pomorskie,rypiński,37664,46,17538,14,t0412
kujawsko-pomorskie,sępoleński,50587,163,22965,57,t0413
kujawsko-pomorskie,świecki,82251,118,37373,29,t0414
kujawsko-pomorskie,toruński,74590,88,32564,39,t0415
kujawsko-pomorskie,tucholski,40949,39,18614,4,t0416
kujawsko-pomorskie,wąbrzeski,29711,103,13363,35,t0417
kujawsko-pomorskie,włocławski,67748,144,32048,80,t0418
kujawsko-pomorskie,żniński,54761,65,25814,22,t0419
kujawsko-pomorskie,Bydgoszcz,453744,618,208232,79,t0461
kujawsko-pomorskie,Grudziądz,128984,255,58956,63,t0462
kujawsko-pomorskie,Toruń,204493,249,92572,67,t0463
kujawsko-pomorskie,Włocławek,99384,214,44166,23,t0464
lubelskie,bialski,64529,120,29124,37,t0601
lubelskie,biłgorajski,56822,119,26652,38,t0602
lubelskie,chełmski,37750,123,17568,25,t0603
lubelskie,hrubieszowski,47323,90,21416,31,t0604
lubelskie,janowski,32924,96,15165,18,t0605
lubelskie,krasnostawski,43080,72,19633,14,t0606
lubelskie,kraśnicki,69940,213,32624,39,t0607
lubelskie,lubartowski,57935,92,26949,18,t0608
lubelskie,lubelski,88806,315,39955,42,t0609
lubelskie,łęczyński,41902,131,19743,25,t0610
lubelskie,łukowski,59502,159,27597,19,t0611
lubelskie,opolski,47663,193,21724,40,t0612
lubelskie,parczewski,29673,24,13463,0,t0613
lubelskie,puławski,102987,291,48362,82,t0614
lubelskie,radzyński,32261,72,15108,30,t0615
lubelskie,rycki,55722,114,26474,10,t0616
lubelskie,świdnicki,49109,129,23018,28,t0617
lubelskie,tomaszowski,58569,96,26890,23,t0618
lubelskie,włodawski,36420,149,16752,19,t0619
lubelskie,zamojski,50841,212,24438,30,t0620
lubelskie,Biała Podlaska,73998,156,34204,32,t0661
lubelskie,Chełm,66548,129,29931,26,t0662
lubelskie,Lublin,470803,1190,210211,230,t0663
lubelskie,Zamość,93936,193,43611,55,t0664
lubuskie,gorzowski,31079,52,14282,6,t0801
lubuskie,krośnieński,52986,120,24702,39,t0802
lubuskie,międzyrzecki,69763,88,32128,6,t0803
lubuskie,nowosolski,96470,22,42521,5,t0804
lubuskie,słubicki,40519,105,19052,41,t0805
lubuskie,strzelecko-drezdenecki,53412,96,23460,33,t0806
lubuskie,sulęciński,32920,35,14648,16,t0807
lubuskie,świebodziński,57063,7,26160,0,t0808
lubuskie,zielonogórski,92301,205,42413,53,t0809
lubuskie,żagański,72094,42,32206,5,t0810
lubuskie,żarski,104215,189,48304,87,t0811
lubuskie,wschowski,28532,68,13570,9,t0812
lubuskie,Gorzów Wielkopolski,161212,419,72294,88,t0861
lubuskie,Zielona Góra,158546,310,73951,67,t0862
łódzkie,bełchatowski,77365,127,35015,24,t1001
łódzkie,kutnowski,92186,105,44390,21,t1002
łódzkie,łaski,37773,81,17803,1,t1003
łódzkie,łęczycki,53934,38,24664,13,t1004
łódzkie,łowicki,93564,142,44301,23,t1005
łódzkie,łódzki wschodni,39164,101,17506,21,t1006
łódzkie,opoczyński,62321,33,27992,5,t1007
łódzkie,pabianicki,113286,126,52922,29,t1008
łódzkie,pajęczański,30695,30,13928,6,t1009
łódzkie,piotrkowski,52150,47,24112,9,t1010
łódzkie,poddębicki,38771,80,18181,23,t1011
łódzkie,radomszczański,92403,137,43185,5,t1012
łódzkie,rawski,30277,14,13819,0,t1013
łódzkie,sieradzki,104351,115,47282,27,t1014
łódzkie,skierniewicki,24872,20,11667,1,t1015
łódzkie,tomaszowski,109805,67,51524,3,t1016
łódzkie,wieluński,90590,79,42737,20,t1017
łódzkie,wieruszowski,34471,54,15491,15,t1018
łódzkie,zduńskowolski,52145,88,24012,33,t1019
łódzkie,zgierski,135810,236,63099,56,t1020
łódzkie,brzeziński,36041,18,17051,9,t1021
łódzkie,Łódź,942905,1853,437651,336,t1061
łódzkie,Piotrków Trybunalski,86334,135,39616,43,t1062
łódzkie,Skierniewice,75740,119,35185,15,t1063
małopolskie,bocheński,81191,98,36233,30,t1201
małopolskie,brzeski,69510,123,32019,13,t1202
małopolskie,chrzanowski,115247,205,52387,26,t1203
małopolskie,dąbrowski,43965,23,20456,7,t1204
małopolskie,gorlicki,89038,137,41672,20,t1205
małopolskie,krakowski,165814,291,76981,51,t1206
małopolskie,limanowski,91845,124,41967,15,t1207
małopolskie,miechowski,62658,89,29784,1,t1208
małopolskie,myślenicki,107554,142,50164,17,t1209
małopolskie,nowosądecki,134901,263,60114,65,t1210
małopolskie,nowotarski,135249,142,61110,18,t1211
małopolskie,olkuski,112721,78,52102,35,t1212
małopolskie,oświęcimski,125607,159,58799,30,t1213
małopolskie,proszowicki,45385,101,21522,28,t1214
małopolskie,suski,71377,195,33554,12,t1215
małopolskie,tarnowski,98453,107,45499,20,t1216
małopolskie,tatrzański,36962,82,17171,27,t1217
małopolskie,wadowicki,124132,156,55483,43,t1218
