wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,645,0,133,0,t00
dolnośląskie,bolesławiecki,44811,948,13432,775,t0201
dolnośląskie,dzierżoniowski,42156,689,14480,146,t0202
dolnośląskie,głogowski,38666,479,12702,215,t0203
dolnośląskie,górowski,16373,203,4713,152,t0204
dolnośląskie,jaworski,25775,177,8063,170,t0205
dolnośląskie,jeleniogórski,35044,390,13134,295,t0206
dolnośląskie,kamiennogórski,18478,459,6317,295,t0207
dolnośląskie,kłodzki,79940,1261,28989,821,t0208
dolnośląskie,legnicki,24862,533,6514,355,t0209
dolnośląskie,lubański,16965,522,5740,187,t0210
dolnośląskie,lubiński,88827,1204,33766,781,t0211
dolnośląskie,lwówecki,24100,389,8073,94,t0212
dolnośląskie,milicki,21483,243,7982,214,t0213
dolnośląskie,oleśnicki,47239,518,13046,224,t0214
dolnośląskie,oławski,32314,419,12912,243,t0215
dolnośląskie,polkowicki,23788,314,5071,190,t0216
dolnośląskie,strzeliński,23376,471,8192,193,t0217
dolnośląskie,średzki,14715,249,5599,178,t0218
dolnośląskie,świdnicki,59257,1077,18763,365,t0219
dolnośląskie,trzebnicki,37974,691,14302,219,t0220
dolnośląskie,wałbrzyski,22645,261,9027,178,t0221
dolnośląskie,wołowski,26281,584,8771,313,t0222
dolnośląskie,wrocławski,63933,1293,22071,626,t0223
dolnośląskie,ząbkowicki,35864,531,13020,342,t0224
dolnośląskie,zgorzelecki,35460,696,12653,291,t0225
dolnośląskie,złotoryjski,21960,326,7193,253,t0226
dolnośląskie,Jelenia Góra,56344,1051,19631,633,t0261
dolnośląskie,Legnica,56149,1117,18536,660,t0262
dolnośląskie,Wrocław,674709,11920,229135,8556,t0264
dolnośląskie,Wałbrzych,151485,1610,56073,1120,t0265
kujawsko-pomorskie,aleksandrowski,99471,1157,40869,839,t0401
kujawsko-pomorskie,brodnicki,41181,860,14013,514,t0402
kujawsko-pomorskie,bydgoski,45111,912,14576,687,t0403
kujawsko-pomorskie,chełmiński,23287,487,7829,267,t0404
kujawsko-pomorskie,golubsko-dobrzyński,19302,393,5308,132,t0405
kujawsko-pomorskie,grudziądzki,14471,380,3828,125,t0406
kujawsko-pomorskie,inowrocławski,69890,1416,25655,922,t0407
kujawsko-pomorskie,lipnowski,30580,451,9448,334,t0408
kujawsko-pomorskie,mogileński,15018,405,4404,125,t0409
kujawsko-pomorskie,nakielski,43607,922,11914,680,t0410
kujawsko-pomorskie,radziejowski,25715,351,7299,185,t0411
kujawsko-pomorskie,rypiński,20507,266,6908,157,t0412
kujawsko-pomorskie,sępoleński,29376,703,9105,439,t0413
kujawsko-pomorskie,świecki,44277,970,14165,713,t0414
kujawsko-pomorskie,toruński,41218,717,10622,268,t0415
kujawsko-pomorskie,tucholski,22088,709,6282,418,t0416
kujawsko-pomorskie,wąbrzeski,15766,243,4942,129,t0417
kujawsko-pomorskie,włocławski,36381,1329,11536,983,t0418
kujawsko-pomorskie,żniński,29666,275,9190,188,t0419
kujawsko-pomorskie,Bydgoszcz,273068,4820,93202,2501,t0461
kujawsko-pomorskie,Grudziądz,77777,1156,28681,515,t0462
kujawsko-pomorskie,Toruń,108142,2443,35019,1410,t0463
kujawsko-pomorskie,Włocławek,51893,1444,15723,763,t0464
lubelskie,bialski,40348,597,14085,454,t0601
lubelskie,biłgorajski,34774,697,13170,446,t0602
lubelskie,chełmski,22953,414,7945,356,t0603
lubelskie,hrubieszowski,27402,541,9522,360,t0604
lubelskie,janowski,19604,236,7193,115,t0605
lubelskie,krasnostawski,26602,431,8928,314,t0606
lubelskie,kraśnicki,44389,1101,15400,949,t0607
lubelskie,lubartowski,36196,650,12909,495,t0608
lubelskie,lubelski,55092,876,19300,583,t0609
lubelskie,łęczyński,26702,325,9657,201,t0610
lubelskie,łukowski,34920,425,13404,248,t0611
lubelskie,opolski,27866,394,10106,294,t0612
lubelskie,parczewski,19591,42,7327,11,t0613
lubelskie,puławski,65214,756,24918,419,t0614
lubelskie,radzyński,19443,206,7080,177,t0615
lubelskie,rycki,34380,506,12093,348,t0616
lubelskie,świdnicki,28413,679,9865,455,t0617
lubelskie,tomaszowski,35503,648,12694,511,t0618
