wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,3603,0,715,0,t00
dolnośląskie,bolesławiecki,9190,169,3399,0,t0201
dolnośląskie,dzierżoniowski,8016,195,3021,16,t0202
dolnośląskie,głogowski,7462,41,2391,12,t0203
dolnośląskie,górowski,2189,30,817,6,t0204
dolnośląskie,jaworski,4332,0,1592,0,t0205
dolnośląskie,jeleniogórski,5912,65,2088,23,t0206
dolnośląskie,kamiennogórski,3576,32,1357,0,t0207
dolnośląskie,kłodzki,20153,314,7779,85,t0208
dolnośląskie,legnicki,2414,0,871,0,t0209
dolnośląskie,lubański,3717,108,1265,18,t0210
dolnośląskie,lubiński,15374,324,5370,13,t0211
dolnośląskie,lwówecki,3786,18,1316,12,t0212
dolnośląskie,milicki,4145,66,1463,0,t0213
dolnośląskie,oleśnicki,6972,94,2498,0,t0214
dolnośląskie,oławski,7535,120,2481,6,t0215
dolnośląskie,polkowicki,1632,22,533,0,t0216
dolnośląskie,strzeliński,4406,88,1589,7,t0217
dolnośląskie,średzki,2380,36,767,0,t0218
dolnośląskie,świdnicki,12684,131,4436,23,t0219
dolnośląskie,trzebnicki,8395,272,3055,69,t0220
dolnośląskie,wałbrzyski,4680,103,1891,15,t0221
dolnośląskie,wołowski,4474,48,1560,1,t0222
dolnośląskie,wrocławski,8108,191,2619,42,t0223
dolnośląskie,ząbkowicki,6836,27,2464,12,t0224
dolnośląskie,zgorzelecki,9109,127,3545,6,t0225
dolnośląskie,złotoryjski,3299,91,1045,32,t0226
dolnośląskie,Jelenia Góra,10494,152,3750,13,t0261
dolnośląskie,Legnica,10233,132,3578,20,t0262
dolnośląskie,Wrocław,126250,1561,44604,114,t0264
dolnośląskie,Wałbrzych,30859,891,11309,97,t0265
kujawsko-pomorskie,aleksandrowski,20023,417,7556,25,t0401
kujawsko-pomorskie,brodnicki,6496,66,2112,11,t0402
kujawsko-pomorskie,bydgoski,4827,48,1633,0,t0403
kujawsko-pomorskie,chełmiński,4077,85,1526,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,2993,48,1016,18,t0405
kujawsko-pomorskie,grudziądzki,1627,19,609,0,t0406
kujawsko-pomorskie,inowrocławski,13518,354,4682,21,t0407
kujawsko-pomorskie,lipnowski,5443,165,1866,33,t0408
kujawsko-pomorskie,mogileński,2969,17,988,10,t0409
kujawsko-pomorskie,nakielski,4084,43,1195,0,t0410
kujawsko-pomorskie,radziejowski,3710,52,1363,0,t0411
kujawsko-pomorskie,rypiński,3296,12,903,0,t0412
kujawsko-pomorskie,sępoleński,5389,59,1905,7,t0413
kujawsko-pomorskie,świecki,7224,24,2777,0,t0414
kujawsko-pomorskie,toruński,5360,118,1858,37,t0415
kujawsko-pomorskie,tucholski,3575,32,1191,6,t0416
kujawsko-pomorskie,wąbrzeski,3267,155,1090,35,t0417
kujawsko-pomorskie,włocławski,4939,48,1842,0,t0418
kujawsko-pomorskie,żniński,5051,72,1768,0,t0419
kujawsko-pomorskie,Bydgoszcz,53775,689,20069,14,t0461
kujawsko-pomorskie,Grudziądz,9900,398,3333,13,t0462
kujawsko-pomorskie,Toruń,22981,252,8403,12,t0463
kujawsko-pomorskie,Włocławek,9476,175,3420,44,t0464
lubelskie,bialski,7563,64,2587,9,t0601
lubelskie,biłgorajski,7301,54,2635,0,t0602
lubelskie,chełmski,3506,71,1291,0,t0603
lubelskie,hrubieszowski,5699,127,1847,12,t0604
lubelskie,janowski,5335,70,2013,0,t0605
lubelskie,krasnostawski,5900,39,2251,1,t0606
lubelskie,kraśnicki,7352,97,2819,6,t0607
lubelskie,lubartowski,7109,157,2503,20,t0608
lubelskie,lubelski,9703,76,3370,29,t0609
lubelskie,łęczyński,5576,37,2076,2,t0610
lubelskie,łukowski,7832,78,2576,35,t0611
lubelskie,opolski,5064,65,1702,0,t0612
lubelskie,parczewski,4053,18,1544,0,t0613
lubelskie,puławski,13456,84,5056,29,t0614
lubelskie,radzyński,5279,12,1937,0,t0615
lubelskie,rycki,6301,52,1931,0,t0616
lubelskie,świdnicki,5670,98,2127,13,t0617
lubelskie,tomaszowski,7142,144,2585,106,t0618
lubelskie,włodawski,4677,64,1618,1,t0619
lubelskie,zamojski,6414,94,2435,13,t0620
