wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,3757,153,738,23,t00
dolnośląskie,bolesławiecki,9488,299,3559,161,t0201
dolnośląskie,dzierżoniowski,8320,296,3126,105,t0202
dolnośląskie,głogowski,7825,363,2417,26,t0203
dolnośląskie,górowski,2278,89,846,29,t0204
dolnośląskie,jaworski,4571,239,1641,49,t0205
dolnośląskie,jeleniogórski,6205,288,2159,69,t0206
dolnośląskie,kamiennogórski,3793,216,1430,72,t0207
dolnośląskie,kłodzki,20874,722,7996,218,t0208
dolnośląskie,legnicki,2497,83,902,31,t0209
dolnośląskie,lubański,3836,119,1266,1,t0210
dolnośląskie,lubiński,15797,422,5419,49,t0211
dolnośląskie,lwówecki,4002,216,1405,89,t0212
dolnośląskie,milicki,4238,93,1496,33,t0213
dolnośląskie,oleśnicki,7160,188,2530,32,t0214
dolnośląskie,oławski,7842,302,2572,91,t0215
dolnośląskie,polkowicki,1730,98,565,32,t0216
dolnośląskie,strzeliński,4527,117,1644,51,t0217
dolnośląskie,średzki,2440,60,795,28,t0218
dolnośląskie,świdnicki,13142,458,4594,158,t0219
dolnośląskie,trzebnicki,8651,250,3083,26,t0220
dolnośląskie,wałbrzyski,4785,106,1910,19,t0221
dolnośląskie,wołowski,4762,260,1650,90,t0222
dolnośląskie,wrocławski,8587,443,2767,148,t0223
dolnośląskie,ząbkowicki,7249,350,2641,149,t0224
dolnośląskie,zgorzelecki,9370,261,3635,90,t0225
dolnośląskie,złotoryjski,3454,145,1087,36,t0226
dolnośląskie,Jelenia Góra,10793,299,3831,81,t0261
dolnośląskie,Legnica,10364,131,3620,42,t0262
dolnośląskie,Wrocław,129617,3206,45494,827,t0264
dolnośląskie,Wałbrzych,32041,1165,11528,219,t0265
kujawsko-pomorskie,aleksandrowski,20887,783,7620,64,t0401
kujawsko-pomorskie,brodnicki,6798,303,2225,113,t0402
kujawsko-pomorskie,bydgoski,5249,418,1763,130,t0403
kujawsko-pomorskie,chełmiński,4278,150,1569,43,t0404
kujawsko-pomorskie,golubsko-dobrzyński,3140,66,1029,11,t0405
kujawsko-pomorskie,grudziądzki,1746,115,667,58,t0406
kujawsko-pomorskie,inowrocławski,13964,444,4832,148,t0407
kujawsko-pomorskie,lipnowski,5617,162,1957,92,t0408
kujawsko-pomorskie,mogileński,3079,110,1022,34,t0409
kujawsko-pomorskie,nakielski,4322,237,1266,71,t0410
kujawsko-pomorskie,radziejowski,3862,152,1407,44,t0411
kujawsko-pomorskie,rypiński,3429,135,961,60,t0412
kujawsko-pomorskie,sępoleński,5659,268,2043,138,t0413
kujawsko-pomorskie,świecki,7664,399,2892,112,t0414
kujawsko-pomorskie,toruński,5573,207,1890,32,t0415
