wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,25,0,0,0,t00
dolnośląskie,bolesławiecki,70321,0,31844,0,t0201
dolnośląskie,dzierżoniowski,66198,116,31221,52,t0202
dolnośląskie,głogowski,62211,61,28239,6,t0203
dolnośląskie,górowski,26067,0,11792,0,t0204
dolnośląskie,jaworski,38068,0,17236,0,t0205
dolnośląskie,jeleniogórski,49766,50,23236,0,t0206
dolnośląskie,kamiennogórski,30332,57,14236,0,t0207
dolnośląskie,kłodzki,124498,65,58506,0,t0208
dolnośląskie,legnicki,43097,39,19231,28,t0209
dolnośląskie,lubański,28974,0,12227,0,t0210
dolnośląskie,lubiński,121831,39,58338,4,t0211
dolnośląskie,lwówecki,40365,58,18736,28,t0212
dolnośląskie,milicki,33214,48,15583,6,t0213
dolnośląskie,oleśnicki,93160,409,42120,302,t0214
dolnośląskie,oławski,44322,0,21362,0,t0215
dolnośląskie,polkowicki,40471,0,17668,0,t0216
dolnośląskie,strzeliński,36153,0,16897,0,t0217
dolnośląskie,średzki,21355,0,10117,0,t0218
dolnośląskie,świdnicki,97865,246,45121,183,t0219
dolnośląskie,trzebnicki,57821,56,27710,19,t0220
dolnośląskie,wałbrzyski,30688,0,14566,0,t0221
dolnośląskie,wołowski,41157,42,18382,13,t0222
dolnośląskie,wrocławski,100615,160,47920,62,t0223
dolnośląskie,ząbkowicki,53738,10,25249,0,t0224
dolnośląskie,zgorzelecki,56853,58,25939,27,t0225
dolnośląskie,złotoryjski,33740,0,15167,0,t0226
dolnośląskie,Jelenia Góra,87260,83,41973,35,t0261
dolnośląskie,Legnica,87114,95,41047,34,t0262
dolnośląskie,Wrocław,1028561,614,484466,259,t0264
dolnośląskie,Wałbrzych,207354,147,97108,109,t0265
kujawsko-pomorskie,aleksandrowski,130853,63,62208,2,t0401
kujawsko-pomorskie,brodnicki,69426,0,32434,0,t0402
kujawsko-pomorskie,bydgoski,75214,166,35495,77,t0403
kujawsko-pomorskie,chełmiński,40389,79,18927,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,34838,0,16201,0,t0405
kujawsko-pomorskie,grudziądzki,25142,3,11271,0,t0406
kujawsko-pomorskie,inowrocławski,102137,162,48567,56,t0407
kujawsko-pomorskie,lipnowski,51159,0,23371,0,t0408
kujawsko-pomorskie,mogileński,30738,35,14390,0,t0409
kujawsko-pomorskie,nakielski,81518,249,36804,163,t0410
kujawsko-pomorskie,radziejowski,43754,0,20395,0,t0411
kujawsko-pomorskie,rypiński,34130,0,15768,0,t0412
kujawsko-pomorskie,sępoleński,47592,0,22032,0,t0413
kujawsko-pomorskie,świecki,75429,327,34519,67,t0414
kujawsko-pomorskie,toruński,70168,103,30710,3,t0415
kujawsko-pomorskie,tucholski,38330,115,17492,48,t0416
kujawsko-pomorskie,wąbrzeski,26882,154,12202,58,t0417
kujawsko-pomorskie,włocławski,63125,89,29965,43,t0418
kujawsko-pomorskie,żniński,51658,90,24302,1,t0419
kujawsko-pomorskie,Bydgoszcz,422794,316,198820,51,t0461
kujawsko-pomorskie,Grudziądz,120062,122,55575,11,t0462
kujawsko-pomorskie,Toruń,186452,362,86604,99,t0463
kujawsko-pomorskie,Włocławek,91070,128,41427,64,t0464
lubelskie,bialski,59857,0,27377,0,t0601
lubelskie,biłgorajski,52460,43,24911,41,t0602
lubelskie,chełmski,35360,19,16676,9,t0603
lubelskie,hrubieszowski,43204,0,19787,0,t0604
lubelskie,janowski,29477,7,13695,2,t0605
lubelskie,krasnostawski,40029,39,18477,17,t0606
lubelskie,kraśnicki,64857,0,30660,0,t0607
lubelskie,lubartowski,53179,165,24975,126,t0608
lubelskie,lubelski,81808,98,37273,58,t0609
lubelskie,łęczyński,39351,0,18781,0,t0610
lubelskie,łukowski,54041,65,25285,18,t0611
lubelskie,opolski,43298,60,19857,32,t0612
lubelskie,parczewski,27344,0,12619,0,t0613
lubelskie,puławski,95296,77,45345,0,t0614
lubelskie,radzyński,29778,58,14211,58,t0615
lubelskie,rycki,52207,0,25030,0,t0616
lubelskie,świdnicki,44320,29,21147,9,t0617
lubelskie,tomaszowski,54133,103,25320,70,t0618
lubelskie,włodawski,34320,0,16060,0,t0619
lubelskie,zamojski,47279,0,22930,0,t0620
lubelskie,Biała Podlaska,67719,38,31933,9,t0661
lubelskie,Chełm,61543,99,28156,66,t0662
lubelskie,Lublin,431936,169,199443,52,t0663
lubelskie,Zamość,86889,69,40841,27,t0664
lubuskie,gorzowski,28441,10,13229,3,t0801
lubuskie,krośnieński,49690,108,23711,4,t0802
lubuskie,międzyrzecki,65360,116,30554,40,t0803
lubuskie,nowosolski,88533,131,39946,41,t0804
lubuskie,słubicki,36935,60,17498,23,t0805
lubuskie,strzelecko-drezdenecki,48716,47,22225,9,t0806
lubuskie,sulęciński,29335,23,13477,0,t0807
lubuskie,świebodziński,54183,305,25185,144,t0808
lubuskie,zielonogórski,86496,7,40269,0,t0809
lubuskie,żagański,66019,37,30579,0,t0810
lubuskie,żarski,97399,175,46066,28,t0811
lubuskie,wschowski,25827,342,12372,234,t0812
lubuskie,Gorzów Wielkopolski,144240,314,67217,110,t0861
lubuskie,Zielona Góra,147508,17,70365,1,t0862
łódzkie,bełchatowski,70865,124,32520,84,t1001
łódzkie,kutnowski,86042,35,41482,11,t1002
łódzkie,łaski,35222,70,16866,41,t1003
łódzkie,łęczycki,49745,0,22807,0,t1004
łódzkie,łowicki,88124,0,41980,0,t1005
łódzkie,łódzki wschodni,35763,0,16176,0,t1006
łódzkie,opoczyński,57151,63,25805,39,t1007
łódzkie,pabianicki,104738,63,49206,27,t1008
łódzkie,pajęczański,29235,0,13269,0,t1009
łódzkie,piotrkowski,48453,322,22415,157,t1010
łódzkie,poddębicki,36028,0,16994,0,t1011
łódzkie,radomszczański,85053,163,39720,68,t1012
łódzkie,rawski,27585,0,12427,0,t1013
łódzkie,sieradzki,96322,138,44148,62,t1014
łódzkie,skierniewicki,23287,0,11106,0,t1015
łódzkie,tomaszowski,102422,28,48337,8,t1016
łódzkie,wieluński,85717,99,40835,44,t1017
łódzkie,wieruszowski,32152,104,14552,4,t1018
łódzkie,zduńskowolski,48181,280,22319,205,t1019
łódzkie,zgierski,125610,0,59042,0,t1020
łódzkie,brzeziński,33841,0,16017,0,t1021
