wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,4,0,0,0,t00,0,0,0,0,4,0
dolnośląskie,bolesławiecki,114261,0,38594,0,t0201,47213,0,119,0,28335,0
dolnośląskie,dzierżoniowski,114905,5,37586,0,t0202,42462,0,130,0,34727,5
dolnośląskie,głogowski,114944,21,35244,0,t0203,42256,0,173,0,37271,21
dolnośląskie,górowski,40230,0,13959,0,t0204,16470,0,69,0,9732,0
dolnośląskie,jaworski,63668,20,20805,0,t0205,25235,1,46,0,17582,19
dolnośląskie,jeleniogórski,76587,0,26366,0,t0206,31549,0,365,0,18307,0
dolnośląskie,kamiennogórski,52451,0,17242,0,t0207,19558,0,107,0,15544,0
dolnośląskie,kłodzki,202412,125,68219,0,t0208,78068,0,629,0,55496,125
dolnośląskie,legnicki,67186,17,22038,0,t0209,27403,0,178,0,17567,17
dolnośląskie,lubański,52476,8,14860,0,t0210,20570,0,102,0,16944,8
dolnośląskie,lubiński,187449,14,67077,0,t0211,73849,0,697,0,45826,14
dolnośląskie,lwówecki,67503,3,22911,0,t0212,26542,0,231,0,17819,3
dolnośląskie,milicki,52740,0,18790,0,t0213,20846,0,106,0,12998,0
dolnośląskie,oleśnicki,180785,2,56516,0,t0214,67570,0,435,0,56264,2
dolnośląskie,oławski,59849,13,22892,2,t0215,25908,0,96,0,10953,11
dolnośląskie,polkowicki,65581,5,21286,0,t0216,27047,0,52,0,17196,5
dolnośląskie,strzeliński,58584,0,20140,0,t0217,22693,0,384,0,15367,0
dolnośląskie,średzki,41549,7,12721,0,t0218,14543,1,470,0,13815,6
dolnośląskie,świdnicki,178522,4,55752,0,t0219,65225,0,1076,0,56469,4
dolnośląskie,trzebnicki,96984,7,33476,0,t0220,35533,0,408,0,27567,7
dolnośląskie,wałbrzyski,49214,6,17097,0,t0221,18507,0,262,0,13348,6
dolnośląskie,wołowski,66600,7,22208,0,t0222,27986,0,236,0,16170,7
dolnośląskie,wrocławski,174222,21,58237,0,t0223,64131,2,975,0,50879,19
dolnośląskie,ząbkowicki,86312,3,29478,0,t0224,34541,0,263,0,22030,3
dolnośląskie,zgorzelecki,102594,28,31905,0,t0225,39213,0,218,0,31258,28
dolnośląskie,złotoryjski,56881,6,18415,0,t0226,22316,0,131,0,16019,6
dolnośląskie,Jelenia Góra,146102,11,49477,0,t0261,53993,0,416,0,42216,11
dolnośląskie,Legnica,148041,27,48875,0,t0262,56201,0,349,0,42616,27
dolnośląskie,Wrocław,1633517,140,555473,2,t0264,635938,6,4026,0,438080,132
dolnośląskie,Wałbrzych,290844,11,106865,0,t0265,122908,0,611,0,60460,11
