wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,4,0,0,0,t00,0,0,0,0,4,0
dolnośląskie,bolesławiecki,112982,14,38585,2,t0201,47207,1,123,0,27067,11
dolnośląskie,dzierżoniowski,112591,61,37570,0,t0202,42442,0,132,0,32447,61
dolnośląskie,głogowski,112515,63,35228,0,t0203,42225,0,175,0,34887,63
dolnośląskie,górowski,39747,12,13956,0,t0204,16470,0,71,0,9250,12
dolnośląskie,jaworski,62806,54,20796,0,t0205,25225,0,47,0,16738,54
dolnośląskie,jeleniogórski,75442,46,26356,1,t0206,31537,2,371,0,17178,43
dolnośląskie,kamiennogórski,51623,97,17237,1,t0207,19553,0,107,0,14726,96
dolnośląskie,kłodzki,198610,140,68199,0,t0208,78048,0,658,0,51705,140
dolnośląskie,legnicki,66534,19,22036,0,t0209,27402,0,183,0,16913,19
dolnośląskie,lubański,51582,18,14845,0,t0210,20538,5,104,0,16095,13
dolnośląskie,lubiński,185272,78,67058,0,t0211,73830,0,730,0,43654,78
dolnośląskie,lwówecki,66521,35,22909,0,t0212,26536,0,260,0,16816,35
dolnośląskie,milicki,52130,55,18787,0,t0213,20844,0,109,0,12390,55
dolnośląskie,oleśnicki,177627,137,56479,0,t0214,67537,2,449,0,53162,135
dolnośląskie,oławski,59300,16,22885,0,t0215,25902,0,97,0,10416,16
dolnośląskie,polkowicki,64719,70,21278,0,t0216,27040,0,52,0,16349,70
dolnośląskie,strzeliński,57621,11,20132,0,t0217,22685,0,479,0,14325,11
dolnośląskie,średzki,40645,44,12711,0,t0218,14534,1,475,0,12925,43
dolnośląskie,świdnicki,175260,86,55727,0,t0219,65205,0,1113,0,53215,86
dolnośląskie,trzebnicki,95262,40,33465,0,t0220,35519,0,416,0,25862,40
dolnośląskie,wałbrzyski,48366,11,17090,0,t0221,18505,0,263,0,12508,11
dolnośląskie,wołowski,65893,63,22204,0,t0222,27984,0,261,0,15444,63
dolnośląskie,wrocławski,170571,168,58155,0,t0223,64020,0,1036,0,47360,168
dolnośląskie,ząbkowicki,85138,136,29463,0,t0224,34530,0,279,0,20866,136
dolnośląskie,zgorzelecki,100767,107,31885,2,t0225,39196,0,232,0,29454,105
dolnośląskie,złotoryjski,56136,79,18415,0,t0226,22313,0,134,0,15274,79
dolnośląskie,Jelenia Góra,143452,82,49453,0,t0261,53970,0,416,0,39613,82
dolnośląskie,Legnica,145252,111,48847,1,t0262,56162,1,358,0,39885,109
dolnośląskie,Wrocław,1599894,1287,554949,11,t0264,635333,17,4132,5,405480,1254
dolnośląskie,Wałbrzych,287728,98,106824,0,t0265,122868,0,638,0,57398,98
kujawsko-pomorskie,aleksandrowski,164441,102,67130,0,t0401,73220,0,443,0,23648,102
kujawsko-pomorskie,brodnicki,110328,59,39808,1,t0402,44748,0,1384,0,24388,58
kujawsko-pomorskie,bydgoski,120935,65,42491,0,t0403,46665,1,285,0,31494,64
kujawsko-pomorskie,chełmiński,66395,29,23046,0,t0404,25562,0,55,0,17732,29
kujawsko-pomorskie,golubsko-dobrzyński,51051,12,18749,0,t0405,21295,1,340,0,10667,11
kujawsko-pomorskie,grudziądzki,38717,11,13912,0,t0406,16573,0,31,0,8201,11
kujawsko-pomorskie,inowrocławski,163960,140,57007,1,t0407,62614,0,456,0,43883,139
kujawsko-pomorskie,lipnowski,80276,5,28851,0,t0408,33300,0,344,0,17781,5
kujawsko-pomorskie,mogileński,57407,13,19135,0,t0409,21896,0,165,0,16211,13
kujawsko-pomorskie,nakielski,133048,1,44437,0,t0410,56153,0,448,0,32010,1
kujawsko-pomorskie,radziejowski,61963,0,23238,0,t0411,25857,0,553,0,12315,0
kujawsko-pomorskie,rypiński,55656,16,19659,0,t0412,22163,0,77,0,13757,16
kujawsko-pomorskie,sępoleński,69140,26,24952,0,t0413,29832,1,135,0,14221,25
kujawsko-pomorskie,świecki,126190,19,42636,0,t0414,50136,0,400,0,33018,19
kujawsko-pomorskie,toruński,101236,20,35693,0,t0415,44383,0,419,0,20741,20
kujawsko-pomorskie,tucholski,60443,95,21145,0,t0416,24260,0,159,0,14879,95
kujawsko-pomorskie,wąbrzeski,43417,54,15024,0,t0417,17796,0,246,0,10351,54
kujawsko-pomorskie,włocławski,95032,46,35605,0,t0418,38746,0,276,0,20405,46
kujawsko-pomorskie,żniński,75927,57,28520,0,t0419,31022,0,404,0,15981,57
kujawsko-pomorskie,Bydgoszcz,703442,550,231093,7,t0461,268458,2,1475,0,202416,541
kujawsko-pomorskie,Grudziądz,186860,76,65449,0,t0462,76807,0,557,0,44047,76
kujawsko-pomorskie,Toruń,348253,187,107543,0,t0463,126932,2,976,0,112802,185
kujawsko-pomorskie,Włocławek,164831,119,50696,0,t0464,64329,3,1105,0,48701,116
lubelskie,bialski,93007,28,32976,0,t0601,38916,1,601,0,20514,27
lubelskie,biłgorajski,84346,50,30116,1,t0602,33882,0,72,0,20276,49
lubelskie,chełmski,55102,19,20059,1,t0603,22032,0,324,0,12687,18
lubelskie,hrubieszowski,69975,87,24285,0,t0604,28561,0,1481,0,15648,87
lubelskie,janowski,44655,15,16892,0,t0605,19152,0,526,0,8085,15
lubelskie,krasnostawski,64418,24,22142,1,t0606,25744,0,525,0,16007,23
lubelskie,kraśnicki,102108,118,37255,0,t0607,41569,0,358,0,22926,118
lubelskie,lubartowski,84551,69,31175,0,t0608,34935,0,1167,0,17274,69
lubelskie,lubelski,129679,45,46266,0,t0609,54334,0,607,0,28472,45
lubelskie,łęczyński,58586,23,22146,1,t0610,23992,0,511,0,11937,22
lubelskie,łukowski,87791,58,32010,1,t0611,36822,2,237,0,18722,55
lubelskie,opolski,70372,73,25143,2,t0612,29155,1,236,0,15838,70
lubelskie,parczewski,41998,80,15075,0,t0613,17734,0,490,0,8699,80
lubelskie,puławski,149913,47,53773,0,t0614,59011,0,394,0,36735,47
lubelskie,radzyński,47565,35,17231,1,t0615,19566,0,179,0,10589,34
lubelskie,rycki,79862,53,29418,0,t0616,31811,0,331,0,18302,53
lubelskie,świdnicki,77565,43,26534,0,t0617,28962,0,151,0,21918,43
lubelskie,tomaszowski,84282,0,30057,0,t0618,35282,0,247,0,18696,0
lubelskie,włodawski,51354,61,18416,0,t0619,21114,0,168,0,11656,61
lubelskie,zamojski,73435,6,27549,0,t0620,28868,0,367,0,16651,6
lubelskie,Biała Podlaska,108490,28,39599,0,t0661,45480,0,152,0,23259,28
lubelskie,Chełm,102023,46,34673,0,t0662,41947,1,189,0,25214,45
