wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,65,0,12,0,t00
dolnośląskie,bolesławiecki,34904,165,9687,1,t0201
dolnośląskie,dzierżoniowski,32995,485,9760,128,t0202
dolnośląskie,głogowski,30189,41,8898,1,t0203
dolnośląskie,górowski,12148,653,3121,114,t0204
dolnośląskie,jaworski,20666,149,5638,93,t0205
dolnośląskie,jeleniogórski,28319,262,9262,129,t0206
dolnośląskie,kamiennogórski,14282,39,4081,4,t0207
dolnośląskie,kłodzki,66301,99,21309,0,t0208
dolnośląskie,legnicki,17817,315,3960,83,t0209
dolnośląskie,lubański,12914,170,3980,0,t0210
dolnośląskie,lubiński,71255,311,20818,92,t0211
dolnośląskie,lwówecki,18940,386,5872,307,t0212
dolnośląskie,milicki,17232,274,5430,209,t0213
dolnośląskie,oleśnicki,34356,905,8588,498,t0214
dolnośląskie,oławski,27601,4,9685,0,t0215
dolnośląskie,polkowicki,17012,1099,2731,69,t0216
dolnośląskie,strzeliński,18244,60,5508,0,t0217
dolnośląskie,średzki,12161,147,3969,40,t0218
dolnośląskie,świdnicki,44893,892,14310,60,t0219
dolnośląskie,trzebnicki,31252,239,10840,100,t0220
dolnośląskie,wałbrzyski,18702,0,6319,0,t0221
dolnośląskie,wołowski,20456,170,6050,52,t0222
dolnośląskie,wrocławski,49170,956,13946,216,t0223
dolnośląskie,ząbkowicki,29488,1036,9674,122,t0224
dolnośląskie,zgorzelecki,28686,0,8951,0,t0225
dolnośląskie,złotoryjski,17596,199,4874,139,t0226
dolnośląskie,Jelenia Góra,45084,563,13493,418,t0261
dolnośląskie,Legnica,42570,135,10007,11,t0262
dolnośląskie,Wrocław,525478,4009,140407,1881,t0264
dolnośląskie,Wałbrzych,127733,1039,40024,812,t0265
kujawsko-pomorskie,aleksandrowski,81025,767,27368,745,t0401
kujawsko-pomorskie,brodnicki,32051,136,9141,117,t0402
kujawsko-pomorskie,bydgoski,34759,722,8408,159,t0403
kujawsko-pomorskie,chełmiński,18303,256,5015,156,t0404
kujawsko-pomorskie,golubsko-dobrzyński,14306,262,4111,67,t0405
kujawsko-pomorskie,grudziądzki,10079,0,2316,0,t0406
kujawsko-pomorskie,inowrocławski,54405,674,14810,145,t0407
kujawsko-pomorskie,lipnowski,24545,212,6458,30,t0408
kujawsko-pomorskie,mogileński,11911,0,3111,0,t0409
kujawsko-pomorskie,nakielski,30344,1000,6766,219,t0410
kujawsko-pomorskie,radziejowski,19947,170,5223,59,t0411
kujawsko-pomorskie,rypiński,15850,0,4685,0,t0412
kujawsko-pomorskie,sępoleński,22383,0,5788,0,t0413
kujawsko-pomorskie,świecki,33978,406,9037,181,t0414
kujawsko-pomorskie,toruński,30441,418,6019,172,t0415
kujawsko-pomorskie,tucholski,16136,110,4333,88,t0416
kujawsko-pomorskie,wąbrzeski,11984,451,3429,8,t0417
kujawsko-pomorskie,włocławski,27521,302,6953,62,t0418
kujawsko-pomorskie,żniński,22743,0,6104,0,t0419
kujawsko-pomorskie,Bydgoszcz,211540,2608,58785,733,t0461
kujawsko-pomorskie,Grudziądz,60225,187,16136,115,t0462
kujawsko-pomorskie,Toruń,82917,1482,23121,748,t0463
kujawsko-pomorskie,Włocławek,39725,638,9994,343,t0464
lubelskie,bialski,32465,180,9953,71,t0601
lubelskie,biłgorajski,28616,120,9737,50,t0602
lubelskie,chełmski,18219,85,5478,5,t0603
lubelskie,hrubieszowski,21674,0,6820,0,t0604
lubelskie,janowski,16008,145,5629,70,t0605
lubelskie,krasnostawski,20896,245,6056,159,t0606
lubelskie,kraśnicki,35172,224,8986,77,t0607
lubelskie,lubartowski,28954,542,9041,175,t0608
lubelskie,lubelski,45366,336,13789,141,t0609
lubelskie,łęczyński,21982,0,6924,0,t0610
lubelskie,łukowski,28344,218,8965,168,t0611
lubelskie,opolski,22012,0,6551,0,t0612
lubelskie,parczewski,16237,428,5240,272,t0613
lubelskie,puławski,54049,261,18315,48,t0614
lubelskie,radzyński,16387,39,5752,0,t0615
lubelskie,rycki,27957,295,8161,64,t0616
lubelskie,świdnicki,22534,150,6585,8,t0617
lubelskie,tomaszowski,29194,280,8576,165,t0618
lubelskie,włodawski,19890,65,6082,63,t0619
lubelskie,zamojski,25764,109,8601,32,t0620
lubelskie,Biała Podlaska,37262,284,10053,119,t0661
lubelskie,Chełm,32342,316,9413,155,t0662
lubelskie,Lublin,256789,1813,83519,1025,t0663
lubelskie,Zamość,48656,358,14529,258,t0664
lubuskie,gorzowski,16669,0,5368,0,t0801
lubuskie,krośnieński,26377,54,7185,8,t0802
lubuskie,międzyrzecki,35638,537,9983,129,t0803
lubuskie,nowosolski,44303,1209,12053,564,t0804
lubuskie,słubicki,17283,95,4310,0,t0805
lubuskie,strzelecko-drezdenecki,23889,358,6733,56,t0806
lubuskie,sulęciński,12458,0,3559,0,t0807
lubuskie,świebodziński,27910,985,8331,128,t0808
lubuskie,zielonogórski,48950,228,16780,180,t0809
lubuskie,żagański,31405,514,6980,15,t0810
lubuskie,żarski,52828,252,13286,158,t0811
lubuskie,wschowski,10909,559,2799,70,t0812
lubuskie,Gorzów Wielkopolski,68213,1205,19614,366,t0861
