wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,4,0,0,0,t00,0,0,0,0,4,0
dolnośląskie,bolesławiecki,114153,0,38592,0,t0201,47213,0,119,0,28229,0
dolnośląskie,dzierżoniowski,114667,0,37585,0,t0202,42458,0,129,0,34495,0
dolnośląskie,głogowski,114700,0,35244,0,t0203,42250,0,173,0,37033,0
dolnośląskie,górowski,40192,0,13959,0,t0204,16470,0,69,0,9694,0
dolnośląskie,jaworski,63599,0,20805,0,t0205,25234,0,46,0,17514,0
dolnośląskie,jeleniogórski,76519,0,26366,0,t0206,31545,0,365,0,18243,0
dolnośląskie,kamiennogórski,52373,0,17242,0,t0207,19557,0,107,0,15467,0
dolnośląskie,kłodzki,201792,0,68215,0,t0208,78066,0,632,0,54879,0
dolnośląskie,legnicki,67124,0,22038,0,t0209,27403,0,180,0,17503,0
dolnośląskie,lubański,52344,0,14858,0,t0210,20557,0,102,0,16827,0
dolnośląskie,lubiński,187268,0,67077,0,t0211,73845,0,700,0,45646,0
dolnośląskie,lwówecki,67452,0,22911,0,t0212,26538,0,233,0,17770,0
dolnośląskie,milicki,52708,0,18790,0,t0213,20846,0,106,0,12966,0
dolnośląskie,oleśnicki,180572,10,56511,0,t0214,67561,0,435,0,56065,10
dolnośląskie,oławski,59771,0,22889,0,t0215,25908,0,96,0,10878,0
dolnośląskie,polkowicki,65486,0,21285,0,t0216,27046,0,52,0,17103,0
dolnośląskie,strzeliński,58525,0,20139,0,t0217,22692,0,388,0,15306,0
dolnośląskie,średzki,41457,0,12721,0,t0218,14542,0,470,0,13724,0
dolnośląskie,świdnicki,178256,0,55750,0,t0219,65223,0,1077,0,56206,0
dolnośląskie,trzebnicki,96811,0,33473,0,t0220,35532,0,409,0,27397,0
dolnośląskie,wałbrzyski,49151,0,17095,0,t0221,18507,0,263,0,13286,0
dolnośląskie,wołowski,66516,0,22208,0,t0222,27985,0,239,0,16084,0
dolnośląskie,wrocławski,173794,7,58218,0,t0223,64106,0,975,0,50495,7
dolnośląskie,ząbkowicki,86191,0,29475,0,t0224,34539,0,264,0,21913,0
dolnośląskie,zgorzelecki,102286,6,31900,0,t0225,39211,0,219,0,30956,6
dolnośląskie,złotoryjski,56802,0,18415,0,t0226,22316,0,132,0,15939,0
