wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,2165,292,456,0,t00
dolnośląskie,bolesławiecki,8431,242,3172,102,t0201
dolnośląskie,dzierżoniowski,6918,199,2464,48,t0202
dolnośląskie,głogowski,6271,262,2071,24,t0203
dolnośląskie,górowski,1659,12,523,12,t0204
dolnośląskie,jaworski,3811,109,1302,0,t0205
dolnośląskie,jeleniogórski,4851,106,1537,24,t0206
dolnośląskie,kamiennogórski,3223,42,1193,12,t0207
dolnośląskie,kłodzki,17846,313,6502,124,t0208
dolnośląskie,legnicki,1664,12,534,6,t0209
dolnośląskie,lubański,3207,140,1099,60,t0210
dolnośląskie,lubiński,13331,213,4630,109,t0211
dolnośląskie,lwówecki,3295,60,1079,0,t0212
dolnośląskie,milicki,3642,90,1271,19,t0213
dolnośląskie,oleśnicki,5784,43,2166,7,t0214
dolnośląskie,oławski,6594,246,2060,18,t0215
dolnośląskie,polkowicki,1285,32,357,0,t0216
dolnośląskie,strzeliński,3211,68,814,24,t0217
dolnośląskie,średzki,2083,118,660,58,t0218
dolnośląskie,świdnicki,11283,360,3928,204,t0219
dolnośląskie,trzebnicki,7264,259,2524,75,t0220
dolnośląskie,wałbrzyski,3809,154,1435,37,t0221
dolnośląskie,wołowski,3905,31,1328,11,t0222
dolnośląskie,wrocławski,6482,146,1871,16,t0223
dolnośląskie,ząbkowicki,5976,43,2059,0,t0224
dolnośląskie,zgorzelecki,7954,125,2956,45,t0225
dolnośląskie,złotoryjski,2736,71,863,31,t0226
dolnośląskie,Jelenia Góra,8769,60,3170,0,t0261
dolnośląskie,Legnica,9125,207,3168,24,t0262
dolnośląskie,Wrocław,110340,2824,40727,714,t0264
dolnośląskie,Wałbrzych,24315,584,8657,275,t0265
kujawsko-pomorskie,aleksandrowski,12670,669,5738,357,t0401
kujawsko-pomorskie,brodnicki,5510,225,1712,40,t0402
kujawsko-pomorskie,bydgoski,3969,101,1195,27,t0403
kujawsko-pomorskie,chełmiński,3429,25,1257,12,t0404
kujawsko-pomorskie,golubsko-dobrzyński,2566,148,838,12,t0405
kujawsko-pomorskie,grudziądzki,1382,42,459,22,t0406
kujawsko-pomorskie,inowrocławski,11050,363,3953,77,t0407
