wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,77014,75,34128,28,t0201
dolnośląskie,dzierżoniowski,73288,96,33543,10,t0202
dolnośląskie,głogowski,69339,36,30884,11,t0203
dolnośląskie,górowski,27734,0,12438,0,t0204
dolnośląskie,jaworski,41079,5,18206,1,t0205
dolnośląskie,jeleniogórski,53933,87,24411,12,t0206
dolnośląskie,kamiennogórski,33868,86,15586,28,t0207
dolnośląskie,kłodzki,136448,156,62221,6,t0208
dolnośląskie,legnicki,45852,6,20128,0,t0209
dolnośląskie,lubański,31846,49,13122,4,t0210
dolnośląskie,lubiński,130778,103,61268,6,t0211
dolnośląskie,lwówecki,44340,18,20174,0,t0212
dolnośląskie,milicki,36386,130,16822,3,t0213
dolnośląskie,oleśnicki,105512,106,47404,14,t0214
dolnośląskie,oławski,47201,24,21775,0,t0215
dolnośląskie,polkowicki,43564,13,18867,1,t0216
dolnośląskie,strzeliński,39249,6,17969,0,t0217
dolnośląskie,średzki,23522,18,10874,3,t0218
dolnośląskie,świdnicki,109223,49,49018,4,t0219
dolnośląskie,trzebnicki,63072,0,29818,0,t0220
dolnośląskie,wałbrzyski,33451,0,15570,0,t0221
dolnośląskie,wołowski,44600,59,19568,5,t0222
dolnośląskie,wrocławski,108349,75,50660,8,t0223
dolnośląskie,ząbkowicki,59349,108,26869,14,t0224
dolnośląskie,zgorzelecki,63633,91,28129,2,t0225
dolnośląskie,złotoryjski,36664,9,16294,0,t0226
dolnośląskie,Jelenia Góra,95669,106,44767,17,t0261
dolnośląskie,Legnica,95802,132,43894,19,t0262
dolnośląskie,Wrocław,1108817,1062,506563,155,t0264
dolnośląskie,Wałbrzych,220830,281,100600,31,t0265
kujawsko-pomorskie,aleksandrowski,136869,26,64110,0,t0401
kujawsko-pomorskie,brodnicki,76703,74,35405,10,t0402
kujawsko-pomorskie,bydgoski,80843,6,37777,1,t0403
kujawsko-pomorskie,chełmiński,44383,12,20355,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,37889,29,17348,0,t0405
kujawsko-pomorskie,grudziądzki,27822,23,12536,3,t0406
kujawsko-pomorskie,inowrocławski,110077,148,51280,45,t0407
kujawsko-pomorskie,lipnowski,56450,9,25676,4,t0408
kujawsko-pomorskie,mogileński,35202,32,16200,9,t0409
kujawsko-pomorskie,nakielski,89567,52,39389,8,t0410
kujawsko-pomorskie,radziejowski,46379,7,21501,0,t0411
kujawsko-pomorskie,rypiński,38061,18,17637,2,t0412
kujawsko-pomorskie,sępoleński,51185,43,23009,1,t0413
kujawsko-pomorskie,świecki,83122,50,37596,4,t0414
kujawsko-pomorskie,toruński,75256,83,32708,13,t0415
kujawsko-pomorskie,tucholski,41359,34,18733,5,t0416
kujawsko-pomorskie,wąbrzeski,30062,12,13413,1,t0417
kujawsko-pomorskie,włocławski,68355,81,32215,8,t0418
kujawsko-pomorskie,żniński,55195,18,25894,2,t0419
kujawsko-pomorskie,Bydgoszcz,460241,596,209141,60,t0461
kujawsko-pomorskie,Grudziądz,130124,140,59221,30,t0462
kujawsko-pomorskie,Toruń,208139,349,93426,50,t0463
kujawsko-pomorskie,Włocławek,100932,193,44485,25,t0464
lubelskie,bialski,65334,54,29241,0,t0601
lubelskie,biłgorajski,57725,10,26819,2,t0602
lubelskie,chełmski,38269,23,17698,0,t0603
lubelskie,hrubieszowski,48032,76,21563,13,t0604
lubelskie,janowski,33432,54,15281,12,t0605
lubelskie,krasnostawski,43818,175,19807,13,t0606
lubelskie,kraśnicki,70951,66,32760,7,t0607
lubelskie,lubartowski,59186,94,27223,14,t0608
lubelskie,lubelski,90238,96,40322,12,t0609
lubelskie,łęczyński,42453,81,19832,25,t0610
lubelskie,łukowski,60473,81,27847,12,t0611
lubelskie,opolski,48524,17,21886,7,t0612
lubelskie,parczewski,30146,19,13530,3,t0613
lubelskie,puławski,104632,135,48672,13,t0614
lubelskie,radzyński,32832,60,15201,6,t0615
lubelskie,rycki,56332,51,26616,6,t0616
lubelskie,świdnicki,50101,150,23198,25,t0617
lubelskie,tomaszowski,59270,55,27058,5,t0618
lubelskie,włodawski,36932,64,16786,8,t0619
lubelskie,zamojski,51565,18,24589,7,t0620
lubelskie,Biała Podlaska,75440,186,34471,29,t0661
lubelskie,Chełm,67543,76,30127,4,t0662
lubelskie,Lublin,479621,847,211441,83,t0663
lubelskie,Zamość,95431,163,43905,14,t0664
lubuskie,gorzowski,31711,17,14403,2,t0801
lubuskie,krośnieński,53619,47,24811,1,t0802
lubuskie,międzyrzecki,70411,63,32278,11,t0803
lubuskie,nowosolski,98025,99,42785,16,t0804
lubuskie,słubicki,40986,110,19176,53,t0805
lubuskie,strzelecko-drezdenecki,54196,34,23546,5,t0806
lubuskie,sulęciński,33478,39,14755,4,t0807
lubuskie,świebodziński,57843,0,26269,0,t0808
lubuskie,zielonogórski,93099,42,42584,7,t0809
lubuskie,żagański,72975,86,32385,5,t0810
lubuskie,żarski,105298,48,48562,10,t0811
lubuskie,wschowski,29045,45,13697,11,t0812
lubuskie,Gorzów Wielkopolski,163936,245,72753,45,t0861
lubuskie,Zielona Góra,160880,180,74385,6,t0862
łódzkie,bełchatowski,78203,1,35238,0,t1001
łódzkie,kutnowski,93562,180,44673,8,t1002
łódzkie,łaski,38017,6,17855,1,t1003
łódzkie,łęczycki,54533,45,24757,6,t1004
łódzkie,łowicki,94394,78,44442,12,t1005
łódzkie,łódzki wschodni,39731,40,17608,2,t1006
łódzkie,opoczyński,62991,43,28202,6,t1007
łódzkie,pabianicki,114798,65,53294,18,t1008
łódzkie,pajęczański,30954,12,13982,4,t1009
łódzkie,piotrkowski,52606,3,24270,0,t1010
łódzkie,poddębicki,39083,29,18271,0,t1011
łódzkie,radomszczański,93684,14,43440,0,t1012
łódzkie,rawski,30801,18,13958,10,t1013
łódzkie,sieradzki,105471,85,47516,13,t1014
łódzkie,skierniewicki,25052,0,11713,0,t1015
łódzkie,tomaszowski,111170,135,51780,17,t1016
łódzkie,wieluński,91445,10,42896,0,t1017
łódzkie,wieruszowski,34889,13,15562,6,t1018
łódzkie,zduńskowolski,52895,6,24175,3,t1019
łódzkie,zgierski,137748,126,63511,16,t1020
łódzkie,brzeziński,36468,6,17122,0,t1021
łódzkie,Łódź,956460,1177,439678,150,t1061
łódzkie,Piotrków Trybunalski,87826,70,39844,8,t1062
łódzkie,Skierniewice,76611,74,35387,13,t1063
małopolskie,bocheński,82114,58,36463,8,t1201
małopolskie,brzeski,70163,50,32198,13,t1202
małopolskie,chrzanowski,116451,112,52584,22,t1203
małopolskie,dąbrowski,44456,36,20613,9,t1204
małopolskie,gorlicki,90041,65,41819,13,t1205
małopolskie,krakowski,168125,152,77483,13,t1206
małopolskie,limanowski,92946,48,42215,9,t1207
małopolskie,miechowski,63179,41,29887,10,t1208
