wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,10794,416,1292,2,t00
dolnośląskie,bolesławiecki,16085,78,4735,0,t0201
dolnośląskie,dzierżoniowski,14601,103,3965,0,t0202
dolnośląskie,głogowski,13508,71,3252,0,t0203
dolnośląskie,górowski,5047,60,1339,0,t0204
dolnośląskie,jaworski,8610,60,2454,57,t0205
dolnośląskie,jeleniogórski,12795,197,3534,66,t0206
dolnośląskie,kamiennogórski,6108,120,1802,1,t0207
dolnośląskie,kłodzki,35652,276,10766,25,t0208
dolnośląskie,legnicki,6527,1,1566,0,t0209
dolnośląskie,lubański,6396,66,1765,0,t0210
dolnośląskie,lubiński,29223,549,8119,0,t0211
dolnośląskie,lwówecki,8190,100,2080,0,t0212
dolnośląskie,milicki,7822,103,2267,0,t0213
dolnośląskie,oleśnicki,13034,156,3277,7,t0214
dolnośląskie,oławski,14752,261,4009,0,t0215
dolnośląskie,polkowicki,4065,139,1050,0,t0216
dolnośląskie,strzeliński,8281,194,2403,2,t0217
dolnośląskie,średzki,5719,28,1590,0,t0218
dolnośląskie,świdnicki,21844,108,6408,0,t0219
dolnośląskie,trzebnicki,16056,208,4602,30,t0220
dolnośląskie,wałbrzyski,9231,16,2717,0,t0221
dolnośląskie,wołowski,8831,74,2506,0,t0222
dolnośląskie,wrocławski,18868,119,4912,0,t0223
dolnośląskie,ząbkowicki,13568,275,3883,12,t0224
dolnośląskie,zgorzelecki,14411,150,4764,31,t0225
dolnośląskie,złotoryjski,7050,52,1644,0,t0226
dolnośląskie,Jelenia Góra,20182,195,5316,6,t0261
dolnośląskie,Legnica,16619,154,4787,0,t0262
dolnośląskie,Wrocław,226798,3616,62614,342,t0264
dolnośląskie,Wałbrzych,68553,1344,16503,8,t0265
kujawsko-pomorskie,aleksandrowski,38701,335,10493,1,t0401
kujawsko-pomorskie,brodnicki,13356,259,3457,10,t0402
