wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
dolnośląskie,bolesławiecki,52733,0,19317,0,t0201
dolnośląskie,dzierżoniowski,48558,0,18101,0,t0202
dolnośląskie,głogowski,44258,0,15430,0,t0203
dolnośląskie,górowski,19511,650,6793,645,t0204
dolnośląskie,jaworski,29966,0,11175,0,t0205
dolnośląskie,jeleniogórski,39081,0,15946,0,t0206
dolnośląskie,kamiennogórski,22177,0,8479,0,t0207
dolnośląskie,kłodzki,91044,0,35796,0,t0208
dolnośląskie,legnicki,29546,0,9492,0,t0209
dolnośląskie,lubański,18733,0,6710,0,t0210
dolnośląskie,lubiński,100044,504,42705,477,t0211
dolnośląskie,lwówecki,27843,0,10059,0,t0212
dolnośląskie,milicki,24522,0,9748,0,t0213
dolnośląskie,oleśnicki,57950,816,18221,538,t0214
dolnośląskie,oławski,36546,0,15620,0,t0215
dolnośląskie,polkowicki,28328,0,8317,0,t0216
dolnośląskie,strzeliński,26467,0,10026,0,t0217
dolnośląskie,średzki,16536,0,6792,0,t0218
dolnośląskie,świdnicki,68750,2,23668,1,t0219
dolnośląskie,trzebnicki,43561,175,17193,172,t0220
dolnośląskie,wałbrzyski,25476,0,10828,0,t0221
dolnośląskie,wołowski,31012,131,11780,0,t0222
dolnośląskie,wrocławski,75623,0,28622,0,t0223
dolnośląskie,ząbkowicki,41092,3,16444,3,t0224
dolnośląskie,zgorzelecki,40886,0,16215,0,t0225
dolnośląskie,złotoryjski,25646,0,9642,0,t0226
dolnośląskie,Jelenia Góra,65128,0,25418,0,t0261
dolnośląskie,Legnica,66887,0,26428,0,t0262
dolnośląskie,Wrocław,793878,5053,313259,4627,t0264
dolnośląskie,Wałbrzych,167702,1244,68247,1116,t0265
kujawsko-pomorskie,aleksandrowski,110735,36,49384,0,t0401
kujawsko-pomorskie,brodnicki,48033,31,17315,7,t0402
kujawsko-pomorskie,bydgoski,53745,0,19802,0,t0403
kujawsko-pomorskie,chełmiński,27883,0,10328,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,23593,234,8014,1,t0405
kujawsko-pomorskie,grudziądzki,17132,0,5592,0,t0406
kujawsko-pomorskie,inowrocławski,80189,39,32378,23,t0407
kujawsko-pomorskie,lipnowski,37008,0,13883,0,t0408
kujawsko-pomorskie,mogileński,17979,0,5833,0,t0409
kujawsko-pomorskie,nakielski,54043,539,17662,270,t0410
kujawsko-pomorskie,radziejowski,31564,0,10961,0,t0411
kujawsko-pomorskie,rypiński,23361,0,8226,0,t0412
kujawsko-pomorskie,sępoleński,35390,0,13355,0,t0413
kujawsko-pomorskie,świecki,53080,0,19926,0,t0414
kujawsko-pomorskie,toruński,49821,370,16225,366,t0415
kujawsko-pomorskie,tucholski,25944,0,8600,0,t0416
kujawsko-pomorskie,wąbrzeski,18537,229,6453,23,t0417
kujawsko-pomorskie,włocławski,43778,0,16066,0,t0418
kujawsko-pomorskie,żniński,35118,0,12076,0,t0419
kujawsko-pomorskie,Bydgoszcz,315850,634,120950,326,t0461
kujawsko-pomorskie,Grudziądz,90869,0,35231,0,t0462
kujawsko-pomorskie,Toruń,127856,295,45279,6,t0463
kujawsko-pomorskie,Włocławek,62998,267,22053,203,t0464
lubelskie,bialski,45629,112,17533,1,t0601
lubelskie,biłgorajski,39970,0,16331,0,t0602
lubelskie,chełmski,26443,0,10173,0,t0603
lubelskie,hrubieszowski,31758,0,12161,0,t0604
lubelskie,janowski,21960,0,8601,0,t0605
lubelskie,krasnostawski,31035,48,12107,48,t0606
lubelskie,kraśnicki,51571,0,20949,0,t0607
lubelskie,lubartowski,40644,0,15861,0,t0608
lubelskie,lubelski,63545,0,25276,0,t0609
lubelskie,łęczyński,30701,0,12300,0,t0610
lubelskie,łukowski,40431,156,16731,20,t0611
