wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,87,54,1,0,t00
dolnośląskie,bolesławiecki,2543,216,176,1,t0201
dolnośląskie,dzierżoniowski,1751,203,63,2,t0202
dolnośląskie,głogowski,1523,236,142,48,t0203
dolnośląskie,górowski,268,55,0,0,t0204
dolnośląskie,jaworski,939,93,90,1,t0205
dolnośląskie,jeleniogórski,932,161,87,40,t0206
dolnośląskie,kamiennogórski,1008,54,80,1,t0207
dolnośląskie,kłodzki,5023,425,373,1,t0208
dolnośląskie,legnicki,128,50,0,0,t0209
dolnośląskie,lubański,829,63,28,28,t0210
dolnośląskie,lubiński,3619,552,419,112,t0211
dolnośląskie,lwówecki,1027,66,210,0,t0212
dolnośląskie,milicki,992,122,72,0,t0213
dolnośląskie,oleśnicki,1503,157,80,1,t0214
dolnośląskie,oławski,1505,144,107,2,t0215
dolnośląskie,polkowicki,149,78,0,0,t0216
dolnośląskie,strzeliński,850,88,111,2,t0217
dolnośląskie,średzki,196,42,0,0,t0218
dolnośląskie,świdnicki,3314,381,877,216,t0219
dolnośląskie,trzebnicki,2045,171,167,58,t0220
dolnośląskie,wałbrzyski,996,49,85,0,t0221
dolnośląskie,wołowski,878,148,58,0,t0222
dolnośląskie,wrocławski,1110,204,0,0,t0223
dolnośląskie,ząbkowicki,1814,113,268,0,t0224
dolnośląskie,zgorzelecki,3049,125,772,6,t0225
dolnośląskie,złotoryjski,768,155,228,103,t0226
dolnośląskie,Jelenia Góra,2863,261,329,71,t0261
dolnośląskie,Legnica,3136,101,481,7,t0262
dolnośląskie,Wrocław,37604,2680,7447,1375,t0264
dolnośląskie,Wałbrzych,5213,476,1198,140,t0265
kujawsko-pomorskie,aleksandrowski,1756,120,255,0,t0401
kujawsko-pomorskie,brodnicki,1271,152,198,24,t0402
kujawsko-pomorskie,bydgoski,675,194,0,0,t0403
kujawsko-pomorskie,chełmiński,935,153,210,67,t0404
kujawsko-pomorskie,golubsko-dobrzyński,855,173,335,91,t0405
kujawsko-pomorskie,grudziądzki,294,85,53,5,t0406
kujawsko-pomorskie,inowrocławski,3024,338,401,163,t0407
kujawsko-pomorskie,lipnowski,1207,103,236,54,t0408
kujawsko-pomorskie,mogileński,719,96,116,27,t0409
kujawsko-pomorskie,nakielski,780,132,45,0,t0410
kujawsko-pomorskie,radziejowski,1099,90,311,61,t0411
kujawsko-pomorskie,rypiński,803,34,221,0,t0412
kujawsko-pomorskie,sępoleński,1203,116,193,28,t0413
kujawsko-pomorskie,świecki,1536,254,36,0,t0414
kujawsko-pomorskie,toruński,930,159,129,34,t0415
kujawsko-pomorskie,tucholski,618,84,109,21,t0416
kujawsko-pomorskie,wąbrzeski,468,90,54,28,t0417
kujawsko-pomorskie,włocławski,813,120,0,0,t0418
kujawsko-pomorskie,żniński,1245,140,145,42,t0419
kujawsko-pomorskie,Bydgoszcz,17512,1258,2586,301,t0461
kujawsko-pomorskie,Grudziądz,3236,229,654,3,t0462
kujawsko-pomorskie,Toruń,7320,365,1188,114,t0463
kujawsko-pomorskie,Włocławek,2772,257,298,77,t0464
lubelskie,bialski,1092,180,65,24,t0601
lubelskie,biłgorajski,1458,269,154,2,t0602
lubelskie,chełmski,349,62,0,0,t0603
lubelskie,hrubieszowski,1031,184,191,60,t0604
lubelskie,janowski,1348,102,171,0,t0605
lubelskie,krasnostawski,1377,189,67,67,t0606
lubelskie,kraśnicki,1465,196,84,0,t0607
lubelskie,lubartowski,1610,160,85,1,t0608
lubelskie,lubelski,1770,422,137,65,t0609
lubelskie,łęczyński,1314,229,251,64,t0610
lubelskie,łukowski,1678,160,44,44,t0611
lubelskie,opolski,1048,108,184,3,t0612
lubelskie,parczewski,974,69,171,2,t0613
lubelskie,puławski,3709,330,634,134,t0614
lubelskie,radzyński,1128,226,128,103,t0615
lubelskie,rycki,932,158,122,25,t0616
lubelskie,świdnicki,1241,205,72,48,t0617
lubelskie,tomaszowski,1709,143,266,59,t0618
lubelskie,włodawski,1144,132,195,60,t0619
