wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,6593,381,1224,79,t00
dolnośląskie,bolesławiecki,13308,485,4635,42,t0201
dolnośląskie,dzierżoniowski,11743,468,3873,24,t0202
dolnośląskie,głogowski,10939,328,3198,3,t0203
dolnośląskie,górowski,3965,203,1334,28,t0204
dolnośląskie,jaworski,7379,273,2391,21,t0205
dolnośląskie,jeleniogórski,10157,314,3431,73,t0206
dolnośląskie,kamiennogórski,5001,166,1791,0,t0207
dolnośląskie,kłodzki,30128,900,10637,52,t0208
dolnośląskie,legnicki,4509,132,1422,19,t0209
dolnośląskie,lubański,5487,111,1743,0,t0210
dolnośląskie,lubiński,23747,791,7933,93,t0211
dolnośląskie,lwówecki,5999,220,2065,0,t0212
dolnośląskie,milicki,6344,166,2187,51,t0213
dolnośląskie,oleśnicki,10125,261,3257,8,t0214
dolnośląskie,oławski,12456,442,3774,0,t0215
dolnośląskie,polkowicki,3189,138,1048,0,t0216
dolnośląskie,strzeliński,6756,123,2303,2,t0217
dolnośląskie,średzki,4629,95,1509,0,t0218
dolnośląskie,świdnicki,18451,538,6306,120,t0219
dolnośląskie,trzebnicki,13069,364,4285,17,t0220
dolnośląskie,wałbrzyski,7208,172,2627,1,t0221
dolnośląskie,wołowski,7182,284,2399,5,t0222
dolnośląskie,wrocławski,14045,560,4701,49,t0223
dolnośląskie,ząbkowicki,11102,314,3675,4,t0224
dolnośląskie,zgorzelecki,12630,386,4679,59,t0225
dolnośląskie,złotoryjski,5585,278,1621,0,t0226
dolnośląskie,Jelenia Góra,15757,610,5094,65,t0261
dolnośląskie,Legnica,14343,216,4652,67,t0262
dolnośląskie,Wrocław,182834,4152,60198,598,t0264
dolnośląskie,Wałbrzych,54890,1379,15254,286,t0265
kujawsko-pomorskie,aleksandrowski,33110,640,10089,52,t0401
kujawsko-pomorskie,brodnicki,10395,283,3367,42,t0402
kujawsko-pomorskie,bydgoski,9204,468,2992,41,t0403
kujawsko-pomorskie,chełmiński,6348,208,1941,3,t0404
kujawsko-pomorskie,golubsko-dobrzyński,4931,118,1519,0,t0405
kujawsko-pomorskie,grudziądzki,2861,155,911,25,t0406
kujawsko-pomorskie,inowrocławski,21517,502,6630,57,t0407
kujawsko-pomorskie,lipnowski,8062,199,2692,28,t0408
kujawsko-pomorskie,mogileński,4503,132,1356,56,t0409
kujawsko-pomorskie,nakielski,6133,97,1788,0,t0410
kujawsko-pomorskie,radziejowski,5894,204,1833,0,t0411
kujawsko-pomorskie,rypiński,5262,209,1598,9,t0412
kujawsko-pomorskie,sępoleński,7905,216,2817,18,t0413
kujawsko-pomorskie,świecki,11441,443,3957,7,t0414
kujawsko-pomorskie,toruński,8312,207,2749,17,t0415
kujawsko-pomorskie,tucholski,5326,134,1672,0,t0416
kujawsko-pomorskie,wąbrzeski,4821,62,1667,2,t0417
kujawsko-pomorskie,włocławski,8428,328,3013,3,t0418
kujawsko-pomorskie,żniński,7469,144,2417,17,t0419
kujawsko-pomorskie,Bydgoszcz,75748,2130,24817,89,t0461
kujawsko-pomorskie,Grudziądz,17726,365,4344,4,t0462
kujawsko-pomorskie,Toruń,31574,1026,10205,37,t0463
kujawsko-pomorskie,Włocławek,13582,379,4376,18,t0464
lubelskie,bialski,12502,541,4270,96,t0601
lubelskie,biłgorajski,11403,314,3610,53,t0602
lubelskie,chełmski,6703,292,2141,43,t0603
