wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,36916,422,6207,59,t00
dolnośląskie,bolesławiecki,30889,30,8726,5,t0201
dolnośląskie,dzierżoniowski,29257,89,8452,89,t0202
dolnośląskie,głogowski,27128,527,8001,194,t0203
dolnośląskie,górowski,10770,184,2684,0,t0204
dolnośląskie,jaworski,18379,188,4732,151,t0205
dolnośląskie,jeleniogórski,25243,70,7609,49,t0206
dolnośląskie,kamiennogórski,12896,134,3612,33,t0207
dolnośląskie,kłodzki,60732,109,19439,79,t0208
dolnośląskie,legnicki,15017,215,3236,0,t0209
dolnośląskie,lubański,11515,182,3716,8,t0210
dolnośląskie,lubiński,63112,1305,16549,494,t0211
dolnośląskie,lwówecki,16582,20,4957,1,t0212
dolnośląskie,milicki,15390,82,4589,13,t0213
dolnośląskie,oleśnicki,28286,149,7392,29,t0214
dolnośląskie,oławski,25515,195,8663,194,t0215
dolnośląskie,polkowicki,12123,92,2191,61,t0216
dolnośląskie,strzeliński,16211,55,4578,30,t0217
dolnośląskie,średzki,10941,83,3429,18,t0218
dolnośląskie,świdnicki,39171,502,12442,124,t0219
dolnośląskie,trzebnicki,28474,269,9323,156,t0220
dolnośląskie,wałbrzyski,17166,57,5469,3,t0221
dolnośląskie,wołowski,17829,64,5352,34,t0222
dolnośląskie,wrocławski,43630,19,11286,12,t0223
dolnośląskie,ząbkowicki,26059,86,8127,36,t0224
dolnośląskie,zgorzelecki,25949,115,7874,61,t0225
dolnośląskie,złotoryjski,15640,58,4104,1,t0226
dolnośląskie,Jelenia Góra,39759,187,11278,5,t0261
dolnośląskie,Legnica,38950,609,9038,21,t0262
dolnośląskie,Wrocław,470489,5625,115296,1248,t0264
dolnośląskie,Wałbrzych,119356,1359,36327,1051,t0265
kujawsko-pomorskie,aleksandrowski,75901,40,23780,11,t0401
kujawsko-pomorskie,brodnicki,28372,99,7923,16,t0402
kujawsko-pomorskie,bydgoski,30215,43,6769,0,t0403
kujawsko-pomorskie,chełmiński,16644,148,4316,96,t0404
kujawsko-pomorskie,golubsko-dobrzyński,12199,0,3485,0,t0405
kujawsko-pomorskie,grudziądzki,8559,345,2019,0,t0406
kujawsko-pomorskie,inowrocławski,49238,302,12668,3,t0407
kujawsko-pomorskie,lipnowski,21674,14,5757,0,t0408
kujawsko-pomorskie,mogileński,10954,125,2778,21,t0409
kujawsko-pomorskie,nakielski,20308,512,4521,130,t0410
kujawsko-pomorskie,radziejowski,16965,0,4477,0,t0411
kujawsko-pomorskie,rypiński,14270,273,4245,0,t0412
kujawsko-pomorskie,sępoleński,20409,334,5285,40,t0413
kujawsko-pomorskie,świecki,30817,317,7880,17,t0414
kujawsko-pomorskie,toruński,26966,173,5211,20,t0415
kujawsko-pomorskie,tucholski,13941,160,3747,70,t0416
kujawsko-pomorskie,wąbrzeski,10664,78,3035,78,t0417
kujawsko-pomorskie,włocławski,24316,210,5834,28,t0418
kujawsko-pomorskie,żniński,19958,245,5229,0,t0419
kujawsko-pomorskie,Bydgoszcz,191751,1316,50187,671,t0461
kujawsko-pomorskie,Grudziądz,53918,473,11997,189,t0462
kujawsko-pomorskie,Toruń,74204,508,19783,286,t0463
kujawsko-pomorskie,Włocławek,35633,351,8306,21,t0464
lubelskie,bialski,29494,62,8623,0,t0601
lubelskie,biłgorajski,26253,275,8481,110,t0602
lubelskie,chełmski,16626,14,4893,0,t0603
lubelskie,hrubieszowski,19511,100,6163,0,t0604
lubelskie,janowski,14643,21,5042,1,t0605
lubelskie,krasnostawski,18644,218,5403,1,t0606
lubelskie,kraśnicki,31459,41,8055,6,t0607
lubelskie,lubartowski,25666,66,7853,1,t0608
lubelskie,lubelski,40043,315,11372,96,t0609
lubelskie,łęczyński,19944,129,6071,1,t0610
lubelskie,łukowski,26196,128,7735,124,t0611
lubelskie,opolski,20128,117,5721,57,t0612
lubelskie,parczewski,14826,350,4577,86,t0613
lubelskie,puławski,48939,281,15420,113,t0614
lubelskie,radzyński,15064,50,5183,40,t0615
lubelskie,rycki,25218,78,7064,14,t0616
lubelskie,świdnicki,20143,9,5736,4,t0617
lubelskie,tomaszowski,26607,238,7655,208,t0618
lubelskie,włodawski,18015,75,5199,0,t0619
lubelskie,zamojski,23470,94,7505,40,t0620
lubelskie,Biała Podlaska,34130,227,8456,203,t0661
lubelskie,Chełm,29139,547,7638,315,t0662
lubelskie,Lublin,235426,2621,71745,1376,t0663
lubelskie,Zamość,44591,324,12819,172,t0664
lubuskie,gorzowski,14918,64,4768,47,t0801
lubuskie,krośnieński,24067,571,5705,12,t0802
lubuskie,międzyrzecki,32100,260,8562,146,t0803
lubuskie,nowosolski,38651,202,9187,0,t0804
lubuskie,słubicki,15563,181,3777,92,t0805
lubuskie,strzelecko-drezdenecki,21905,192,5973,44,t0806
lubuskie,sulęciński,11278,12,3083,12,t0807
lubuskie,świebodziński,25224,0,7603,0,t0808
lubuskie,zielonogórski,45278,123,15015,3,t0809
lubuskie,żagański,23049,211,5700,0,t0810
