wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,1481,32,429,29,t00
dolnośląskie,bolesławiecki,8083,0,3058,0,t0201
dolnośląskie,dzierżoniowski,6618,0,2415,0,t0202
dolnośląskie,głogowski,5790,0,2047,0,t0203
dolnośląskie,górowski,1647,121,511,61,t0204
dolnośląskie,jaworski,3548,0,1302,0,t0205
dolnośląskie,jeleniogórski,4592,34,1490,34,t0206
dolnośląskie,kamiennogórski,3151,0,1181,0,t0207
dolnośląskie,kłodzki,17440,0,6401,0,t0208
dolnośląskie,legnicki,1652,0,528,0,t0209
dolnośląskie,lubański,2988,63,1039,29,t0210
dolnośląskie,lubiński,12851,276,4498,114,t0211
dolnośląskie,lwówecki,3235,0,1079,0,t0212
dolnośląskie,milicki,3504,0,1252,0,t0213
dolnośląskie,oleśnicki,5700,114,2141,113,t0214
dolnośląskie,oławski,6115,0,2042,0,t0215
dolnośląskie,polkowicki,1243,0,357,0,t0216
dolnośląskie,strzeliński,3078,0,787,0,t0217
dolnośląskie,średzki,1925,0,603,0,t0218
dolnośląskie,świdnicki,10794,100,3720,0,t0219
dolnośląskie,trzebnicki,6874,144,2421,0,t0220
dolnośląskie,wałbrzyski,3655,0,1397,0,t0221
dolnośląskie,wołowski,3843,114,1317,43,t0222
dolnośląskie,wrocławski,6221,215,1825,84,t0223
dolnośląskie,ząbkowicki,5740,90,2026,30,t0224
dolnośląskie,zgorzelecki,7774,0,2914,0,t0225
dolnośląskie,złotoryjski,2638,0,832,0,t0226
dolnośląskie,Jelenia Góra,8347,99,3169,0,t0261
dolnośląskie,Legnica,8727,0,3140,0,t0262
dolnośląskie,Wrocław,104400,2015,39517,282,t0264
dolnośląskie,Wałbrzych,22674,654,7752,534,t0265
kujawsko-pomorskie,aleksandrowski,11282,240,4925,237,t0401
kujawsko-pomorskie,brodnicki,5227,0,1671,0,t0402
kujawsko-pomorskie,bydgoski,3857,62,1168,12,t0403
kujawsko-pomorskie,chełmiński,3296,5,1141,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,2418,34,826,24,t0405
kujawsko-pomorskie,grudziądzki,1327,0,436,0,t0406
kujawsko-pomorskie,inowrocławski,10542,270,3870,30,t0407
