wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,27279,417,3160,0,t00
dolnośląskie,bolesławiecki,26392,75,7374,0,t0201
dolnośląskie,dzierżoniowski,25526,0,6999,0,t0202
dolnośląskie,głogowski,22985,0,5600,0,t0203
dolnośląskie,górowski,8723,0,2232,0,t0204
dolnośląskie,jaworski,15621,0,3931,0,t0205
dolnośląskie,jeleniogórski,22212,0,6185,0,t0206
dolnośląskie,kamiennogórski,10988,0,2758,0,t0207
dolnośląskie,kłodzki,55209,0,17274,0,t0208
dolnośląskie,legnicki,12782,0,2646,0,t0209
dolnośląskie,lubański,10281,0,3179,0,t0210
dolnośląskie,lubiński,53149,652,13213,169,t0211
dolnośląskie,lwówecki,14386,0,3979,0,t0212
dolnośląskie,milicki,13289,0,3618,0,t0213
dolnośląskie,oleśnicki,23130,80,5720,19,t0214
dolnośląskie,oławski,22952,0,7204,0,t0215
dolnośląskie,polkowicki,8738,400,1708,0,t0216
dolnośląskie,strzeliński,14433,0,3924,0,t0217
dolnośląskie,średzki,9665,0,2918,0,t0218
dolnośląskie,świdnicki,34115,0,10182,0,t0219
dolnośląskie,trzebnicki,25467,0,7565,0,t0220
dolnośląskie,wałbrzyski,14924,109,4093,107,t0221
dolnośląskie,wołowski,15437,0,4514,0,t0222
dolnośląskie,wrocławski,37060,0,8469,0,t0223
dolnośląskie,ząbkowicki,22333,0,6741,0,t0224
dolnośląskie,zgorzelecki,23242,0,6978,0,t0225
dolnośląskie,złotoryjski,13280,0,3280,0,t0226
dolnośląskie,Jelenia Góra,34136,432,9187,427,t0261
dolnośląskie,Legnica,32799,444,7648,443,t0262
dolnośląskie,Wrocław,401250,3841,92772,292,t0264
dolnośląskie,Wałbrzych,109424,995,31083,460,t0265
kujawsko-pomorskie,aleksandrowski,68696,335,19999,1,t0401
kujawsko-pomorskie,brodnicki,24636,52,6300,0,t0402
kujawsko-pomorskie,bydgoski,25617,0,5401,0,t0403
kujawsko-pomorskie,chełmiński,14402,0,3398,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,10314,0,2870,0,t0405
kujawsko-pomorskie,grudziądzki,6855,0,1692,0,t0406
kujawsko-pomorskie,inowrocławski,43380,104,10326,5,t0407
kujawsko-pomorskie,lipnowski,18455,0,4817,0,t0408
kujawsko-pomorskie,mogileński,9471,0,2352,0,t0409
kujawsko-pomorskie,nakielski,16034,688,3242,4,t0410
kujawsko-pomorskie,radziejowski,14426,0,3774,0,t0411
kujawsko-pomorskie,rypiński,12308,0,3539,0,t0412
kujawsko-pomorskie,sępoleński,17137,0,4767,0,t0413
kujawsko-pomorskie,świecki,26529,60,6694,0,t0414
kujawsko-pomorskie,toruński,22705,402,4556,1,t0415
kujawsko-pomorskie,tucholski,11952,0,2950,0,t0416
kujawsko-pomorskie,wąbrzeski,9267,0,2497,0,t0417
kujawsko-pomorskie,włocławski,20842,0,4962,0,t0418
kujawsko-pomorskie,żniński,17207,0,4337,0,t0419
kujawsko-pomorskie,Bydgoszcz,166099,610,39309,5,t0461
kujawsko-pomorskie,Grudziądz,47382,0,8428,0,t0462
kujawsko-pomorskie,Toruń,63284,331,15893,159,t0463
kujawsko-pomorskie,Włocławek,30280,744,7008,131,t0464
lubelskie,bialski,26256,80,7503,80,t0601
lubelskie,biłgorajski,22834,0,6871,0,t0602
lubelskie,chełmski,15080,0,4303,0,t0603
lubelskie,hrubieszowski,17384,0,5293,0,t0604
lubelskie,janowski,13219,0,4334,0,t0605
lubelskie,krasnostawski,16318,95,4764,11,t0606
lubelskie,kraśnicki,27395,0,6967,0,t0607
lubelskie,lubartowski,22828,301,6657,0,t0608
lubelskie,lubelski,34953,0,9733,0,t0609
lubelskie,łęczyński,17798,0,5233,0,t0610
lubelskie,łukowski,23388,84,6359,1,t0611
lubelskie,opolski,18084,273,4888,90,t0612
lubelskie,parczewski,12825,0,3586,0,t0613
lubelskie,puławski,43139,65,11987,1,t0614
lubelskie,radzyński,13355,0,4465,0,t0615
lubelskie,rycki,22265,45,5699,0,t0616
lubelskie,świdnicki,17085,122,4908,0,t0617
lubelskie,tomaszowski,23123,193,6208,6,t0618
lubelskie,włodawski,15849,0,4412,0,t0619
lubelskie,zamojski,21076,0,6452,0,t0620
lubelskie,Biała Podlaska,30504,0,6714,0,t0661
lubelskie,Chełm,24450,221,5659,90,t0662
lubelskie,Lublin,206591,1186,58853,237,t0663
lubelskie,Zamość,39049,400,10076,0,t0664
lubuskie,gorzowski,13255,33,3935,33,t0801
lubuskie,krośnieński,20137,0,4660,0,t0802
lubuskie,międzyrzecki,28352,176,7122,0,t0803
lubuskie,nowosolski,33172,182,7195,1,t0804
lubuskie,słubicki,13412,0,3362,0,t0805
lubuskie,strzelecko-drezdenecki,18763,109,4974,0,t0806
lubuskie,sulęciński,10114,249,2762,0,t0807
lubuskie,świebodziński,20320,765,5874,168,t0808
lubuskie,zielonogórski,36702,0,9150,0,t0809
lubuskie,żagański,19824,0,4860,0,t0810
lubuskie,żarski,43799,382,9730,124,t0811
lubuskie,wschowski,8364,0,2355,0,t0812
lubuskie,Gorzów Wielkopolski,50583,175,12299,0,t0861
lubuskie,Zielona Góra,52189,0,17489,0,t0862
łódzkie,bełchatowski,25059,120,7113,0,t1001
łódzkie,kutnowski,31944,126,7222,90,t1002
łódzkie,łaski,11298,146,2948,0,t1003
łódzkie,łęczycki,18189,0,5067,0,t1004
łódzkie,łowicki,37249,137,10167,0,t1005
łódzkie,łódzki wschodni,12615,0,3177,0,t1006
łódzkie,opoczyński,20227,339,4755,0,t1007
łódzkie,pabianicki,38231,482,8950,0,t1008
łódzkie,pajęczański,10455,0,2908,0,t1009
łódzkie,piotrkowski,16530,231,4424,4,t1010
łódzkie,poddębicki,12285,0,3084,0,t1011
łódzkie,radomszczański,33378,171,8541,103,t1012
łódzkie,rawski,10978,0,3260,0,t1013
łódzkie,sieradzki,34610,213,7522,96,t1014
łódzkie,skierniewicki,9152,0,2580,0,t1015
łódzkie,tomaszowski,37889,0,9241,0,t1016
łódzkie,wieluński,30342,99,6663,1,t1017
łódzkie,wieruszowski,12258,311,3301,4,t1018
łódzkie,zduńskowolski,15747,0,4679,0,t1019
łódzkie,zgierski,45200,360,11439,0,t1020
łódzkie,brzeziński,13951,0,3977,0,t1021
łódzkie,Łódź,379522,3709,96864,431,t1061
łódzkie,Piotrków Trybunalski,27794,135,7453,135,t1062
łódzkie,Skierniewice,27269,398,6501,0,t1063
małopolskie,bocheński,23724,416,5202,8,t1201
małopolskie,brzeski,24338,0,6741,0,t1202
małopolskie,chrzanowski,38951,0,9789,0,t1203
małopolskie,dąbrowski,14944,0,4393,0,t1204
małopolskie,gorlicki,32645,160,9528,159,t1205
małopolskie,krakowski,53483,0,13735,0,t1206
małopolskie,limanowski,29945,0,7635,0,t1207
małopolskie,miechowski,25589,0,6951,0,t1208
małopolskie,myślenicki,30249,236,7384,1,t1209
małopolskie,nowosądecki,46808,242,12770,1,t1210
małopolskie,nowotarski,48817,0,12633,0,t1211
małopolskie,olkuski,37286,431,7314,0,t1212
małopolskie,oświęcimski,33028,18,8570,0,t1213
małopolskie,proszowicki,12431,0,3017,0,t1214
małopolskie,suski,24231,0,7137,0,t1215
małopolskie,tarnowski,35742,431,9295,0,t1216
małopolskie,tatrzański,13115,0,4170,0,t1217
małopolskie,wadowicki,33013,0,7788,0,t1218
małopolskie,wielicki,27002,419,4857,0,t1219
małopolskie,Kraków,466776,4931,117340,973,t1261
małopolskie,Nowy Sącz,19804,0,5247,0,t1262
małopolskie,Tarnów,39441,513,10120,1,t1263
mazowieckie,białobrzeski,12459,193,2798,61,t1401
mazowieckie,ciechanowski,30981,0,9232,0,t1402
mazowieckie,garwoliński,27148,6,6402,0,t1403
mazowieckie,gostyniński,12071,0,3511,0,t1404
mazowieckie,grodziski,35431,0,9460,0,t1405
mazowieckie,grójecki,36765,0,8043,0,t1406
mazowieckie,kozienicki,15537,0,4452,0,t1407
mazowieckie,legionowski,26685,63,5396,2,t1408
mazowieckie,lipski,11754,0,3833,0,t1409
mazowieckie,łosicki,7837,0,2235,0,t1410
mazowieckie,makowski,15810,0,4474,0,t1411
mazowieckie,miński,44145,60,10363,0,t1412
mazowieckie,mławski,20878,0,5855,0,t1413
mazowieckie,nowodworski,34291,0,8029,0,t1414
mazowieckie,ostrołęcki,20908,0,5917,0,t1415
mazowieckie,ostrowski,19500,0,5461,0,t1416
mazowieckie,otwocki,34032,0,9739,0,t1417
mazowieckie,piaseczyński,73850,519,16876,234,t1418
mazowieckie,płocki,29124,217,7893,1,t1419
mazowieckie,płoński,24740,0,5876,0,t1420
mazowieckie,pruszkowski,34621,14,8915,0,t1421
mazowieckie,przasnyski,19244,0,4884,0,t1422
mazowieckie,przysuski,10901,0,3097,0,t1423
mazowieckie,pułtuski,18332,0,5252,0,t1424
mazowieckie,radomski,24922,0,6760,0,t1425
mazowieckie,siedlecki,13598,0,4088,0,t1426
mazowieckie,sierpecki,15863,0,4068,0,t1427
mazowieckie,sochaczewski,26476,486,5128,9,t1428
mazowieckie,sokołowski,18883,0,5466,0,t1429
mazowieckie,szydłowiecki,6676,0,1905,0,t1430
mazowieckie,warszawski zachodni,37277,1,8936,0,t1432
mazowieckie,węgrowski,18048,0,5454,0,t1433
mazowieckie,wołomiński,62271,1878,15951,503,t1434
mazowieckie,wyszkowski,21433,0,6373,0,t1435
mazowieckie,zwoleński,11022,94,2980,85,t1436
mazowieckie,żuromiński,11250,0,3218,0,t1437
mazowieckie,żyrardowski,20329,0,5492,0,t1438
mazowieckie,Ostrołęka,35611,122,10997,122,t1461
mazowieckie,Płock,51561,862,14689,129,t1462
mazowieckie,Radom,88688,504,26927,389,t1463
