wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,75630,115,33858,40,t0201
dolnośląskie,dzierżoniowski,71688,139,33243,7,t0202
dolnośląskie,głogowski,67815,193,30477,79,t0203
dolnośląskie,górowski,27306,4,12358,0,t0204
dolnośląskie,jaworski,40415,119,18098,23,t0205
dolnośląskie,jeleniogórski,53006,110,24273,13,t0206
dolnośląskie,kamiennogórski,33263,74,15390,4,t0207
dolnośląskie,kłodzki,133332,427,61818,120,t0208
dolnośląskie,legnicki,45245,81,20028,12,t0209
dolnośląskie,lubański,31117,6,13019,0,t0210
dolnośląskie,lubiński,129104,318,60954,49,t0211
dolnośląskie,lwówecki,43546,120,20030,45,t0212
dolnośląskie,milicki,35626,38,16661,9,t0213
dolnośląskie,oleśnicki,102985,303,46773,101,t0214
dolnośląskie,oławski,46481,122,21729,0,t0215
dolnośląskie,polkowicki,42978,86,18720,13,t0216
dolnośląskie,strzeliński,38563,81,17834,16,t0217
dolnośląskie,średzki,22950,85,10757,44,t0218
dolnośląskie,świdnicki,106868,163,48482,33,t0219
dolnośląskie,trzebnicki,61908,58,29476,8,t0220
dolnośląskie,wałbrzyski,32499,92,15350,18,t0221
dolnośląskie,wołowski,43848,28,19408,5,t0222
dolnośląskie,wrocławski,106406,234,50277,67,t0223
dolnośląskie,ząbkowicki,57939,81,26681,23,t0224
dolnośląskie,zgorzelecki,62399,217,27967,3,t0225
dolnośląskie,złotoryjski,36162,51,16177,8,t0226
dolnośląskie,Jelenia Góra,93633,226,44424,32,t0261
dolnośląskie,Legnica,93733,316,43489,61,t0262
dolnośląskie,Wrocław,1089148,2365,503723,369,t0264
dolnośląskie,Wałbrzych,217276,180,100061,4,t0265
kujawsko-pomorskie,aleksandrowski,135490,174,63889,57,t0401
kujawsko-pomorskie,brodnicki,75271,184,35059,57,t0402
kujawsko-pomorskie,bydgoski,79738,178,37452,93,t0403
kujawsko-pomorskie,chełmiński,43539,121,20218,56,t0404
kujawsko-pomorskie,golubsko-dobrzyński,37273,43,17185,33,t0405
kujawsko-pomorskie,grudziądzki,27458,29,12399,12,t0406
kujawsko-pomorskie,inowrocławski,108307,265,50862,39,t0407
kujawsko-pomorskie,lipnowski,55419,13,25323,1,t0408
kujawsko-pomorskie,mogileński,34543,75,16002,32,t0409
kujawsko-pomorskie,nakielski,87961,78,38991,44,t0410
kujawsko-pomorskie,radziejowski,45790,105,21285,44,t0411
kujawsko-pomorskie,rypiński,37517,62,17492,25,t0412
kujawsko-pomorskie,sępoleński,50277,76,22883,31,t0413
kujawsko-pomorskie,świecki,81639,105,37189,39,t0414
kujawsko-pomorskie,toruński,74277,107,32473,35,t0415
kujawsko-pomorskie,tucholski,40688,48,18523,4,t0416
kujawsko-pomorskie,wąbrzeski,29416,29,13317,13,t0417
kujawsko-pomorskie,włocławski,67521,170,31952,22,t0418
kujawsko-pomorskie,żniński,54380,32,25689,1,t0419
kujawsko-pomorskie,Bydgoszcz,450882,943,207653,215,t0461
kujawsko-pomorskie,Grudziądz,128299,219,58723,46,t0462
kujawsko-pomorskie,Toruń,203424,465,92366,96,t0463
kujawsko-pomorskie,Włocławek,98761,218,44020,89,t0464
lubelskie,bialski,64271,305,29077,81,t0601
lubelskie,biłgorajski,56563,251,26584,82,t0602
lubelskie,chełmski,37449,77,17521,17,t0603
lubelskie,hrubieszowski,46984,170,21322,34,t0604
lubelskie,janowski,32670,212,15084,14,t0605
lubelskie,krasnostawski,42854,96,19572,23,t0606
lubelskie,kraśnicki,69310,110,32517,20,t0607
lubelskie,lubartowski,57625,105,26876,38,t0608
lubelskie,lubelski,87949,195,39796,57,t0609
lubelskie,łęczyński,41623,188,19705,19,t0610
lubelskie,łukowski,59061,237,27474,52,t0611
lubelskie,opolski,47264,188,21644,60,t0612
lubelskie,parczewski,29419,115,13400,32,t0613
lubelskie,puławski,102234,272,48167,53,t0614
lubelskie,radzyński,32037,119,15054,47,t0615
lubelskie,rycki,55420,88,26414,20,t0616
lubelskie,świdnicki,48679,145,22903,33,t0617
lubelskie,tomaszowski,58297,45,26810,12,t0618
lubelskie,włodawski,36094,24,16721,0,t0619
lubelskie,zamojski,50458,129,24367,28,t0620
lubelskie,Biała Podlaska,73412,217,34097,42,t0661
lubelskie,Chełm,66159,87,29833,9,t0662
lubelskie,Lublin,466945,1496,209568,205,t0663
lubelskie,Zamość,93361,208,43465,60,t0664
lubuskie,gorzowski,30744,120,14141,32,t0801
lubuskie,krośnieński,52775,199,24650,33,t0802
lubuskie,międzyrzecki,69437,92,32049,23,t0803
lubuskie,nowosolski,95962,205,42390,60,t0804
lubuskie,słubicki,40189,8,18929,4,t0805
lubuskie,strzelecko-drezdenecki,53128,90,23381,30,t0806
lubuskie,sulęciński,32635,90,14548,14,t0807
lubuskie,świebodziński,56742,29,26113,1,t0808
lubuskie,zielonogórski,91897,249,42315,23,t0809
lubuskie,żagański,71748,130,32154,55,t0810
lubuskie,żarski,103666,179,48142,61,t0811
lubuskie,wschowski,28346,24,13525,16,t0812
lubuskie,Gorzów Wielkopolski,160019,344,72070,69,t0861
lubuskie,Zielona Góra,157478,230,73775,6,t0862
łódzkie,bełchatowski,76957,129,34938,23,t1001
łódzkie,kutnowski,91854,97,44297,30,t1002
łódzkie,łaski,37428,74,17721,35,t1003
łódzkie,łęczycki,53661,151,24585,37,t1004
łódzkie,łowicki,93193,129,44205,49,t1005
łódzkie,łódzki wschodni,38852,41,17406,9,t1006
łódzkie,opoczyński,62023,82,27908,33,t1007
łódzkie,pabianicki,112629,285,52796,61,t1008
łódzkie,pajęczański,30565,36,13899,7,t1009
łódzkie,piotrkowski,51946,196,24044,40,t1010
łódzkie,poddębicki,38567,55,18115,1,t1011
łódzkie,radomszczański,91953,273,43113,70,t1012
łódzkie,rawski,30119,30,13750,4,t1013
łódzkie,sieradzki,103818,154,47140,27,t1014
łódzkie,skierniewicki,24743,41,11633,8,t1015
łódzkie,tomaszowski,109312,234,51440,77,t1016
łódzkie,wieluński,90273,162,42669,37,t1017
łódzkie,wieruszowski,34288,72,15448,29,t1018
łódzkie,zduńskowolski,51842,38,23913,0,t1019
łódzkie,zgierski,135029,318,62958,74,t1020
łódzkie,brzeziński,35889,83,17020,13,t1021
łódzkie,Łódź,937140,2426,436675,411,t1061
łódzkie,Piotrków Trybunalski,85623,152,39438,34,t1062
łódzkie,Skierniewice,75414,302,35135,64,t1063
małopolskie,bocheński,80888,245,36133,26,t1201
małopolskie,brzeski,69155,167,31946,52,t1202
małopolskie,chrzanowski,114604,196,52295,37,t1203
małopolskie,dąbrowski,43751,136,20394,31,t1204
małopolskie,gorlicki,88524,145,41590,28,t1205
małopolskie,krakowski,164955,485,76803,94,t1206
małopolskie,limanowski,91443,260,41866,76,t1207
małopolskie,miechowski,62365,117,29730,17,t1208
małopolskie,myślenicki,106923,162,50023,44,t1209
małopolskie,nowosądecki,134368,247,59962,24,t1210
małopolskie,nowotarski,134641,333,60987,78,t1211
małopolskie,olkuski,112425,256,52009,54,t1212
małopolskie,oświęcimski,125045,249,58584,70,t1213
małopolskie,proszowicki,45185,106,21460,70,t1214
małopolskie,suski,70852,221,33462,31,t1215
małopolskie,tarnowski,98075,155,45375,46,t1216
małopolskie,tatrzański,36781,166,17137,29,t1217
małopolskie,wadowicki,123595,191,55313,51,t1218
małopolskie,wielicki,114067,144,51517,40,t1219
małopolskie,Kraków,1218558,2186,571407,398,t1261
