wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,47,0,0,0,t00,0,0,0,0,47,0
dolnośląskie,bolesławiecki,115243,1,38593,0,t0201,47216,0,119,0,29315,1
dolnośląskie,dzierżoniowski,116460,14,37591,0,t0202,42464,0,130,0,36275,14
dolnośląskie,głogowski,116731,10,35250,0,t0203,42268,0,176,0,39037,10
dolnośląskie,górowski,40336,0,13959,0,t0204,16470,0,69,0,9838,0
dolnośląskie,jaworski,64485,0,20807,0,t0205,25234,0,45,0,18399,0
dolnośląskie,jeleniogórski,77320,10,26379,0,t0206,31560,0,365,0,19016,10
dolnośląskie,kamiennogórski,52923,0,17242,0,t0207,19559,0,105,0,16017,0
dolnośląskie,kłodzki,204131,0,68221,0,t0208,78077,0,628,0,57205,0
dolnośląskie,legnicki,67771,0,22039,0,t0209,27404,0,178,0,18150,0
dolnośląskie,lubański,53229,0,14862,0,t0210,20570,0,102,0,17695,0
dolnośląskie,lubiński,189699,47,67080,0,t0211,73866,0,681,0,48072,47
dolnośląskie,lwówecki,68291,10,22917,0,t0212,26546,0,226,0,18602,10
dolnośląskie,milicki,53052,52,18790,0,t0213,20848,0,105,0,13309,52
dolnośląskie,oleśnicki,182409,6,56535,0,t0214,67607,0,442,0,57825,6
dolnośląskie,oławski,60758,9,22898,0,t0215,25921,0,97,0,11842,9
dolnośląskie,polkowicki,66275,0,21293,0,t0216,27059,0,57,0,17866,0
dolnośląskie,strzeliński,58982,0,20141,0,t0217,22693,0,384,0,15764,0
dolnośląskie,średzki,41956,0,12725,0,t0218,14547,0,468,0,14216,0
dolnośląskie,świdnicki,181187,13,55774,0,t0219,65247,0,1078,0,59088,13
dolnośląskie,trzebnicki,98462,3,33479,0,t0220,35537,0,405,0,29041,3
dolnośląskie,wałbrzyski,49553,13,17099,0,t0221,18513,0,262,0,13679,13
dolnośląskie,wołowski,67235,0,22207,0,t0222,27982,0,232,0,16814,0
dolnośląskie,wrocławski,176728,7,58407,0,t0223,64354,0,950,0,53017,7
dolnośląskie,ząbkowicki,86878,0,29492,0,t0224,34557,0,260,0,22569,0
dolnośląskie,zgorzelecki,103807,0,31908,0,t0225,39219,0,191,0,32489,0
dolnośląskie,złotoryjski,57429,0,18416,0,t0226,22316,0,131,0,16566,0
dolnośląskie,Jelenia Góra,149234,8,49490,0,t0261,54022,0,422,0,45300,8
dolnośląskie,Legnica,150570,16,48885,0,t0262,56208,0,348,0,45129,16
dolnośląskie,Wrocław,1666653,90,556127,0,t0264,636866,0,4238,0,469422,90
dolnośląskie,Wałbrzych,292100,0,106875,0,t0265,122919,0,603,0,61703,0
kujawsko-pomorskie,aleksandrowski,166202,2,67132,0,t0401,73221,0,404,0,25445,2
kujawsko-pomorskie,brodnicki,112822,0,39831,0,t0402,44768,0,1344,0,26879,0
