wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,12,0,4,0,t00
dolnośląskie,bolesławiecki,79720,233,34533,37,t0201
dolnośląskie,dzierżoniowski,76006,226,33947,14,t0202
dolnośląskie,głogowski,72220,343,31229,27,t0203
dolnośląskie,górowski,28517,41,12572,5,t0204
dolnośląskie,jaworski,42525,109,18391,13,t0205
dolnośląskie,jeleniogórski,55767,198,24578,11,t0206
dolnośląskie,kamiennogórski,35305,79,15759,8,t0207
dolnośląskie,kłodzki,142187,562,62820,39,t0208
dolnośląskie,legnicki,46988,12,20259,0,t0209
dolnośląskie,lubański,33415,184,13346,12,t0210
dolnośląskie,lubiński,135394,611,61753,80,t0211
dolnośląskie,lwówecki,45538,59,20324,17,t0212
dolnośląskie,milicki,37465,77,16977,0,t0213
dolnośląskie,oleśnicki,110501,247,48143,24,t0214
dolnośląskie,oławski,48515,30,21871,0,t0215
dolnośląskie,polkowicki,44628,57,19060,6,t0216
dolnośląskie,strzeliński,40622,170,18172,41,t0217
dolnośląskie,średzki,24513,89,11001,9,t0218
dolnośląskie,świdnicki,113982,243,49588,27,t0219
dolnośląskie,trzebnicki,65041,81,30068,3,t0220
dolnośląskie,wałbrzyski,35005,95,15800,0,t0221
dolnośląskie,wołowski,46338,100,19720,6,t0222
dolnośląskie,wrocławski,111696,171,51065,17,t0223
dolnośląskie,ząbkowicki,61446,180,27089,16,t0224
dolnośląskie,zgorzelecki,65887,233,28431,14,t0225
dolnośląskie,złotoryjski,38074,75,16396,7,t0226
dolnośląskie,Jelenia Góra,99494,287,45166,5,t0261
dolnośląskie,Legnica,99680,331,44322,20,t0262
dolnośląskie,Wrocław,1145670,2126,510598,183,t0264
dolnośląskie,Wałbrzych,226746,298,101284,17,t0265
kujawsko-pomorskie,aleksandrowski,139446,208,64378,21,t0401
kujawsko-pomorskie,brodnicki,79307,257,35841,27,t0402
kujawsko-pomorskie,bydgoski,83195,150,38134,22,t0403
kujawsko-pomorskie,chełmiński,45838,154,20588,14,t0404
kujawsko-pomorskie,golubsko-dobrzyński,38731,70,17516,2,t0405
kujawsko-pomorskie,grudziądzki,28514,111,12657,11,t0406
kujawsko-pomorskie,inowrocławski,113730,169,51678,8,t0407
kujawsko-pomorskie,lipnowski,58184,117,25988,3,t0408
kujawsko-pomorskie,mogileński,36711,157,16444,13,t0409
kujawsko-pomorskie,nakielski,92122,104,39815,1,t0410
kujawsko-pomorskie,radziejowski,47464,91,21651,4,t0411
kujawsko-pomorskie,rypiński,39297,46,17807,3,t0412
kujawsko-pomorskie,sępoleński,52809,118,23194,19,t0413
kujawsko-pomorskie,świecki,86166,163,38006,9,t0414
kujawsko-pomorskie,toruński,76937,105,32992,33,t0415
kujawsko-pomorskie,tucholski,42369,49,18936,5,t0416
kujawsko-pomorskie,wąbrzeski,30921,101,13544,8,t0417
kujawsko-pomorskie,włocławski,70193,88,32480,16,t0418
kujawsko-pomorskie,żniński,56531,51,26161,1,t0419
kujawsko-pomorskie,Bydgoszcz,478055,1303,210940,85,t0461
kujawsko-pomorskie,Grudziądz,134095,436,59749,28,t0462
kujawsko-pomorskie,Toruń,219614,616,94538,53,t0463
kujawsko-pomorskie,Włocławek,105828,430,44981,22,t0464
lubelskie,bialski,68250,227,29627,30,t0601
lubelskie,biłgorajski,60716,333,27208,22,t0602
lubelskie,chełmski,39979,146,17930,18,t0603
lubelskie,hrubieszowski,50292,188,21921,18,t0604
lubelskie,janowski,34737,94,15522,18,t0605
lubelskie,krasnostawski,46148,144,20116,20,t0606
lubelskie,kraśnicki,74634,298,33389,61,t0607
lubelskie,lubartowski,62222,173,27739,33,t0608
lubelskie,lubelski,94580,267,41032,27,t0609
lubelskie,łęczyński,44099,76,20180,20,t0610
lubelskie,łukowski,63436,250,28299,30,t0611
lubelskie,opolski,50620,169,22319,40,t0612
lubelskie,parczewski,31636,50,13716,4,t0613
lubelskie,puławski,109009,366,49286,52,t0614
lubelskie,radzyński,34553,138,15448,26,t0615
lubelskie,rycki,58524,239,26940,34,t0616
lubelskie,świdnicki,53067,219,23646,26,t0617
lubelskie,tomaszowski,61805,292,27383,46,t0618
