wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,69,0,1,0,t00,1,0,1,0,66,0
dolnośląskie,bolesławiecki,115783,0,38577,0,t0201,47221,0,119,0,29866,0
dolnośląskie,dzierżoniowski,117341,0,37590,0,t0202,42458,0,130,0,37163,0
dolnośląskie,głogowski,117945,0,35250,0,t0203,42271,0,176,0,40248,0
dolnośląskie,górowski,40663,0,13959,0,t0204,16469,0,69,0,10166,0
dolnośląskie,jaworski,64741,0,20801,0,t0205,25232,0,45,0,18663,0
dolnośląskie,jeleniogórski,77421,0,26379,0,t0206,31553,0,364,0,19125,0
dolnośląskie,kamiennogórski,53547,0,17241,0,t0207,19559,0,105,0,16642,0
dolnośląskie,kłodzki,204878,0,68195,0,t0208,78075,0,628,0,57980,0
dolnośląskie,legnicki,68152,0,22039,0,t0209,27406,0,178,0,18529,0
dolnośląskie,lubański,53754,0,14862,0,t0210,20572,0,102,0,18218,0
dolnośląskie,lubiński,190843,0,67072,0,t0211,73861,0,678,0,49232,0
dolnośląskie,lwówecki,68618,0,22918,0,t0212,26550,0,226,0,18924,0
dolnośląskie,milicki,53329,0,18788,0,t0213,20840,0,105,0,13596,0
dolnośląskie,oleśnicki,183125,0,56534,0,t0214,67610,0,443,0,58538,0
dolnośląskie,oławski,61147,0,22896,0,t0215,25920,0,97,0,12234,0
dolnośląskie,polkowicki,66600,0,21293,0,t0216,27058,0,57,0,18192,0
dolnośląskie,strzeliński,59347,0,20140,0,t0217,22693,0,384,0,16130,0
dolnośląskie,średzki,42086,0,12725,0,t0218,14549,0,468,0,14344,0
dolnośląskie,świdnicki,182023,0,55773,0,t0219,65250,0,1078,0,59922,0
dolnośląskie,trzebnicki,98700,0,33473,0,t0220,35535,0,405,0,29287,0
dolnośląskie,wałbrzyski,50009,0,17099,0,t0221,18513,0,262,0,14135,0
dolnośląskie,wołowski,67716,0,22206,0,t0222,27981,0,232,0,17297,0
dolnośląskie,wrocławski,177256,0,58401,0,t0223,64360,0,950,0,53545,0
dolnośląskie,ząbkowicki,87251,0,29492,0,t0224,34558,0,260,0,22941,0
dolnośląskie,zgorzelecki,104370,0,31899,0,t0225,39211,0,192,0,33068,0
dolnośląskie,złotoryjski,57691,0,18415,0,t0226,22317,0,131,0,16828,0
dolnośląskie,Jelenia Góra,150779,0,49488,0,t0261,54024,0,422,0,46845,0
dolnośląskie,Legnica,152023,0,48885,0,t0262,56210,0,348,0,46580,0
dolnośląskie,Wrocław,1679354,35,556100,0,t0264,636808,0,4242,0,482204,35
dolnośląskie,Wałbrzych,293423,0,106874,0,t0265,122919,0,603,0,63027,0
kujawsko-pomorskie,aleksandrowski,166412,0,67129,0,t0401,73222,0,404,0,25657,0
kujawsko-pomorskie,brodnicki,113559,0,39821,0,t0402,44753,0,1344,0,27641,0
kujawsko-pomorskie,bydgoski,125489,0,42515,0,t0403,46722,0,270,0,35982,0
kujawsko-pomorskie,chełmiński,68641,0,23055,0,t0404,25568,0,53,0,19965,0
kujawsko-pomorskie,golubsko-dobrzyński,52150,0,18751,0,t0405,21294,0,336,0,11769,0
kujawsko-pomorskie,grudziądzki,39353,0,13914,0,t0406,16572,0,30,0,8837,0
kujawsko-pomorskie,inowrocławski,171777,0,57050,0,t0407,62692,0,427,0,51608,0
kujawsko-pomorskie,lipnowski,82063,0,28854,0,t0408,33303,0,341,0,19565,0
kujawsko-pomorskie,mogileński,58681,0,19145,0,t0409,21900,0,154,0,17482,0
kujawsko-pomorskie,nakielski,135973,0,44471,0,t0410,56193,0,443,0,34866,0
kujawsko-pomorskie,radziejowski,63404,0,23241,0,t0411,25861,0,528,0,13774,0
kujawsko-pomorskie,rypiński,56905,0,19660,0,t0412,22168,0,75,0,15002,0
kujawsko-pomorskie,sępoleński,70696,0,24956,0,t0413,29844,0,134,0,15762,0
kujawsko-pomorskie,świecki,129340,0,42642,0,t0414,50156,0,388,0,36154,0
kujawsko-pomorskie,toruński,103631,0,35705,0,t0415,44391,0,411,0,23124,0
kujawsko-pomorskie,tucholski,61746,0,21144,0,t0416,24264,0,157,0,16181,0
kujawsko-pomorskie,wąbrzeski,44475,0,15028,0,t0417,17775,0,244,0,11428,0
kujawsko-pomorskie,włocławski,97558,0,35633,0,t0418,38773,0,276,0,22876,0
kujawsko-pomorskie,żniński,77580,0,28519,0,t0419,31020,0,403,0,17638,0
kujawsko-pomorskie,Bydgoszcz,735233,0,231285,0,t0461,268702,0,1463,0,233783,0
kujawsko-pomorskie,Grudziądz,193387,0,65482,0,t0462,76905,0,558,0,50442,0
kujawsko-pomorskie,Toruń,367412,0,107637,0,t0463,127119,0,919,0,131737,0
kujawsko-pomorskie,Włocławek,169231,0,50723,0,t0464,64368,0,1082,0,53058,0
lubelskie,bialski,95485,0,32987,0,t0601,38922,0,591,0,22985,0
lubelskie,biłgorajski,85927,0,30131,0,t0602,33862,0,72,0,21862,0
lubelskie,chełmski,55985,0,20062,0,t0603,22033,0,317,0,13573,0
lubelskie,hrubieszowski,70849,0,24286,0,t0604,28538,0,1431,0,16594,0
lubelskie,janowski,45390,0,16897,0,t0605,19157,0,524,0,8812,0
lubelskie,krasnostawski,66058,0,22145,0,t0606,25746,0,463,0,17704,0
lubelskie,kraśnicki,104201,0,37266,0,t0607,41579,0,349,0,25007,0
lubelskie,lubartowski,86361,0,31178,0,t0608,34941,0,1115,0,19127,0
lubelskie,lubelski,132367,0,46289,0,t0609,54360,0,579,0,31139,0
lubelskie,łęczyński,59517,0,22149,0,t0610,23986,0,502,0,12880,0
lubelskie,łukowski,89278,0,32015,0,t0611,36821,0,232,0,20210,0
lubelskie,opolski,71484,0,25156,0,t0612,29160,0,232,0,16936,0
lubelskie,parczewski,42619,0,15077,0,t0613,17739,0,483,0,9320,0
lubelskie,puławski,153862,0,53789,0,t0614,59013,0,389,0,40671,0
lubelskie,radzyński,48329,0,17234,0,t0615,19567,0,163,0,11365,0
lubelskie,rycki,81137,0,29420,0,t0616,31802,0,322,0,19593,0
lubelskie,świdnicki,79552,0,26533,0,t0617,28970,0,145,0,23904,0
lubelskie,tomaszowski,85445,0,30058,0,t0618,35288,0,233,0,19866,0
lubelskie,włodawski,52538,0,18416,0,t0619,21118,0,168,0,12836,0
lubelskie,zamojski,74864,0,27550,0,t0620,28871,0,366,0,18077,0
lubelskie,Biała Podlaska,110615,0,39639,0,t0661,45519,0,140,0,25317,0
lubelskie,Chełm,104674,0,34679,0,t0662,41958,0,185,0,27852,0
lubelskie,Lublin,708884,0,236372,0,t0663,282869,0,2514,0,187129,0
lubelskie,Zamość,139463,0,49336,0,t0664,55966,0,234,0,33927,0
lubuskie,gorzowski,49150,0,16303,0,t0801,18381,0,363,0,14103,0
lubuskie,krośnieński,79290,0,27503,0,t0802,32038,0,56,0,19693,0
lubuskie,międzyrzecki,101847,0,35432,0,t0803,40869,0,667,0,24879,0
lubuskie,nowosolski,148200,0,47531,0,t0804,60047,0,383,0,40239,0
lubuskie,słubicki,65209,0,22253,0,t0805,25982,0,105,0,16869,0
lubuskie,strzelecko-drezdenecki,78947,0,26310,0,t0806,33648,0,175,0,18814,0
lubuskie,sulęciński,53092,0,16716,0,t0807,21631,0,291,0,14454,0
lubuskie,świebodziński,84422,0,28946,0,t0808,34185,0,102,0,21189,0
lubuskie,zielonogórski,130278,0,46460,0,t0809,54617,0,827,0,28374,0
lubuskie,żagański,115836,0,36703,0,t0810,45134,0,555,0,33444,0
lubuskie,żarski,156929,1,53379,0,t0811,61842,0,222,0,41486,1
lubuskie,wschowski,43902,0,15389,0,t0812,17314,0,161,0,11038,0
lubuskie,Gorzów Wielkopolski,266888,0,84306,0,t0861,107948,0,577,0,74057,0
lubuskie,Zielona Góra,257541,0,84208,0,t0862,93887,0,553,0,78893,0
łódzkie,bełchatowski,118995,0,39445,0,t1001,47120,0,425,0,32005,0
łódzkie,kutnowski,142708,0,49944,0,t1002,53537,0,178,0,39049,0
łódzkie,łaski,54164,0,19501,0,t1003,21212,0,114,0,13337,0
łódzkie,łęczycki,79445,0,27671,0,t1004,32488,0,501,0,18785,0
łódzkie,łowicki,129284,0,48378,0,t1005,52735,0,441,0,27730,0
łódzkie,łódzki wschodni,70600,0,20621,0,t1006,24658,0,253,0,25068,0
łódzkie,opoczyński,90104,0,31599,0,t1007,38176,0,248,0,20081,0
łódzkie,pabianicki,186333,0,60481,0,t1008,66636,0,574,0,58642,0
