wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,77512,164,34207,14,t0201
dolnośląskie,dzierżoniowski,73727,228,33652,49,t0202
dolnośląskie,głogowski,69858,277,30967,48,t0203
dolnośląskie,górowski,27829,0,12442,0,t0204
dolnośląskie,jaworski,41332,110,18250,13,t0205
dolnośląskie,jeleniogórski,54189,115,24444,18,t0206
dolnośląskie,kamiennogórski,34082,111,15624,26,t0207
dolnośląskie,kłodzki,137206,272,62317,29,t0208
dolnośląskie,legnicki,45930,41,20142,8,t0209
dolnośląskie,lubański,32112,74,13177,1,t0210
dolnośląskie,lubiński,131486,222,61390,28,t0211
dolnośląskie,lwówecki,44487,65,20207,12,t0212
dolnośląskie,milicki,36538,74,16846,13,t0213
dolnośląskie,oleśnicki,106195,211,47536,22,t0214
dolnośląskie,oławski,47433,184,21789,11,t0215
dolnośląskie,polkowicki,43722,120,18905,25,t0216
dolnośląskie,strzeliński,39482,30,18001,0,t0217
dolnośląskie,średzki,23640,32,10887,1,t0218
dolnośląskie,świdnicki,109873,224,49100,29,t0219
dolnośląskie,trzebnicki,63281,60,29845,10,t0220
dolnośląskie,wałbrzyski,33623,61,15597,8,t0221
dolnośląskie,wołowski,44860,100,19600,15,t0222
dolnośląskie,wrocławski,108838,140,50738,7,t0223
dolnośląskie,ząbkowicki,59731,118,26913,20,t0224
dolnośląskie,zgorzelecki,64056,177,28204,46,t0225
dolnośląskie,złotoryjski,36894,118,16304,8,t0226
dolnośląskie,Jelenia Góra,96048,129,44844,37,t0261
dolnośląskie,Legnica,96190,183,43959,22,t0262
dolnośląskie,Wrocław,1114359,1576,507291,184,t0264
dolnośląskie,Wałbrzych,221829,303,100709,32,t0265
kujawsko-pomorskie,aleksandrowski,137304,139,64184,22,t0401
kujawsko-pomorskie,brodnicki,77041,140,35457,22,t0402
kujawsko-pomorskie,bydgoski,81268,114,37866,15,t0403
kujawsko-pomorskie,chełmiński,44607,108,20417,17,t0404
kujawsko-pomorskie,golubsko-dobrzyński,37968,31,17380,15,t0405
kujawsko-pomorskie,grudziądzki,27931,35,12568,4,t0406
kujawsko-pomorskie,inowrocławski,110599,236,51352,23,t0407
kujawsko-pomorskie,lipnowski,56745,57,25730,16,t0408
kujawsko-pomorskie,mogileński,35463,114,16245,15,t0409
kujawsko-pomorskie,nakielski,90050,76,39547,17,t0410
kujawsko-pomorskie,radziejowski,46617,154,21539,34,t0411
kujawsko-pomorskie,rypiński,38200,113,17658,19,t0412
kujawsko-pomorskie,sępoleński,51476,80,23056,3,t0413
kujawsko-pomorskie,świecki,83630,171,37728,31,t0414
kujawsko-pomorskie,toruński,75551,91,32743,16,t0415
kujawsko-pomorskie,tucholski,41556,106,18808,32,t0416
kujawsko-pomorskie,wąbrzeski,30166,47,13432,7,t0417
kujawsko-pomorskie,włocławski,68718,93,32280,23,t0418
kujawsko-pomorskie,żniński,55390,44,25955,3,t0419
kujawsko-pomorskie,Bydgoszcz,462876,820,209462,68,t0461
kujawsko-pomorskie,Grudziądz,130518,155,59318,52,t0462
kujawsko-pomorskie,Toruń,209750,419,93636,61,t0463
kujawsko-pomorskie,Włocławek,101429,135,44560,11,t0464
lubelskie,bialski,65781,202,29310,36,t0601
lubelskie,biłgorajski,58205,169,26891,22,t0602
lubelskie,chełmski,38446,92,17743,25,t0603
lubelskie,hrubieszowski,48393,133,21638,21,t0604
lubelskie,janowski,33645,97,15317,10,t0605
lubelskie,krasnostawski,44147,160,19853,15,t0606
lubelskie,kraśnicki,71610,257,32868,39,t0607
lubelskie,lubartowski,59666,209,27321,29,t0608
