wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,14,0,0,0,t00,7,0,0,0,7,0
dolnośląskie,bolesławiecki,106953,67,38057,17,t0201,46929,13,143,0,21824,37
dolnośląskie,dzierżoniowski,104614,35,37007,13,t0202,42194,1,149,1,25264,20
dolnośląskie,głogowski,103741,102,34634,41,t0203,41869,10,180,0,27058,51
dolnośląskie,górowski,37984,15,13817,3,t0204,16440,7,62,0,7665,5
dolnośląskie,jaworski,59221,34,20591,14,t0205,25117,2,40,1,13473,17
dolnośląskie,jeleniogórski,71614,65,26149,27,t0206,31357,2,394,0,13714,36
dolnośląskie,kamiennogórski,48569,94,16995,49,t0207,19451,12,107,0,12016,33
dolnośląskie,kłodzki,187810,89,67455,8,t0208,77743,10,1313,0,41299,71
dolnośląskie,legnicki,63185,1,21885,1,t0209,27338,0,265,0,13697,0
dolnośląskie,lubański,47563,55,14585,7,t0210,20265,3,110,0,12603,45
dolnośląskie,lubiński,175490,38,66471,9,t0211,73474,6,996,0,34549,23
dolnośląskie,lwówecki,62816,26,22618,9,t0212,26394,0,318,0,13486,17
dolnośląskie,milicki,49337,31,18539,9,t0213,20756,5,117,0,9925,17
dolnośląskie,oleśnicki,164775,115,55369,48,t0214,66894,9,522,0,41990,58
dolnośląskie,oławski,57821,6,22767,0,t0215,25859,0,99,0,9096,6
dolnośląskie,polkowicki,61145,17,21020,4,t0216,26926,2,50,0,13149,11
dolnośląskie,strzeliński,54270,45,19876,8,t0217,22556,4,518,0,11320,33
dolnośląskie,średzki,37576,59,12497,29,t0218,14394,9,485,0,10200,21
dolnośląskie,świdnicki,161453,66,54719,19,t0219,64761,5,1203,3,40770,39
dolnośląskie,trzebnicki,89132,27,33029,10,t0220,35314,3,430,0,20359,14
dolnośląskie,wałbrzyski,45346,12,16931,0,t0221,18453,5,258,0,9704,7
dolnośląskie,wołowski,62697,21,21928,3,t0222,27842,7,315,0,12612,11
dolnośląskie,wrocławski,157255,134,56951,20,t0223,63447,6,1207,0,35650,108
dolnośląskie,ząbkowicki,80555,52,29148,11,t0224,34314,10,332,0,16761,31
dolnośląskie,zgorzelecki,93873,16,31308,10,t0225,38938,0,224,0,23403,6
dolnośląskie,złotoryjski,52737,16,18150,3,t0226,22196,5,211,1,12180,7
dolnośląskie,Jelenia Góra,133274,48,49022,8,t0261,53649,8,458,0,30145,32
dolnośląskie,Legnica,134236,55,48188,5,t0262,55771,12,464,1,29813,37
dolnośląskie,Wrocław,1493179,877,548521,220,t0264,629793,55,4750,1,310115,601
dolnośląskie,Wałbrzych,273864,142,105890,61,t0265,122334,11,794,0,44846,70
kujawsko-pomorskie,aleksandrowski,159035,56,66783,20,t0401,73064,12,530,0,18658,24
