wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,77882,3,34262,0,t0201
dolnośląskie,dzierżoniowski,74018,0,33724,0,t0202
dolnośląskie,głogowski,70080,6,31019,0,t0203
dolnośląskie,górowski,27966,90,12493,45,t0204
dolnośląskie,jaworski,41418,11,18262,1,t0205
dolnośląskie,jeleniogórski,54437,0,24454,0,t0206
dolnośląskie,kamiennogórski,34213,0,15638,0,t0207
dolnośląskie,kłodzki,138121,25,62441,2,t0208
dolnośląskie,legnicki,46247,0,20181,0,t0209
dolnośląskie,lubański,32310,0,13228,0,t0210
dolnośląskie,lubiński,131995,31,61453,3,t0211
dolnośląskie,lwówecki,44738,0,20242,0,t0212
dolnośląskie,milicki,36661,0,16893,0,t0213
dolnośląskie,oleśnicki,106797,227,47674,44,t0214
dolnośląskie,oławski,47500,0,21796,0,t0215
dolnośląskie,polkowicki,43868,0,18949,0,t0216
dolnośląskie,strzeliński,39690,0,18047,0,t0217
dolnośląskie,średzki,23790,0,10911,0,t0218
dolnośląskie,świdnicki,110703,224,49239,47,t0219
dolnośląskie,trzebnicki,63651,66,29920,15,t0220
dolnośląskie,wałbrzyski,33824,0,15627,0,t0221
dolnośląskie,wołowski,45045,9,19617,0,t0222
dolnośląskie,wrocławski,109348,6,50807,5,t0223
dolnośląskie,ząbkowicki,60032,41,26964,2,t0224
dolnośląskie,zgorzelecki,64332,30,28227,0,t0225
dolnośląskie,złotoryjski,36980,0,16318,0,t0226
dolnośląskie,Jelenia Góra,96638,31,44924,2,t0261
dolnośląskie,Legnica,96699,0,44037,0,t0262
dolnośląskie,Wrocław,1119471,980,507952,114,t0264
dolnośląskie,Wałbrzych,222598,106,100813,12,t0265
kujawsko-pomorskie,aleksandrowski,137560,3,64227,0,t0401
kujawsko-pomorskie,brodnicki,77323,7,35547,0,t0402
kujawsko-pomorskie,bydgoski,81556,47,37933,7,t0403
kujawsko-pomorskie,chełmiński,44793,0,20436,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,38149,0,17407,0,t0405
kujawsko-pomorskie,grudziądzki,28006,0,12590,0,t0406
kujawsko-pomorskie,inowrocławski,111162,24,51460,7,t0407
kujawsko-pomorskie,lipnowski,56950,0,25805,0,t0408
kujawsko-pomorskie,mogileński,35572,10,16288,2,t0409
kujawsko-pomorskie,nakielski,90330,128,39589,26,t0410
kujawsko-pomorskie,radziejowski,46691,0,21549,0,t0411
kujawsko-pomorskie,rypiński,38400,0,17717,0,t0412
kujawsko-pomorskie,sępoleński,51889,0,23102,0,t0413
kujawsko-pomorskie,świecki,84062,176,37806,38,t0414
kujawsko-pomorskie,toruński,75803,13,32793,2,t0415
kujawsko-pomorskie,tucholski,41721,54,18840,10,t0416
kujawsko-pomorskie,wąbrzeski,30315,0,13465,0,t0417
kujawsko-pomorskie,włocławski,69036,22,32358,5,t0418
kujawsko-pomorskie,żniński,55615,91,26026,30,t0419
kujawsko-pomorskie,Bydgoszcz,465060,331,209788,47,t0461
kujawsko-pomorskie,Grudziądz,130966,10,59390,3,t0462
kujawsko-pomorskie,Toruń,211097,429,93808,64,t0463
kujawsko-pomorskie,Włocławek,101852,64,44642,17,t0464
lubelskie,bialski,66235,0,29389,0,t0601
lubelskie,biłgorajski,58536,0,26958,0,t0602
lubelskie,chełmski,38763,28,17797,5,t0603
lubelskie,hrubieszowski,48634,0,21720,0,t0604
lubelskie,janowski,33782,2,15370,0,t0605
lubelskie,krasnostawski,44438,49,19901,10,t0606
lubelskie,kraśnicki,72030,3,32953,0,t0607
lubelskie,lubartowski,60028,90,27386,25,t0608
lubelskie,lubelski,91431,17,40513,3,t0609
lubelskie,łęczyński,42969,0,19953,0,t0610
lubelskie,łukowski,61162,0,27983,0,t0611
lubelskie,opolski,49136,43,22033,14,t0612
lubelskie,parczewski,30595,6,13585,1,t0613
lubelskie,puławski,105775,21,48849,1,t0614
lubelskie,radzyński,33316,8,15246,0,t0615
lubelskie,rycki,56951,67,26728,19,t0616
lubelskie,świdnicki,50874,0,23296,0,t0617
lubelskie,tomaszowski,59954,51,27169,19,t0618
lubelskie,włodawski,37345,0,16857,0,t0619
lubelskie,zamojski,52049,0,24684,0,t0620
lubelskie,Biała Podlaska,76377,33,34666,10,t0661
lubelskie,Chełm,68350,113,30280,27,t0662
lubelskie,Lublin,486108,262,212359,45,t0663
lubelskie,Zamość,96429,0,44066,0,t0664
lubuskie,gorzowski,31985,17,14437,3,t0801
lubuskie,krośnieński,54088,0,24909,0,t0802
lubuskie,międzyrzecki,71151,23,32368,11,t0803
lubuskie,nowosolski,98948,73,42912,19,t0804
lubuskie,słubicki,41452,52,19244,7,t0805
lubuskie,strzelecko-drezdenecki,54757,65,23631,4,t0806
lubuskie,sulęciński,34024,87,14842,12,t0807
lubuskie,świebodziński,58293,169,26327,23,t0808
lubuskie,zielonogórski,93948,9,42735,1,t0809
lubuskie,żagański,73683,34,32502,10,t0810
lubuskie,żarski,106248,42,48708,11,t0811
lubuskie,wschowski,29326,55,13792,14,t0812
lubuskie,Gorzów Wielkopolski,166565,204,73182,38,t0861
lubuskie,Zielona Góra,162945,106,74725,15,t0862
łódzkie,bełchatowski,78956,53,35373,6,t1001
łódzkie,kutnowski,94433,27,44846,3,t1002
łódzkie,łaski,38438,0,17946,0,t1003
łódzkie,łęczycki,55097,0,24844,0,t1004
łódzkie,łowicki,95134,0,44581,0,t1005
łódzkie,łódzki wschodni,40055,5,17710,0,t1006
łódzkie,opoczyński,63413,47,28277,1,t1007
łódzkie,pabianicki,115918,15,53476,2,t1008
łódzkie,pajęczański,31091,0,14031,0,t1009
łódzkie,piotrkowski,53056,115,24379,27,t1010
łódzkie,poddębicki,39481,0,18347,0,t1011
łódzkie,radomszczański,94696,84,43609,22,t1012
łódzkie,rawski,31037,0,13991,0,t1013
łódzkie,sieradzki,106430,47,47754,17,t1014
łódzkie,skierniewicki,25156,0,11732,0,t1015
łódzkie,tomaszowski,112203,0,51954,0,t1016
łódzkie,wieluński,92112,57,43003,9,t1017
łódzkie,wieruszowski,35150,27,15608,2,t1018
łódzkie,zduńskowolski,53376,0,24300,0,t1019
łódzkie,zgierski,139115,0,63751,0,t1020
łódzkie,brzeziński,36739,0,17146,0,t1021
łódzkie,Łódź,967082,619,441038,112,t1061
łódzkie,Piotrków Trybunalski,88724,11,40017,0,t1062
łódzkie,Skierniewice,77234,10,35473,0,t1063
małopolskie,bocheński,82773,67,36612,12,t1201
małopolskie,brzeski,70852,121,32341,27,t1202
małopolskie,chrzanowski,117254,21,52697,1,t1203
małopolskie,dąbrowski,44761,0,20686,0,t1204
małopolskie,gorlicki,90869,5,41937,0,t1205
małopolskie,krakowski,169611,124,77790,42,t1206
małopolskie,limanowski,93761,137,42362,36,t1207
małopolskie,miechowski,63678,15,29974,0,t1208
małopolskie,myślenicki,109477,64,50621,19,t1209
małopolskie,nowosądecki,137002,34,60578,0,t1210
małopolskie,nowotarski,138013,198,61664,44,t1211
małopolskie,olkuski,114367,78,52455,18,t1212
małopolskie,oświęcimski,127907,129,59320,46,t1213
małopolskie,proszowicki,46241,0,21725,0,t1214
małopolskie,suski,72967,0,33947,0,t1215
małopolskie,tarnowski,100193,65,45907,26,t1216
małopolskie,tatrzański,37873,0,17345,0,t1217
małopolskie,wadowicki,126713,102,56194,22,t1218
małopolskie,wielicki,116993,58,52282,15,t1219
małopolskie,Kraków,1252777,676,577231,176,t1261
małopolskie,Nowy Sącz,68200,217,31445,32,t1262
małopolskie,Tarnów,122340,185,54323,47,t1263
mazowieckie,białobrzeski,37745,44,17661,10,t1401
mazowieckie,ciechanowski,84830,57,39278,13,t1402
mazowieckie,garwoliński,87415,79,41205,16,t1403
mazowieckie,gostyniński,30199,144,14255,22,t1404
mazowieckie,grodziski,101067,0,45670,0,t1405
mazowieckie,grójecki,111287,146,51372,30,t1406
mazowieckie,kozienicki,46891,33,21906,9,t1407
mazowieckie,legionowski,82575,52,35249,10,t1408
mazowieckie,lipski,28031,40,13047,5,t1409
mazowieckie,łosicki,19872,0,9351,0,t1410
mazowieckie,makowski,44589,1,20008,0,t1411
mazowieckie,miński,136821,76,60530,30,t1412
mazowieckie,mławski,64973,42,30305,16,t1413
mazowieckie,nowodworski,120181,18,54409,7,t1414
mazowieckie,ostrołęcki,52504,0,24240,0,t1415
mazowieckie,ostrowski,53507,0,25807,0,t1416
mazowieckie,otwocki,99026,85,46193,18,t1417
mazowieckie,piaseczyński,260067,248,118062,39,t1418
mazowieckie,płocki,90988,72,42428,7,t1419
mazowieckie,płoński,84251,77,38517,4,t1420
mazowieckie,pruszkowski,144985,0,66634,0,t1421
mazowieckie,przasnyski,53174,0,24923,0,t1422
mazowieckie,przysuski,30631,0,14228,0,t1423
mazowieckie,pułtuski,49264,0,23057,0,t1424
mazowieckie,radomski,67952,70,31474,16,t1425
mazowieckie,siedlecki,32878,0,15516,0,t1426
mazowieckie,sierpecki,47433,63,22276,16,t1427
mazowieckie,sochaczewski,87739,0,40804,0,t1428
mazowieckie,sokołowski,44890,10,20615,0,t1429
mazowieckie,szydłowiecki,22546,62,9694,0,t1430
mazowieckie,warszawski zachodni,122026,172,56565,42,t1432
mazowieckie,węgrowski,49330,29,23054,3,t1433
mazowieckie,wołomiński,226167,140,99855,38,t1434
mazowieckie,wyszkowski,66661,0,31157,0,t1435
mazowieckie,zwoleński,29989,27,14129,5,t1436
mazowieckie,żuromiński,31136,0,15142,0,t1437
mazowieckie,żyrardowski,61331,0,28095,0,t1438
mazowieckie,Ostrołęka,75432,35,34807,2,t1461
mazowieckie,Płock,138763,77,61983,18,t1462
mazowieckie,Radom,247446,238,111434,70,t1463
mazowieckie,Siedlce,123455,91,57092,16,t1464
mazowieckie,Warszawa,2738940,1849,1239900,404,t1465
opolskie,brzeski,74920,0,34502,0,t1601
opolskie,głubczycki,43839,0,20068,0,t1602
opolskie,kędzierzyńsko-kozielski,84887,29,39163,9,t1603
opolskie,kluczborski,57775,67,26777,0,t1604
opolskie,krapkowicki,101194,141,45869,38,t1605
opolskie,namysłowski,30120,38,13836,24,t1606
opolskie,nyski,99321,31,46315,2,t1607
opolskie,oleski,51279,89,23993,20,t1608
opolskie,opolski,69713,45,31765,13,t1609
opolskie,prudnicki,42131,41,19266,4,t1610
opolskie,strzelecki,60257,6,27326,0,t1611
opolskie,Opole,199849,225,90679,38,t1661
podkarpackie,bieszczadzki,10976,0,5124,0,t1801
podkarpackie,brzozowski,48679,19,22449,6,t1802
podkarpackie,dębicki,69502,1,29598,0,t1803
podkarpackie,jarosławski,62854,32,27865,9,t1804
podkarpackie,jasielski,64746,121,28210,18,t1805
podkarpackie,kolbuszowski,24034,28,11010,5,t1806
podkarpackie,krośnieński,52520,0,24804,0,t1807
podkarpackie,leżajski,44100,13,19596,2,t1808
podkarpackie,lubaczowski,35424,0,16113,0,t1809
podkarpackie,łańcucki,44241,0,20625,0,t1810
podkarpackie,mielecki,91734,0,42973,0,t1811
podkarpackie,niżański,35091,0,16527,0,t1812
podkarpackie,przemyski,20847,0,9985,0,t1813
podkarpackie,przeworski,32248,0,15120,0,t1814
podkarpackie,ropczycko-sędziszowski,41387,22,18466,5,t1815
podkarpackie,rzeszowski,58508,0,26610,0,t1816
podkarpackie,sanocki,41445,43,18493,9,t1817
podkarpackie,stalowowolski,79108,10,36165,1,t1818
podkarpackie,strzyżowski,29432,69,14037,19,t1819
podkarpackie,tarnobrzeski,17478,12,7689,4,t1820
podkarpackie,leski,15058,0,7048,0,t1821
podkarpackie,Krosno,47402,35,21816,8,t1861
podkarpackie,Przemyśl,51128,19,22068,7,t1862
podkarpackie,Rzeszów,593226,521,269074,99,t1863
podkarpackie,Tarnobrzeg,65641,12,30068,2,t1864
podlaskie,augustowski,45949,18,20758,0,t2001
podlaskie,białostocki,67809,59,31235,1,t2002
podlaskie,bielski,39402,0,18074,0,t2003
podlaskie,grajewski,30464,49,14311,14,t2004
podlaskie,hajnowski,31587,0,14296,0,t2005
podlaskie,kolneński,24138,9,11037,0,t2006
podlaskie,łomżyński,16943,0,7981,0,t2007
podlaskie,moniecki,24567,0,11380,0,t2008
podlaskie,sejneński,12931,0,5970,0,t2009
podlaskie,siemiatycki,33472,23,15849,2,t2010
podlaskie,sokólski,46281,0,21736,0,t2011
podlaskie,suwalski,9188,0,4285,0,t2012
podlaskie,wysokomazowiecki,50568,0,23461,0,t2013
podlaskie,zambrowski,29767,99,13332,13,t2014
podlaskie,Białystok,521495,329,234315,37,t2061
podlaskie,Łomża,73048,30,33730,8,t2062
podlaskie,Suwałki,62317,6,27354,0,t2063
pomorskie,bytowski,72025,6,32721,0,t2201
pomorskie,chojnicki,92563,65,42564,23,t2202
pomorskie,człuchowski,44157,0,19259,0,t2203
pomorskie,gdański,63920,91,29646,25,t2204
pomorskie,kartuski,99519,77,45745,18,t2205
pomorskie,kościerski,68039,0,31407,0,t2206
pomorskie,kwidzyński,68837,4,31600,2,t2207
pomorskie,lęborski,62481,14,28153,0,t2208
pomorskie,malborski,44793,5,20738,0,t2209
pomorskie,nowodworski,34944,108,15865,11,t2210
pomorskie,pucki,62800,151,28920,3,t2211
pomorskie,słupski,49797,71,22965,13,t2212
pomorskie,starogardzki,107486,50,49365,7,t2213
pomorskie,tczewski,89781,35,39779,0,t2214
pomorskie,wejherowski,170371,351,78149,80,t2215
pomorskie,sztumski,45141,8,20291,0,t2216
pomorskie,Gdańsk,870119,678,397994,113,t2261
pomorskie,Gdynia,308061,362,134114,77,t2262
pomorskie,Słupsk,123220,64,56550,16,t2263
pomorskie,Sopot,99517,103,45775,16,t2264
śląskie,będziński,119353,22,54588,5,t2401
śląskie,bielski,116339,28,50867,2,t2402
śląskie,cieszyński,169187,180,77348,14,t2403
śląskie,częstochowski,94897,19,44161,0,t2404
śląskie,gliwicki,142312,136,61084,35,t2405
śląskie,kłobucki,61388,76,27963,33,t2406
śląskie,lubliniecki,57911,94,26175,6,t2407
śląskie,mikołowski,43685,47,20436,10,t2408
śląskie,myszkowski,59451,61,27663,16,t2409
śląskie,pszczyński,69669,21,32302,8,t2410
śląskie,raciborski,94289,93,43250,15,t2411
śląskie,rybnicki,27801,97,13299,32,t2412
śląskie,tarnogórski,155761,11,72885,5,t2413
śląskie,bieruńsko-lędziński,41209,0,19227,0,t2414
śląskie,wodzisławski,132485,64,60444,7,t2415
śląskie,zawierciański,110957,84,49949,26,t2416
śląskie,żywiecki,112735,23,52746,2,t2417
śląskie,Bielsko-Biała,234087,174,106394,27,t2461
śląskie,Bytom,153767,23,69850,2,t2462
śląskie,Chorzów,123517,47,55686,1,t2463
śląskie,Częstochowa,279571,183,127191,27,t2464
śląskie,Dąbrowa Górnicza,97692,10,44337,0,t2465
śląskie,Gliwice,292719,178,133786,35,t2466
śląskie,Jastrzębie-Zdrój,63468,10,28940,1,t2467
śląskie,Jaworzno,97407,132,44071,27,t2468
śląskie,Katowice,615873,222,280877,8,t2469
śląskie,Mysłowice,53960,48,25100,11,t2470
śląskie,Piekary Śląskie,41796,16,19114,3,t2471
śląskie,Ruda Śląska,190485,119,90255,36,t2472
śląskie,Rybnik,73710,33,33329,10,t2473
śląskie,Siemianowice Śląskie,93348,13,43400,1,t2474
