wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,4,0,0,0,t00,0,0,0,0,4,0
dolnośląskie,bolesławiecki,114453,0,38594,0,t0201,47217,0,119,0,28523,0
dolnośląskie,dzierżoniowski,115222,0,37592,0,t0202,42464,0,130,0,35036,0
dolnośląskie,głogowski,115288,4,35249,0,t0203,42268,0,173,0,37598,4
dolnośląskie,górowski,40249,0,13959,0,t0204,16470,0,69,0,9751,0
dolnośląskie,jaworski,63784,0,20806,0,t0205,25236,0,46,0,17696,0
dolnośląskie,jeleniogórski,76808,0,26377,0,t0206,31560,0,365,0,18506,0
dolnośląskie,kamiennogórski,52589,0,17242,0,t0207,19559,0,105,0,15683,0
dolnośląskie,kłodzki,202871,3,68221,0,t0208,78077,0,628,0,55945,3
dolnośląskie,legnicki,67316,0,22039,0,t0209,27405,0,178,0,17694,0
dolnośląskie,lubański,52629,0,14862,0,t0210,20570,0,102,0,17095,0
dolnośląskie,lubiński,187921,7,67081,0,t0211,73862,0,697,0,46281,7
dolnośląskie,lwówecki,67636,0,22917,0,t0212,26547,0,227,0,17945,0
dolnośląskie,milicki,52793,0,18790,0,t0213,20846,0,105,0,13052,0
dolnośląskie,oleśnicki,181130,1,56530,0,t0214,67602,0,439,0,56559,1
dolnośląskie,oławski,60099,0,22899,0,t0215,25920,0,97,0,11183,0
dolnośląskie,polkowicki,65699,3,21291,0,t0216,27060,3,52,0,17296,0
dolnośląskie,strzeliński,58647,0,20141,0,t0217,22693,0,384,0,15429,0
dolnośląskie,średzki,41659,0,12725,0,t0218,14547,0,468,0,13919,0
dolnośląskie,świdnicki,179115,0,55775,0,t0219,65247,0,1078,0,57015,0
dolnośląskie,trzebnicki,97256,0,33478,0,t0220,35537,0,407,0,27834,0
dolnośląskie,wałbrzyski,49304,0,17098,0,t0221,18513,0,262,0,13431,0
dolnośląskie,wołowski,66856,0,22208,0,t0222,27984,0,234,0,16430,0
dolnośląskie,wrocławski,175366,4,58367,0,t0223,64300,0,947,0,51752,4
dolnośląskie,ząbkowicki,86542,2,29491,1,t0224,34557,1,260,0,22234,0
dolnośląskie,zgorzelecki,102812,0,31908,0,t0225,39215,0,216,0,31473,0
dolnośląskie,złotoryjski,56975,0,18416,0,t0226,22316,0,131,0,16112,0
dolnośląskie,Jelenia Góra,146587,2,49491,0,t0261,54022,0,420,0,42654,2
dolnośląskie,Legnica,148611,2,48883,0,t0262,56213,0,348,0,43167,2
dolnośląskie,Wrocław,1644205,19,556009,0,t0264,636723,1,4116,0,447357,18
dolnośląskie,Wałbrzych,291454,1,106875,0,t0265,122915,0,608,0,61056,1
kujawsko-pomorskie,aleksandrowski,165882,0,67133,0,t0401,73223,0,405,0,25121,0
kujawsko-pomorskie,brodnicki,111903,2,39831,0,t0402,44766,0,1344,0,25962,2
kujawsko-pomorskie,bydgoski,123611,0,42518,0,t0403,46712,0,270,0,34111,0
kujawsko-pomorskie,chełmiński,67852,0,23055,0,t0404,25570,0,53,0,19174,0
kujawsko-pomorskie,golubsko-dobrzyński,51757,0,18751,0,t0405,21295,0,339,0,11372,0
kujawsko-pomorskie,grudziądzki,39134,0,13914,0,t0406,16574,0,30,0,8616,0
kujawsko-pomorskie,inowrocławski,168204,2,57052,0,t0407,62684,0,432,0,48036,2
kujawsko-pomorskie,lipnowski,81283,0,28856,0,t0408,33306,0,343,0,18778,0
kujawsko-pomorskie,mogileński,58150,0,19145,0,t0409,21899,0,155,0,16951,0
kujawsko-pomorskie,nakielski,134925,0,44471,0,t0410,56194,0,445,0,33815,0
kujawsko-pomorskie,radziejowski,62729,0,23240,0,t0411,25857,0,528,0,13104,0
kujawsko-pomorskie,rypiński,56294,0,19664,0,t0412,22167,0,75,0,14388,0
kujawsko-pomorskie,sępoleński,70027,0,24961,0,t0413,29846,0,134,0,15086,0
kujawsko-pomorskie,świecki,128246,5,42648,0,t0414,50156,0,391,0,35051,5
kujawsko-pomorskie,toruński,102753,0,35704,0,t0415,44391,0,411,0,22247,0
kujawsko-pomorskie,tucholski,61526,0,21148,0,t0416,24263,0,157,0,15958,0
kujawsko-pomorskie,wąbrzeski,44175,0,15029,0,t0417,17801,0,244,0,11101,0
kujawsko-pomorskie,włocławski,96302,7,35633,2,t0418,38773,0,276,0,21620,5
kujawsko-pomorskie,żniński,76999,0,28520,0,t0419,31025,0,403,0,17051,0
kujawsko-pomorskie,Bydgoszcz,720966,8,231271,1,t0461,268709,0,1449,1,219537,6
kujawsko-pomorskie,Grudziądz,189842,1,65481,0,t0462,76896,0,557,0,46908,1
kujawsko-pomorskie,Toruń,357900,7,107629,0,t0463,127098,0,905,1,122268,6
kujawsko-pomorskie,Włocławek,167653,0,50724,0,t0464,64369,0,1090,0,51470,0
lubelskie,bialski,94501,0,32987,0,t0601,38921,0,591,0,22002,0
lubelskie,biłgorajski,85566,1,30131,0,t0602,33894,0,72,0,21469,1
lubelskie,chełmski,55773,0,20062,0,t0603,22032,0,316,0,13363,0
lubelskie,hrubieszowski,70734,0,24290,0,t0604,28563,0,1431,0,16450,0
lubelskie,janowski,45074,0,16897,0,t0605,19158,0,524,0,8495,0
lubelskie,krasnostawski,65438,0,22147,0,t0606,25747,0,463,0,17081,0
lubelskie,kraśnicki,103368,0,37270,0,t0607,41577,0,349,0,24172,0
lubelskie,lubartowski,85763,0,31179,0,t0608,34939,0,1117,0,18528,0
lubelskie,lubelski,131605,0,46287,0,t0609,54355,0,584,0,30379,0
lubelskie,łęczyński,59227,0,22151,0,t0610,23998,0,502,0,12576,0
lubelskie,łukowski,88651,0,32015,0,t0611,36823,0,234,0,19579,0
lubelskie,opolski,71145,0,25156,0,t0612,29164,0,232,0,16593,0
lubelskie,parczewski,42410,0,15077,0,t0613,17741,0,483,0,9109,0
lubelskie,puławski,152175,0,53790,0,t0614,59025,0,390,0,38970,0
lubelskie,radzyński,48101,0,17234,0,t0615,19571,0,163,0,11133,0
lubelskie,rycki,80719,0,29428,0,t0616,31814,0,322,0,19155,0
lubelskie,świdnicki,78927,2,26536,0,t0617,28970,2,146,0,23275,0
lubelskie,tomaszowski,85129,0,30060,0,t0618,35288,0,233,0,19548,0
lubelskie,włodawski,52061,0,18417,0,t0619,21117,0,168,0,12359,0
lubelskie,zamojski,74525,0,27551,0,t0620,28870,0,366,0,17738,0
lubelskie,Biała Podlaska,110009,0,39638,0,t0661,45518,0,140,0,24713,0
lubelskie,Chełm,103604,2,34684,0,t0662,41959,0,185,0,26776,2
lubelskie,Lublin,696221,16,236374,0,t0663,282872,3,2500,0,174475,13
lubelskie,Zamość,137876,0,49335,0,t0664,55968,0,231,0,32342,0
lubuskie,gorzowski,48373,0,16303,0,t0801,18381,0,363,0,13326,0
lubuskie,krośnieński,79020,0,27504,0,t0802,32027,0,56,0,19433,0
lubuskie,międzyrzecki,101038,1,35433,0,t0803,40869,0,667,0,24069,1
lubuskie,nowosolski,145954,0,47533,0,t0804,60050,0,383,0,37988,0
lubuskie,słubicki,65033,0,22254,0,t0805,25991,0,105,0,16683,0
lubuskie,strzelecko-drezdenecki,77939,0,26311,0,t0806,33652,0,175,0,17801,0
lubuskie,sulęciński,52246,0,16716,0,t0807,21631,0,292,0,13607,0
lubuskie,świebodziński,83473,0,28946,0,t0808,34182,0,98,0,20247,0
lubuskie,zielonogórski,129773,0,46461,0,t0809,54625,0,831,0,27856,0
lubuskie,żagański,114730,0,36703,0,t0810,45144,0,557,0,32326,0
lubuskie,żarski,154510,3,53379,0,t0811,61843,0,223,0,39065,3
lubuskie,wschowski,43903,0,15389,0,t0812,17315,0,162,0,11037,0
lubuskie,Gorzów Wielkopolski,261884,0,84313,0,t0861,107947,0,580,0,69044,0
lubuskie,Zielona Góra,252044,2,84202,0,t0862,93886,0,542,0,73414,2
łódzkie,bełchatowski,118845,0,39442,0,t1001,47139,0,425,0,31839,0
łódzkie,kutnowski,140357,0,49946,0,t1002,53535,0,178,0,36698,0
łódzkie,łaski,54120,0,19501,0,t1003,21212,0,117,0,13290,0
łódzkie,łęczycki,78810,0,27675,0,t1004,32500,0,501,0,18134,0
łódzkie,łowicki,128817,2,48392,0,t1005,52754,0,441,0,27230,2
łódzkie,łódzki wschodni,69052,0,20622,0,t1006,24654,0,253,0,23523,0
łódzkie,opoczyński,89797,0,31598,0,t1007,38175,0,248,0,19776,0
łódzkie,pabianicki,184042,6,60481,0,t1008,66627,0,574,0,56360,6
łódzkie,pajęczański,44068,0,15214,0,t1009,18173,0,57,0,10624,0
łódzkie,piotrkowski,76785,0,27321,0,t1010,31312,0,435,0,17717,0
łódzkie,poddębicki,55730,0,20037,0,t1011,22053,0,440,0,13200,0
łódzkie,radomszczański,137662,0,47987,0,t1012,53736,0,511,0,35428,0
łódzkie,rawski,45131,0,15787,0,t1013,18345,0,142,0,10857,0
łódzkie,sieradzki,153758,0,53280,0,t1014,63084,0,762,0,36632,0
łódzkie,skierniewicki,32696,0,12679,0,t1015,14192,0,291,0,5534,0
łódzkie,tomaszowski,159218,0,57138,0,t1016,64842,0,543,0,36695,0
łódzkie,wieluński,126623,0,46639,0,t1017,51944,0,564,0,27476,0
łódzkie,wieruszowski,50918,0,17292,0,t1018,20756,0,152,0,12718,0
łódzkie,zduńskowolski,79988,0,26681,0,t1019,30889,0,134,0,22284,0
łódzkie,zgierski,214156,0,71284,0,t1020,80882,0,547,0,61443,0
łódzkie,brzeziński,49714,0,18852,0,t1021,20400,0,89,0,10373,0
łódzkie,Łódź,1426428,52,484130,0,t1061,547296,0,6610,1,388392,51
łódzkie,Piotrków Trybunalski,135446,0,44554,0,t1062,51790,0,508,0,38594,0
łódzkie,Skierniewice,112534,2,39565,0,t1063,44944,0,848,0,27177,2
małopolskie,bocheński,129193,0,43729,0,t1201,53488,0,256,0,31720,0
małopolskie,brzeski,100823,2,36424,0,t1202,42039,0,166,0,22194,2
małopolskie,chrzanowski,175714,0,58255,0,t1203,68302,0,397,0,48760,0
małopolskie,dąbrowski,61828,0,23210,0,t1204,26181,0,198,0,12239,0
małopolskie,gorlicki,124362,0,46077,0,t1205,52005,0,215,0,26065,0
małopolskie,krakowski,256636,3,86991,0,t1206,98002,0,1710,0,69933,3
małopolskie,limanowski,131518,7,47973,0,t1207,57241,0,350,0,25954,7
małopolskie,miechowski,82605,0,32028,0,t1208,34651,0,107,0,15819,0
małopolskie,myślenicki,153528,1,56372,0,t1209,64372,0,518,0,32266,1
małopolskie,nowosądecki,184917,0,65823,0,t1210,81097,0,320,0,37677,0
małopolskie,nowotarski,188728,0,68313,0,t1211,82066,0,507,0,37842,0
małopolskie,olkuski,166587,0,57627,0,t1212,66044,0,354,0,42562,0
małopolskie,oświęcimski,196016,1,65270,0,t1213,72691,0,582,0,57473,1
małopolskie,proszowicki,65489,0,24784,0,t1214,26985,0,185,0,13535,0
małopolskie,suski,104194,0,37595,0,t1215,41293,0,217,0,25089,0
małopolskie,tarnowski,137399,0,50446,0,t1216,57396,0,401,0,29156,0
małopolskie,tatrzański,54439,1,19350,0,t1217,21756,0,90,0,13243,1
małopolskie,wadowicki,188817,0,62852,0,t1218,76533,0,367,0,49065,0
małopolskie,wielicki,181954,1,59958,0,t1219,72313,0,385,0,49298,1
małopolskie,Kraków,1835636,37,630376,0,t1261,701150,2,4859,3,499251,32
małopolskie,Nowy Sącz,105497,2,34930,0,t1262,39732,0,173,0,30662,2
małopolskie,Tarnów,187532,1,61604,0,t1263,73810,0,355,0,51763,1
mazowieckie,białobrzeski,51351,0,19610,0,t1401,21758,0,477,0,9506,0
mazowieckie,ciechanowski,120158,0,43219,0,t1402,48146,0,528,0,28265,0
mazowieckie,garwoliński,126086,0,46882,0,t1403,50963,0,211,0,28030,0
mazowieckie,gostyniński,43524,0,15746,0,t1404,16553,0,155,0,11070,0
