wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt,dawka_1_ogolem,dawka_1_dziennie,dawka_3_ogolem,dawka_3_dziennie,dawka_przypominajaca_ogolem,dawka_przypominajaca_dziennie
woj_puste,pow_puste,9,0,2,0,t00,0,0,0,0,7,0
dolnośląskie,bolesławiecki,114409,0,38594,0,t0201,47215,0,119,0,28481,0
dolnośląskie,dzierżoniowski,115134,6,37592,0,t0202,42464,0,130,0,34948,6
dolnośląskie,głogowski,115217,8,35244,0,t0203,42261,0,173,0,37539,8
dolnośląskie,górowski,40249,5,13959,0,t0204,16470,0,69,0,9751,5
dolnośląskie,jaworski,63763,0,20805,0,t0205,25235,0,46,0,17677,0
dolnośląskie,jeleniogórski,76725,0,26372,0,t0206,31554,0,364,0,18435,0
dolnośląskie,kamiennogórski,52565,1,17242,0,t0207,19559,0,106,0,15658,1
dolnośląskie,kłodzki,202787,2,68221,0,t0208,78073,0,628,0,55865,2
dolnośląskie,legnicki,67295,0,22039,0,t0209,27405,0,178,0,17673,0
dolnośląskie,lubański,52597,0,14862,0,t0210,20570,0,102,0,17063,0
dolnośląskie,lubiński,187765,0,67080,0,t0211,73858,0,697,0,46130,0
dolnośląskie,lwówecki,67622,0,22916,0,t0212,26547,0,227,0,17932,0
dolnośląskie,milicki,52779,0,18790,0,t0213,20846,0,105,0,13038,0
dolnośląskie,oleśnicki,181037,1,56523,1,t0214,67594,0,434,0,56486,0
dolnośląskie,oławski,60023,1,22895,1,t0215,25913,0,96,0,11119,0
dolnośląskie,polkowicki,65655,3,21286,0,t0216,27050,0,52,0,17267,3
dolnośląskie,strzeliński,58634,1,20141,0,t0217,22693,0,384,0,15416,1
dolnośląskie,średzki,41652,0,12725,0,t0218,14547,0,468,0,13912,0
dolnośląskie,świdnicki,178966,0,55769,0,t0219,65245,0,1075,0,56877,0
dolnośląskie,trzebnicki,97225,0,33478,0,t0220,35536,0,408,0,27803,0
dolnośląskie,wałbrzyski,49287,0,17098,0,t0221,18513,0,262,0,13414,0
dolnośląskie,wołowski,66801,4,22208,0,t0222,27986,0,234,0,16373,4
dolnośląskie,wrocławski,174991,2,58305,1,t0223,64223,0,934,0,51529,1
dolnośląskie,ząbkowicki,86503,3,29488,0,t0224,34551,0,260,0,22204,3
dolnośląskie,zgorzelecki,102766,0,31907,0,t0225,39215,0,215,0,31429,0
dolnośląskie,złotoryjski,56963,0,18416,0,t0226,22316,0,131,0,16100,0
dolnośląskie,Jelenia Góra,146474,6,49480,0,t0261,54008,0,417,0,42569,6
dolnośląskie,Legnica,148473,0,48883,0,t0262,56212,0,348,0,43030,0
dolnośląskie,Wrocław,1641220,75,555793,14,t0264,636480,3,3949,0,444998,58
dolnośląskie,Wałbrzych,291292,7,106868,0,t0265,122910,0,611,0,60903,7
kujawsko-pomorskie,aleksandrowski,165873,0,67133,0,t0401,73223,0,405,0,25112,0
kujawsko-pomorskie,brodnicki,111848,0,39829,0,t0402,44765,0,1344,0,25910,0
kujawsko-pomorskie,bydgoski,123499,3,42514,0,t0403,46701,0,269,0,34015,3
kujawsko-pomorskie,chełmiński,67822,0,23055,0,t0404,25570,0,53,0,19144,0
kujawsko-pomorskie,golubsko-dobrzyński,51745,0,18750,0,t0405,21296,0,340,0,11359,0
kujawsko-pomorskie,grudziądzki,39125,1,13913,0,t0406,16574,0,30,0,8608,1
kujawsko-pomorskie,inowrocławski,168044,5,57043,0,t0407,62670,0,427,0,47904,5
kujawsko-pomorskie,lipnowski,81268,0,28856,0,t0408,33306,0,343,0,18763,0
kujawsko-pomorskie,mogileński,58132,0,19145,0,t0409,21899,0,155,0,16933,0
kujawsko-pomorskie,nakielski,134836,0,44471,0,t0410,56192,0,446,0,33727,0
kujawsko-pomorskie,radziejowski,62721,0,23240,0,t0411,25857,0,528,0,13096,0
kujawsko-pomorskie,rypiński,56268,0,19664,0,t0412,22167,0,75,0,14362,0
