wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,424,0,1,0,t00
dolnośląskie,bolesławiecki,5575,281,1669,0,t0201
dolnośląskie,dzierżoniowski,4225,60,1120,0,t0202
dolnośląskie,głogowski,3471,16,1010,6,t0203
dolnośląskie,górowski,891,0,90,0,t0204
dolnośląskie,jaworski,2267,100,549,0,t0205
dolnośląskie,jeleniogórski,2763,40,515,0,t0206
dolnośląskie,kamiennogórski,1983,99,525,0,t0207
dolnośląskie,kłodzki,11584,182,3546,70,t0208
dolnośląskie,legnicki,705,0,0,0,t0209
dolnośląskie,lubański,1946,100,623,90,t0210
dolnośląskie,lubiński,8201,130,2386,0,t0211
dolnośląskie,lwówecki,2070,50,622,0,t0212
dolnośląskie,milicki,2138,18,525,0,t0213
dolnośląskie,oleśnicki,3520,0,1130,0,t0214
dolnośląskie,oławski,3773,199,1040,0,t0215
dolnośląskie,polkowicki,532,8,0,0,t0216
dolnośląskie,strzeliński,1582,30,114,0,t0217
dolnośląskie,średzki,1038,9,262,0,t0218
dolnośląskie,świdnicki,6788,147,2055,0,t0219
dolnośląskie,trzebnicki,4442,186,1336,81,t0220
dolnośląskie,wałbrzyski,2588,0,781,0,t0221
dolnośląskie,wołowski,2011,75,529,0,t0222
dolnośląskie,wrocławski,3099,66,265,0,t0223
dolnośląskie,ząbkowicki,3784,38,1330,0,t0224
dolnośląskie,zgorzelecki,5662,0,2048,0,t0225
dolnośląskie,złotoryjski,1389,4,427,0,t0226
dolnośląskie,Jelenia Góra,5849,4,2064,0,t0261
dolnośląskie,Legnica,6225,94,2485,0,t0262
dolnośląskie,Wrocław,74271,1055,27013,347,t0264
dolnośląskie,Wałbrzych,14952,462,3328,226,t0265
kujawsko-pomorskie,aleksandrowski,5417,255,1237,94,t0401
kujawsko-pomorskie,brodnicki,2949,52,780,0,t0402
kujawsko-pomorskie,bydgoski,1968,10,260,0,t0403
kujawsko-pomorskie,chełmiński,2139,41,532,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,1431,0,411,0,t0405
kujawsko-pomorskie,grudziądzki,712,0,85,0,t0406
kujawsko-pomorskie,inowrocławski,6792,93,1943,0,t0407
kujawsko-pomorskie,lipnowski,2641,66,713,0,t0408
kujawsko-pomorskie,mogileński,1380,0,386,0,t0409
kujawsko-pomorskie,nakielski,1734,30,429,0,t0410
kujawsko-pomorskie,radziejowski,2175,60,664,0,t0411
kujawsko-pomorskie,rypiński,1432,0,363,0,t0412
kujawsko-pomorskie,sępoleński,2857,51,771,0,t0413
kujawsko-pomorskie,świecki,3617,0,797,0,t0414
kujawsko-pomorskie,toruński,2266,0,470,0,t0415
kujawsko-pomorskie,tucholski,1546,0,351,0,t0416
kujawsko-pomorskie,wąbrzeski,1357,0,186,0,t0417
kujawsko-pomorskie,włocławski,2293,0,436,0,t0418
kujawsko-pomorskie,żniński,2698,57,814,0,t0419
kujawsko-pomorskie,Bydgoszcz,33039,508,12038,343,t0461
kujawsko-pomorskie,Grudziądz,5628,122,2202,30,t0462
kujawsko-pomorskie,Toruń,13741,210,4865,0,t0463
kujawsko-pomorskie,Włocławek,5437,36,2007,21,t0464
lubelskie,bialski,3281,80,532,54,t0601
lubelskie,biłgorajski,3392,0,715,0,t0602
lubelskie,chełmski,1414,0,89,0,t0603
lubelskie,hrubieszowski,2576,70,544,6,t0604
lubelskie,janowski,3021,98,888,0,t0605
lubelskie,krasnostawski,3363,130,980,63,t0606
lubelskie,kraśnicki,3882,48,938,48,t0607
lubelskie,lubartowski,3558,0,1122,0,t0608
lubelskie,lubelski,4523,29,876,0,t0609
lubelskie,łęczyński,3048,92,695,0,t0610
lubelskie,łukowski,3810,12,898,0,t0611
lubelskie,opolski,2240,0,531,0,t0612
lubelskie,parczewski,2196,30,619,0,t0613
lubelskie,puławski,7841,69,2454,24,t0614
lubelskie,radzyński,2687,0,612,0,t0615
lubelskie,rycki,2471,24,427,12,t0616
lubelskie,świdnicki,2811,73,681,73,t0617
lubelskie,tomaszowski,3856,106,1128,5,t0618
lubelskie,włodawski,2419,50,677,0,t0619
lubelskie,zamojski,2966,30,446,0,t0620
lubelskie,Biała Podlaska,6051,63,2455,0,t0661
lubelskie,Chełm,4204,145,1480,0,t0662
lubelskie,Lublin,43521,1073,14317,417,t0663
lubelskie,Zamość,5538,78,1796,0,t0664
lubuskie,gorzowski,1818,3,263,0,t0801
lubuskie,krośnieński,2542,31,590,1,t0802
lubuskie,międzyrzecki,4141,2,1386,0,t0803
lubuskie,nowosolski,4515,0,1340,0,t0804
lubuskie,słubicki,1734,95,353,0,t0805
lubuskie,strzelecko-drezdenecki,2178,50,529,0,t0806
lubuskie,sulęciński,1718,50,442,0,t0807
lubuskie,świebodziński,3516,1,983,0,t0808
lubuskie,zielonogórski,3211,0,836,0,t0809
lubuskie,żagański,2066,60,447,0,t0810
lubuskie,żarski,5706,42,1768,0,t0811
lubuskie,wschowski,1339,0,429,0,t0812
lubuskie,Gorzów Wielkopolski,8095,117,2666,7,t0861
lubuskie,Zielona Góra,9978,261,2229,242,t0862
łódzkie,bełchatowski,4391,0,1292,0,t1001
łódzkie,kutnowski,4700,60,1547,46,t1002
łódzkie,łaski,1414,40,352,0,t1003
łódzkie,łęczycki,3281,47,1046,0,t1004
łódzkie,łowicki,6919,82,1896,67,t1005
łódzkie,łódzki wschodni,1541,0,101,0,t1006
łódzkie,opoczyński,2668,0,711,0,t1007
łódzkie,pabianicki,5165,133,1505,0,t1008
łódzkie,pajęczański,1468,24,444,23,t1009
łódzkie,piotrkowski,1629,0,238,0,t1010
łódzkie,poddębicki,1745,0,575,0,t1011
łódzkie,radomszczański,5882,0,2035,0,t1012
łódzkie,rawski,1622,30,437,30,t1013
łódzkie,sieradzki,4936,0,1509,0,t1014
łódzkie,skierniewicki,592,0,0,0,t1015
łódzkie,tomaszowski,4996,36,1426,4,t1016
łódzkie,wieluński,3058,0,591,0,t1017
łódzkie,wieruszowski,1580,0,253,0,t1018
łódzkie,zduńskowolski,2654,0,798,0,t1019
łódzkie,zgierski,8171,54,3021,0,t1020
łódzkie,brzeziński,2333,40,448,0,t1021
łódzkie,Łódź,71685,986,26218,278,t1061
łódzkie,Piotrków Trybunalski,5013,80,1694,42,t1062
łódzkie,Skierniewice,4150,60,1324,60,t1063
małopolskie,bocheński,2907,0,739,0,t1201
małopolskie,brzeski,3721,28,951,0,t1202
małopolskie,chrzanowski,5519,197,1229,128,t1203
małopolskie,dąbrowski,2676,77,833,0,t1204
małopolskie,gorlicki,5510,77,1359,47,t1205
małopolskie,krakowski,5465,0,817,0,t1206
małopolskie,limanowski,4482,76,1149,47,t1207
małopolskie,miechowski,3845,22,1068,0,t1208
małopolskie,myślenicki,3582,122,888,0,t1209
małopolskie,nowosądecki,4941,49,763,48,t1210
małopolskie,nowotarski,7061,43,1854,29,t1211
małopolskie,olkuski,3631,0,886,0,t1212
małopolskie,oświęcimski,4821,93,1425,0,t1213
małopolskie,proszowicki,2020,11,616,8,t1214
małopolskie,suski,4306,101,1067,0,t1215
małopolskie,tarnowski,3994,31,747,1,t1216
małopolskie,tatrzański,2999,0,876,0,t1217
małopolskie,wadowicki,3734,98,859,0,t1218
małopolskie,wielicki,1790,41,297,12,t1219
małopolskie,Kraków,86604,1771,27308,647,t1261
