wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,14325,-,-,3.73,709,200,509,26065,14648,218542,95608,15956,78346,1306,t0000,2021-12-29
dolnośląskie,bolesławiecki,-,-,36,-,-,4.0,0,0,0,68,42,548,214,41,167,6,t0201,2021-12-29
dolnośląskie,dzierżoniowski,-,-,57,-,-,5.67,0,0,0,59,23,572,244,63,180,1,t0202,2021-12-29
dolnośląskie,głogowski,-,-,25,-,-,2.81,0,0,0,40,27,462,219,26,191,2,t0203,2021-12-29
dolnośląskie,górowski,-,-,8,-,-,2.31,1,1,0,25,20,229,79,8,71,0,t0204,2021-12-29
dolnośląskie,jaworski,-,-,23,-,-,4.61,2,1,1,23,31,321,115,25,89,1,t0205,2021-12-29
dolnośląskie,jeleniogórski,-,-,13,-,-,2.05,1,0,1,43,22,354,96,14,82,0,t0206,2021-12-29
dolnośląskie,kamiennogórski,-,-,10,-,-,2.32,0,0,0,19,2,184,70,12,58,0,t0207,2021-12-29
dolnośląskie,kłodzki,-,-,53,-,-,3.37,1,0,1,73,13,781,300,55,241,4,t0208,2021-12-29
dolnośląskie,legnicki,-,-,21,-,-,3.8,0,0,0,43,27,416,126,29,92,5,t0209,2021-12-29
dolnośląskie,lubański,-,-,20,-,-,3.7,1,1,0,41,19,262,73,23,46,4,t0210,2021-12-29
dolnośląskie,lubiński,-,-,70,-,-,6.6,6,0,6,80,25,589,429,77,343,9,t0211,2021-12-29
dolnośląskie,lwówecki,-,-,10,-,-,2.18,1,1,0,41,21,179,102,13,88,1,t0212,2021-12-29
dolnośląskie,milicki,-,-,17,-,-,4.61,1,1,0,16,23,274,58,18,40,0,t0213,2021-12-29
dolnośląskie,oleśnicki,-,-,53,-,-,4.94,0,0,0,47,47,720,221,60,159,2,t0214,2021-12-29
dolnośląskie,oławski,-,-,41,-,-,5.34,0,0,0,34,39,622,198,44,151,3,t0215,2021-12-29
dolnośląskie,polkowicki,-,-,10,-,-,1.59,0,0,0,51,9,438,99,12,86,1,t0216,2021-12-29
dolnośląskie,strzeliński,-,-,12,-,-,2.76,1,1,0,38,18,326,74,13,61,0,t0217,2021-12-29
dolnośląskie,średzki,-,-,20,-,-,3.61,1,1,0,58,12,534,108,21,84,3,t0218,2021-12-29
dolnośląskie,świdnicki,-,-,79,-,-,5.05,9,0,9,68,38,928,348,82,256,10,t0219,2021-12-29
dolnośląskie,trzebnicki,-,-,36,-,-,4.22,0,0,0,79,22,594,183,44,136,3,t0220,2021-12-29
dolnośląskie,wałbrzyski,-,-,11,-,-,1.99,0,0,0,33,16,233,96,11,84,1,t0221,2021-12-29
dolnośląskie,wołowski,-,-,17,-,-,3.64,0,0,0,33,24,302,123,19,104,0,t0222,2021-12-29
dolnośląskie,wrocławski,-,-,77,-,-,5.0,0,0,0,124,108,1168,394,85,301,8,t0223,2021-12-29
dolnośląskie,ząbkowicki,-,-,19,-,-,2.95,0,0,0,23,8,245,100,19,81,0,t0224,2021-12-29
dolnośląskie,zgorzelecki,-,-,57,-,-,6.42,0,0,0,53,25,608,182,61,113,8,t0225,2021-12-29
dolnośląskie,złotoryjski,-,-,6,-,-,1.39,0,0,0,26,19,236,54,6,48,0,t0226,2021-12-29
dolnośląskie,Jelenia Góra,-,-,21,-,-,2.67,1,0,1,54,37,366,161,24,136,1,t0261,2021-12-29
dolnośląskie,Legnica,-,-,51,-,-,5.15,1,1,0,56,70,793,287,55,224,8,t0262,2021-12-29
dolnośląskie,Wrocław,-,-,408,-,-,6.34,5,5,0,499,379,4496,1951,443,1489,19,t0264,2021-12-29
dolnośląskie,Wałbrzych,-,-,41,-,-,3.71,0,0,0,63,33,477,228,44,182,2,t0265,2021-12-29
kujawsko-pomorskie,aleksandrowski,-,-,9,-,-,1.64,0,0,0,27,10,209,105,10,94,1,t0401,2021-12-29
kujawsko-pomorskie,brodnicki,-,-,15,-,-,1.9,5,0,5,56,15,353,125,18,107,0,t0402,2021-12-29
kujawsko-pomorskie,bydgoski,-,-,58,-,-,4.86,1,0,1,126,78,810,314,60,248,6,t0403,2021-12-29
kujawsko-pomorskie,chełmiński,-,-,11,-,-,2.12,0,0,0,43,33,257,128,28,98,2,t0404,2021-12-29
kujawsko-pomorskie,golubsko-dobrzyński,-,-,10,-,-,2.22,1,0,1,33,5,174,82,13,68,1,t0405,2021-12-29
kujawsko-pomorskie,grudziądzki,-,-,17,-,-,4.23,9,8,1,40,26,291,136,18,115,3,t0406,2021-12-29
kujawsko-pomorskie,inowrocławski,-,-,70,-,-,4.39,7,0,7,177,79,876,414,72,340,2,t0407,2021-12-29
kujawsko-pomorskie,lipnowski,-,-,6,-,-,0.91,2,0,2,19,15,229,129,6,122,1,t0408,2021-12-29
kujawsko-pomorskie,mogileński,-,-,9,-,-,1.98,0,0,0,46,23,322,69,11,58,0,t0409,2021-12-29
kujawsko-pomorskie,nakielski,-,-,34,-,-,3.94,1,0,1,60,35,576,152,35,115,2,t0410,2021-12-29
kujawsko-pomorskie,radziejowski,-,-,9,-,-,2.24,0,0,0,31,19,205,62,9,53,0,t0411,2021-12-29
kujawsko-pomorskie,rypiński,-,-,12,-,-,2.76,0,0,0,41,18,146,96,12,83,1,t0412,2021-12-29
kujawsko-pomorskie,sępoleński,-,-,20,-,-,4.89,0,0,0,29,37,247,113,21,89,3,t0413,2021-12-29
kujawsko-pomorskie,świecki,-,-,36,-,-,3.64,2,0,2,72,53,600,281,38,237,6,t0414,2021-12-29
kujawsko-pomorskie,toruński,-,-,41,-,-,3.76,3,1,2,98,66,594,264,43,218,3,t0415,2021-12-29
kujawsko-pomorskie,tucholski,-,-,24,-,-,4.97,1,0,1,23,33,376,141,34,103,4,t0416,2021-12-29
kujawsko-pomorskie,wąbrzeski,-,-,6,-,-,1.76,0,0,0,20,24,168,47,7,40,0,t0417,2021-12-29
kujawsko-pomorskie,włocławski,-,-,39,-,-,4.54,3,0,3,49,24,477,126,40,84,2,t0418,2021-12-29
kujawsko-pomorskie,żniński,-,-,22,-,-,3.14,1,0,1,46,20,354,241,32,203,6,t0419,2021-12-29
kujawsko-pomorskie,Bydgoszcz,-,-,140,-,-,4.04,8,1,7,251,207,1936,890,165,704,21,t0461,2021-12-29
kujawsko-pomorskie,Grudziądz,-,-,40,-,-,4.25,8,7,1,86,36,489,236,42,191,3,t0462,2021-12-29
kujawsko-pomorskie,Toruń,-,-,73,-,-,3.63,11,5,6,142,112,996,542,76,463,3,t0463,2021-12-29
kujawsko-pomorskie,Włocławek,-,-,18,-,-,1.65,4,0,4,67,45,469,151,20,130,1,t0464,2021-12-29
lubelskie,bialski,-,-,15,-,-,1.36,7,2,5,37,10,285,211,17,193,1,t0601,2021-12-29
lubelskie,biłgorajski,-,-,17,-,-,1.69,1,0,1,37,28,286,168,19,149,0,t0602,2021-12-29
lubelskie,chełmski,-,-,12,-,-,1.54,0,0,0,39,9,271,120,14,105,1,t0603,2021-12-29
lubelskie,hrubieszowski,-,-,15,-,-,2.4,3,0,3,29,27,205,89,16,73,0,t0604,2021-12-29
lubelskie,janowski,-,-,9,-,-,1.98,0,0,0,32,13,160,118,10,107,1,t0605,2021-12-29
lubelskie,krasnostawski,-,-,13,-,-,2.07,2,0,2,24,12,199,109,15,92,2,t0606,2021-12-29
lubelskie,kraśnicki,-,-,10,-,-,1.05,1,0,1,36,17,178,152,10,142,0,t0607,2021-12-29
lubelskie,lubartowski,-,-,14,-,-,1.59,1,1,0,47,2,254,167,17,150,0,t0608,2021-12-29
lubelskie,lubelski,-,-,36,-,-,2.31,2,2,0,111,59,768,326,41,283,2,t0609,2021-12-29
lubelskie,łęczyński,-,-,10,-,-,1.75,1,0,1,49,16,264,122,10,112,0,t0610,2021-12-29
lubelskie,łukowski,-,-,17,-,-,1.59,0,0,0,31,15,302,171,19,151,1,t0611,2021-12-29
lubelskie,opolski,-,-,8,-,-,1.36,1,0,1,17,10,121,77,9,68,0,t0612,2021-12-29
lubelskie,parczewski,-,-,0,-,-,0.0,0,0,0,19,2,80,49,1,48,0,t0613,2021-12-29
lubelskie,puławski,-,-,32,-,-,2.84,3,1,2,112,21,422,257,33,224,0,t0614,2021-12-29
lubelskie,radzyński,-,-,6,-,-,1.02,0,0,0,12,6,121,103,6,97,0,t0615,2021-12-29
lubelskie,rycki,-,-,17,-,-,3.04,0,0,0,55,11,267,123,17,100,6,t0616,2021-12-29
lubelskie,świdnicki,-,-,23,-,-,3.21,0,0,0,84,18,288,152,28,123,1,t0617,2021-12-29
lubelskie,tomaszowski,-,-,10,-,-,1.21,1,0,1,35,26,262,99,11,87,1,t0618,2021-12-29
lubelskie,włodawski,-,-,1,-,-,0.26,0,0,0,21,1,68,77,1,76,0,t0619,2021-12-29
lubelskie,zamojski,-,-,26,-,-,2.46,2,0,2,52,32,412,168,27,139,2,t0620,2021-12-29
lubelskie,Biała Podlaska,-,-,15,-,-,2.62,1,0,1,34,8,140,175,17,158,0,t0661,2021-12-29
lubelskie,Chełm,-,-,12,-,-,1.95,0,0,0,49,22,277,139,13,126,0,t0662,2021-12-29
lubelskie,Lublin,-,-,104,-,-,3.06,5,1,4,313,140,1462,965,108,853,4,t0663,2021-12-29
