wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,29064,-,-,7.58,570,161,409,44794,13464,631843,114112,31100,81288,1724,t0000,2021-11-30
dolnośląskie,bolesławiecki,-,-,54,-,-,6.0,4,0,4,133,39,1910,240,62,172,6,t0201,2021-11-30
dolnośląskie,dzierżoniowski,-,-,33,-,-,3.28,0,0,0,67,18,915,145,33,105,7,t0202,2021-11-30
dolnośląskie,głogowski,-,-,56,-,-,6.3,0,0,0,87,28,1987,238,61,177,0,t0203,2021-11-30
dolnośląskie,górowski,-,-,29,-,-,8.36,0,0,0,58,3,540,108,29,79,0,t0204,2021-11-30
dolnośląskie,jaworski,-,-,20,-,-,4.01,0,0,0,44,20,768,91,23,68,0,t0205,2021-11-30
dolnośląskie,jeleniogórski,-,-,19,-,-,3.0,1,0,1,34,19,629,142,23,115,4,t0206,2021-11-30
dolnośląskie,kamiennogórski,-,-,7,-,-,1.63,0,0,0,23,0,177,68,8,58,2,t0207,2021-11-30
dolnośląskie,kłodzki,-,-,33,-,-,2.1,2,0,2,126,38,1349,221,41,180,0,t0208,2021-11-30
dolnośląskie,legnicki,-,-,62,-,-,11.23,1,1,0,63,11,1020,178,66,108,4,t0209,2021-11-30
dolnośląskie,lubański,-,-,50,-,-,9.25,0,0,0,75,20,1214,127,54,68,5,t0210,2021-11-30
dolnośląskie,lubiński,-,-,117,-,-,11.03,2,0,2,160,42,2129,354,127,220,7,t0211,2021-11-30
dolnośląskie,lwówecki,-,-,25,-,-,5.46,0,0,0,59,14,661,135,29,98,8,t0212,2021-11-30
dolnośląskie,milicki,-,-,14,-,-,3.79,0,0,0,33,18,811,52,14,38,0,t0213,2021-11-30
dolnośląskie,oleśnicki,-,-,31,-,-,2.89,0,0,0,130,32,1723,138,33,105,0,t0214,2021-11-30
dolnośląskie,oławski,-,-,53,-,-,6.9,1,1,0,94,33,2126,196,56,139,1,t0215,2021-11-30
dolnośląskie,polkowicki,-,-,91,-,-,14.43,1,1,0,69,27,1347,246,97,145,4,t0216,2021-11-30
dolnośląskie,strzeliński,-,-,26,-,-,5.98,0,0,0,55,13,721,113,27,82,4,t0217,2021-11-30
dolnośląskie,średzki,-,-,47,-,-,8.49,0,0,0,113,9,1336,136,49,85,2,t0218,2021-11-30
dolnośląskie,świdnicki,-,-,101,-,-,6.45,2,0,2,125,21,1578,299,103,193,3,t0219,2021-11-30
dolnośląskie,trzebnicki,-,-,47,-,-,5.5,0,0,0,87,19,1122,174,50,123,1,t0220,2021-11-30
