wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,2605,857,3462,0.68,0.22,0.9,21,7,14,2865,0,0,9931,3701,6199,31,t0000,2023-03-08
dolnośląskie,bolesławiecki,2,1,3,0.22,0.11,0.33,0,0,0,2,0,0,11,3,8,0,t0201,2023-03-08
dolnośląskie,dzierżoniowski,1,0,1,0.1,0.0,0.1,0,0,0,2,0,0,10,1,9,0,t0202,2023-03-08
dolnośląskie,głogowski,3,0,3,0.34,0.0,0.34,0,0,0,0,0,0,11,3,8,0,t0203,2023-03-08
dolnośląskie,górowski,1,0,1,0.29,0.0,0.29,0,0,0,0,0,0,2,1,1,0,t0204,2023-03-08
dolnośląskie,jaworski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0205,2023-03-08
dolnośląskie,jeleniogórski,2,2,4,0.32,0.32,0.63,0,0,0,0,0,0,10,4,6,0,t0206,2023-03-08
dolnośląskie,kamiennogórski,0,1,1,0.0,0.23,0.23,0,0,0,1,0,0,2,1,1,0,t0207,2023-03-08
dolnośląskie,kłodzki,2,0,2,0.13,0.0,0.13,0,0,0,0,0,0,6,2,4,0,t0208,2023-03-08
dolnośląskie,legnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0209,2023-03-08
dolnośląskie,lubański,3,1,4,0.55,0.18,0.74,0,0,0,6,0,0,6,4,2,0,t0210,2023-03-08
dolnośląskie,lubiński,8,2,10,0.75,0.19,0.94,0,0,0,5,0,0,22,10,12,0,t0211,2023-03-08
dolnośląskie,lwówecki,2,0,2,0.44,0.0,0.44,0,0,0,1,0,0,4,2,2,0,t0212,2023-03-08
dolnośląskie,milicki,1,0,1,0.27,0.0,0.27,0,0,0,0,0,0,2,1,1,0,t0213,2023-03-08
dolnośląskie,oleśnicki,0,2,2,0.0,0.19,0.19,0,0,0,2,0,0,14,2,12,0,t0214,2023-03-08
