wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,9387,-,-,2.45,102,12,90,16711,5419,287770,59181,10068,48701,412,t0000,2021-10-28
dolnośląskie,bolesławiecki,-,-,16,-,-,1.78,0,0,0,42,12,1128,161,17,144,0,t0201,2021-10-28
dolnośląskie,dzierżoniowski,-,-,7,-,-,0.7,0,0,0,17,2,228,101,7,94,0,t0202,2021-10-28
dolnośląskie,głogowski,-,-,18,-,-,2.03,0,0,0,33,13,830,94,19,73,2,t0203,2021-10-28
dolnośląskie,górowski,-,-,6,-,-,1.73,0,0,0,18,0,81,41,6,35,0,t0204,2021-10-28
dolnośląskie,jaworski,-,-,5,-,-,1.0,0,0,0,9,1,105,38,5,33,0,t0205,2021-10-28
dolnośląskie,jeleniogórski,-,-,9,-,-,1.42,0,0,0,14,3,148,57,9,48,0,t0206,2021-10-28
dolnośląskie,kamiennogórski,-,-,1,-,-,0.23,0,0,0,3,0,62,31,1,30,0,t0207,2021-10-28
dolnośląskie,kłodzki,-,-,4,-,-,0.25,0,0,0,24,7,381,121,5,116,0,t0208,2021-10-28
dolnośląskie,legnicki,-,-,3,-,-,0.54,0,0,0,3,3,257,48,3,45,0,t0209,2021-10-28
dolnośląskie,lubański,-,-,11,-,-,2.03,0,0,0,19,1,153,56,11,44,1,t0210,2021-10-28
dolnośląskie,lubiński,-,-,13,-,-,1.23,1,0,1,31,14,589,153,15,138,0,t0211,2021-10-28
dolnośląskie,lwówecki,-,-,6,-,-,1.31,0,0,0,12,2,119,53,6,47,0,t0212,2021-10-28
dolnośląskie,milicki,-,-,2,-,-,0.54,0,0,0,5,3,61,26,2,24,0,t0213,2021-10-28
dolnośląskie,oleśnicki,-,-,21,-,-,1.96,0,0,0,19,3,621,103,23,79,1,t0214,2021-10-28
dolnośląskie,oławski,-,-,12,-,-,1.56,0,0,0,39,8,752,98,12,85,1,t0215,2021-10-28
dolnośląskie,polkowicki,-,-,9,-,-,1.43,0,0,0,19,1,450,81,9,72,0,t0216,2021-10-28
dolnośląskie,strzeliński,-,-,5,-,-,1.15,0,0,0,13,2,91,33,5,27,1,t0217,2021-10-28
dolnośląskie,średzki,-,-,5,-,-,0.9,0,0,0,20,1,187,37,8,29,0,t0218,2021-10-28
dolnośląskie,świdnicki,-,-,8,-,-,0.51,0,0,0,16,7,546,113,9,103,1,t0219,2021-10-28
dolnośląskie,trzebnicki,-,-,10,-,-,1.17,0,0,0,23,4,421,91,10,80,1,t0220,2021-10-28
dolnośląskie,wałbrzyski,-,-,1,-,-,0.18,0,0,0,21,6,351,70,2,68,0,t0221,2021-10-28
dolnośląskie,wołowski,-,-,5,-,-,1.07,0,0,0,12,4,353,37,6,30,1,t0222,2021-10-28
dolnośląskie,wrocławski,-,-,37,-,-,2.4,0,0,0,65,13,785,269,43,222,4,t0223,2021-10-28
dolnośląskie,ząbkowicki,-,-,5,-,-,0.78,0,0,0,27,0,429,81,5,76,0,t0224,2021-10-28
dolnośląskie,zgorzelecki,-,-,6,-,-,0.68,0,0,0,24,10,779,43,7,36,0,t0225,2021-10-28
dolnośląskie,złotoryjski,-,-,3,-,-,0.69,0,0,0,11,2,209,34,4,30,0,t0226,2021-10-28
dolnośląskie,Jelenia Góra,-,-,7,-,-,0.89,0,0,0,18,10,410,92,9,83,0,t0261,2021-10-28
dolnośląskie,Legnica,-,-,21,-,-,2.12,0,0,0,41,18,800,149,22,124,3,t0262,2021-10-28
dolnośląskie,Wrocław,-,-,150,-,-,2.33,0,0,0,275,63,3024,1170,164,998,8,t0264,2021-10-28
dolnośląskie,Wałbrzych,-,-,9,-,-,0.81,0,0,0,35,7,459,132,11,121,0,t0265,2021-10-28
kujawsko-pomorskie,aleksandrowski,-,-,13,-,-,2.36,1,0,1,18,9,198,62,16,46,0,t0401,2021-10-28
kujawsko-pomorskie,brodnicki,-,-,1,-,-,0.13,0,0,0,17,1,198,62,1,61,0,t0402,2021-10-28
kujawsko-pomorskie,bydgoski,-,-,13,-,-,1.09,0,0,0,53,7,641,146,15,131,0,t0403,2021-10-28
kujawsko-pomorskie,chełmiński,-,-,4,-,-,0.77,0,0,0,10,1,109,155,5,150,0,t0404,2021-10-28
kujawsko-pomorskie,golubsko-dobrzyński,-,-,3,-,-,0.67,0,0,0,22,4,115,83,6,77,0,t0405,2021-10-28
kujawsko-pomorskie,grudziądzki,-,-,1,-,-,0.25,0,0,0,4,5,36,22,1,21,0,t0406,2021-10-28
kujawsko-pomorskie,inowrocławski,-,-,16,-,-,1.0,0,0,0,54,17,276,141,17,124,0,t0407,2021-10-28
kujawsko-pomorskie,lipnowski,-,-,10,-,-,1.52,0,0,0,16,4,530,104,11,91,2,t0408,2021-10-28
kujawsko-pomorskie,mogileński,-,-,5,-,-,1.1,0,0,0,14,0,61,64,5,57,2,t0409,2021-10-28
kujawsko-pomorskie,nakielski,-,-,10,-,-,1.16,0,0,0,23,7,611,119,10,108,1,t0410,2021-10-28
kujawsko-pomorskie,radziejowski,-,-,11,-,-,2.74,0,0,0,26,3,370,60,12,47,1,t0411,2021-10-28
kujawsko-pomorskie,rypiński,-,-,2,-,-,0.46,0,0,0,6,18,224,89,2,87,0,t0412,2021-10-28
kujawsko-pomorskie,sępoleński,-,-,2,-,-,0.49,0,0,0,6,0,41,40,2,38,0,t0413,2021-10-28
kujawsko-pomorskie,świecki,-,-,10,-,-,1.01,0,0,0,37,17,711,84,11,72,1,t0414,2021-10-28
kujawsko-pomorskie,toruński,-,-,26,-,-,2.39,0,0,0,49,15,1238,141,27,113,1,t0415,2021-10-28
kujawsko-pomorskie,tucholski,-,-,2,-,-,0.41,0,0,0,11,0,67,32,2,30,0,t0416,2021-10-28
kujawsko-pomorskie,wąbrzeski,-,-,2,-,-,0.59,0,0,0,11,4,111,51,2,49,0,t0417,2021-10-28
kujawsko-pomorskie,włocławski,-,-,20,-,-,2.33,0,0,0,12,2,405,102,22,80,0,t0418,2021-10-28
kujawsko-pomorskie,żniński,-,-,27,-,-,3.85,0,0,0,37,5,539,151,28,122,1,t0419,2021-10-28
kujawsko-pomorskie,Bydgoszcz,-,-,44,-,-,1.27,1,0,1,158,36,1410,402,46,352,4,t0461,2021-10-28
kujawsko-pomorskie,Grudziądz,-,-,9,-,-,0.96,0,0,0,26,3,234,99,10,89,0,t0462,2021-10-28
kujawsko-pomorskie,Toruń,-,-,98,-,-,4.87,1,0,1,161,42,2100,392,105,281,6,t0463,2021-10-28
kujawsko-pomorskie,Włocławek,-,-,28,-,-,2.56,1,0,1,26,4,514,154,28,126,0,t0464,2021-10-28
