wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,57659,-,-,15.03,262,79,183,59653,22709,1010761,179498,67456,108302,3740,t0000,2022-01-26
dolnośląskie,bolesławiecki,-,-,122,-,-,13.55,1,0,1,191,60,3255,349,155,183,11,t0201,2022-01-26
dolnośląskie,dzierżoniowski,-,-,107,-,-,10.64,4,0,4,113,84,2668,308,125,179,4,t0202,2022-01-26
dolnośląskie,głogowski,-,-,188,-,-,21.16,0,0,0,104,26,2927,394,217,155,22,t0203,2022-01-26
dolnośląskie,górowski,-,-,31,-,-,8.93,0,0,0,59,6,624,127,35,90,2,t0204,2022-01-26
dolnośląskie,jaworski,-,-,65,-,-,13.02,0,0,0,57,25,1339,176,70,98,8,t0205,2022-01-26
dolnośląskie,jeleniogórski,-,-,96,-,-,15.14,1,0,1,80,25,1723,275,112,159,4,t0206,2022-01-26
dolnośląskie,kamiennogórski,-,-,37,-,-,8.59,0,0,0,55,1,1261,141,44,95,2,t0207,2022-01-26
dolnośląskie,kłodzki,-,-,233,-,-,14.82,0,0,0,276,27,4678,668,270,390,8,t0208,2022-01-26
dolnośląskie,legnicki,-,-,62,-,-,11.23,0,0,0,73,21,1693,201,70,121,10,t0209,2022-01-26
dolnośląskie,lubański,-,-,88,-,-,16.28,2,2,0,112,29,1761,216,97,111,8,t0210,2022-01-26
dolnośląskie,lubiński,-,-,134,-,-,12.63,0,0,0,160,30,3658,393,151,228,14,t0211,2022-01-26
dolnośląskie,lwówecki,-,-,56,-,-,12.24,1,0,1,100,20,948,250,71,166,13,t0212,2022-01-26
dolnośląskie,milicki,-,-,119,-,-,32.24,0,0,0,145,53,2212,257,137,113,7,t0213,2022-01-26
dolnośląskie,oleśnicki,-,-,171,-,-,15.93,0,0,0,160,81,4617,393,188,197,8,t0214,2022-01-26
dolnośląskie,oławski,-,-,98,-,-,12.76,0,0,0,124,46,2864,254,114,138,2,t0215,2022-01-26
dolnośląskie,polkowicki,-,-,94,-,-,14.9,0,0,0,102,8,2638,244,105,131,8,t0216,2022-01-26
dolnośląskie,strzeliński,-,-,93,-,-,21.4,0,0,0,86,32,2114,226,110,113,3,t0217,2022-01-26
dolnośląskie,średzki,-,-,124,-,-,22.4,0,0,0,121,26,2447,271,141,119,11,t0218,2022-01-26
dolnośląskie,świdnicki,-,-,266,-,-,16.99,0,0,0,208,87,5957,652,297,332,23,t0219,2022-01-26
dolnośląskie,trzebnicki,-,-,134,-,-,15.69,0,0,0,120,41,2535,359,159,196,4,t0220,2022-01-26
dolnośląskie,wałbrzyski,-,-,77,-,-,13.9,0,0,0,82,20,1695,235,89,145,1,t0221,2022-01-26
dolnośląskie,wołowski,-,-,44,-,-,9.42,0,0,0,68,25,1836,178,56,119,3,t0222,2022-01-26
dolnośląskie,wrocławski,-,-,331,-,-,21.51,0,0,0,293,167,7366,1075,389,660,26,t0223,2022-01-26
dolnośląskie,ząbkowicki,-,-,98,-,-,15.2,0,0,0,90,43,1874,224,111,111,2,t0224,2022-01-26
dolnośląskie,zgorzelecki,-,-,76,-,-,8.56,0,0,0,106,21,2671,227,93,130,4,t0225,2022-01-26
dolnośląskie,złotoryjski,-,-,56,-,-,12.94,0,0,0,55,2,1275,147,59,86,2,t0226,2022-01-26
dolnośląskie,Jelenia Góra,-,-,112,-,-,14.22,2,0,2,154,31,2869,389,141,244,4,t0261,2022-01-26
dolnośląskie,Legnica,-,-,144,-,-,14.53,0,0,0,128,65,2844,376,162,202,12,t0262,2022-01-26
dolnośląskie,Wrocław,-,-,1170,-,-,18.17,1,1,0,954,754,17670,3603,1334,2173,96,t0264,2022-01-26
