wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt
kujawsko-pomorskie,Toruń,-,-,77,-,-,3.83,1,1,0,154,113,1176,646,82,556,8,t0463
kujawsko-pomorskie,Włocławek,-,-,13,-,-,1.19,3,0,3,54,27,495,128,18,110,0,t0464
lubelskie,bialski,-,-,11,-,-,1.0,0,0,0,36,15,408,91,13,76,2,t0601
lubelskie,biłgorajski,-,-,13,-,-,1.29,0,0,0,32,5,256,93,15,75,3,t0602
lubelskie,chełmski,-,-,11,-,-,1.41,2,0,2,28,17,309,73,11,62,0,t0603
lubelskie,hrubieszowski,-,-,14,-,-,2.24,1,1,0,20,6,215,83,14,68,1,t0604
lubelskie,janowski,-,-,2,-,-,0.44,0,0,0,11,6,101,44,2,41,1,t0605
lubelskie,krasnostawski,-,-,20,-,-,3.18,3,0,3,29,22,353,92,23,68,1,t0606
lubelskie,kraśnicki,-,-,8,-,-,0.84,5,3,2,29,15,279,111,10,99,2,t0607
lubelskie,lubartowski,-,-,4,-,-,0.45,1,1,0,26,10,252,69,5,61,3,t0608
lubelskie,lubelski,-,-,19,-,-,1.22,3,0,3,59,33,648,201,21,179,1,t0609
lubelskie,łęczyński,-,-,12,-,-,2.09,2,0,2,36,15,336,79,12,66,1,t0610
lubelskie,łukowski,-,-,7,-,-,0.66,0,0,0,19,24,259,78,11,66,1,t0611
lubelskie,opolski,-,-,6,-,-,1.02,0,0,0,18,8,229,51,7,44,0,t0612
lubelskie,parczewski,-,-,0,-,-,0.0,0,0,0,7,5,85,30,1,29,0,t0613
lubelskie,puławski,-,-,8,-,-,0.71,3,1,2,41,44,563,109,11,98,0,t0614
lubelskie,radzyński,-,-,9,-,-,1.54,1,0,1,12,10,126,78,10,68,0,t0615
lubelskie,rycki,-,-,4,-,-,0.72,2,2,0,34,8,300,37,5,32,0,t0616
lubelskie,świdnicki,-,-,6,-,-,0.84,1,1,0,57,13,266,83,7,76,0,t0617
lubelskie,tomaszowski,-,-,14,-,-,1.7,1,0,1,38,17,314,96,16,79,1,t0618
lubelskie,włodawski,-,-,15,-,-,3.93,0,0,0,40,17,277,56,15,41,0,t0619
lubelskie,zamojski,-,-,8,-,-,0.76,0,0,0,11,10,214,101,9,90,2,t0620
lubelskie,Biała Podlaska,-,-,7,-,-,1.22,0,0,0,28,16,203,79,8,69,2,t0661
lubelskie,Chełm,-,-,12,-,-,1.95,3,0,3,33,7,237,82,14,67,1,t0662
lubelskie,Lublin,-,-,50,-,-,1.47,10,3,7,165,70,1604,1124,62,1058,4,t0663
lubelskie,Zamość,-,-,6,-,-,0.95,0,0,0,35,9,157,90,8,81,1,t0664
lubuskie,gorzowski,-,-,3,-,-,0.42,1,0,1,33,15,496,72,8,61,3,t0801
lubuskie,krośnieński,-,-,2,-,-,0.37,0,0,0,30,12,337,51,3,46,2,t0802
lubuskie,międzyrzecki,-,-,4,-,-,0.7,1,1,0,30,17,299,73,7,65,1,t0803
lubuskie,nowosolski,-,-,8,-,-,0.93,0,0,0,53,12,412,125,26,98,1,t0804
lubuskie,słubicki,-,-,8,-,-,1.71,0,0,0,15,15,277,59,9,50,0,t0805
lubuskie,strzelecko-drezdenecki,-,-,8,-,-,1.64,1,1,0,35,13,319,75,17,55,3,t0806
lubuskie,sulęciński,-,-,1,-,-,0.28,2,2,0,29,13,245,107,13,92,2,t0807
lubuskie,świebodziński,-,-,9,-,-,1.62,0,0,0,34,26,382,84,12,71,1,t0808
lubuskie,zielonogórski,-,-,4,-,-,0.53,0,0,0,34,10,353,86,9,77,0,t0809
lubuskie,żagański,-,-,7,-,-,0.89,0,0,0,34,6,205,93,10,83,0,t0810
lubuskie,żarski,-,-,16,-,-,1.67,0,0,0,37,18,464,122,20,100,2,t0811
lubuskie,wschowski,-,-,1,-,-,0.26,0,0,0,11,4,109,30,1,29,0,t0812
lubuskie,Gorzów Wielkopolski,-,-,4,-,-,0.32,2,2,0,65,34,616,90,10,80,0,t0861
lubuskie,Zielona Góra,-,-,10,-,-,0.71,2,0,2,82,45,790,235,17,215,3,t0862
łódzkie,bełchatowski,-,-,10,-,-,0.89,0,0,0,22,20,383,76,11,63,2,t1001
łódzkie,kutnowski,-,-,13,-,-,1.35,1,0,1,39,23,411,107,16,87,4,t1002
łódzkie,łaski,-,-,0,-,-,0.0,0,0,0,9,12,142,43,1,42,0,t1003
łódzkie,łęczycki,-,-,3,-,-,0.61,1,1,0,27,21,255,75,6,68,1,t1004
łódzkie,łowicki,-,-,12,-,-,1.54,1,0,1,27,15,295,84,13,71,0,t1005
łódzkie,łódzki wschodni,-,-,6,-,-,0.83,0,0,0,35,27,451,83,8,74,1,t1006
łódzkie,opoczyński,-,-,5,-,-,0.66,2,2,0,9,3,155,80,6,70,4,t1007
łódzkie,pabianicki,-,-,17,-,-,1.43,0,0,0,70,39,585,133,19,114,0,t1008
łódzkie,pajęczański,-,-,5,-,-,0.98,3,1,2,9,17,181,42,5,37,0,t1009
łódzkie,piotrkowski,-,-,10,-,-,1.09,0,0,0,26,11,291,86,10,76,0,t1010
łódzkie,poddębicki,-,-,3,-,-,0.73,1,0,1,24,17,181,51,4,47,0,t1011
łódzkie,radomszczański,-,-,4,-,-,0.36,2,0,2,28,43,393,104,4,99,1,t1012
łódzkie,rawski,-,-,1,-,-,0.21,0,0,0,16,6,263,21,1,20,0,t1013
łódzkie,sieradzki,-,-,11,-,-,0.94,2,0,2,25,14,430,164,13,147,4,t1014
łódzkie,skierniewicki,-,-,3,-,-,0.79,0,0,0,19,15,263,27,3,24,0,t1015
łódzkie,tomaszowski,-,-,5,-,-,0.43,3,0,3,44,30,499,90,6,82,2,t1016
łódzkie,wieluński,-,-,5,-,-,0.66,0,0,0,19,4,216,47,6,41,0,t1017
łódzkie,wieruszowski,-,-,2,-,-,0.48,0,0,0,9,2,161,31,2,28,1,t1018
łódzkie,zduńskowolski,-,-,4,-,-,0.6,0,0,0,19,14,226,62,5,54,3,t1019
łódzkie,zgierski,-,-,20,-,-,1.2,5,0,5,72,35,830,220,25,192,3,t1020
łódzkie,brzeziński,-,-,5,-,-,1.62,0,0,0,9,4,128,36,6,29,1,t1021
łódzkie,Łódź,-,-,118,-,-,1.74,7,0,7,330,208,4173,1128,141,952,35,t1061
łódzkie,Piotrków Trybunalski,-,-,13,-,-,1.79,0,0,0,39,9,352,72,13,59,0,t1062
łódzkie,Skierniewice,-,-,0,-,-,0.0,0,0,0,31,10,249,58,0,57,1,t1063
małopolskie,bocheński,-,-,8,-,-,0.75,1,0,1,29,8,230,108,9,98,1,t1201
małopolskie,brzeski,-,-,8,-,-,0.86,0,0,0,14,12,185,131,9,122,0,t1202
małopolskie,chrzanowski,-,-,14,-,-,1.13,0,0,0,39,9,342,120,15,105,0,t1203
małopolskie,dąbrowski,-,-,6,-,-,1.01,2,1,1,8,2,83,52,6,46,0,t1204
małopolskie,gorlicki,-,-,5,-,-,0.46,0,0,0,19,11,174,76,7,67,2,t1205
małopolskie,krakowski,-,-,36,-,-,1.28,2,2,0,88,36,937,171,38,131,2,t1206
małopolskie,limanowski,-,-,7,-,-,0.53,1,0,1,7,5,196,127,7,120,0,t1207
małopolskie,miechowski,-,-,7,-,-,1.44,2,2,0,13,5,121,45,8,36,1,t1208
małopolskie,myślenicki,-,-,8,-,-,0.63,0,0,0,27,9,335,74,8,66,0,t1209
małopolskie,nowosądecki,-,-,3,-,-,0.14,2,0,2,16,4,311,111,5,104,2,t1210
małopolskie,nowotarski,-,-,3,-,-,0.16,0,0,0,12,5,240,123,3,117,3,t1211
małopolskie,olkuski,-,-,7,-,-,0.63,0,0,0,23,7,232,53,7,45,1,t1212
małopolskie,oświęcimski,-,-,10,-,-,0.65,1,0,1,47,15,478,79,12,65,2,t1213
małopolskie,proszowicki,-,-,0,-,-,0.0,0,0,0,6,3,85,20,0,20,0,t1214
małopolskie,suski,-,-,3,-,-,0.36,0,0,0,13,10,206,77,4,73,0,t1215
małopolskie,tarnowski,-,-,4,-,-,0.2,0,0,0,32,13,356,133,5,127,1,t1216
małopolskie,tatrzański,-,-,5,-,-,0.73,0,0,0,9,7,135,47,7,40,0,t1217
małopolskie,wadowicki,-,-,10,-,-,0.63,3,0,3,38,11,379,90,13,76,1,t1218
małopolskie,wielicki,-,-,8,-,-,0.62,0,0,0,28,7,436,86,9,76,1,t1219
małopolskie,Kraków,-,-,79,-,-,1.01,3,2,1,243,96,3498,643,88,541,14,t1261
małopolskie,Nowy Sącz,-,-,1,-,-,0.12,2,1,1,8,5,145,40,1,37,2,t1262
małopolskie,Tarnów,-,-,1,-,-,0.09,0,0,0,12,8,214,74,1,73,0,t1263
mazowieckie,białobrzeski,-,-,4,-,-,1.2,2,0,2,11,12,228,40,4,34,2,t1401
mazowieckie,ciechanowski,-,-,6,-,-,0.67,0,0,0,40,19,330,94,8,86,0,t1402
mazowieckie,garwoliński,-,-,5,-,-,0.46,0,0,0,39,6,288,89,9,78,2,t1403
mazowieckie,gostyniński,-,-,0,-,-,0.0,0,0,0,18,7,121,29,0,28,1,t1404
mazowieckie,grodziski,-,-,13,-,-,1.34,1,0,1,51,28,875,103,16,87,0,t1405
mazowieckie,grójecki,-,-,70,-,-,7.13,0,0,0,58,34,1717,290,77,191,22,t1406
mazowieckie,kozienicki,-,-,5,-,-,0.84,1,0,1,38,28,463,41,8,33,0,t1407
mazowieckie,legionowski,-,-,17,-,-,1.42,1,0,1,50,28,750,182,22,158,2,t1408
mazowieckie,lipski,-,-,7,-,-,2.07,0,0,0,10,15,145,29,8,19,2,t1409
mazowieckie,łosicki,-,-,1,-,-,0.33,0,0,0,7,4,130,15,1,14,0,t1410
mazowieckie,makowski,-,-,3,-,-,0.67,0,0,0,11,7,158,34,4,30,0,t1411
mazowieckie,miński,-,-,17,-,-,1.1,1,0,1,51,35,693,169,22,145,2,t1412
mazowieckie,mławski,-,-,2,-,-,0.28,0,0,0,28,12,398,120,2,118,0,t1413
mazowieckie,nowodworski,-,-,3,-,-,0.38,1,0,1,38,35,529,73,4,68,1,t1414
mazowieckie,ostrołęcki,-,-,7,-,-,0.79,0,0,0,25,3,234,55,20,32,3,t1415
mazowieckie,ostrowski,-,-,5,-,-,0.69,0,0,0,16,3,230,43,6,37,0,t1416
mazowieckie,otwocki,-,-,8,-,-,0.64,0,0,0,61,42,944,142,9,130,3,t1417
mazowieckie,piaseczyński,-,-,22,-,-,1.16,0,0,0,98,70,1983,189,28,153,8,t1418
mazowieckie,płocki,-,-,12,-,-,1.08,0,0,0,56,15,464,100,13,86,1,t1419
mazowieckie,płoński,-,-,5,-,-,0.58,3,1,2,21,7,468,80,6,73,1,t1420
mazowieckie,pruszkowski,-,-,30,-,-,1.8,3,0,3,89,79,1650,207,38,163,6,t1421
mazowieckie,przasnyski,-,-,14,-,-,2.67,0,0,0,25,12,266,90,15,75,0,t1422
mazowieckie,przysuski,-,-,1,-,-,0.24,0,0,0,12,1,155,18,1,14,3,t1423
mazowieckie,pułtuski,-,-,4,-,-,0.77,0,0,0,20,12,262,37,4,33,0,t1424
mazowieckie,radomski,-,-,13,-,-,0.85,0,0,0,74,22,493,129,15,110,4,t1425
mazowieckie,siedlecki,-,-,10,-,-,1.23,1,0,1,13,3,352,58,12,42,4,t1426
mazowieckie,sierpecki,-,-,7,-,-,1.35,0,0,0,19,8,217,50,8,42,0,t1427
mazowieckie,sochaczewski,-,-,16,-,-,1.88,0,0,0,80,25,793,114,20,90,4,t1428
mazowieckie,sokołowski,-,-,4,-,-,0.75,0,0,0,14,9,160,41,6,34,1,t1429
mazowieckie,szydłowiecki,-,-,1,-,-,0.25,0,0,0,9,4,85,37,2,35,0,t1430
mazowieckie,warszawski zachodni,-,-,20,-,-,1.67,0,0,0,77,45,1187,121,21,94,6,t1432
mazowieckie,węgrowski,-,-,6,-,-,0.91,0,0,0,31,8,215,50,11,38,1,t1433
mazowieckie,wołomiński,-,-,24,-,-,0.96,0,0,0,132,59,1754,252,28,217,7,t1434
mazowieckie,wyszkowski,-,-,1,-,-,0.13,1,0,1,32,2,218,40,1,39,0,t1435
mazowieckie,zwoleński,-,-,3,-,-,0.83,0,0,0,13,5,101,35,3,32,0,t1436
mazowieckie,żuromiński,-,-,0,-,-,0.0,0,0,0,11,7,88,17,0,17,0,t1437
mazowieckie,żyrardowski,-,-,6,-,-,0.79,0,0,0,53,19,548,68,7,60,1,t1438
mazowieckie,Ostrołęka,-,-,8,-,-,1.54,1,0,1,17,2,197,57,14,42,1,t1461
mazowieckie,Płock,-,-,24,-,-,2.02,0,0,0,61,29,457,140,29,108,3,t1462
mazowieckie,Radom,-,-,13,-,-,0.62,0,0,0,74,44,652,215,18,195,2,t1463
mazowieckie,Siedlce,-,-,13,-,-,1.66,1,0,1,26,10,296,101,19,78,4,t1464
mazowieckie,Warszawa,-,-,252,-,-,1.41,3,0,3,853,537,14646,2614,329,2226,59,t1465
opolskie,brzeski,-,-,7,-,-,0.78,1,0,1,42,43,442,69,7,62,0,t1601
opolskie,głubczycki,-,-,4,-,-,0.88,1,0,1,18,7,184,52,4,47,1,t1602
opolskie,kędzierzyńsko-kozielski,-,-,6,-,-,0.64,2,1,1,36,20,368,88,6,80,2,t1603
opolskie,kluczborski,-,-,0,-,-,0.0,1,0,1,25,5,204,72,0,72,0,t1604
opolskie,krapkowicki,-,-,3,-,-,0.47,0,0,0,22,13,249,54,5,49,0,t1605
opolskie,namysłowski,-,-,0,-,-,0.0,0,0,0,7,11,145,48,0,48,0,t1606
opolskie,nyski,-,-,10,-,-,0.74,2,1,1,33,8,396,105,11,94,0,t1607
opolskie,oleski,-,-,2,-,-,0.31,0,0,0,11,8,191,83,2,81,0,t1608
opolskie,opolski,-,-,38,-,-,3.07,1,0,1,41,35,573,131,40,90,1,t1609
opolskie,prudnicki,-,-,1,-,-,0.18,2,0,2,5,38,145,50,1,49,0,t1610
opolskie,strzelecki,-,-,9,-,-,1.21,0,0,0,23,13,295,97,11,86,0,t1611
opolskie,Opole,-,-,15,-,-,1.17,0,0,0,64,43,1035,186,19,166,1,t1661
podkarpackie,bieszczadzki,-,-,1,-,-,0.46,0,0,0,5,5,66,14,1,13,0,t1801
podkarpackie,brzozowski,-,-,1,-,-,0.15,0,0,0,7,3,111,93,1,92,0,t1802
podkarpackie,dębicki,-,-,3,-,-,0.22,0,0,0,15,8,213,109,6,103,0,t1803
podkarpackie,jarosławski,-,-,1,-,-,0.08,1,0,1,18,7,373,72,3,68,1,t1804
podkarpackie,jasielski,-,-,8,-,-,0.71,1,0,1,15,6,157,90,9,81,0,t1805
podkarpackie,kolbuszowski,-,-,5,-,-,0.8,0,0,0,4,2,95,50,7,41,2,t1806
podkarpackie,krośnieński,-,-,11,-,-,0.98,1,0,1,14,2,107,57,12,45,0,t1807
podkarpackie,leżajski,-,-,9,-,-,1.3,0,0,0,17,13,192,99,13,86,0,t1808
podkarpackie,lubaczowski,-,-,9,-,-,1.64,0,0,0,25,14,348,47,9,38,0,t1809
podkarpackie,łańcucki,-,-,3,-,-,0.37,0,0,0,9,8,263,57,6,51,0,t1810
podkarpackie,mielecki,-,-,11,-,-,0.8,0,0,0,21,11,300,130,15,114,1,t1811
podkarpackie,niżański,-,-,11,-,-,1.66,0,0,0,27,13,183,69,13,55,1,t1812
podkarpackie,przemyski,-,-,9,-,-,1.22,0,0,0,24,15,237,98,11,85,2,t1813
podkarpackie,przeworski,-,-,5,-,-,0.64,0,0,0,9,3,148,47,6,40,1,t1814
podkarpackie,ropczycko-sędziszowski,-,-,4,-,-,0.54,0,0,0,12,9,124,65,5,59,1,t1815
podkarpackie,rzeszowski,-,-,19,-,-,1.12,0,0,0,39,18,502,169,21,146,2,t1816
podkarpackie,sanocki,-,-,4,-,-,0.42,0,0,0,10,10,158,72,4,67,1,t1817
podkarpackie,stalowowolski,-,-,9,-,-,0.85,0,0,0,31,13,321,93,13,80,0,t1818
podkarpackie,strzyżowski,-,-,2,-,-,0.33,0,0,0,12,0,95,40,2,38,0,t1819
podkarpackie,tarnobrzeski,-,-,16,-,-,3.03,0,0,0,12,4,150,106,32,73,1,t1820
podkarpackie,leski,-,-,7,-,-,2.65,0,0,0,17,4,75,20,7,13,0,t1821
podkarpackie,Krosno,-,-,4,-,-,0.87,0,0,0,8,5,46,23,5,18,0,t1861
podkarpackie,Przemyśl,-,-,6,-,-,0.99,1,0,1,18,1,199,80,8,69,3,t1862
podkarpackie,Rzeszów,-,-,23,-,-,1.17,0,0,0,68,21,729,205,25,177,3,t1863
podkarpackie,Tarnobrzeg,-,-,7,-,-,1.5,0,0,0,7,7,108,67,15,50,2,t1864
podlaskie,augustowski,-,-,4,-,-,0.69,0,0,0,25,15,197,26,4,20,2,t2001
podlaskie,białostocki,-,-,16,-,-,1.06,1,0,1,111,38,743,132,21,109,2,t2002
podlaskie,bielski,-,-,3,-,-,0.55,0,0,0,16,7,158,50,3,47,0,t2003
podlaskie,grajewski,-,-,11,-,-,2.34,0,0,0,13,12,133,77,11,65,1,t2004
podlaskie,hajnowski,-,-,15,-,-,3.55,1,0,1,35,11,360,117,20,97,0,t2005
podlaskie,kolneński,-,-,1,-,-,0.26,0,0,0,9,0,111,33,1,31,1,t2006
podlaskie,łomżyński,-,-,5,-,-,0.98,0,0,0,15,7,202,45,5,40,0,t2007
podlaskie,moniecki,-,-,10,-,-,2.48,0,0,0,10,10,150,93,12,81,0,t2008
podlaskie,sejneński,-,-,2,-,-,1.01,0,0,0,4,6,63,9,3,6,0,t2009
podlaskie,siemiatycki,-,-,8,-,-,1.82,0,0,0,9,0,126,69,8,61,0,t2010
podlaskie,sokólski,-,-,7,-,-,1.06,0,0,0,48,8,307,47,10,36,1,t2011
podlaskie,suwalski,-,-,1,-,-,0.28,0,0,0,9,11,110,6,1,5,0,t2012
podlaskie,wysokomazowiecki,-,-,2,-,-,0.35,0,0,0,5,4,153,50,2,47,1,t2013
podlaskie,zambrowski,-,-,1,-,-,0.23,0,0,0,6,3,209,51,1,50,0,t2014
podlaskie,Białystok,-,-,29,-,-,0.97,1,0,1,221,88,1693,327,35,291,1,t2061
podlaskie,Łomża,-,-,8,-,-,1.27,0,0,0,54,14,258,74,9,65,0,t2062
podlaskie,Suwałki,-,-,3,-,-,0.43,0,0,0,23,13,328,39,3,34,2,t2063
pomorskie,bytowski,-,-,3,-,-,0.38,0,0,0,57,27,365,90,3,84,3,t2201
pomorskie,chojnicki,-,-,14,-,-,1.43,1,0,1,45,25,370,64,14,49,1,t2202
pomorskie,człuchowski,-,-,14,-,-,2.5,2,2,0,22,14,306,120,19,99,2,t2203
pomorskie,gdański,-,-,17,-,-,1.42,0,0,0,102,63,1074,132,18,110,4,t2204
pomorskie,kartuski,-,-,18,-,-,1.28,1,0,1,72,38,976,119,21,96,2,t2205
pomorskie,kościerski,-,-,6,-,-,0.82,0,0,0,20,16,295,47,9,37,1,t2206
pomorskie,kwidzyński,-,-,5,-,-,0.6,2,0,2,51,79,553,66,7,57,2,t2207
pomorskie,lęborski,-,-,2,-,-,0.3,0,0,0,33,3,220,82,2,78,2,t2208
pomorskie,malborski,-,-,18,-,-,2.84,1,1,0,61,40,600,84,19,61,4,t2209
pomorskie,nowodworski,-,-,3,-,-,0.85,0,0,0,29,9,199,32,3,29,0,t2210
pomorskie,pucki,-,-,11,-,-,1.26,0,0,0,76,36,814,59,14,44,1,t2211
pomorskie,słupski,-,-,33,-,-,3.34,0,0,0,57,69,732,179,36,143,0,t2212
pomorskie,starogardzki,-,-,14,-,-,1.09,0,0,0,42,55,722,111,16,94,1,t2213
pomorskie,tczewski,-,-,16,-,-,1.38,6,0,6,82,49,691,78,17,57,4,t2214
pomorskie,wejherowski,-,-,24,-,-,1.1,0,0,0,128,110,1342,156,30,124,2,t2215
pomorskie,sztumski,-,-,4,-,-,0.97,2,1,1,32,19,321,33,4,29,0,t2216
pomorskie,Gdańsk,-,-,115,-,-,2.44,3,0,3,302,221,3785,588,123,447,18,t2261
pomorskie,Gdynia,-,-,48,-,-,1.95,4,0,4,210,136,1767,282,55,222,5,t2262
pomorskie,Słupsk,-,-,23,-,-,2.55,0,0,0,50,108,657,199,26,173,0,t2263
pomorskie,Sopot,-,-,21,-,-,5.91,0,0,0,24,12,182,78,22,55,1,t2264
śląskie,będziński,-,-,4,-,-,0.27,0,0,0,69,29,629,116,6,109,1,t2401
śląskie,bielski,-,-,21,-,-,1.26,0,0,0,64,20,467,132,22,106,4,t2402
śląskie,cieszyński,-,-,4,-,-,0.22,1,0,1,37,21,550,81,4,77,0,t2403
śląskie,częstochowski,-,-,11,-,-,0.82,2,0,2,29,20,392,128,13,111,4,t2404
śląskie,gliwicki,-,-,20,-,-,1.73,1,0,1,39,37,378,117,22,95,0,t2405
śląskie,kłobucki,-,-,4,-,-,0.47,0,0,0,9,18,189,75,5,69,1,t2406
śląskie,lubliniecki,-,-,4,-,-,0.52,0,0,0,47,23,302,64,5,59,0,t2407
śląskie,mikołowski,-,-,6,-,-,0.6,1,0,1,32,12,279,66,7,57,2,t2408
