wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,9073,-,-,2.37,273,44,229,14737,4363,153920,54077,9787,43480,810,t0000,2021-02-17
dolnośląskie,bolesławiecki,-,-,14,-,-,1.56,0,0,0,18,6,234,167,16,148,3,t0201,2021-02-17
dolnośląskie,dzierżoniowski,-,-,32,-,-,3.18,1,0,1,22,4,168,111,33,77,1,t0202,2021-02-17
dolnośląskie,głogowski,-,-,12,-,-,1.35,0,0,0,17,2,166,133,14,119,0,t0203,2021-02-17
dolnośląskie,górowski,-,-,0,-,-,0.0,0,0,0,6,0,42,31,0,31,0,t0204,2021-02-17
dolnośląskie,jaworski,-,-,6,-,-,1.2,0,0,0,12,2,86,66,6,60,0,t0205,2021-02-17
dolnośląskie,jeleniogórski,-,-,6,-,-,0.95,0,0,0,8,3,119,70,7,63,0,t0206,2021-02-17
dolnośląskie,kamiennogórski,-,-,5,-,-,1.16,0,0,0,18,1,160,34,5,29,0,t0207,2021-02-17
dolnośląskie,kłodzki,-,-,33,-,-,2.1,2,0,2,98,8,749,116,35,81,0,t0208,2021-02-17
dolnośląskie,legnicki,-,-,5,-,-,0.91,0,0,0,11,1,120,49,5,44,0,t0209,2021-02-17
dolnośląskie,lubański,-,-,3,-,-,0.55,1,1,0,16,6,140,65,4,60,1,t0210,2021-02-17
dolnośląskie,lubiński,-,-,11,-,-,1.04,0,0,0,23,2,137,147,11,134,2,t0211,2021-02-17
dolnośląskie,lwówecki,-,-,3,-,-,0.66,0,0,0,12,3,63,67,4,63,0,t0212,2021-02-17
dolnośląskie,milicki,-,-,1,-,-,0.27,0,0,0,3,3,43,44,1,43,0,t0213,2021-02-17
dolnośląskie,oleśnicki,-,-,16,-,-,1.49,0,0,0,22,5,260,153,16,137,0,t0214,2021-02-17
dolnośląskie,oławski,-,-,16,-,-,2.08,0,0,0,31,3,343,79,16,59,4,t0215,2021-02-17
dolnośląskie,polkowicki,-,-,9,-,-,1.43,0,0,0,6,7,171,81,9,72,0,t0216,2021-02-17
dolnośląskie,strzeliński,-,-,1,-,-,0.23,0,0,0,4,4,59,25,2,23,0,t0217,2021-02-17
dolnośląskie,średzki,-,-,17,-,-,3.07,0,0,0,22,0,265,72,17,54,1,t0218,2021-02-17
dolnośląskie,świdnicki,-,-,25,-,-,1.6,0,0,0,35,8,431,144,27,117,0,t0219,2021-02-17
dolnośląskie,trzebnicki,-,-,15,-,-,1.76,0,0,0,21,6,244,98,15,83,0,t0220,2021-02-17
dolnośląskie,wałbrzyski,-,-,18,-,-,3.25,0,0,0,18,3,163,90,19,70,1,t0221,2021-02-17
dolnośląskie,wołowski,-,-,5,-,-,1.07,1,0,1,4,3,75,91,6,85,0,t0222,2021-02-17
dolnośląskie,wrocławski,-,-,39,-,-,2.53,0,0,0,86,20,604,227,41,184,2,t0223,2021-02-17
dolnośląskie,ząbkowicki,-,-,4,-,-,0.62,0,0,0,11,3,87,54,4,49,1,t0224,2021-02-17
dolnośląskie,zgorzelecki,-,-,10,-,-,1.13,0,0,0,23,7,266,94,14,80,0,t0225,2021-02-17
dolnośląskie,złotoryjski,-,-,1,-,-,0.23,0,0,0,10,0,62,27,1,26,0,t0226,2021-02-17
dolnośląskie,Jelenia Góra,-,-,14,-,-,1.78,0,0,0,25,3,164,103,18,85,0,t0261,2021-02-17
dolnośląskie,Legnica,-,-,10,-,-,1.01,0,0,0,27,2,315,113,12,100,1,t0262,2021-02-17
dolnośląskie,Wrocław,-,-,179,-,-,2.78,1,1,0,279,55,2015,1176,185,979,12,t0264,2021-02-17
dolnośląskie,Wałbrzych,-,-,32,-,-,2.89,0,0,0,37,6,203,177,33,144,0,t0265,2021-02-17
kujawsko-pomorskie,aleksandrowski,-,-,9,-,-,1.64,0,0,0,15,5,113,78,9,65,4,t0401,2021-02-17
kujawsko-pomorskie,brodnicki,-,-,9,-,-,1.14,1,0,1,19,5,207,81,11,70,0,t0402,2021-02-17
kujawsko-pomorskie,bydgoski,-,-,50,-,-,4.19,1,0,1,80,27,773,225,57,164,4,t0403,2021-02-17
kujawsko-pomorskie,chełmiński,-,-,34,-,-,6.56,1,0,1,41,11,391,143,46,97,0,t0404,2021-02-17
kujawsko-pomorskie,golubsko-dobrzyński,-,-,19,-,-,4.23,1,0,1,38,6,206,59,21,36,2,t0405,2021-02-17
kujawsko-pomorskie,grudziądzki,-,-,10,-,-,2.49,1,1,0,7,7,187,39,10,29,0,t0406,2021-02-17
kujawsko-pomorskie,inowrocławski,-,-,78,-,-,4.9,3,0,3,112,28,906,304,85,217,2,t0407,2021-02-17
kujawsko-pomorskie,lipnowski,-,-,9,-,-,1.37,1,0,1,11,4,307,86,10,76,0,t0408,2021-02-17
kujawsko-pomorskie,mogileński,-,-,20,-,-,4.39,0,0,0,21,7,199,59,20,39,0,t0409,2021-02-17
kujawsko-pomorskie,nakielski,-,-,23,-,-,2.67,0,0,0,29,12,403,102,23,77,2,t0410,2021-02-17
kujawsko-pomorskie,radziejowski,-,-,5,-,-,1.24,0,0,0,13,12,226,48,5,43,0,t0411,2021-02-17
kujawsko-pomorskie,rypiński,-,-,11,-,-,2.53,1,0,1,7,5,188,43,13,29,1,t0412,2021-02-17
kujawsko-pomorskie,sępoleński,-,-,6,-,-,1.47,1,0,1,8,9,184,57,7,50,0,t0413,2021-02-17
kujawsko-pomorskie,świecki,-,-,44,-,-,4.45,2,0,2,46,6,436,244,46,193,5,t0414,2021-02-17
kujawsko-pomorskie,toruński,-,-,52,-,-,4.77,2,1,1,64,22,883,221,56,161,4,t0415,2021-02-17
kujawsko-pomorskie,tucholski,-,-,8,-,-,1.66,0,0,0,24,3,199,73,9,64,0,t0416,2021-02-17
kujawsko-pomorskie,wąbrzeski,-,-,10,-,-,2.93,0,0,0,17,9,230,66,10,56,0,t0417,2021-02-17
kujawsko-pomorskie,włocławski,-,-,17,-,-,1.98,1,0,1,18,3,247,62,17,45,0,t0418,2021-02-17
kujawsko-pomorskie,żniński,-,-,44,-,-,6.28,0,0,0,34,11,510,136,44,91,1,t0419,2021-02-17
kujawsko-pomorskie,Bydgoszcz,-,-,145,-,-,4.18,7,0,7,225,78,1719,649,157,479,13,t0461,2021-02-17
kujawsko-pomorskie,Grudziądz,-,-,35,-,-,3.72,2,2,0,48,24,480,185,35,148,2,t0462,2021-02-17
kujawsko-pomorskie,Toruń,-,-,102,-,-,5.07,4,0,4,154,48,1180,484,110,362,12,t0463,2021-02-17
kujawsko-pomorskie,Włocławek,-,-,22,-,-,2.01,1,0,1,33,10,281,102,22,79,1,t0464,2021-02-17
lubelskie,bialski,-,-,11,-,-,1.0,1,0,1,36,12,324,97,11,85,1,t0601,2021-02-17
lubelskie,biłgorajski,-,-,24,-,-,2.39,0,0,0,30,11,318,101,24,72,5,t0602,2021-02-17
lubelskie,chełmski,-,-,15,-,-,1.93,0,0,0,20,5,182,72,15,56,1,t0603,2021-02-17
lubelskie,hrubieszowski,-,-,0,-,-,0.0,0,0,0,8,6,86,38,0,38,0,t0604,2021-02-17
lubelskie,janowski,-,-,1,-,-,0.22,0,0,0,5,1,53,41,1,37,3,t0605,2021-02-17
lubelskie,krasnostawski,-,-,8,-,-,1.27,0,0,0,17,7,170,116,9,105,2,t0606,2021-02-17
lubelskie,kraśnicki,-,-,12,-,-,1.26,0,0,0,13,5,217,107,14,92,1,t0607,2021-02-17
lubelskie,lubartowski,-,-,6,-,-,0.68,0,0,0,7,3,185,73,6,66,1,t0608,2021-02-17
lubelskie,lubelski,-,-,31,-,-,1.99,0,0,0,67,15,503,210,32,177,1,t0609,2021-02-17
lubelskie,łęczyński,-,-,6,-,-,1.05,0,0,0,16,7,183,61,7,52,2,t0610,2021-02-17
lubelskie,łukowski,-,-,13,-,-,1.22,0,0,0,21,12,208,107,16,88,3,t0611,2021-02-17
lubelskie,opolski,-,-,9,-,-,1.53,0,0,0,11,4,204,64,10,53,1,t0612,2021-02-17
lubelskie,parczewski,-,-,6,-,-,1.73,0,0,0,7,2,94,32,6,25,1,t0613,2021-02-17
lubelskie,puławski,-,-,11,-,-,0.97,1,0,1,35,10,399,133,11,122,0,t0614,2021-02-17
lubelskie,radzyński,-,-,8,-,-,1.37,0,0,0,15,1,191,64,8,54,2,t0615,2021-02-17
lubelskie,rycki,-,-,9,-,-,1.61,1,0,1,15,13,343,50,9,39,2,t0616,2021-02-17
lubelskie,świdnicki,-,-,19,-,-,2.65,1,0,1,47,9,238,98,20,78,0,t0617,2021-02-17
lubelskie,tomaszowski,-,-,16,-,-,1.94,0,0,0,23,11,352,106,19,82,5,t0618,2021-02-17
lubelskie,włodawski,-,-,16,-,-,4.19,0,0,0,19,11,331,54,16,37,1,t0619,2021-02-17
lubelskie,zamojski,-,-,15,-,-,1.42,4,0,4,14,9,224,97,15,79,3,t0620,2021-02-17
lubelskie,Biała Podlaska,-,-,7,-,-,1.22,4,1,3,19,3,144,66,7,58,1,t0661,2021-02-17
lubelskie,Chełm,-,-,14,-,-,2.27,0,0,0,22,9,102,58,14,36,8,t0662,2021-02-17
lubelskie,Lublin,-,-,59,-,-,1.74,2,0,2,130,52,1109,471,63,403,5,t0663,2021-02-17
lubelskie,Zamość,-,-,9,-,-,1.42,4,0,4,13,3,120,67,9,56,2,t0664,2021-02-17
lubuskie,gorzowski,-,-,41,-,-,5.69,1,1,0,32,16,436,99,43,55,1,t0801,2021-02-17
lubuskie,krośnieński,-,-,8,-,-,1.46,0,0,0,11,2,160,52,8,44,0,t0802,2021-02-17
lubuskie,międzyrzecki,-,-,41,-,-,7.15,0,0,0,44,3,392,113,42,70,1,t0803,2021-02-17
lubuskie,nowosolski,-,-,13,-,-,1.51,0,0,0,28,5,351,205,16,189,0,t0804,2021-02-17
lubuskie,słubicki,-,-,8,-,-,1.71,0,0,0,12,2,141,53,9,43,1,t0805,2021-02-17
lubuskie,strzelecko-drezdenecki,-,-,25,-,-,5.12,0,0,0,30,7,372,91,29,60,2,t0806,2021-02-17
lubuskie,sulęciński,-,-,9,-,-,2.56,3,3,0,10,0,73,59,9,50,0,t0807,2021-02-17
lubuskie,świebodziński,-,-,10,-,-,1.8,0,0,0,15,2,194,77,10,67,0,t0808,2021-02-17
lubuskie,zielonogórski,-,-,29,-,-,3.83,0,0,0,21,8,391,186,31,153,2,t0809,2021-02-17
lubuskie,żagański,-,-,11,-,-,1.4,0,0,0,17,5,170,108,11,96,1,t0810,2021-02-17
lubuskie,żarski,-,-,14,-,-,1.46,0,0,0,35,10,455,142,15,126,1,t0811,2021-02-17
lubuskie,wschowski,-,-,0,-,-,0.0,0,0,0,0,2,41,39,0,39,0,t0812,2021-02-17
lubuskie,Gorzów Wielkopolski,-,-,79,-,-,6.41,0,0,0,90,57,983,256,83,171,2,t0861,2021-02-17
lubuskie,Zielona Góra,-,-,96,-,-,6.8,0,0,0,98,21,884,294,98,189,7,t0862,2021-02-17
łódzkie,bełchatowski,-,-,6,-,-,0.53,0,0,0,25,9,218,92,6,84,2,t1001,2021-02-17
łódzkie,kutnowski,-,-,5,-,-,0.52,0,0,0,26,8,216,69,6,63,0,t1002,2021-02-17
łódzkie,łaski,-,-,4,-,-,0.8,0,0,0,12,2,131,44,4,38,2,t1003,2021-02-17
łódzkie,łęczycki,-,-,3,-,-,0.61,0,0,0,11,5,179,69,4,63,2,t1004,2021-02-17
łódzkie,łowicki,-,-,4,-,-,0.51,3,0,3,17,5,240,114,4,109,1,t1005,2021-02-17
łódzkie,łódzki wschodni,-,-,14,-,-,1.93,0,0,0,18,8,224,69,15,54,0,t1006,2021-02-17
łódzkie,opoczyński,-,-,1,-,-,0.13,0,0,0,16,4,125,61,1,54,6,t1007,2021-02-17
łódzkie,pabianicki,-,-,6,-,-,0.5,1,0,1,50,7,352,106,7,98,1,t1008,2021-02-17
