wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,763,326,1089,0.2,0.08,0.28,3,1,2,852,0,0,2159,1106,1053,0,t0000,2024-08-22
dolnośląskie,bolesławiecki,4,4,8,0.44,0.44,0.89,0,0,0,1,0,0,14,8,6,0,t0201,2024-08-22
dolnośląskie,dzierżoniowski,2,1,3,0.2,0.1,0.3,0,0,0,2,0,0,5,3,2,0,t0202,2024-08-22
dolnośląskie,głogowski,3,0,3,0.34,0.0,0.34,0,0,0,0,0,0,6,3,3,0,t0203,2024-08-22
dolnośląskie,górowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0204,2024-08-22
dolnośląskie,jaworski,2,0,2,0.4,0.0,0.4,0,0,0,0,0,0,2,2,0,0,t0205,2024-08-22
dolnośląskie,jeleniogórski,0,1,1,0.0,0.16,0.16,0,0,0,0,0,0,1,1,0,0,t0206,2024-08-22
dolnośląskie,kamiennogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0207,2024-08-22
dolnośląskie,kłodzki,1,0,1,0.06,0.0,0.06,0,0,0,0,0,0,2,1,1,0,t0208,2024-08-22
dolnośląskie,legnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0209,2024-08-22
dolnośląskie,lubański,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0210,2024-08-22
dolnośląskie,lubiński,1,1,2,0.09,0.09,0.19,0,0,0,1,0,0,2,2,0,0,t0211,2024-08-22
dolnośląskie,lwówecki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0212,2024-08-22
dolnośląskie,milicki,1,0,1,0.27,0.0,0.27,0,0,0,0,0,0,1,1,0,0,t0213,2024-08-22
dolnośląskie,oleśnicki,8,1,9,0.75,0.09,0.84,0,0,0,3,0,0,9,9,0,0,t0214,2024-08-22
dolnośląskie,oławski,1,0,1,0.13,0.0,0.13,0,0,0,0,0,0,1,1,0,0,t0215,2024-08-22
dolnośląskie,polkowicki,0,1,1,0.0,0.16,0.16,0,0,0,2,0,0,3,1,2,0,t0216,2024-08-22
dolnośląskie,strzeliński,1,0,1,0.23,0.0,0.23,0,0,0,0,0,0,1,1,0,0,t0217,2024-08-22
dolnośląskie,średzki,1,0,1,0.18,0.0,0.18,0,0,0,2,0,0,2,1,1,0,t0218,2024-08-22
dolnośląskie,świdnicki,2,2,4,0.13,0.13,0.26,0,0,0,0,0,0,6,4,2,0,t0219,2024-08-22
dolnośląskie,trzebnicki,0,1,1,0.0,0.12,0.12,0,0,0,0,0,0,2,1,1,0,t0220,2024-08-22
dolnośląskie,wałbrzyski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0221,2024-08-22
dolnośląskie,wołowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0222,2024-08-22
dolnośląskie,wrocławski,3,3,6,0.19,0.19,0.39,0,0,0,0,0,0,18,6,12,0,t0223,2024-08-22
dolnośląskie,ząbkowicki,1,0,1,0.16,0.0,0.16,0,0,0,0,0,0,1,1,0,0,t0224,2024-08-22
dolnośląskie,zgorzelecki,1,0,1,0.11,0.0,0.11,0,0,0,1,0,0,1,1,0,0,t0225,2024-08-22
dolnośląskie,złotoryjski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0226,2024-08-22
dolnośląskie,Jelenia Góra,2,0,2,0.25,0.0,0.25,0,0,0,3,0,0,5,3,2,0,t0261,2024-08-22
dolnośląskie,Legnica,1,0,1,0.1,0.0,0.1,0,0,0,1,0,0,1,1,0,0,t0262,2024-08-22
dolnośląskie,Wrocław,7,2,9,0.11,0.03,0.14,0,0,0,8,0,0,25,9,16,0,t0264,2024-08-22
dolnośląskie,Wałbrzych,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0265,2024-08-22
kujawsko-pomorskie,aleksandrowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0401,2024-08-22
kujawsko-pomorskie,brodnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0402,2024-08-22
kujawsko-pomorskie,bydgoski,3,1,4,0.25,0.08,0.33,0,0,0,0,0,0,7,4,3,0,t0403,2024-08-22
kujawsko-pomorskie,chełmiński,1,2,3,0.19,0.39,0.58,0,0,0,6,0,0,6,3,3,0,t0404,2024-08-22
kujawsko-pomorskie,golubsko-dobrzyński,2,1,3,0.44,0.22,0.67,0,0,0,3,0,0,3,3,0,0,t0405,2024-08-22
kujawsko-pomorskie,grudziądzki,3,0,3,0.75,0.0,0.75,0,0,0,1,0,0,4,3,1,0,t0406,2024-08-22
kujawsko-pomorskie,inowrocławski,5,0,5,0.31,0.0,0.31,0,0,0,10,0,0,14,6,8,0,t0407,2024-08-22
kujawsko-pomorskie,lipnowski,2,4,6,0.3,0.61,0.91,0,0,0,3,0,0,7,6,1,0,t0408,2024-08-22
kujawsko-pomorskie,mogileński,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0409,2024-08-22
kujawsko-pomorskie,nakielski,1,0,1,0.12,0.0,0.12,0,0,0,0,0,0,1,1,0,0,t0410,2024-08-22
kujawsko-pomorskie,radziejowski,3,0,3,0.75,0.0,0.75,0,0,0,2,0,0,3,3,0,0,t0411,2024-08-22
kujawsko-pomorskie,rypiński,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0412,2024-08-22
kujawsko-pomorskie,sępoleński,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0413,2024-08-22
kujawsko-pomorskie,świecki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0414,2024-08-22
kujawsko-pomorskie,toruński,4,4,8,0.37,0.37,0.73,0,0,0,12,0,0,16,8,8,0,t0415,2024-08-22
kujawsko-pomorskie,tucholski,3,1,4,0.62,0.21,0.83,0,0,0,0,0,0,4,4,0,0,t0416,2024-08-22
kujawsko-pomorskie,wąbrzeski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0417,2024-08-22
kujawsko-pomorskie,włocławski,5,0,5,0.58,0.0,0.58,0,0,0,3,0,0,11,5,6,0,t0418,2024-08-22
kujawsko-pomorskie,żniński,3,2,5,0.43,0.29,0.71,0,0,0,5,0,0,5,5,0,0,t0419,2024-08-22
kujawsko-pomorskie,Bydgoszcz,4,5,9,0.12,0.14,0.26,0,0,0,5,0,0,11,9,2,0,t0461,2024-08-22
kujawsko-pomorskie,Grudziądz,5,1,6,0.53,0.11,0.64,0,0,0,6,0,0,11,6,5,0,t0462,2024-08-22
kujawsko-pomorskie,Toruń,4,3,7,0.2,0.15,0.35,0,0,0,7,0,0,12,7,5,0,t0463,2024-08-22
kujawsko-pomorskie,Włocławek,4,0,4,0.37,0.0,0.37,0,0,0,1,0,0,6,4,2,0,t0464,2024-08-22
lubelskie,bialski,6,1,7,0.54,0.09,0.63,0,0,0,9,0,0,14,7,7,0,t0601,2024-08-22
lubelskie,biłgorajski,5,2,7,0.5,0.2,0.7,0,0,0,4,0,0,7,7,0,0,t0602,2024-08-22
lubelskie,chełmski,1,1,2,0.13,0.13,0.26,0,0,0,3,0,0,3,2,1,0,t0603,2024-08-22
lubelskie,hrubieszowski,4,2,6,0.64,0.32,0.96,0,0,0,1,0,0,7,6,1,0,t0604,2024-08-22
lubelskie,janowski,2,1,3,0.44,0.22,0.66,0,0,0,3,0,0,3,3,0,0,t0605,2024-08-22
lubelskie,krasnostawski,3,0,3,0.48,0.0,0.48,0,0,0,2,0,0,3,3,0,0,t0606,2024-08-22
lubelskie,kraśnicki,1,0,1,0.11,0.0,0.11,0,0,0,1,0,0,1,1,0,0,t0607,2024-08-22
lubelskie,lubartowski,3,1,4,0.34,0.11,0.45,0,0,0,4,0,0,4,4,0,0,t0608,2024-08-22
lubelskie,lubelski,7,2,9,0.45,0.13,0.58,0,0,0,8,0,0,14,9,5,0,t0609,2024-08-22
lubelskie,łęczyński,1,0,1,0.17,0.0,0.17,0,0,0,1,0,0,1,1,0,0,t0610,2024-08-22
lubelskie,łukowski,3,4,7,0.28,0.38,0.66,0,0,0,7,0,0,8,7,1,0,t0611,2024-08-22
