wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt
Cały kraj,Cały kraj,-,-,6640,-,-,1.73,346,76,270,10811,8974,188758,45108,7386,36950,772,t0000
dolnośląskie,bolesławiecki,-,-,15,-,-,1.67,0,0,0,35,16,434,104,16,87,1,t0201
dolnośląskie,dzierżoniowski,-,-,5,-,-,0.5,2,0,2,15,11,186,66,7,57,2,t0202
dolnośląskie,głogowski,-,-,8,-,-,0.9,0,0,0,15,20,273,86,9,77,0,t0203
dolnośląskie,górowski,-,-,0,-,-,0.0,0,0,0,9,6,115,27,0,27,0,t0204
dolnośląskie,jaworski,-,-,8,-,-,1.6,1,1,0,13,6,173,49,9,39,1,t0205
dolnośląskie,jeleniogórski,-,-,3,-,-,0.47,0,0,0,1,5,252,90,3,85,2,t0206
dolnośląskie,kamiennogórski,-,-,2,-,-,0.46,0,0,0,0,1,90,77,2,72,3,t0207
dolnośląskie,kłodzki,-,-,26,-,-,1.65,1,0,1,34,13,562,164,27,135,2,t0208
dolnośląskie,legnicki,-,-,6,-,-,1.09,1,1,0,6,4,175,49,6,42,1,t0209
dolnośląskie,lubański,-,-,1,-,-,0.18,0,0,0,17,11,263,24,1,23,0,t0210
dolnośląskie,lubiński,-,-,7,-,-,0.66,1,0,1,19,8,237,99,7,91,1,t0211
dolnośląskie,lwówecki,-,-,4,-,-,0.87,0,0,0,12,4,112,53,4,49,0,t0212
dolnośląskie,milicki,-,-,1,-,-,0.27,0,0,0,4,3,134,27,1,26,0,t0213
dolnośląskie,oleśnicki,-,-,15,-,-,1.4,0,0,0,29,15,367,121,16,103,2,t0214
dolnośląskie,oławski,-,-,7,-,-,0.91,1,1,0,30,10,409,137,11,125,1,t0215
dolnośląskie,polkowicki,-,-,11,-,-,1.74,0,0,0,11,3,211,67,12,55,0,t0216
dolnośląskie,strzeliński,-,-,3,-,-,0.69,0,0,0,1,6,116,55,3,52,0,t0217
dolnośląskie,średzki,-,-,11,-,-,1.99,0,0,0,20,12,246,60,11,47,2,t0218
dolnośląskie,świdnicki,-,-,14,-,-,0.89,2,0,2,26,32,690,243,20,220,3,t0219
dolnośląskie,trzebnicki,-,-,9,-,-,1.05,0,0,0,17,14,428,114,10,103,1,t0220
dolnośląskie,wałbrzyski,-,-,5,-,-,0.9,0,0,0,8,7,143,61,5,55,1,t0221
dolnośląskie,wołowski,-,-,8,-,-,1.71,0,0,0,9,7,226,53,8,45,0,t0222
dolnośląskie,wrocławski,-,-,36,-,-,2.34,2,2,0,50,31,1219,239,42,192,5,t0223
dolnośląskie,ząbkowicki,-,-,1,-,-,0.16,0,0,0,9,26,272,47,1,46,0,t0224
dolnośląskie,zgorzelecki,-,-,7,-,-,0.79,0,0,0,14,24,364,68,7,58,3,t0225
dolnośląskie,złotoryjski,-,-,7,-,-,1.62,0,0,0,4,4,147,36,9,26,1,t0226
dolnośląskie,Jelenia Góra,-,-,11,-,-,1.4,0,0,0,20,8,293,88,12,76,0,t0261
dolnośląskie,Legnica,-,-,15,-,-,1.51,0,0,0,28,13,604,103,15,87,1,t0262
dolnośląskie,Wrocław,-,-,107,-,-,1.66,3,2,1,197,140,3860,1323,122,1183,18,t0264
dolnośląskie,Wałbrzych,-,-,12,-,-,1.08,3,3,0,23,11,305,157,13,142,2,t0265
kujawsko-pomorskie,aleksandrowski,-,-,6,-,-,1.09,0,0,0,20,11,206,52,12,40,0,t0401
kujawsko-pomorskie,brodnicki,-,-,12,-,-,1.52,0,0,0,13,23,396,60,13,47,0,t0402
kujawsko-pomorskie,bydgoski,-,-,47,-,-,3.93,1,0,1,71,64,1125,178,50,124,4,t0403
kujawsko-pomorskie,chełmiński,-,-,31,-,-,5.98,3,0,3,35,36,642,133,44,87,2,t0404
kujawsko-pomorskie,golubsko-dobrzyński,-,-,19,-,-,4.23,0,0,0,27,12,259,57,19,37,1,t0405
kujawsko-pomorskie,grudziądzki,-,-,12,-,-,2.98,0,0,0,17,17,345,55,13,42,0,t0406
kujawsko-pomorskie,inowrocławski,-,-,36,-,-,2.26,1,0,1,62,46,870,165,42,118,5,t0407
kujawsko-pomorskie,lipnowski,-,-,6,-,-,0.91,0,0,0,5,6,261,67,6,60,1,t0408
kujawsko-pomorskie,mogileński,-,-,4,-,-,0.88,0,0,0,10,13,187,20,5,14,1,t0409
kujawsko-pomorskie,nakielski,-,-,55,-,-,6.38,1,0,1,60,11,705,142,55,83,4,t0410
kujawsko-pomorskie,radziejowski,-,-,3,-,-,0.75,0,0,0,6,17,191,29,3,26,0,t0411
kujawsko-pomorskie,rypiński,-,-,3,-,-,0.69,0,0,0,8,13,157,20,3,16,1,t0412
kujawsko-pomorskie,sępoleński,-,-,10,-,-,2.44,0,0,0,33,10,272,54,10,44,0,t0413
kujawsko-pomorskie,świecki,-,-,20,-,-,2.02,1,0,1,49,54,708,111,22,89,0,t0414
kujawsko-pomorskie,toruński,-,-,27,-,-,2.48,0,0,0,47,48,816,173,31,139,3,t0415
kujawsko-pomorskie,tucholski,-,-,9,-,-,1.86,0,0,0,16,12,286,68,10,56,2,t0416
kujawsko-pomorskie,wąbrzeski,-,-,6,-,-,1.76,0,0,0,15,20,252,26,6,20,0,t0417
kujawsko-pomorskie,włocławski,-,-,7,-,-,0.81,1,0,1,18,24,355,65,8,56,1,t0418
kujawsko-pomorskie,żniński,-,-,24,-,-,3.43,0,0,0,46,33,490,98,28,69,1,t0419
kujawsko-pomorskie,Bydgoszcz,-,-,147,-,-,4.24,10,0,10,225,169,2792,495,151,339,5,t0461
kujawsko-pomorskie,Grudziądz,-,-,29,-,-,3.08,1,1,0,51,39,624,191,34,149,8,t0462
kujawsko-pomorskie,Toruń,-,-,71,-,-,3.53,1,0,1,112,109,1145,413,73,335,5,t0463
kujawsko-pomorskie,Włocławek,-,-,29,-,-,2.65,2,0,2,35,39,507,136,31,102,3,t0464
lubelskie,bialski,-,-,16,-,-,1.45,0,0,0,21,17,429,104,20,82,2,t0601
lubelskie,biłgorajski,-,-,11,-,-,1.09,4,1,3,16,14,281,75,14,59,2,t0602
lubelskie,chełmski,-,-,5,-,-,0.64,2,0,2,17,18,300,53,5,48,0,t0603
lubelskie,hrubieszowski,-,-,5,-,-,0.8,1,0,1,8,9,189,55,5,47,3,t0604
lubelskie,janowski,-,-,3,-,-,0.66,0,0,0,9,6,100,24,4,20,0,t0605
lubelskie,krasnostawski,-,-,4,-,-,0.64,1,0,1,11,25,368,59,5,54,0,t0606
lubelskie,kraśnicki,-,-,6,-,-,0.63,2,0,2,24,10,254,71,10,61,0,t0607
lubelskie,lubartowski,-,-,8,-,-,0.91,0,0,0,18,23,267,65,8,56,1,t0608
lubelskie,lubelski,-,-,39,-,-,2.5,1,0,1,41,44,692,173,41,131,1,t0609
lubelskie,łęczyński,-,-,2,-,-,0.35,1,0,1,13,35,314,35,2,33,0,t0610
lubelskie,łukowski,-,-,9,-,-,0.84,0,0,0,11,10,257,52,10,41,1,t0611
lubelskie,opolski,-,-,4,-,-,0.68,0,0,0,15,10,261,39,4,35,0,t0612
lubelskie,parczewski,-,-,0,-,-,0.0,0,0,0,7,6,78,34,0,34,0,t0613
lubelskie,puławski,-,-,23,-,-,2.04,1,0,1,23,47,556,118,26,89,3,t0614
lubelskie,radzyński,-,-,11,-,-,1.88,1,0,1,7,7,148,50,11,39,0,t0615
lubelskie,rycki,-,-,8,-,-,1.43,0,0,0,11,5,290,42,8,33,1,t0616
lubelskie,świdnicki,-,-,18,-,-,2.51,0,0,0,26,48,268,60,19,40,1,t0617
lubelskie,tomaszowski,-,-,8,-,-,0.97,1,0,1,19,14,292,59,13,43,3,t0618
lubelskie,włodawski,-,-,22,-,-,5.76,0,0,0,17,16,282,51,23,28,0,t0619
lubelskie,zamojski,-,-,5,-,-,0.47,0,0,0,13,11,211,46,7,38,1,t0620
lubelskie,Biała Podlaska,-,-,19,-,-,3.32,0,0,0,27,17,233,73,22,51,0,t0661
