wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,221,-,-,0.06,7,4,3,2532,154,63155,48678,279,48327,72,t0000,2021-08-16
dolnośląskie,bolesławiecki,-,-,0,-,-,0.0,0,0,0,7,0,166,165,0,165,0,t0201,2021-08-16
dolnośląskie,dzierżoniowski,-,-,1,-,-,0.1,0,0,0,6,1,85,132,1,131,0,t0202,2021-08-16
dolnośląskie,głogowski,-,-,0,-,-,0.0,0,0,0,1,0,93,94,0,94,0,t0203,2021-08-16
dolnośląskie,górowski,-,-,0,-,-,0.0,0,0,0,5,0,37,25,0,25,0,t0204,2021-08-16
dolnośląskie,jaworski,-,-,1,-,-,0.2,0,0,0,0,0,37,51,1,50,0,t0205,2021-08-16
dolnośląskie,jeleniogórski,-,-,0,-,-,0.0,0,0,0,2,1,96,92,0,92,0,t0206,2021-08-16
dolnośląskie,kamiennogórski,-,-,0,-,-,0.0,0,0,0,1,0,62,42,0,42,0,t0207,2021-08-16
dolnośląskie,kłodzki,-,-,0,-,-,0.0,0,0,0,10,2,129,128,0,128,0,t0208,2021-08-16
dolnośląskie,legnicki,-,-,0,-,-,0.0,1,1,0,0,0,93,44,0,44,0,t0209,2021-08-16
dolnośląskie,lubański,-,-,0,-,-,0.0,0,0,0,9,0,41,23,0,23,0,t0210,2021-08-16
