wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,7283,-,-,1.9,101,48,53,581,24079,265383,47649,8893,38056,700,t0000,2021-04-18
dolnośląskie,bolesławiecki,-,-,14,-,-,1.56,0,0,0,0,69,654,56,14,41,1,t0201,2021-04-18
dolnośląskie,dzierżoniowski,-,-,28,-,-,2.79,0,0,0,0,69,646,85,31,53,1,t0202,2021-04-18
dolnośląskie,głogowski,-,-,25,-,-,2.81,0,0,0,0,61,870,134,40,92,2,t0203,2021-04-18
dolnośląskie,górowski,-,-,3,-,-,0.86,0,0,0,2,19,296,31,4,27,0,t0204,2021-04-18
dolnośląskie,jaworski,-,-,7,-,-,1.4,0,0,0,1,31,380,33,7,26,0,t0205,2021-04-18
dolnośląskie,jeleniogórski,-,-,24,-,-,3.79,0,0,0,0,44,518,81,25,56,0,t0206,2021-04-18
dolnośląskie,kamiennogórski,-,-,5,-,-,1.16,0,0,0,0,28,208,11,5,6,0,t0207,2021-04-18
dolnośląskie,kłodzki,-,-,28,-,-,1.78,0,0,0,1,60,665,203,60,143,0,t0208,2021-04-18
dolnośląskie,legnicki,-,-,11,-,-,1.99,0,0,0,0,36,564,29,11,17,1,t0209,2021-04-18
dolnośląskie,lubański,-,-,11,-,-,2.03,0,0,0,1,41,455,45,11,34,0,t0210,2021-04-18
dolnośląskie,lubiński,-,-,26,-,-,2.45,0,0,0,2,88,929,94,30,64,0,t0211,2021-04-18
dolnośląskie,lwówecki,-,-,4,-,-,0.87,0,0,0,0,26,266,28,4,24,0,t0212,2021-04-18
dolnośląskie,milicki,-,-,10,-,-,2.71,0,0,0,4,12,313,41,11,30,0,t0213,2021-04-18
dolnośląskie,oleśnicki,-,-,14,-,-,1.3,0,0,0,0,117,845,113,30,82,1,t0214,2021-04-18
dolnośląskie,oławski,-,-,30,-,-,3.9,0,0,0,4,80,832,113,32,77,4,t0215,2021-04-18
