wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,15190,-,-,3.96,186,40,146,26894,8839,400821,77986,16347,60867,772,t0000,2021-11-05
dolnośląskie,bolesławiecki,-,-,58,-,-,6.44,2,1,1,85,13,1916,269,68,200,1,t0201,2021-11-05
dolnośląskie,dzierżoniowski,-,-,10,-,-,0.99,0,0,0,32,3,226,144,11,133,0,t0202,2021-11-05
dolnośląskie,głogowski,-,-,34,-,-,3.83,0,0,0,57,21,1213,151,35,116,0,t0203,2021-11-05
dolnośląskie,górowski,-,-,10,-,-,2.88,0,0,0,21,5,158,42,10,32,0,t0204,2021-11-05
dolnośląskie,jaworski,-,-,4,-,-,0.8,0,0,0,5,4,180,49,4,45,0,t0205,2021-11-05
dolnośląskie,jeleniogórski,-,-,14,-,-,2.21,0,0,0,17,6,267,110,15,95,0,t0206,2021-11-05
dolnośląskie,kamiennogórski,-,-,2,-,-,0.46,0,0,0,0,2,69,39,2,37,0,t0207,2021-11-05
dolnośląskie,kłodzki,-,-,16,-,-,1.02,0,0,0,45,13,479,164,19,145,0,t0208,2021-11-05
dolnośląskie,legnicki,-,-,17,-,-,3.08,0,0,0,15,7,427,72,17,54,1,t0209,2021-11-05
dolnośląskie,lubański,-,-,23,-,-,4.25,1,1,0,43,5,395,71,27,44,0,t0210,2021-11-05
dolnośląskie,lubiński,-,-,37,-,-,3.49,0,0,0,77,18,849,156,42,114,0,t0211,2021-11-05
dolnośląskie,lwówecki,-,-,8,-,-,1.75,0,0,0,33,2,300,69,9,56,4,t0212,2021-11-05
dolnośląskie,milicki,-,-,3,-,-,0.81,0,0,0,9,1,161,37,3,34,0,t0213,2021-11-05
dolnośląskie,oleśnicki,-,-,22,-,-,2.05,0,0,0,56,14,701,135,24,111,0,t0214,2021-11-05
