wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,12032,-,-,3.14,505,179,326,16733,17480,193405,78964,13408,64618,938,t0000,2021-12-31
dolnośląskie,bolesławiecki,-,-,41,-,-,4.55,0,0,0,52,42,475,157,46,105,6,t0201,2021-12-31
dolnośląskie,dzierżoniowski,-,-,60,-,-,5.97,3,0,3,41,17,492,219,65,153,1,t0202,2021-12-31
dolnośląskie,głogowski,-,-,17,-,-,1.91,1,0,1,31,59,365,133,17,115,1,t0203,2021-12-31
dolnośląskie,górowski,-,-,13,-,-,3.75,1,1,0,10,8,171,63,14,48,1,t0204,2021-12-31
dolnośląskie,jaworski,-,-,15,-,-,3.0,1,1,0,12,45,254,57,15,42,0,t0205,2021-12-31
dolnośląskie,jeleniogórski,-,-,17,-,-,2.68,0,0,0,25,23,325,96,18,77,1,t0206,2021-12-31
dolnośląskie,kamiennogórski,-,-,16,-,-,3.72,2,2,0,12,11,157,82,16,65,1,t0207,2021-12-31
dolnośląskie,kłodzki,-,-,33,-,-,2.1,4,0,4,55,88,742,210,36,173,1,t0208,2021-12-31
dolnośląskie,legnicki,-,-,25,-,-,4.53,0,0,0,7,33,352,110,26,84,0,t0209,2021-12-31
dolnośląskie,lubański,-,-,18,-,-,3.33,0,0,0,22,44,257,65,23,42,0,t0210,2021-12-31
dolnośląskie,lubiński,-,-,38,-,-,3.58,2,0,2,38,41,501,209,41,165,3,t0211,2021-12-31
dolnośląskie,lwówecki,-,-,12,-,-,2.62,0,0,0,21,14,143,63,12,49,2,t0212,2021-12-31
dolnośląskie,milicki,-,-,13,-,-,3.52,0,0,0,13,29,234,39,16,23,0,t0213,2021-12-31
dolnośląskie,oleśnicki,-,-,28,-,-,2.61,0,0,0,56,29,634,134,32,102,0,t0214,2021-12-31
dolnośląskie,oławski,-,-,32,-,-,4.16,0,0,0,33,64,549,161,39,116,6,t0215,2021-12-31
dolnośląskie,polkowicki,-,-,15,-,-,2.38,1,1,0,24,34,417,123,16,103,4,t0216,2021-12-31
dolnośląskie,strzeliński,-,-,15,-,-,3.45,1,0,1,17,17,264,69,17,49,3,t0217,2021-12-31
dolnośląskie,średzki,-,-,31,-,-,5.6,0,0,0,37,19,457,109,33,76,0,t0218,2021-12-31
dolnośląskie,świdnicki,-,-,51,-,-,3.26,0,0,0,22,79,850,211,57,154,0,t0219,2021-12-31
dolnośląskie,trzebnicki,-,-,17,-,-,1.99,0,0,0,21,53,530,85,24,60,1,t0220,2021-12-31
dolnośląskie,wałbrzyski,-,-,15,-,-,2.71,1,1,0,31,15,236,81,16,64,1,t0221,2021-12-31
dolnośląskie,wołowski,-,-,17,-,-,3.64,0,0,0,17,20,258,73,18,54,1,t0222,2021-12-31
dolnośląskie,wrocławski,-,-,52,-,-,3.38,3,3,0,85,110,1082,335,60,267,8,t0223,2021-12-31
dolnośląskie,ząbkowicki,-,-,17,-,-,2.64,3,3,0,27,32,236,85,17,68,0,t0224,2021-12-31
dolnośląskie,zgorzelecki,-,-,53,-,-,5.97,3,3,0,36,52,557,153,56,91,6,t0225,2021-12-31
dolnośląskie,złotoryjski,-,-,15,-,-,3.47,0,0,0,6,15,205,65,17,46,2,t0226,2021-12-31
dolnośląskie,Jelenia Góra,-,-,33,-,-,4.19,1,0,1,44,44,369,178,38,136,4,t0261,2021-12-31
dolnośląskie,Legnica,-,-,34,-,-,3.43,5,5,0,39,58,649,171,37,129,5,t0262,2021-12-31
dolnośląskie,Wrocław,-,-,342,-,-,5.31,3,1,2,239,488,3942,1644,376,1232,36,t0264,2021-12-31
dolnośląskie,Wałbrzych,-,-,24,-,-,2.17,0,0,0,39,38,423,219,28,191,0,t0265,2021-12-31
kujawsko-pomorskie,aleksandrowski,-,-,15,-,-,2.73,0,0,0,21,22,200,105,15,89,1,t0401,2021-12-31
kujawsko-pomorskie,brodnicki,-,-,19,-,-,2.4,0,0,0,25,32,329,116,19,97,0,t0402,2021-12-31
kujawsko-pomorskie,bydgoski,-,-,38,-,-,3.18,1,0,1,60,76,694,266,40,226,0,t0403,2021-12-31
kujawsko-pomorskie,chełmiński,-,-,22,-,-,4.25,0,0,0,29,15,234,89,25,63,1,t0404,2021-12-31
kujawsko-pomorskie,golubsko-dobrzyński,-,-,7,-,-,1.56,0,0,0,26,26,173,90,7,82,1,t0405,2021-12-31
kujawsko-pomorskie,grudziądzki,-,-,28,-,-,6.96,1,1,0,23,22,266,93,30,61,2,t0406,2021-12-31
kujawsko-pomorskie,inowrocławski,-,-,49,-,-,3.08,2,0,2,113,86,773,332,53,277,2,t0407,2021-12-31
kujawsko-pomorskie,lipnowski,-,-,8,-,-,1.22,0,0,0,9,24,213,97,8,89,0,t0408,2021-12-31
kujawsko-pomorskie,mogileński,-,-,25,-,-,5.49,1,0,1,17,25,298,79,25,54,0,t0409,2021-12-31
kujawsko-pomorskie,nakielski,-,-,8,-,-,0.93,0,0,0,47,25,507,91,11,79,1,t0410,2021-12-31
kujawsko-pomorskie,radziejowski,-,-,9,-,-,2.24,0,0,0,15,19,213,70,9,61,0,t0411,2021-12-31
