wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,1895,-,-,0.49,31,8,23,6522,1264,102759,38494,2121,36234,139,t0000,2021-10-07
dolnośląskie,bolesławiecki,-,-,1,-,-,0.11,0,0,0,20,2,245,126,2,124,0,t0201,2021-10-07
dolnośląskie,dzierżoniowski,-,-,2,-,-,0.2,0,0,0,13,1,120,66,2,63,1,t0202,2021-10-07
dolnośląskie,głogowski,-,-,1,-,-,0.11,0,0,0,10,3,78,81,4,77,0,t0203,2021-10-07
dolnośląskie,górowski,-,-,2,-,-,0.58,0,0,0,18,0,104,42,3,39,0,t0204,2021-10-07
dolnośląskie,jaworski,-,-,1,-,-,0.2,0,0,0,3,3,58,20,1,19,0,t0205,2021-10-07
dolnośląskie,jeleniogórski,-,-,1,-,-,0.16,0,0,0,9,1,87,61,1,60,0,t0206,2021-10-07
dolnośląskie,kamiennogórski,-,-,0,-,-,0.0,0,0,0,0,0,53,34,0,34,0,t0207,2021-10-07
dolnośląskie,kłodzki,-,-,1,-,-,0.06,0,0,0,6,0,101,79,1,78,0,t0208,2021-10-07
dolnośląskie,legnicki,-,-,2,-,-,0.36,0,0,0,1,0,71,41,2,39,0,t0209,2021-10-07
dolnośląskie,lubański,-,-,1,-,-,0.18,0,0,0,4,0,71,22,3,19,0,t0210,2021-10-07
dolnośląskie,lubiński,-,-,1,-,-,0.09,0,0,0,12,2,147,72,1,71,0,t0211,2021-10-07
dolnośląskie,lwówecki,-,-,0,-,-,0.0,1,0,1,10,0,71,50,1,49,0,t0212,2021-10-07
dolnośląskie,milicki,-,-,1,-,-,0.27,0,0,0,3,0,25,17,1,16,0,t0213,2021-10-07
dolnośląskie,oleśnicki,-,-,0,-,-,0.0,0,0,0,11,2,184,57,0,57,0,t0214,2021-10-07
dolnośląskie,oławski,-,-,2,-,-,0.26,0,0,0,9,3,217,83,3,80,0,t0215,2021-10-07
dolnośląskie,polkowicki,-,-,1,-,-,0.16,0,0,0,5,2,82,40,1,39,0,t0216,2021-10-07
dolnośląskie,strzeliński,-,-,1,-,-,0.23,0,0,0,8,0,58,31,1,30,0,t0217,2021-10-07
dolnośląskie,średzki,-,-,0,-,-,0.0,0,0,0,7,2,116,41,0,41,0,t0218,2021-10-07
dolnośląskie,świdnicki,-,-,4,-,-,0.26,0,0,0,5,15,411,87,4,83,0,t0219,2021-10-07
dolnośląskie,trzebnicki,-,-,2,-,-,0.23,0,0,0,7,3,213,66,2,63,1,t0220,2021-10-07
dolnośląskie,wałbrzyski,-,-,0,-,-,0.0,0,0,0,4,2,38,44,0,44,0,t0221,2021-10-07
dolnośląskie,wołowski,-,-,0,-,-,0.0,0,0,0,1,0,53,25,0,25,0,t0222,2021-10-07
dolnośląskie,wrocławski,-,-,7,-,-,0.45,0,0,0,28,6,459,177,8,168,1,t0223,2021-10-07
