wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,11670,-,-,3.04,433,144,289,40638,7061,175490,104130,13394,89818,918,t0000,2022-01-03
dolnośląskie,bolesławiecki,-,-,40,-,-,4.44,2,0,2,128,10,438,357,63,290,4,t0201,2022-01-03
dolnośląskie,dzierżoniowski,-,-,45,-,-,4.48,3,0,3,80,15,420,241,51,189,1,t0202,2022-01-03
dolnośląskie,głogowski,-,-,13,-,-,1.46,1,0,1,84,17,362,179,16,163,0,t0203,2022-01-03
dolnośląskie,górowski,-,-,8,-,-,2.31,1,1,0,51,3,152,73,10,62,1,t0204,2022-01-03
dolnośląskie,jaworski,-,-,7,-,-,1.4,0,0,0,46,6,253,76,7,69,0,t0205,2022-01-03
dolnośląskie,jeleniogórski,-,-,15,-,-,2.37,0,0,0,47,6,261,113,21,91,1,t0206,2022-01-03
dolnośląskie,kamiennogórski,-,-,9,-,-,2.09,1,1,0,34,1,139,119,11,107,1,t0207,2022-01-03
dolnośląskie,kłodzki,-,-,28,-,-,1.78,3,0,3,169,48,564,299,33,266,0,t0208,2022-01-03
dolnośląskie,legnicki,-,-,22,-,-,3.98,3,3,0,37,11,253,135,23,112,0,t0209,2022-01-03
dolnośląskie,lubański,-,-,18,-,-,3.33,0,0,0,75,9,286,88,22,66,0,t0210,2022-01-03
dolnośląskie,lubiński,-,-,45,-,-,4.24,2,1,1,106,17,480,249,46,203,0,t0211,2022-01-03
dolnośląskie,lwówecki,-,-,13,-,-,2.84,0,0,0,53,3,125,145,17,128,0,t0212,2022-01-03
dolnośląskie,milicki,-,-,4,-,-,1.08,0,0,0,31,12,206,52,4,48,0,t0213,2022-01-03
dolnośląskie,oleśnicki,-,-,54,-,-,5.03,0,0,0,116,20,584,243,58,183,2,t0214,2022-01-03
dolnośląskie,oławski,-,-,13,-,-,1.69,2,1,1,105,7,474,140,16,124,0,t0215,2022-01-03
dolnośląskie,polkowicki,-,-,23,-,-,3.65,1,1,0,53,15,299,155,23,131,1,t0216,2022-01-03
dolnośląskie,strzeliński,-,-,14,-,-,3.22,0,0,0,70,7,238,76,16,60,0,t0217,2022-01-03
dolnośląskie,średzki,-,-,11,-,-,1.99,1,1,0,74,11,408,90,13,76,1,t0218,2022-01-03
dolnośląskie,świdnicki,-,-,42,-,-,2.68,5,0,5,115,29,754,339,45,288,6,t0219,2022-01-03
dolnośląskie,trzebnicki,-,-,31,-,-,3.63,0,0,0,81,11,488,182,35,147,0,t0220,2022-01-03
dolnośląskie,wałbrzyski,-,-,13,-,-,2.35,2,2,0,62,7,221,139,15,122,2,t0221,2022-01-03
dolnośląskie,wołowski,-,-,7,-,-,1.5,3,3,0,43,9,260,71,8,63,0,t0222,2022-01-03
dolnośląskie,wrocławski,-,-,99,-,-,6.43,0,0,0,197,26,909,489,109,377,3,t0223,2022-01-03
dolnośląskie,ząbkowicki,-,-,17,-,-,2.64,0,0,0,58,3,193,130,18,110,2,t0224,2022-01-03
dolnośląskie,zgorzelecki,-,-,15,-,-,1.69,1,1,0,85,10,491,74,20,54,0,t0225,2022-01-03
dolnośląskie,złotoryjski,-,-,5,-,-,1.16,0,0,0,38,3,191,37,5,32,0,t0226,2022-01-03
