wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt
lubelskie,świdnicki,-,-,10,-,-,1.39,1,0,1,46,8,329,93,13,71,9,t0617
lubelskie,tomaszowski,-,-,13,-,-,1.58,2,0,2,44,12,320,70,17,52,1,t0618
lubelskie,włodawski,-,-,13,-,-,3.4,0,0,0,36,14,273,52,15,37,0,t0619
lubelskie,zamojski,-,-,13,-,-,1.23,3,1,2,27,6,198,99,14,84,1,t0620
lubelskie,Biała Podlaska,-,-,7,-,-,1.22,0,0,0,41,12,215,51,7,44,0,t0661
lubelskie,Chełm,-,-,65,-,-,10.55,2,0,2,28,12,223,135,65,65,5,t0662
lubelskie,Lublin,-,-,84,-,-,2.47,0,0,0,197,60,1548,524,109,399,16,t0663
lubelskie,Zamość,-,-,5,-,-,0.79,2,0,2,25,6,201,88,7,81,0,t0664
lubuskie,gorzowski,-,-,6,-,-,0.83,0,0,0,48,9,462,66,9,55,2,t0801
lubuskie,krośnieński,-,-,2,-,-,0.37,0,0,0,21,16,294,39,2,37,0,t0802
lubuskie,międzyrzecki,-,-,14,-,-,2.44,1,1,0,36,9,337,71,15,54,2,t0803
lubuskie,nowosolski,-,-,6,-,-,0.7,0,0,0,42,23,348,93,9,84,0,t0804
lubuskie,słubicki,-,-,6,-,-,1.28,0,0,0,19,6,200,55,6,49,0,t0805
lubuskie,strzelecko-drezdenecki,-,-,2,-,-,0.41,1,1,0,14,12,266,39,3,36,0,t0806
lubuskie,sulęciński,-,-,0,-,-,0.0,0,0,0,26,8,203,24,0,24,0,t0807
lubuskie,świebodziński,-,-,4,-,-,0.72,1,0,1,26,4,348,52,4,48,0,t0808
lubuskie,zielonogórski,-,-,4,-,-,0.53,0,0,0,46,14,320,72,5,67,0,t0809
lubuskie,żagański,-,-,5,-,-,0.64,0,0,0,29,7,232,96,5,89,2,t0810
lubuskie,żarski,-,-,18,-,-,1.88,2,1,1,60,10,422,118,18,97,3,t0811
lubuskie,wschowski,-,-,3,-,-,0.77,0,0,0,13,2,90,34,3,31,0,t0812
lubuskie,Gorzów Wielkopolski,-,-,14,-,-,1.14,0,0,0,77,19,645,105,15,89,1,t0861
lubuskie,Zielona Góra,-,-,8,-,-,0.57,0,0,0,73,43,804,202,12,189,1,t0862
łódzkie,bełchatowski,-,-,12,-,-,1.06,0,0,0,29,12,349,78,14,64,0,t1001
łódzkie,kutnowski,-,-,10,-,-,1.04,0,0,0,42,17,391,80,10,70,0,t1002
łódzkie,łaski,-,-,5,-,-,1.0,0,0,0,15,1,152,58,5,51,2,t1003
łódzkie,łęczycki,-,-,0,-,-,0.0,0,0,0,28,5,372,39,1,38,0,t1004
łódzkie,łowicki,-,-,9,-,-,1.16,1,0,1,23,11,388,65,9,55,1,t1005
łódzkie,łódzki wschodni,-,-,6,-,-,0.83,1,0,1,41,12,383,71,8,60,3,t1006
łódzkie,opoczyński,-,-,2,-,-,0.26,0,0,0,8,1,128,65,2,60,3,t1007
łódzkie,pabianicki,-,-,9,-,-,0.75,0,0,0,57,27,545,148,14,132,2,t1008
łódzkie,pajęczański,-,-,6,-,-,1.17,0,0,0,11,3,168,42,6,34,2,t1009
łódzkie,piotrkowski,-,-,4,-,-,0.44,0,0,0,27,10,293,70,6,64,0,t1010
łódzkie,poddębicki,-,-,3,-,-,0.73,0,0,0,9,8,188,80,4,76,0,t1011
łódzkie,radomszczański,-,-,6,-,-,0.53,5,0,5,33,20,408,105,13,91,1,t1012
łódzkie,rawski,-,-,11,-,-,2.27,0,0,0,27,3,366,77,12,63,2,t1013
łódzkie,sieradzki,-,-,11,-,-,0.94,1,0,1,35,25,420,148,12,134,2,t1014
łódzkie,skierniewicki,-,-,8,-,-,2.1,0,0,0,17,3,234,37,8,29,0,t1015
łódzkie,tomaszowski,-,-,8,-,-,0.69,0,0,0,41,7,451,108,11,97,0,t1016
łódzkie,wieluński,-,-,1,-,-,0.13,0,0,0,16,1,265,56,2,53,1,t1017
łódzkie,wieruszowski,-,-,1,-,-,0.24,0,0,0,7,6,134,40,1,38,1,t1018
łódzkie,zduńskowolski,-,-,9,-,-,1.36,0,0,0,22,3,151,80,12,68,0,t1019
łódzkie,zgierski,-,-,33,-,-,1.99,0,0,0,85,42,805,244,34,208,2,t1020
łódzkie,brzeziński,-,-,4,-,-,1.3,0,0,0,10,7,123,49,4,40,5,t1021
łódzkie,Łódź,-,-,85,-,-,1.26,4,0,4,320,113,3972,963,101,842,20,t1061
łódzkie,Piotrków Trybunalski,-,-,5,-,-,0.69,0,0,0,32,9,388,64,5,59,0,t1062
łódzkie,Skierniewice,-,-,8,-,-,1.67,1,1,0,18,1,215,63,8,55,0,t1063
małopolskie,bocheński,-,-,8,-,-,0.75,1,0,1,22,6,276,80,8,72,0,t1201
małopolskie,brzeski,-,-,8,-,-,0.86,0,0,0,15,4,206,127,8,119,0,t1202
małopolskie,chrzanowski,-,-,7,-,-,0.56,0,0,0,35,9,296,92,8,83,1,t1203
małopolskie,dąbrowski,-,-,0,-,-,0.0,0,0,0,2,1,66,45,2,43,0,t1204
małopolskie,gorlicki,-,-,2,-,-,0.18,0,0,0,19,7,208,61,3,56,2,t1205
małopolskie,krakowski,-,-,21,-,-,0.75,1,0,1,104,21,866,186,27,153,6,t1206
małopolskie,limanowski,-,-,3,-,-,0.23,3,0,3,6,7,183,81,3,76,2,t1207
małopolskie,miechowski,-,-,3,-,-,0.62,0,0,0,14,1,81,36,3,32,1,t1208
małopolskie,myślenicki,-,-,9,-,-,0.7,2,0,2,47,7,362,85,11,74,0,t1209
małopolskie,nowosądecki,-,-,4,-,-,0.18,1,0,1,19,4,251,96,5,91,0,t1210
małopolskie,nowotarski,-,-,3,-,-,0.16,0,0,0,3,1,232,110,5,104,1,t1211
małopolskie,olkuski,-,-,2,-,-,0.18,0,0,0,32,10,266,64,3,61,0,t1212
małopolskie,oświęcimski,-,-,5,-,-,0.33,0,0,0,28,17,450,75,5,70,0,t1213
małopolskie,proszowicki,-,-,1,-,-,0.23,1,0,1,5,0,75,29,1,26,2,t1214
małopolskie,suski,-,-,4,-,-,0.48,1,0,1,10,8,181,71,6,65,0,t1215
małopolskie,tarnowski,-,-,10,-,-,0.5,0,0,0,40,11,280,132,11,119,2,t1216
małopolskie,tatrzański,-,-,2,-,-,0.29,0,0,0,17,3,142,41,2,39,0,t1217
małopolskie,wadowicki,-,-,6,-,-,0.38,3,1,2,43,11,364,104,7,96,1,t1218
małopolskie,wielicki,-,-,8,-,-,0.62,0,0,0,47,9,490,112,10,98,4,t1219
małopolskie,Kraków,-,-,47,-,-,0.6,4,2,2,289,80,3323,699,66,622,11,t1261
małopolskie,Nowy Sącz,-,-,0,-,-,0.0,1,0,1,4,2,173,25,1,23,1,t1262
małopolskie,Tarnów,-,-,6,-,-,0.55,0,0,0,17,11,215,67,7,60,0,t1263
mazowieckie,białobrzeski,-,-,2,-,-,0.6,0,0,0,17,2,263,26,4,22,0,t1401
mazowieckie,ciechanowski,-,-,4,-,-,0.45,0,0,0,53,9,397,51,5,46,0,t1402
mazowieckie,garwoliński,-,-,3,-,-,0.28,1,1,0,25,8,297,73,4,66,3,t1403
mazowieckie,gostyniński,-,-,3,-,-,0.67,0,0,0,23,2,131,29,4,25,0,t1404
mazowieckie,grodziski,-,-,17,-,-,1.76,1,0,1,77,19,805,225,18,205,2,t1405
mazowieckie,grójecki,-,-,14,-,-,1.43,2,0,2,50,22,1915,114,17,95,2,t1406
mazowieckie,kozienicki,-,-,4,-,-,0.67,0,0,0,38,26,419,59,4,55,0,t1407
mazowieckie,legionowski,-,-,15,-,-,1.26,0,0,0,84,7,765,91,17,72,2,t1408
mazowieckie,lipski,-,-,3,-,-,0.89,1,1,0,10,7,125,23,3,20,0,t1409
mazowieckie,łosicki,-,-,5,-,-,1.63,0,0,0,12,0,121,20,5,15,0,t1410
mazowieckie,makowski,-,-,1,-,-,0.22,0,0,0,13,7,167,33,1,32,0,t1411
mazowieckie,miński,-,-,9,-,-,0.58,0,0,0,71,18,644,142,12,128,2,t1412
mazowieckie,mławski,-,-,4,-,-,0.55,1,0,1,50,6,465,64,6,57,1,t1413
mazowieckie,nowodworski,-,-,3,-,-,0.38,0,0,0,28,7,472,71,5,65,1,t1414
mazowieckie,ostrołęcki,-,-,14,-,-,1.58,0,0,0,25,5,226,51,14,37,0,t1415
mazowieckie,ostrowski,-,-,13,-,-,1.8,1,0,1,21,4,268,57,14,43,0,t1416
mazowieckie,otwocki,-,-,9,-,-,0.72,0,0,0,57,19,840,118,13,102,3,t1417
mazowieckie,piaseczyński,-,-,21,-,-,1.11,0,0,0,99,53,1986,199,26,167,6,t1418
mazowieckie,płocki,-,-,15,-,-,1.35,0,0,0,54,8,419,82,18,60,4,t1419
mazowieckie,płoński,-,-,4,-,-,0.46,0,0,0,52,5,599,50,5,45,0,t1420
mazowieckie,pruszkowski,-,-,17,-,-,1.02,0,0,0,98,41,1643,156,21,135,0,t1421
mazowieckie,przasnyski,-,-,4,-,-,0.76,0,0,0,27,14,252,39,8,31,0,t1422
mazowieckie,przysuski,-,-,2,-,-,0.48,1,0,1,9,4,152,24,2,21,1,t1423
mazowieckie,pułtuski,-,-,5,-,-,0.96,0,0,0,36,8,264,35,5,29,1,t1424
mazowieckie,radomski,-,-,3,-,-,0.2,0,0,0,50,22,529,103,6,96,1,t1425
mazowieckie,siedlecki,-,-,16,-,-,1.97,1,0,1,15,6,388,88,19,66,3,t1426
mazowieckie,sierpecki,-,-,5,-,-,0.97,0,0,0,13,2,219,50,9,40,1,t1427
mazowieckie,sochaczewski,-,-,24,-,-,2.82,1,0,1,52,27,789,113,26,86,1,t1428
mazowieckie,sokołowski,-,-,3,-,-,0.56,0,0,0,7,4,159,38,3,35,0,t1429
mazowieckie,szydłowiecki,-,-,1,-,-,0.25,0,0,0,9,1,99,16,1,14,1,t1430
mazowieckie,warszawski zachodni,-,-,11,-,-,0.92,0,0,0,64,28,1246,129,15,112,2,t1432
mazowieckie,węgrowski,-,-,4,-,-,0.61,0,0,0,27,4,178,38,7,31,0,t1433
mazowieckie,wołomiński,-,-,22,-,-,0.88,0,0,0,125,48,1670,229,30,195,4,t1434
mazowieckie,wyszkowski,-,-,2,-,-,0.27,1,0,1,35,16,240,28,4,24,0,t1435
mazowieckie,zwoleński,-,-,3,-,-,0.83,0,0,0,17,3,171,15,3,12,0,t1436
mazowieckie,żuromiński,-,-,2,-,-,0.52,1,0,1,8,1,64,18,2,16,0,t1437
mazowieckie,żyrardowski,-,-,9,-,-,1.19,1,0,1,53,35,563,98,17,81,0,t1438
mazowieckie,Ostrołęka,-,-,12,-,-,2.31,0,0,0,19,7,149,43,14,25,4,t1461
mazowieckie,Płock,-,-,11,-,-,0.92,0,0,0,62,13,465,110,14,95,1,t1462
mazowieckie,Radom,-,-,11,-,-,0.52,0,0,0,82,21,715,193,15,177,1,t1463
mazowieckie,Siedlce,-,-,15,-,-,1.92,2,0,2,29,1,326,75,20,53,2,t1464
mazowieckie,Warszawa,-,-,225,-,-,1.25,19,1,18,972,356,14660,2226,283,1903,40,t1465
opolskie,brzeski,-,-,4,-,-,0.45,1,0,1,46,24,383,48,5,43,0,t1601
opolskie,głubczycki,-,-,6,-,-,1.32,0,0,0,19,10,205,41,8,32,1,t1602
opolskie,kędzierzyńsko-kozielski,-,-,10,-,-,1.07,1,0,1,27,13,336,111,11,100,0,t1603
opolskie,kluczborski,-,-,4,-,-,0.61,1,0,1,21,9,194,57,5,52,0,t1604
opolskie,krapkowicki,-,-,6,-,-,0.94,0,0,0,11,16,217,65,7,57,1,t1605
opolskie,namysłowski,-,-,0,-,-,0.0,0,0,0,14,4,107,24,0,24,0,t1606
opolskie,nyski,-,-,18,-,-,1.33,4,0,4,48,18,388,139,22,115,2,t1607
opolskie,oleski,-,-,2,-,-,0.31,0,0,0,18,5,197,58,2,56,0,t1608
opolskie,opolski,-,-,9,-,-,0.73,2,1,1,48,10,556,129,12,117,0,t1609
opolskie,prudnicki,-,-,1,-,-,0.18,0,0,0,9,2,102,60,2,58,0,t1610
opolskie,strzelecki,-,-,5,-,-,0.67,0,0,0,24,18,306,69,5,63,1,t1611
opolskie,Opole,-,-,13,-,-,1.02,1,0,1,77,33,967,139,17,122,0,t1661
podkarpackie,bieszczadzki,-,-,0,-,-,0.0,0,0,0,5,1,66,22,0,22,0,t1801
podkarpackie,brzozowski,-,-,8,-,-,1.22,0,0,0,17,3,159,95,9,86,0,t1802
podkarpackie,dębicki,-,-,6,-,-,0.44,0,0,0,16,12,276,98,10,88,0,t1803
podkarpackie,jarosławski,-,-,4,-,-,0.33,0,0,0,38,8,387,54,5,48,1,t1804
podkarpackie,jasielski,-,-,6,-,-,0.53,0,0,0,22,5,177,67,7,60,0,t1805
podkarpackie,kolbuszowski,-,-,4,-,-,0.64,0,0,0,9,3,104,75,9,66,0,t1806
podkarpackie,krośnieński,-,-,6,-,-,0.53,0,0,0,9,4,123,53,12,41,0,t1807
podkarpackie,leżajski,-,-,2,-,-,0.29,1,0,1,12,12,192,34,5,29,0,t1808
podkarpackie,lubaczowski,-,-,6,-,-,1.09,0,0,0,10,13,274,46,11,35,0,t1809
podkarpackie,łańcucki,-,-,5,-,-,0.62,0,0,0,34,13,282,51,5,43,3,t1810
podkarpackie,mielecki,-,-,8,-,-,0.59,2,0,2,31,10,216,116,16,100,0,t1811
podkarpackie,niżański,-,-,6,-,-,0.9,0,0,0,13,9,220,45,6,39,0,t1812
podkarpackie,przemyski,-,-,5,-,-,0.68,0,0,0,12,15,219,49,7,41,1,t1813
podkarpackie,przeworski,-,-,0,-,-,0.0,0,0,0,11,7,101,30,0,30,0,t1814
podkarpackie,ropczycko-sędziszowski,-,-,2,-,-,0.27,0,0,0,8,8,143,47,2,45,0,t1815
podkarpackie,rzeszowski,-,-,15,-,-,0.88,0,0,0,37,27,529,129,16,112,1,t1816
podkarpackie,sanocki,-,-,6,-,-,0.64,0,0,0,26,6,209,75,7,67,1,t1817
podkarpackie,stalowowolski,-,-,8,-,-,0.76,0,0,0,29,20,305,58,11,47,0,t1818
podkarpackie,strzyżowski,-,-,2,-,-,0.33,0,0,0,12,3,107,48,2,46,0,t1819
podkarpackie,tarnobrzeski,-,-,12,-,-,2.27,0,0,0,10,19,141,89,26,63,0,t1820
podkarpackie,leski,-,-,0,-,-,0.0,0,0,0,12,5,96,24,0,24,0,t1821
podkarpackie,Krosno,-,-,5,-,-,1.08,0,0,0,9,4,66,35,7,28,0,t1861
podkarpackie,Przemyśl,-,-,3,-,-,0.5,0,0,0,19,5,170,39,5,33,1,t1862
podkarpackie,Rzeszów,-,-,11,-,-,0.56,0,0,0,81,21,704,236,13,221,2,t1863
podkarpackie,Tarnobrzeg,-,-,6,-,-,1.29,0,0,0,12,7,92,100,8,92,0,t1864
podlaskie,augustowski,-,-,14,-,-,2.42,0,0,0,22,2,174,36,14,22,0,t2001
podlaskie,białostocki,-,-,22,-,-,1.46,0,0,0,129,17,767,112,24,86,2,t2002
podlaskie,bielski,-,-,1,-,-,0.18,0,0,0,25,8,236,59,1,58,0,t2003
podlaskie,grajewski,-,-,1,-,-,0.21,0,0,0,15,8,129,32,1,31,0,t2004
podlaskie,hajnowski,-,-,11,-,-,2.6,0,0,0,44,25,318,125,12,113,0,t2005
podlaskie,kolneński,-,-,7,-,-,1.84,0,0,0,20,1,99,38,7,30,1,t2006
podlaskie,łomżyński,-,-,3,-,-,0.59,0,0,0,15,4,195,30,3,27,0,t2007
podlaskie,moniecki,-,-,15,-,-,3.73,0,0,0,13,2,117,64,17,47,0,t2008
podlaskie,sejneński,-,-,1,-,-,0.5,0,0,0,4,4,54,7,1,6,0,t2009
podlaskie,siemiatycki,-,-,7,-,-,1.59,0,0,0,17,2,129,72,8,61,3,t2010
podlaskie,sokólski,-,-,7,-,-,1.06,0,0,0,53,9,341,54,10,42,2,t2011
podlaskie,suwalski,-,-,2,-,-,0.56,0,0,0,15,5,163,12,2,10,0,t2012
podlaskie,wysokomazowiecki,-,-,4,-,-,0.71,0,0,0,27,5,178,47,4,43,0,t2013
podlaskie,zambrowski,-,-,0,-,-,0.0,0,0,0,14,2,266,26,0,26,0,t2014
podlaskie,Białystok,-,-,28,-,-,0.94,0,0,0,212,38,1456,241,36,203,2,t2061
podlaskie,Łomża,-,-,16,-,-,2.55,0,0,0,34,14,281,58,17,39,2,t2062
podlaskie,Suwałki,-,-,6,-,-,0.86,0,0,0,35,7,500,20,6,14,0,t2063
pomorskie,bytowski,-,-,9,-,-,1.14,0,0,0,40,22,294,84,10,74,0,t2201
pomorskie,chojnicki,-,-,9,-,-,0.92,3,0,3,24,43,387,64,9,55,0,t2202
pomorskie,człuchowski,-,-,8,-,-,1.43,5,2,3,26,7,235,59,8,50,1,t2203
pomorskie,gdański,-,-,28,-,-,2.35,1,0,1,94,47,1187,118,31,86,1,t2204
pomorskie,kartuski,-,-,23,-,-,1.63,0,0,0,67,43,1073,117,28,88,1,t2205
pomorskie,kościerski,-,-,9,-,-,1.24,1,0,1,32,12,295,80,11,69,0,t2206
pomorskie,kwidzyński,-,-,7,-,-,0.84,1,0,1,42,18,470,89,7,81,1,t2207
pomorskie,lęborski,-,-,5,-,-,0.76,0,0,0,38,11,312,73,6,64,3,t2208
pomorskie,malborski,-,-,17,-,-,2.68,0,0,0,38,21,461,89,18,70,1,t2209
pomorskie,nowodworski,-,-,1,-,-,0.28,0,0,0,21,4,226,49,2,47,0,t2210
pomorskie,pucki,-,-,18,-,-,2.06,0,0,0,71,38,747,68,19,49,0,t2211
pomorskie,słupski,-,-,19,-,-,1.92,6,0,6,47,21,686,128,21,105,2,t2212
pomorskie,starogardzki,-,-,10,-,-,0.78,3,1,2,61,32,754,82,10,71,1,t2213
pomorskie,tczewski,-,-,14,-,-,1.21,0,0,0,87,35,723,129,15,114,0,t2214
pomorskie,wejherowski,-,-,14,-,-,0.64,0,0,0,144,57,1209,160,15,138,7,t2215
pomorskie,sztumski,-,-,7,-,-,1.7,0,0,0,33,16,300,77,7,67,3,t2216
pomorskie,Gdańsk,-,-,99,-,-,2.1,4,0,4,316,153,3927,586,109,460,17,t2261
pomorskie,Gdynia,-,-,38,-,-,1.55,0,0,0,152,64,1369,326,42,270,14,t2262
pomorskie,Słupsk,-,-,22,-,-,2.44,0,0,0,54,21,576,154,24,126,4,t2263
pomorskie,Sopot,-,-,3,-,-,0.84,1,0,1,11,5,170,45,4,40,1,t2264
śląskie,będziński,-,-,20,-,-,1.35,1,0,1,76,17,603,164,22,142,0,t2401
śląskie,bielski,-,-,13,-,-,0.78,0,0,0,55,16,490,133,14,117,2,t2402
śląskie,cieszyński,-,-,2,-,-,0.11,3,0,3,39,13,540,111,2,105,4,t2403
śląskie,częstochowski,-,-,13,-,-,0.97,2,0,2,32,6,341,99,14,84,1,t2404
śląskie,gliwicki,-,-,19,-,-,1.64,0,0,0,61,5,402,137,21,113,3,t2405
śląskie,kłobucki,-,-,2,-,-,0.24,0,0,0,20,4,223,54,3,51,0,t2406
śląskie,lubliniecki,-,-,2,-,-,0.26,0,0,0,27,13,299,60,2,58,0,t2407
śląskie,mikołowski,-,-,3,-,-,0.3,0,0,0,34,5,294,73,5,68,0,t2408
