wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,902,216,1118,0.24,0.06,0.29,14,6,8,2259,0,0,8172,1241,6902,29,t0000,2022-10-21
dolnośląskie,bolesławiecki,3,0,3,0.33,0.0,0.33,0,0,0,2,0,0,19,3,16,0,t0201,2022-10-21
dolnośląskie,dzierżoniowski,0,0,0,0.0,0.0,0.0,1,0,1,3,0,0,11,2,9,0,t0202,2022-10-21
dolnośląskie,głogowski,4,2,6,0.45,0.23,0.68,1,0,1,0,0,0,15,6,9,0,t0203,2022-10-21
dolnośląskie,górowski,1,0,1,0.29,0.0,0.29,0,0,0,2,0,0,4,1,3,0,t0204,2022-10-21
dolnośląskie,jaworski,3,0,3,0.6,0.0,0.6,0,0,0,0,0,0,5,3,2,0,t0205,2022-10-21
dolnośląskie,jeleniogórski,1,0,1,0.16,0.0,0.16,0,0,0,0,0,0,6,1,5,0,t0206,2022-10-21
dolnośląskie,kamiennogórski,2,0,2,0.46,0.0,0.46,0,0,0,1,0,0,2,2,0,0,t0207,2022-10-21
dolnośląskie,kłodzki,4,0,4,0.25,0.0,0.25,0,0,0,5,0,0,16,4,12,0,t0208,2022-10-21
dolnośląskie,legnicki,2,0,2,0.36,0.0,0.36,0,0,0,2,0,0,10,2,8,0,t0209,2022-10-21
dolnośląskie,lubański,5,0,5,0.92,0.0,0.92,0,0,0,7,0,0,11,7,4,0,t0210,2022-10-21
dolnośląskie,lubiński,3,0,3,0.28,0.0,0.28,0,0,0,7,0,0,15,3,12,0,t0211,2022-10-21
dolnośląskie,lwówecki,1,0,1,0.22,0.0,0.22,0,0,0,2,0,0,5,1,4,0,t0212,2022-10-21
dolnośląskie,milicki,1,1,2,0.27,0.27,0.54,0,0,0,2,0,0,3,2,1,0,t0213,2022-10-21
dolnośląskie,oleśnicki,3,0,3,0.28,0.0,0.28,0,0,0,4,0,0,15,3,12,0,t0214,2022-10-21
dolnośląskie,oławski,0,1,1,0.0,0.13,0.13,0,0,0,1,0,0,11,1,10,0,t0215,2022-10-21
dolnośląskie,polkowicki,6,1,7,0.95,0.16,1.11,0,0,0,3,0,0,11,7,4,0,t0216,2022-10-21
dolnośląskie,strzeliński,1,0,1,0.23,0.0,0.23,0,0,0,8,0,0,11,1,10,0,t0217,2022-10-21
dolnośląskie,średzki,2,2,4,0.36,0.36,0.72,0,0,0,10,0,0,12,4,8,0,t0218,2022-10-21
dolnośląskie,świdnicki,1,0,1,0.06,0.0,0.06,0,0,0,2,0,0,15,1,13,1,t0219,2022-10-21
dolnośląskie,trzebnicki,3,0,3,0.35,0.0,0.35,0,0,0,3,0,0,7,3,4,0,t0220,2022-10-21
dolnośląskie,wałbrzyski,2,0,2,0.36,0.0,0.36,1,1,0,2,0,0,5,2,3,0,t0221,2022-10-21
dolnośląskie,wołowski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0222,2022-10-21
