wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,133,-,-,0.03,36,6,30,2058,247,57708,42518,193,42234,91,t0000,2021-06-24
dolnośląskie,bolesławiecki,-,-,1,-,-,0.11,0,0,0,8,1,397,107,1,105,1,t0201,2021-06-24
dolnośląskie,dzierżoniowski,-,-,0,-,-,0.0,0,0,0,3,3,62,94,0,94,0,t0202,2021-06-24
dolnośląskie,głogowski,-,-,0,-,-,0.0,0,0,0,2,0,63,86,0,86,0,t0203,2021-06-24
dolnośląskie,górowski,-,-,0,-,-,0.0,0,0,0,7,1,29,29,0,29,0,t0204,2021-06-24
dolnośląskie,jaworski,-,-,0,-,-,0.0,0,0,0,1,1,29,38,0,38,0,t0205,2021-06-24
dolnośląskie,jeleniogórski,-,-,0,-,-,0.0,0,0,0,1,0,50,73,0,73,0,t0206,2021-06-24
dolnośląskie,kamiennogórski,-,-,1,-,-,0.23,0,0,0,2,0,22,37,1,36,0,t0207,2021-06-24
dolnośląskie,kłodzki,-,-,0,-,-,0.0,0,0,0,7,0,115,101,0,101,0,t0208,2021-06-24
dolnośląskie,legnicki,-,-,0,-,-,0.0,0,0,0,1,0,57,37,0,37,0,t0209,2021-06-24
dolnośląskie,lubański,-,-,1,-,-,0.18,0,0,0,2,0,33,24,1,23,0,t0210,2021-06-24
dolnośląskie,lubiński,-,-,1,-,-,0.09,0,0,0,0,0,50,86,2,84,0,t0211,2021-06-24
dolnośląskie,lwówecki,-,-,0,-,-,0.0,0,0,0,4,0,43,32,0,32,0,t0212,2021-06-24
dolnośląskie,milicki,-,-,0,-,-,0.0,0,0,0,0,0,42,23,0,22,1,t0213,2021-06-24
dolnośląskie,oleśnicki,-,-,0,-,-,0.0,0,0,0,3,1,86,86,0,86,0,t0214,2021-06-24
dolnośląskie,oławski,-,-,0,-,-,0.0,0,0,0,5,1,78,74,0,74,0,t0215,2021-06-24
dolnośląskie,polkowicki,-,-,0,-,-,0.0,0,0,0,5,2,48,47,0,47,0,t0216,2021-06-24
dolnośląskie,strzeliński,-,-,0,-,-,0.0,0,0,0,4,0,29,31,0,31,0,t0217,2021-06-24
dolnośląskie,średzki,-,-,0,-,-,0.0,0,0,0,3,0,60,51,0,51,0,t0218,2021-06-24
dolnośląskie,świdnicki,-,-,0,-,-,0.0,0,0,0,7,0,156,132,0,132,0,t0219,2021-06-24
dolnośląskie,trzebnicki,-,-,0,-,-,0.0,1,1,0,7,1,262,83,0,83,0,t0220,2021-06-24
dolnośląskie,wałbrzyski,-,-,0,-,-,0.0,0,0,0,0,0,21,42,0,42,0,t0221,2021-06-24
dolnośląskie,wołowski,-,-,0,-,-,0.0,0,0,0,2,0,55,31,0,31,0,t0222,2021-06-24
dolnośląskie,wrocławski,-,-,0,-,-,0.0,0,0,0,8,0,275,234,0,232,2,t0223,2021-06-24
dolnośląskie,ząbkowicki,-,-,0,-,-,0.0,0,0,0,11,0,40,55,0,55,0,t0224,2021-06-24
dolnośląskie,zgorzelecki,-,-,0,-,-,0.0,0,0,0,4,0,69,36,0,36,0,t0225,2021-06-24
dolnośląskie,złotoryjski,-,-,0,-,-,0.0,0,0,0,2,0,32,15,0,15,0,t0226,2021-06-24
dolnośląskie,Jelenia Góra,-,-,1,-,-,0.13,0,0,0,9,0,57,75,1,73,1,t0261,2021-06-24
dolnośląskie,Legnica,-,-,0,-,-,0.0,0,0,0,3,0,150,94,0,94,0,t0262,2021-06-24
dolnośląskie,Wrocław,-,-,2,-,-,0.03,0,0,0,44,9,1292,945,4,940,1,t0264,2021-06-24
dolnośląskie,Wałbrzych,-,-,0,-,-,0.0,0,0,0,1,1,86,105,0,105,0,t0265,2021-06-24
kujawsko-pomorskie,aleksandrowski,-,-,0,-,-,0.0,0,0,0,1,0,34,25,0,25,0,t0401,2021-06-24
kujawsko-pomorskie,brodnicki,-,-,0,-,-,0.0,0,0,0,3,0,19,60,0,60,0,t0402,2021-06-24
kujawsko-pomorskie,bydgoski,-,-,0,-,-,0.0,0,0,0,3,3,77,114,0,113,1,t0403,2021-06-24
kujawsko-pomorskie,chełmiński,-,-,0,-,-,0.0,0,0,0,5,1,24,46,0,46,0,t0404,2021-06-24
kujawsko-pomorskie,golubsko-dobrzyński,-,-,0,-,-,0.0,0,0,0,4,0,12,27,0,27,0,t0405,2021-06-24
kujawsko-pomorskie,grudziądzki,-,-,0,-,-,0.0,0,0,0,2,0,26,31,0,31,0,t0406,2021-06-24
kujawsko-pomorskie,inowrocławski,-,-,0,-,-,0.0,0,0,0,12,0,123,79,0,79,0,t0407,2021-06-24
kujawsko-pomorskie,lipnowski,-,-,0,-,-,0.0,0,0,0,4,3,63,57,0,57,0,t0408,2021-06-24
kujawsko-pomorskie,mogileński,-,-,0,-,-,0.0,0,0,0,3,0,24,35,0,35,0,t0409,2021-06-24
kujawsko-pomorskie,nakielski,-,-,0,-,-,0.0,0,0,0,6,3,60,82,0,82,0,t0410,2021-06-24
kujawsko-pomorskie,radziejowski,-,-,0,-,-,0.0,0,0,0,3,0,30,26,0,26,0,t0411,2021-06-24
kujawsko-pomorskie,rypiński,-,-,0,-,-,0.0,0,0,0,0,0,8,33,0,33,0,t0412,2021-06-24
kujawsko-pomorskie,sępoleński,-,-,0,-,-,0.0,0,0,0,1,0,12,37,0,37,0,t0413,2021-06-24
kujawsko-pomorskie,świecki,-,-,0,-,-,0.0,1,0,1,2,1,72,103,0,101,2,t0414,2021-06-24
kujawsko-pomorskie,toruński,-,-,0,-,-,0.0,0,0,0,4,2,38,110,0,110,0,t0415,2021-06-24
kujawsko-pomorskie,tucholski,-,-,0,-,-,0.0,0,0,0,1,0,21,43,0,43,0,t0416,2021-06-24
kujawsko-pomorskie,wąbrzeski,-,-,0,-,-,0.0,0,0,0,1,0,9,15,0,14,1,t0417,2021-06-24
kujawsko-pomorskie,włocławski,-,-,0,-,-,0.0,1,0,1,3,0,43,34,0,34,0,t0418,2021-06-24
kujawsko-pomorskie,żniński,-,-,0,-,-,0.0,0,0,0,5,1,38,86,1,85,0,t0419,2021-06-24
kujawsko-pomorskie,Bydgoszcz,-,-,0,-,-,0.0,0,0,0,24,2,347,361,0,358,3,t0461,2021-06-24
kujawsko-pomorskie,Grudziądz,-,-,0,-,-,0.0,0,0,0,3,2,77,98,0,96,2,t0462,2021-06-24
kujawsko-pomorskie,Toruń,-,-,0,-,-,0.0,0,0,0,8,1,111,215,0,215,0,t0463,2021-06-24
kujawsko-pomorskie,Włocławek,-,-,0,-,-,0.0,0,0,0,7,2,72,60,0,60,0,t0464,2021-06-24
lubelskie,bialski,-,-,2,-,-,0.18,0,0,0,7,0,148,90,2,88,0,t0601,2021-06-24
lubelskie,biłgorajski,-,-,0,-,-,0.0,0,0,0,7,1,610,81,0,81,0,t0602,2021-06-24
lubelskie,chełmski,-,-,0,-,-,0.0,0,0,0,4,1,109,41,0,41,0,t0603,2021-06-24
lubelskie,hrubieszowski,-,-,0,-,-,0.0,0,0,0,1,0,25,54,0,52,2,t0604,2021-06-24
lubelskie,janowski,-,-,0,-,-,0.0,0,0,0,2,0,29,43,0,41,2,t0605,2021-06-24
lubelskie,krasnostawski,-,-,0,-,-,0.0,1,0,1,1,0,120,54,0,54,0,t0606,2021-06-24
lubelskie,kraśnicki,-,-,0,-,-,0.0,0,0,0,3,1,86,81,0,81,0,t0607,2021-06-24
lubelskie,lubartowski,-,-,0,-,-,0.0,0,0,0,1,0,405,44,0,44,0,t0608,2021-06-24
lubelskie,lubelski,-,-,3,-,-,0.19,0,0,0,5,1,232,173,3,170,0,t0609,2021-06-24
lubelskie,łęczyński,-,-,1,-,-,0.17,0,0,0,0,0,738,57,1,56,0,t0610,2021-06-24
lubelskie,łukowski,-,-,0,-,-,0.0,0,0,0,3,1,396,76,0,76,0,t0611,2021-06-24
lubelskie,opolski,-,-,0,-,-,0.0,0,0,0,0,0,347,37,0,37,0,t0612,2021-06-24
lubelskie,parczewski,-,-,0,-,-,0.0,0,0,0,0,0,33,31,0,31,0,t0613,2021-06-24
lubelskie,puławski,-,-,1,-,-,0.09,0,0,0,9,1,433,80,1,79,0,t0614,2021-06-24
lubelskie,radzyński,-,-,0,-,-,0.0,0,0,0,0,1,53,48,0,48,0,t0615,2021-06-24
lubelskie,rycki,-,-,0,-,-,0.0,0,0,0,2,0,294,41,0,41,0,t0616,2021-06-24
lubelskie,świdnicki,-,-,0,-,-,0.0,0,0,0,11,0,47,76,0,76,0,t0617,2021-06-24
lubelskie,tomaszowski,-,-,1,-,-,0.12,0,0,0,2,1,210,47,1,46,0,t0618,2021-06-24
lubelskie,włodawski,-,-,0,-,-,0.0,0,0,0,2,0,31,35,1,34,0,t0619,2021-06-24
lubelskie,zamojski,-,-,2,-,-,0.19,1,0,1,2,2,81,76,2,72,2,t0620,2021-06-24
lubelskie,Biała Podlaska,-,-,1,-,-,0.17,0,0,0,4,2,82,73,1,72,0,t0661,2021-06-24
lubelskie,Chełm,-,-,0,-,-,0.0,0,0,0,6,0,78,51,0,51,0,t0662,2021-06-24
lubelskie,Lublin,-,-,2,-,-,0.06,1,0,1,23,1,260,578,3,575,0,t0663,2021-06-24
lubelskie,Zamość,-,-,0,-,-,0.0,0,0,0,2,0,42,34,0,34,0,t0664,2021-06-24
lubuskie,gorzowski,-,-,0,-,-,0.0,0,0,0,1,0,105,54,0,53,1,t0801,2021-06-24
lubuskie,krośnieński,-,-,0,-,-,0.0,0,0,0,11,0,65,60,0,60,0,t0802,2021-06-24
lubuskie,międzyrzecki,-,-,0,-,-,0.0,0,0,0,2,0,91,51,0,51,0,t0803,2021-06-24
lubuskie,nowosolski,-,-,0,-,-,0.0,0,0,0,2,0,76,89,0,89,0,t0804,2021-06-24
lubuskie,słubicki,-,-,0,-,-,0.0,0,0,0,2,0,64,35,0,35,0,t0805,2021-06-24
lubuskie,strzelecko-drezdenecki,-,-,0,-,-,0.0,0,0,0,1,0,20,28,0,28,0,t0806,2021-06-24
lubuskie,sulęciński,-,-,0,-,-,0.0,0,0,0,3,0,25,19,0,19,0,t0807,2021-06-24
lubuskie,świebodziński,-,-,0,-,-,0.0,0,0,0,0,0,66,52,0,52,0,t0808,2021-06-24
lubuskie,zielonogórski,-,-,0,-,-,0.0,0,0,0,7,0,78,98,0,98,0,t0809,2021-06-24
lubuskie,żagański,-,-,0,-,-,0.0,0,0,0,3,0,29,75,0,74,1,t0810,2021-06-24
lubuskie,żarski,-,-,0,-,-,0.0,0,0,0,9,0,55,91,0,91,0,t0811,2021-06-24
lubuskie,wschowski,-,-,0,-,-,0.0,0,0,0,1,0,30,63,0,63,0,t0812,2021-06-24
lubuskie,Gorzów Wielkopolski,-,-,0,-,-,0.0,1,1,0,0,0,144,125,0,125,0,t0861,2021-06-24
lubuskie,Zielona Góra,-,-,1,-,-,0.07,0,0,0,10,0,232,224,2,222,0,t0862,2021-06-24
łódzkie,bełchatowski,-,-,0,-,-,0.0,0,0,0,10,0,92,94,0,94,0,t1001,2021-06-24
łódzkie,kutnowski,-,-,0,-,-,0.0,0,0,0,6,0,72,86,0,86,0,t1002,2021-06-24
łódzkie,łaski,-,-,0,-,-,0.0,0,0,0,5,0,49,39,0,39,0,t1003,2021-06-24
łódzkie,łęczycki,-,-,0,-,-,0.0,0,0,0,2,0,90,60,0,60,0,t1004,2021-06-24
łódzkie,łowicki,-,-,0,-,-,0.0,0,0,0,5,0,238,70,0,70,0,t1005,2021-06-24
łódzkie,łódzki wschodni,-,-,0,-,-,0.0,0,0,0,17,2,98,98,0,97,1,t1006,2021-06-24
łódzkie,opoczyński,-,-,0,-,-,0.0,0,0,0,0,1,24,59,0,59,0,t1007,2021-06-24
łódzkie,pabianicki,-,-,0,-,-,0.0,0,0,0,36,1,175,165,0,165,0,t1008,2021-06-24
łódzkie,pajęczański,-,-,0,-,-,0.0,0,0,0,2,1,45,40,0,40,0,t1009,2021-06-24
łódzkie,piotrkowski,-,-,0,-,-,0.0,0,0,0,6,1,100,59,0,59,0,t1010,2021-06-24
łódzkie,poddębicki,-,-,0,-,-,0.0,1,0,1,5,2,78,44,0,43,1,t1011,2021-06-24
łódzkie,radomszczański,-,-,0,-,-,0.0,0,0,0,4,3,83,130,1,129,0,t1012,2021-06-24
