wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt
Cały kraj,Cały kraj,-,-,6055,-,-,1.58,142,37,105,296,7705,178093,55247,6820,47560,867,t0000
dolnośląskie,bolesławiecki,-,-,14,-,-,1.56,0,0,0,0,18,417,113,16,94,3,t0201
dolnośląskie,dzierżoniowski,-,-,4,-,-,0.4,0,0,0,0,2,172,60,4,55,1,t0202
dolnośląskie,głogowski,-,-,8,-,-,0.9,0,0,0,0,2,289,85,9,75,1,t0203
dolnośląskie,górowski,-,-,5,-,-,1.44,0,0,0,0,3,104,33,6,25,2,t0204
dolnośląskie,jaworski,-,-,16,-,-,3.2,0,0,0,0,6,131,154,18,135,1,t0205
dolnośląskie,jeleniogórski,-,-,6,-,-,0.95,0,0,0,0,7,226,56,7,48,1,t0206
dolnośląskie,kamiennogórski,-,-,5,-,-,1.16,0,0,0,0,0,71,31,5,26,0,t0207
dolnośląskie,kłodzki,-,-,15,-,-,0.95,0,0,0,0,22,415,130,17,112,1,t0208
dolnośląskie,legnicki,-,-,4,-,-,0.72,0,0,0,0,4,174,132,4,126,2,t0209
dolnośląskie,lubański,-,-,15,-,-,2.77,0,0,0,0,8,263,83,15,67,1,t0210
dolnośląskie,lubiński,-,-,6,-,-,0.57,1,0,1,1,12,204,173,6,167,0,t0211
dolnośląskie,lwówecki,-,-,1,-,-,0.22,0,0,0,0,8,106,37,2,34,1,t0212
dolnośląskie,milicki,-,-,0,-,-,0.0,0,0,0,0,10,162,28,0,28,0,t0213
dolnośląskie,oleśnicki,-,-,10,-,-,0.93,0,0,0,0,13,338,87,10,76,1,t0214
dolnośląskie,oławski,-,-,13,-,-,1.69,0,0,0,0,4,375,148,15,133,0,t0215
dolnośląskie,polkowicki,-,-,6,-,-,0.95,0,0,0,0,1,214,47,6,40,1,t0216
dolnośląskie,strzeliński,-,-,2,-,-,0.46,0,0,0,0,8,145,28,4,24,0,t0217
dolnośląskie,średzki,-,-,3,-,-,0.54,0,0,0,0,3,191,54,3,49,2,t0218
dolnośląskie,świdnicki,-,-,9,-,-,0.57,0,0,0,1,10,712,78,9,69,0,t0219
dolnośląskie,trzebnicki,-,-,14,-,-,1.64,0,0,0,1,11,359,74,14,60,0,t0220
dolnośląskie,wałbrzyski,-,-,7,-,-,1.26,0,0,0,0,10,135,146,7,139,0,t0221
dolnośląskie,wołowski,-,-,7,-,-,1.5,0,0,0,1,6,227,79,8,71,0,t0222
dolnośląskie,wrocławski,-,-,19,-,-,1.23,0,0,0,5,23,1099,166,20,143,3,t0223
dolnośląskie,ząbkowicki,-,-,1,-,-,0.16,0,0,0,0,3,294,38,1,37,0,t0224
dolnośląskie,zgorzelecki,-,-,10,-,-,1.13,0,0,0,0,12,378,56,10,46,0,t0225
dolnośląskie,złotoryjski,-,-,2,-,-,0.46,0,0,0,0,0,149,46,2,44,0,t0226
dolnośląskie,Jelenia Góra,-,-,6,-,-,0.76,0,0,0,0,7,252,64,8,54,2,t0261
dolnośląskie,Legnica,-,-,7,-,-,0.71,0,0,0,0,10,526,73,7,65,1,t0262
dolnośląskie,Wrocław,-,-,67,-,-,1.04,0,0,0,4,94,3523,829,70,743,16,t0264
dolnośląskie,Wałbrzych,-,-,19,-,-,1.72,0,0,0,0,14,291,305,20,285,0,t0265
kujawsko-pomorskie,aleksandrowski,-,-,4,-,-,0.73,0,0,0,1,22,199,93,7,84,2,t0401
kujawsko-pomorskie,brodnicki,-,-,8,-,-,1.01,2,0,2,2,20,393,54,8,44,2,t0402
