wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt
dolnośląskie,Jelenia Góra,-,-,2.0,-,-,0.25,,,,,26.0,250,8.0,3.0,5.0,0.0,t0261
dolnośląskie,Legnica,-,-,9.0,-,-,0.91,,,,,9.0,435,42.0,10.0,32.0,0.0,t0262
dolnośląskie,Wrocław,-,-,39.0,-,-,0.61,,,,3.0,135.0,2378,293.0,51.0,237.0,5.0,t0264
dolnośląskie,Wałbrzych,-,-,13.0,-,-,1.18,,,,,29.0,353,69.0,18.0,51.0,0.0,t0265
kujawsko-pomorskie,aleksandrowski,-,-,1.0,-,-,0.18,,,,,30.0,214,9.0,1.0,8.0,0.0,t0401
kujawsko-pomorskie,brodnicki,-,-,11.0,-,-,1.39,,,,,24.0,448,48.0,13.0,35.0,0.0,t0402
kujawsko-pomorskie,bydgoski,-,-,52.0,-,-,4.35,,,,7.0,68.0,1257,112.0,54.0,55.0,3.0,t0403
kujawsko-pomorskie,chełmiński,-,-,8.0,-,-,1.54,,,,2.0,23.0,435,56.0,18.0,37.0,1.0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,-,-,3.0,-,-,0.67,,,,,11.0,182,12.0,3.0,8.0,1.0,t0405
kujawsko-pomorskie,grudziądzki,-,-,10.0,-,-,2.49,1.0,,1.0,,21.0,398,23.0,10.0,13.0,0.0,t0406
kujawsko-pomorskie,inowrocławski,-,-,35.0,-,-,2.2,4.0,,4.0,,78.0,1001,99.0,53.0,45.0,1.0,t0407
kujawsko-pomorskie,lipnowski,-,-,3.0,-,-,0.46,,,,,11.0,309,21.0,4.0,17.0,0.0,t0408
kujawsko-pomorskie,mogileński,-,-,2.0,-,-,0.44,,,,,23.0,231,9.0,2.0,7.0,0.0,t0409
kujawsko-pomorskie,nakielski,-,-,21.0,-,-,2.44,,,,2.0,31.0,707,40.0,21.0,19.0,0.0,t0410
kujawsko-pomorskie,radziejowski,-,-,6.0,-,-,1.49,,,,,3.0,220,15.0,6.0,8.0,1.0,t0411
kujawsko-pomorskie,rypiński,-,-,2.0,-,-,0.46,,,,,9.0,167,12.0,2.0,10.0,0.0,t0412
kujawsko-pomorskie,sępoleński,-,-,1.0,-,-,0.24,,,,,11.0,343,28.0,1.0,25.0,2.0,t0413
kujawsko-pomorskie,świecki,-,-,22.0,-,-,2.22,,,,6.0,47.0,854,44.0,24.0,20.0,0.0,t0414
kujawsko-pomorskie,toruński,-,-,29.0,-,-,2.66,,,,2.0,58.0,1020,75.0,34.0,39.0,2.0,t0415
kujawsko-pomorskie,tucholski,-,-,23.0,-,-,4.76,,,,,16.0,413,46.0,24.0,20.0,2.0,t0416
kujawsko-pomorskie,wąbrzeski,-,-,1.0,-,-,0.29,,,,,14.0,197,17.0,1.0,16.0,0.0,t0417
kujawsko-pomorskie,włocławski,-,-,12.0,-,-,1.4,,,,,45.0,442,34.0,12.0,21.0,1.0,t0418
kujawsko-pomorskie,żniński,-,-,10.0,-,-,1.43,1.0,,1.0,,30.0,500,34.0,13.0,21.0,0.0,t0419
kujawsko-pomorskie,Bydgoszcz,-,-,124.0,-,-,3.58,,,,31.0,208.0,2794,410.0,158.0,244.0,8.0,t0461
kujawsko-pomorskie,Grudziądz,-,-,35.0,-,-,3.72,1.0,,1.0,1.0,58.0,758,68.0,36.0,31.0,1.0,t0462
kujawsko-pomorskie,Toruń,-,-,36.0,-,-,1.79,2.0,,2.0,9.0,131.0,1393,101.0,37.0,60.0,4.0,t0463
kujawsko-pomorskie,Włocławek,-,-,25.0,-,-,2.29,2.0,,2.0,,46.0,595,69.0,25.0,43.0,1.0,t0464
lubelskie,bialski,-,-,5.0,-,-,0.45,,,,,19.0,330,25.0,5.0,20.0,0.0,t0601
lubelskie,biłgorajski,-,-,3.0,-,-,0.3,,,,,6.0,144,29.0,3.0,26.0,0.0,t0602
lubelskie,chełmski,-,-,10.0,-,-,1.29,,,,,21.0,354,20.0,10.0,10.0,0.0,t0603
lubelskie,hrubieszowski,-,-,7.0,-,-,1.12,,,,,17.0,265,44.0,7.0,36.0,1.0,t0604
lubelskie,janowski,-,-,,-,-,,,,,,3.0,70,4.0,0.0,4.0,0.0,t0605
lubelskie,krasnostawski,-,-,6.0,-,-,0.95,,,,4.0,59.0,478,31.0,6.0,25.0,0.0,t0606
lubelskie,kraśnicki,-,-,7.0,-,-,0.74,6.0,,6.0,,32.0,282,31.0,8.0,22.0,1.0,t0607
lubelskie,lubartowski,-,-,7.0,-,-,0.79,,,,5.0,18.0,340,44.0,11.0,33.0,0.0,t0608
lubelskie,lubelski,-,-,29.0,-,-,1.86,,,,6.0,45.0,686,107.0,32.0,70.0,5.0,t0609
lubelskie,łęczyński,-,-,7.0,-,-,1.22,,,,,23.0,306,22.0,7.0,15.0,0.0,t0610
lubelskie,łukowski,-,-,4.0,-,-,0.38,,,,,15.0,169,25.0,4.0,21.0,0.0,t0611
lubelskie,opolski,-,-,18.0,-,-,3.05,,,,2.0,18.0,269,37.0,19.0,18.0,0.0,t0612
lubelskie,parczewski,-,-,2.0,-,-,0.58,,,,,8.0,101,9.0,3.0,6.0,0.0,t0613
lubelskie,puławski,-,-,12.0,-,-,1.06,,,,1.0,32.0,506,66.0,15.0,51.0,0.0,t0614
lubelskie,radzyński,-,-,9.0,-,-,1.54,,,,,9.0,160,18.0,9.0,9.0,0.0,t0615
lubelskie,rycki,-,-,,-,-,,,,,1.0,7.0,179,3.0,0.0,3.0,0.0,t0616
lubelskie,świdnicki,-,-,24.0,-,-,3.35,,,,2.0,28.0,509,69.0,25.0,43.0,1.0,t0617
lubelskie,tomaszowski,-,-,,-,-,,,,,,15.0,190,24.0,1.0,23.0,0.0,t0618
lubelskie,włodawski,-,-,9.0,-,-,2.36,,,,,10.0,180,26.0,9.0,17.0,0.0,t0619
lubelskie,zamojski,-,-,9.0,-,-,0.85,,,,,11.0,247,39.0,9.0,29.0,1.0,t0620
lubelskie,Biała Podlaska,-,-,3.0,-,-,0.52,,,,,15.0,180,18.0,4.0,14.0,0.0,t0661
lubelskie,Chełm,-,-,15.0,-,-,2.44,1.0,,1.0,,35.0,378,34.0,17.0,17.0,0.0,t0662
lubelskie,Lublin,-,-,74.0,-,-,2.18,,,,1.0,126.0,1430,250.0,77.0,171.0,2.0,t0663
lubelskie,Zamość,-,-,8.0,-,-,1.27,,,,,18.0,186,41.0,11.0,30.0,0.0,t0664
lubuskie,gorzowski,-,-,3.0,-,-,0.42,,,,,39.0,385,11.0,3.0,8.0,0.0,t0801
lubuskie,krośnieński,-,-,4.0,-,-,0.73,,,,,19.0,529,13.0,4.0,9.0,0.0,t0802
lubuskie,międzyrzecki,-,-,11.0,-,-,1.92,,,,,37.0,346,39.0,13.0,26.0,0.0,t0803
lubuskie,nowosolski,-,-,5.0,-,-,0.58,,,,,18.0,333,20.0,6.0,13.0,1.0,t0804
lubuskie,słubicki,-,-,20.0,-,-,4.26,,,,2.0,43.0,430,48.0,21.0,25.0,2.0,t0805
lubuskie,strzelecko-drezdenecki,-,-,20.0,-,-,4.09,,,,5.0,25.0,213,38.0,20.0,18.0,0.0,t0806
lubuskie,sulęciński,-,-,,-,-,,,,,,13.0,351,20.0,1.0,18.0,1.0,t0807
lubuskie,świebodziński,-,-,11.0,-,-,1.98,,,,,20.0,371,27.0,11.0,16.0,0.0,t0808
lubuskie,zielonogórski,-,-,4.0,-,-,0.53,,,,,24.0,501,20.0,4.0,14.0,2.0,t0809
lubuskie,żagański,-,-,3.0,-,-,0.38,,,,,13.0,247,21.0,3.0,17.0,1.0,t0810
lubuskie,żarski,-,-,6.0,-,-,0.63,,,,1.0,26.0,354,30.0,6.0,22.0,2.0,t0811
lubuskie,wschowski,-,-,1.0,-,-,0.26,,,,,11.0,158,14.0,1.0,12.0,1.0,t0812
lubuskie,Gorzów Wielkopolski,-,-,,-,-,,,,,,66.0,539,10.0,0.0,10.0,0.0,t0861
lubuskie,Zielona Góra,-,-,23.0,-,-,1.63,,,,,83.0,789,72.0,23.0,48.0,1.0,t0862
łódzkie,bełchatowski,-,-,2.0,-,-,0.18,,,,,20.0,319,31.0,3.0,27.0,1.0,t1001
łódzkie,kutnowski,-,-,7.0,-,-,0.73,,,,,34.0,437,44.0,7.0,37.0,0.0,t1002
łódzkie,łaski,-,-,1.0,-,-,0.2,,,,,6.0,185,11.0,2.0,9.0,0.0,t1003
łódzkie,łęczycki,-,-,11.0,-,-,2.22,,,,,11.0,314,40.0,12.0,27.0,1.0,t1004
łódzkie,łowicki,-,-,2.0,-,-,0.26,,,,,16.0,290,26.0,2.0,24.0,0.0,t1005
łódzkie,łódzki wschodni,-,-,6.0,-,-,0.83,,,,,27.0,317,40.0,7.0,31.0,2.0,t1006
łódzkie,opoczyński,-,-,2.0,-,-,0.26,,,,,3.0,105,22.0,2.0,20.0,0.0,t1007
łódzkie,pabianicki,-,-,17.0,-,-,1.43,,,,11.0,63.0,547,55.0,20.0,33.0,2.0,t1008
łódzkie,pajęczański,-,-,5.0,-,-,0.98,,,,1.0,13.0,135,16.0,5.0,10.0,1.0,t1009
łódzkie,piotrkowski,-,-,3.0,-,-,0.33,,,,6.0,18.0,288,22.0,3.0,19.0,0.0,t1010
łódzkie,poddębicki,-,-,13.0,-,-,3.17,,,,,15.0,246,29.0,13.0,16.0,0.0,t1011
łódzkie,radomszczański,-,-,11.0,-,-,0.98,,,,,17.0,272,34.0,11.0,22.0,1.0,t1012
łódzkie,rawski,-,-,1.0,-,-,0.21,,,,,4.0,294,12.0,1.0,11.0,0.0,t1013
łódzkie,sieradzki,-,-,11.0,-,-,0.94,,,,1.0,18.0,490,46.0,11.0,31.0,4.0,t1014
łódzkie,skierniewicki,-,-,3.0,-,-,0.79,,,,,5.0,204,15.0,3.0,12.0,0.0,t1015
łódzkie,tomaszowski,-,-,9.0,-,-,0.77,,,,,13.0,433,39.0,12.0,26.0,1.0,t1016
łódzkie,wieluński,-,-,12.0,-,-,1.58,,,,,14.0,201,28.0,12.0,13.0,3.0,t1017
łódzkie,wieruszowski,-,-,2.0,-,-,0.48,,,,,7.0,144,11.0,2.0,9.0,0.0,t1018
łódzkie,zduńskowolski,-,-,1.0,-,-,0.15,,,,,11.0,216,16.0,3.0,13.0,0.0,t1019
łódzkie,zgierski,-,-,36.0,-,-,2.17,,,,3.0,75.0,933,106.0,39.0,66.0,1.0,t1020
łódzkie,brzeziński,-,-,3.0,-,-,0.97,,,,1.0,5.0,117,12.0,3.0,9.0,0.0,t1021
łódzkie,Łódź,-,-,115.0,-,-,1.7,,,,7.0,296.0,3653,461.0,129.0,315.0,17.0,t1061
łódzkie,Piotrków Trybunalski,-,-,2.0,-,-,0.27,,,,,11.0,352,14.0,2.0,11.0,1.0,t1062
łódzkie,Skierniewice,-,-,5.0,-,-,1.04,,,,,8.0,278,18.0,5.0,13.0,0.0,t1063
małopolskie,bocheński,-,-,22.0,-,-,2.06,,,,,5.0,153,129.0,29.0,79.0,21.0,t1201
małopolskie,brzeski,-,-,6.0,-,-,0.64,,,,,6.0,118,46.0,7.0,38.0,1.0,t1202
małopolskie,chrzanowski,-,-,3.0,-,-,0.24,,,,,15.0,244,25.0,3.0,22.0,0.0,t1203
małopolskie,dąbrowski,-,-,,-,-,,,,,,4.0,64,5.0,0.0,4.0,1.0,t1204
małopolskie,gorlicki,-,-,1.0,-,-,0.09,,,,,10.0,151,34.0,1.0,33.0,0.0,t1205
małopolskie,krakowski,-,-,15.0,-,-,0.53,,,,,32.0,615,109.0,19.0,72.0,18.0,t1206
małopolskie,limanowski,-,-,2.0,-,-,0.15,,,,1.0,4.0,105,25.0,3.0,22.0,0.0,t1207
małopolskie,miechowski,-,-,3.0,-,-,0.62,,,,,1.0,63,13.0,3.0,10.0,0.0,t1208
małopolskie,myślenicki,-,-,4.0,-,-,0.31,,,,,6.0,167,44.0,4.0,35.0,5.0,t1209
małopolskie,nowosądecki,-,-,3.0,-,-,0.14,,,,,11.0,151,63.0,5.0,50.0,8.0,t1210
małopolskie,nowotarski,-,-,2.0,-,-,0.1,,,,1.0,3.0,67,44.0,3.0,37.0,4.0,t1211
małopolskie,olkuski,-,-,2.0,-,-,0.18,,,,,10.0,150,25.0,2.0,23.0,0.0,t1212
małopolskie,oświęcimski,-,-,11.0,-,-,0.72,,,,,19.0,312,34.0,12.0,19.0,3.0,t1213
małopolskie,proszowicki,-,-,,-,-,,,,,,3.0,52,8.0,0.0,6.0,2.0,t1214
małopolskie,suski,-,-,6.0,-,-,0.71,,,,,3.0,116,25.0,7.0,14.0,4.0,t1215
małopolskie,tarnowski,-,-,7.0,-,-,0.35,,,,,21.0,252,42.0,7.0,21.0,14.0,t1216
małopolskie,tatrzański,-,-,2.0,-,-,0.29,,,,,2.0,112,33.0,5.0,23.0,5.0,t1217
małopolskie,wadowicki,-,-,3.0,-,-,0.19,,,,1.0,18.0,336,62.0,3.0,41.0,18.0,t1218
małopolskie,wielicki,-,-,6.0,-,-,0.46,,,,,22.0,315,62.0,7.0,43.0,12.0,t1219
małopolskie,Kraków,-,-,61.0,-,-,0.78,,,,1.0,107.0,1839,434.0,66.0,324.0,44.0,t1261
małopolskie,Nowy Sącz,-,-,7.0,-,-,0.84,1.0,,1.0,,1.0,60,44.0,8.0,26.0,10.0,t1262
małopolskie,Tarnów,-,-,3.0,-,-,0.28,,,,,23.0,154,42.0,3.0,31.0,8.0,t1263
mazowieckie,białobrzeski,-,-,4.0,-,-,1.2,,,,,9.0,175,11.0,5.0,6.0,0.0,t1401
mazowieckie,ciechanowski,-,-,12.0,-,-,1.35,,,,,18.0,405,73.0,12.0,59.0,2.0,t1402
mazowieckie,garwoliński,-,-,8.0,-,-,0.73,,,,,12.0,141,24.0,9.0,15.0,0.0,t1403
mazowieckie,gostyniński,-,-,6.0,-,-,1.34,,,,,10.0,157,26.0,6.0,20.0,0.0,t1404
mazowieckie,grodziski,-,-,6.0,-,-,0.62,,,,,42.0,824,23.0,6.0,17.0,0.0,t1405
mazowieckie,grójecki,-,-,13.0,-,-,1.32,,,,,42.0,878,45.0,15.0,30.0,0.0,t1406
mazowieckie,kozienicki,-,-,6.0,-,-,1.0,,,,,5.0,296,24.0,6.0,18.0,0.0,t1407
mazowieckie,legionowski,-,-,22.0,-,-,1.84,,,,,39.0,762,70.0,25.0,43.0,2.0,t1408
mazowieckie,lipski,-,-,2.0,-,-,0.59,,,,,2.0,97,13.0,2.0,11.0,0.0,t1409
mazowieckie,łosicki,-,-,,-,-,,,,,1.0,4.0,111,3.0,0.0,3.0,0.0,t1410
mazowieckie,makowski,-,-,6.0,-,-,1.34,,,,,13.0,150,15.0,6.0,9.0,0.0,t1411
mazowieckie,miński,-,-,34.0,-,-,2.19,,,,,41.0,473,115.0,44.0,67.0,4.0,t1412
mazowieckie,mławski,-,-,13.0,-,-,1.79,,,,,21.0,537,39.0,13.0,23.0,3.0,t1413
mazowieckie,nowodworski,-,-,10.0,-,-,1.26,,,,,15.0,362,41.0,12.0,29.0,0.0,t1414
mazowieckie,ostrołęcki,-,-,4.0,-,-,0.45,,,,,8.0,224,21.0,4.0,16.0,1.0,t1415
mazowieckie,ostrowski,-,-,5.0,-,-,0.69,,,,,11.0,243,24.0,6.0,17.0,1.0,t1416
mazowieckie,otwocki,-,-,28.0,-,-,2.25,,,,,41.0,646,93.0,28.0,60.0,5.0,t1417
mazowieckie,piaseczyński,-,-,35.0,-,-,1.85,1.0,,1.0,,39.0,1094,123.0,36.0,81.0,6.0,t1418
mazowieckie,płocki,-,-,10.0,-,-,0.9,,,,3.0,29.0,435,56.0,11.0,42.0,3.0,t1419
mazowieckie,płoński,-,-,9.0,-,-,1.04,,,,,14.0,486,33.0,10.0,20.0,3.0,t1420
mazowieckie,pruszkowski,-,-,10.0,-,-,0.6,,,,,29.0,1311,67.0,12.0,53.0,2.0,t1421
mazowieckie,przasnyski,-,-,21.0,-,-,4.01,,,,,27.0,295,63.0,23.0,40.0,0.0,t1422
mazowieckie,przysuski,-,-,2.0,-,-,0.48,,,,,16.0,74,10.0,2.0,7.0,1.0,t1423
mazowieckie,pułtuski,-,-,5.0,-,-,0.96,,,,,11.0,164,22.0,5.0,15.0,2.0,t1424
mazowieckie,radomski,-,-,6.0,-,-,0.39,,,,,14.0,371,54.0,6.0,47.0,1.0,t1425
mazowieckie,siedlecki,-,-,2.0,-,-,0.25,,,,,8.0,240,11.0,2.0,9.0,0.0,t1426
mazowieckie,sierpecki,-,-,1.0,-,-,0.19,1.0,,1.0,3.0,6.0,213,9.0,1.0,8.0,0.0,t1427
mazowieckie,sochaczewski,-,-,6.0,-,-,0.71,,,,,7.0,449,34.0,6.0,28.0,0.0,t1428
mazowieckie,sokołowski,-,-,1.0,-,-,0.19,,,,,7.0,123,6.0,1.0,5.0,0.0,t1429
mazowieckie,szydłowiecki,-,-,1.0,-,-,0.25,,,,,2.0,79,14.0,1.0,12.0,1.0,t1430
mazowieckie,warszawski zachodni,-,-,10.0,-,-,0.84,,,,2.0,54.0,885,40.0,10.0,29.0,1.0,t1432
mazowieckie,węgrowski,-,-,8.0,-,-,1.22,,,,,10.0,248,24.0,8.0,13.0,3.0,t1433
mazowieckie,wołomiński,-,-,16.0,-,-,0.64,,,,11.0,47.0,1345,98.0,19.0,73.0,6.0,t1434
mazowieckie,wyszkowski,-,-,9.0,-,-,1.21,,,,1.0,8.0,217,32.0,10.0,21.0,1.0,t1435
mazowieckie,zwoleński,-,-,5.0,-,-,1.39,,,,,7.0,161,25.0,5.0,20.0,0.0,t1436
mazowieckie,żuromiński,-,-,2.0,-,-,0.52,,,,,7.0,125,4.0,2.0,2.0,0.0,t1437
mazowieckie,żyrardowski,-,-,18.0,-,-,2.38,4.0,,4.0,,32.0,378,49.0,23.0,24.0,2.0,t1438
mazowieckie,Ostrołęka,-,-,2.0,-,-,0.39,,,,1.0,3.0,116,12.0,2.0,10.0,0.0,t1461
mazowieckie,Płock,-,-,29.0,-,-,2.44,3.0,,3.0,,30.0,563,97.0,33.0,57.0,7.0,t1462
mazowieckie,Radom,-,-,28.0,-,-,1.33,,,,,46.0,542,124.0,32.0,91.0,1.0,t1463
mazowieckie,Siedlce,-,-,4.0,-,-,0.51,,,,,13.0,252,18.0,4.0,13.0,1.0,t1464
mazowieckie,Warszawa,-,-,322.0,-,-,1.8,10.0,,10.0,16.0,532.0,8375,1436.0,351.0,1029.0,56.0,t1465
opolskie,brzeski,-,-,8.0,-,-,0.89,,,,,18.0,315,21.0,8.0,13.0,0.0,t1601
opolskie,głubczycki,-,-,1.0,-,-,0.22,,,,4.0,23.0,183,9.0,3.0,6.0,0.0,t1602
opolskie,kędzierzyńsko-kozielski,-,-,8.0,-,-,0.86,,,,,21.0,371,31.0,8.0,23.0,0.0,t1603
opolskie,kluczborski,-,-,5.0,-,-,0.77,,,,,17.0,215,13.0,5.0,8.0,0.0,t1604
opolskie,krapkowicki,-,-,2.0,-,-,0.31,,,,,10.0,209,17.0,2.0,15.0,0.0,t1605
opolskie,namysłowski,-,-,11.0,-,-,2.58,,,,,9.0,140,21.0,11.0,10.0,0.0,t1606
opolskie,nyski,-,-,7.0,-,-,0.52,,,,,24.0,336,32.0,7.0,25.0,0.0,t1607
opolskie,oleski,-,-,7.0,-,-,1.09,,,,,18.0,222,23.0,7.0,16.0,0.0,t1608
opolskie,opolski,-,-,16.0,-,-,1.29,,,,,27.0,421,53.0,17.0,35.0,1.0,t1609
opolskie,prudnicki,-,-,7.0,-,-,1.27,,,,,3.0,133,16.0,7.0,9.0,0.0,t1610
opolskie,strzelecki,-,-,7.0,-,-,0.94,1.0,,1.0,,16.0,364,21.0,7.0,13.0,1.0,t1611
opolskie,Opole,-,-,18.0,-,-,1.41,,,,,48.0,777,74.0,20.0,54.0,0.0,t1661
podkarpackie,bieszczadzki,-,-,1.0,-,-,0.46,,,,,6.0,26,8.0,2.0,6.0,0.0,t1801
podkarpackie,brzozowski,-,-,2.0,-,-,0.31,,,,,5.0,108,13.0,3.0,10.0,0.0,t1802
podkarpackie,dębicki,-,-,4.0,-,-,0.3,,,,,9.0,148,39.0,4.0,34.0,1.0,t1803
podkarpackie,jarosławski,-,-,7.0,-,-,0.58,,,,,9.0,289,39.0,11.0,26.0,2.0,t1804
podkarpackie,jasielski,-,-,4.0,-,-,0.35,,,,,4.0,155,34.0,5.0,29.0,0.0,t1805
podkarpackie,kolbuszowski,-,-,1.0,-,-,0.16,,,,,1.0,74,17.0,2.0,14.0,1.0,t1806
podkarpackie,krośnieński,-,-,2.0,-,-,0.18,,,,,2.0,114,9.0,2.0,7.0,0.0,t1807
podkarpackie,leżajski,-,-,2.0,-,-,0.29,1.0,,1.0,,13.0,103,8.0,2.0,6.0,0.0,t1808
podkarpackie,lubaczowski,-,-,4.0,-,-,0.73,,,,,6.0,228,34.0,5.0,29.0,0.0,t1809
podkarpackie,łańcucki,-,-,3.0,-,-,0.37,,,,,20.0,238,20.0,3.0,14.0,3.0,t1810
podkarpackie,mielecki,-,-,6.0,-,-,0.44,,,,,6.0,172,70.0,16.0,53.0,1.0,t1811
podkarpackie,niżański,-,-,2.0,-,-,0.3,,,,,9.0,193,11.0,3.0,8.0,0.0,t1812
podkarpackie,przemyski,-,-,7.0,-,-,0.95,,,,,8.0,233,39.0,8.0,29.0,2.0,t1813
podkarpackie,przeworski,-,-,9.0,-,-,1.15,,,,,2.0,114,28.0,11.0,17.0,0.0,t1814
podkarpackie,ropczycko-sędziszowski,-,-,13.0,-,-,1.74,,,,,1.0,63,33.0,13.0,15.0,5.0,t1815
podkarpackie,rzeszowski,-,-,9.0,-,-,0.53,,,,,22.0,370,41.0,10.0,31.0,0.0,t1816
podkarpackie,sanocki,-,-,4.0,-,-,0.42,,,,,14.0,84,18.0,4.0,14.0,0.0,t1817
podkarpackie,stalowowolski,-,-,14.0,-,-,1.32,,,,,25.0,319,44.0,20.0,24.0,0.0,t1818
podkarpackie,strzyżowski,-,-,3.0,-,-,0.49,,,,,12.0,126,11.0,4.0,7.0,0.0,t1819
podkarpackie,tarnobrzeski,-,-,6.0,-,-,1.13,,,,,5.0,125,27.0,13.0,14.0,0.0,t1820
podkarpackie,leski,-,-,1.0,-,-,0.38,,,,,7.0,43,4.0,1.0,3.0,0.0,t1821
podkarpackie,Krosno,-,-,1.0,-,-,0.22,,,,,,68,9.0,1.0,6.0,2.0,t1861
podkarpackie,Przemyśl,-,-,7.0,-,-,1.16,,,,,19.0,168,47.0,9.0,38.0,0.0,t1862
podkarpackie,Rzeszów,-,-,15.0,-,-,0.76,,,,,27.0,449,57.0,17.0,40.0,0.0,t1863
podkarpackie,Tarnobrzeg,-,-,5.0,-,-,1.07,,,,,8.0,107,44.0,11.0,32.0,1.0,t1864
podlaskie,augustowski,-,-,4.0,-,-,0.69,,,,,2.0,164,13.0,5.0,8.0,0.0,t2001
podlaskie,białostocki,-,-,13.0,-,-,0.86,,,,,24.0,464,62.0,15.0,47.0,0.0,t2002
podlaskie,bielski,-,-,1.0,-,-,0.18,,,,,12.0,181,15.0,4.0,11.0,0.0,t2003
podlaskie,grajewski,-,-,2.0,-,-,0.43,,,,,2.0,110,10.0,5.0,5.0,0.0,t2004
podlaskie,hajnowski,-,-,2.0,-,-,0.47,,,,2.0,15.0,168,24.0,4.0,20.0,0.0,t2005
