wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,16173,-,-,4.22,684,181,503,23241,7175,183295,99423,18737,79352,1334,t0000,2022-01-11
dolnośląskie,bolesławiecki,-,-,23,-,-,2.55,3,0,3,55,17,378,224,31,191,2,t0201,2022-01-11
dolnośląskie,dzierżoniowski,-,-,43,-,-,4.28,3,0,3,47,18,437,257,51,203,3,t0202,2022-01-11
dolnośląskie,głogowski,-,-,24,-,-,2.7,4,2,2,39,9,241,177,31,145,1,t0203,2022-01-11
dolnośląskie,górowski,-,-,10,-,-,2.88,0,0,0,12,0,97,66,10,56,0,t0204,2022-01-11
dolnośląskie,jaworski,-,-,5,-,-,1.0,3,3,0,9,9,185,86,6,80,0,t0205,2022-01-11
dolnośląskie,jeleniogórski,-,-,14,-,-,2.21,1,0,1,31,17,258,87,16,71,0,t0206,2022-01-11
dolnośląskie,kamiennogórski,-,-,9,-,-,2.09,0,0,0,12,2,117,72,9,63,0,t0207,2022-01-11
dolnośląskie,kłodzki,-,-,45,-,-,2.86,4,0,4,80,16,654,216,51,165,0,t0208,2022-01-11
dolnośląskie,legnicki,-,-,16,-,-,2.9,0,0,0,20,4,221,114,18,94,2,t0209,2022-01-11
dolnośląskie,lubański,-,-,27,-,-,4.99,2,2,0,30,3,239,100,32,65,3,t0210,2022-01-11
dolnośląskie,lubiński,-,-,41,-,-,3.86,0,0,0,59,13,525,247,47,196,4,t0211,2022-01-11
dolnośląskie,lwówecki,-,-,6,-,-,1.31,0,0,0,37,0,119,61,8,53,0,t0212,2022-01-11
dolnośląskie,milicki,-,-,10,-,-,2.71,0,0,0,27,8,301,48,11,37,0,t0213,2022-01-11
dolnośląskie,oleśnicki,-,-,47,-,-,4.38,0,0,0,50,23,505,185,54,128,3,t0214,2022-01-11
dolnośląskie,oławski,-,-,40,-,-,5.21,1,1,0,42,6,456,165,44,119,2,t0215,2022-01-11
dolnośląskie,polkowicki,-,-,23,-,-,3.65,0,0,0,22,7,299,116,26,88,2,t0216,2022-01-11
dolnośląskie,strzeliński,-,-,29,-,-,6.67,0,0,0,45,10,228,107,33,72,2,t0217,2022-01-11
dolnośląskie,średzki,-,-,31,-,-,5.6,0,0,0,39,11,404,112,33,77,2,t0218,2022-01-11
dolnośląskie,świdnicki,-,-,50,-,-,3.19,7,2,5,94,15,886,244,61,182,1,t0219,2022-01-11
dolnośląskie,trzebnicki,-,-,34,-,-,3.98,4,4,0,56,11,499,195,38,156,1,t0220,2022-01-11
dolnośląskie,wałbrzyski,-,-,16,-,-,2.89,0,0,0,34,9,191,117,18,99,0,t0221,2022-01-11
dolnośląskie,wołowski,-,-,32,-,-,6.85,0,0,0,32,3,233,116,32,84,0,t0222,2022-01-11
dolnośląskie,wrocławski,-,-,106,-,-,6.89,0,0,0,158,56,1101,530,130,395,5,t0223,2022-01-11
dolnośląskie,ząbkowicki,-,-,18,-,-,2.79,0,0,0,46,6,208,102,19,83,0,t0224,2022-01-11
