wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,10942,1332,12274,2.85,0.35,3.2,207,53,154,14868,12297,70883,77878,13212,63724,942,t0000,2022-03-16
dolnośląskie,bolesławiecki,15,0,15,1.67,0.0,1.67,1,0,1,31,24,130,205,16,186,3,t0201,2022-03-16
dolnośląskie,dzierżoniowski,14,2,16,1.39,0.2,1.59,0,0,0,20,10,103,136,16,120,0,t0202,2022-03-16
dolnośląskie,głogowski,23,2,25,2.59,0.23,2.81,0,0,0,30,35,151,150,27,121,2,t0203,2022-03-16
dolnośląskie,górowski,10,0,10,2.88,0.0,2.88,0,0,0,20,16,80,74,10,62,2,t0204,2022-03-16
dolnośląskie,jaworski,7,0,7,1.4,0.0,1.4,0,0,0,13,10,95,72,7,65,0,t0205,2022-03-16
dolnośląskie,jeleniogórski,13,2,15,2.05,0.32,2.37,0,0,0,16,11,60,82,17,65,0,t0206,2022-03-16
dolnośląskie,kamiennogórski,5,0,5,1.16,0.0,1.16,0,0,0,4,3,25,42,5,37,0,t0207,2022-03-16
dolnośląskie,kłodzki,20,1,21,1.27,0.06,1.34,1,0,1,23,23,145,215,23,192,0,t0208,2022-03-16
dolnośląskie,legnicki,9,1,10,1.63,0.18,1.81,2,2,0,19,12,101,77,12,65,0,t0209,2022-03-16
dolnośląskie,lubański,11,2,13,2.03,0.37,2.4,0,0,0,22,12,77,83,16,64,3,t0210,2022-03-16
dolnośląskie,lubiński,29,3,32,2.73,0.28,3.02,0,0,0,38,20,200,176,34,140,2,t0211,2022-03-16
dolnośląskie,lwówecki,22,1,23,4.81,0.22,5.03,0,0,0,28,13,73,105,23,80,2,t0212,2022-03-16
dolnośląskie,milicki,11,5,16,2.98,1.35,4.33,0,0,0,16,16,58,60,19,41,0,t0213,2022-03-16
dolnośląskie,oleśnicki,22,2,24,2.05,0.19,2.24,0,0,0,19,16,131,137,24,113,0,t0214,2022-03-16
dolnośląskie,oławski,9,2,11,1.17,0.26,1.43,0,0,0,24,15,146,100,14,85,1,t0215,2022-03-16
dolnośląskie,polkowicki,17,2,19,2.69,0.32,3.01,2,1,1,25,16,127,130,20,109,1,t0216,2022-03-16
dolnośląskie,strzeliński,16,3,19,3.68,0.69,4.37,0,0,0,31,15,91,80,21,59,0,t0217,2022-03-16
dolnośląskie,średzki,8,2,10,1.45,0.36,1.81,0,0,0,31,8,117,70,11,57,2,t0218,2022-03-16
dolnośląskie,świdnicki,20,1,21,1.28,0.06,1.34,0,0,0,37,22,214,218,24,193,1,t0219,2022-03-16
dolnośląskie,trzebnicki,32,0,32,3.75,0.0,3.75,0,0,0,25,26,138,130,35,94,1,t0220,2022-03-16
dolnośląskie,wałbrzyski,5,1,6,0.9,0.18,1.08,2,0,2,22,18,60,100,6,94,0,t0221,2022-03-16
dolnośląskie,wołowski,18,2,20,3.85,0.43,4.28,0,0,0,13,6,99,105,21,82,2,t0222,2022-03-16
dolnośląskie,wrocławski,71,7,78,4.61,0.45,5.07,0,0,0,89,65,411,326,82,241,3,t0223,2022-03-16
dolnośląskie,ząbkowicki,7,2,9,1.09,0.31,1.4,0,0,0,10,13,78,93,9,83,1,t0224,2022-03-16
dolnośląskie,zgorzelecki,14,1,15,1.58,0.11,1.69,0,0,0,34,33,225,69,16,53,0,t0225,2022-03-16
dolnośląskie,złotoryjski,14,0,14,3.24,0.0,3.24,0,0,0,12,11,122,64,15,48,1,t0226,2022-03-16
dolnośląskie,Jelenia Góra,19,2,21,2.41,0.25,2.67,0,0,0,41,9,112,131,26,105,0,t0261,2022-03-16
dolnośląskie,Legnica,32,3,35,3.23,0.3,3.53,0,0,0,38,34,229,186,40,146,0,t0262,2022-03-16
dolnośląskie,Wrocław,360,37,397,5.59,0.57,6.17,1,1,0,345,332,1715,1706,429,1253,24,t0264,2022-03-16
dolnośląskie,Wałbrzych,21,1,22,1.9,0.09,1.99,0,0,0,35,19,162,189,24,164,1,t0265,2022-03-16
kujawsko-pomorskie,aleksandrowski,19,1,20,3.45,0.18,3.64,1,0,1,22,22,95,88,21,67,0,t0401,2022-03-16
kujawsko-pomorskie,brodnicki,12,1,13,1.52,0.13,1.64,0,0,0,28,27,92,102,13,87,2,t0402,2022-03-16
kujawsko-pomorskie,bydgoski,52,6,58,4.35,0.5,4.86,0,0,0,66,63,296,263,59,199,5,t0403,2022-03-16
kujawsko-pomorskie,chełmiński,23,1,24,4.44,0.19,4.63,0,0,0,35,18,158,142,25,116,1,t0404,2022-03-16
kujawsko-pomorskie,golubsko-dobrzyński,21,0,21,4.67,0.0,4.67,1,0,1,40,28,116,95,26,66,3,t0405,2022-03-16
